location_name,location,indicator,date,value,source
Belgium,BE,Weekly new hospital admissions,2020-07-25,157,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-26,155,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-27,169,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-28,201,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-29,213,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-30,210,OWID
Belgium,BE,Weekly new hospital admissions,2020-07-31,195,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-01,198,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-02,211,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-03,212,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-04,191,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-05,206,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-06,209,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-07,223,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-08,232,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-09,226,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-10,238,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-11,270,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-12,255,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-13,268,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-14,268,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-15,273,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-16,279,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-17,259,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-18,242,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-19,246,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-20,230,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-21,228,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-22,211,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-23,200,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-24,196,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-25,173,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-26,155,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-27,146,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-28,134,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-29,116,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-30,112,OWID
Belgium,BE,Weekly new hospital admissions,2020-08-31,113,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-01,129,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-02,134,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-03,126,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-04,129,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-05,137,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-06,140,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-07,148,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-08,162,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-09,160,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-10,176,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-11,185,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-12,204,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-13,228,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-14,236,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-15,244,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-16,266,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-17,286,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-18,313,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-19,336,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-20,345,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-21,372,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-22,398,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-23,426,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-24,470,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-25,486,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-26,482,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-27,483,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-28,496,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-29,511,OWID
Belgium,BE,Weekly new hospital admissions,2020-09-30,526,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-01,523,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-02,524,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-03,549,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-04,589,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-05,606,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-06,628,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-07,684,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-08,725,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-09,801,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-10,887,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-11,937,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-12,1025,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-13,1136,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-14,1257,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-15,1418,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-16,1519,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-17,1719,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-18,1849,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-19,1944,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-20,2148,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-21,2319,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-22,2547,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-23,2912,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-24,3157,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-25,3415,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-26,3686,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-27,3965,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-28,4287,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-29,4455,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-30,4586,OWID
Belgium,BE,Weekly new hospital admissions,2020-10-31,4683,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-01,4732,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-02,4799,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-03,4991,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-04,4907,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-05,4796,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-06,4654,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-07,4463,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-08,4300,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-09,4131,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-10,3850,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-11,3740,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-12,3577,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-13,3497,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-14,3442,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-15,3332,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-16,3174,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-17,2936,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-18,2729,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-19,2678,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-20,2475,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-21,2275,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-22,2185,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-23,2111,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-24,2036,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-25,1963,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-26,1857,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-27,1768,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-28,1732,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-29,1666,OWID
Belgium,BE,Weekly new hospital admissions,2020-11-30,1578,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-01,1481,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-02,1434,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-03,1373,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-04,1360,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-05,1361,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-06,1363,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-07,1387,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-08,1394,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-09,1341,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-10,1352,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-11,1315,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-12,1274,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-13,1310,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-14,1288,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-15,1298,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-16,1314,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-17,1315,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-18,1332,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-19,1345,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-20,1291,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-21,1305,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-22,1299,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-23,1288,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-24,1291,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-25,1241,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-26,1138,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-27,1163,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-28,1174,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-29,1163,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-30,1132,OWID
Belgium,BE,Weekly new hospital admissions,2020-12-31,1066,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-01,1065,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-02,1080,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-03,1059,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-04,1019,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-05,960,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-06,946,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-07,957,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-08,948,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-09,975,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-10,923,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-11,907,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-12,897,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-13,894,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-14,871,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-15,872,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-16,846,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-17,840,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-18,851,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-19,899,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-20,901,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-21,916,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-22,932,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-23,964,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-24,991,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-25,978,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-26,944,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-27,921,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-28,911,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-29,872,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-30,866,OWID
Belgium,BE,Weekly new hospital admissions,2021-01-31,837,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-01,873,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-02,862,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-03,883,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-04,886,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-05,911,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-06,897,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-07,928,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-08,872,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-09,893,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-10,883,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-11,879,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-12,867,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-13,851,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-14,834,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-15,846,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-16,828,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-17,837,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-18,842,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-19,835,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-20,840,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-21,837,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-22,868,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-23,878,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-24,887,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-25,887,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-26,966,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-27,1010,OWID
Belgium,BE,Weekly new hospital admissions,2021-02-28,1049,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-01,1041,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-02,1062,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-03,1064,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-04,1093,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-05,1041,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-06,1026,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-07,1021,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-08,1027,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-09,1053,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-10,1055,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-11,1023,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-12,1041,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-13,1095,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-14,1132,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-15,1169,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-16,1175,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-17,1228,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-18,1297,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-19,1309,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-20,1357,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-21,1383,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-22,1434,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-23,1508,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-24,1552,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-25,1586,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-26,1612,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-27,1665,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-28,1693,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-29,1691,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-30,1728,OWID
Belgium,BE,Weekly new hospital admissions,2021-03-31,1786,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-01,1834,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-02,1922,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-03,1885,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-04,1843,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-05,1874,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-06,1790,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-07,1814,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-08,1774,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-09,1753,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-10,1749,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-11,1780,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-12,1775,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-13,1807,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-14,1691,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-15,1680,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-16,1654,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-17,1644,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-18,1643,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-19,1628,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-20,1664,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-21,1691,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-22,1683,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-23,1656,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-24,1639,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-25,1600,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-26,1546,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-27,1474,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-28,1440,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-29,1415,OWID
Belgium,BE,Weekly new hospital admissions,2021-04-30,1384,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-01,1351,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-02,1350,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-03,1347,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-04,1307,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-05,1261,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-06,1200,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-07,1172,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-08,1141,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-09,1139,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-10,1120,OWID
Belgium,BE,Weekly new hospital admissions,2021-05-11,1095,OWID
