location,type,quantile,value,target_end_date,forecast_date,target
AT,quantile,0.6,7310,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.65,7906,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.7,8479,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.75,9312,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.8,10327,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.85,11522,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.9,13487,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.95,17602,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.975,25074,2022-06-04,2022-05-23,2 wk ahead inc case
AT,quantile,0.99,30794,2022-06-04,2022-05-23,2 wk ahead inc case
AT,point,NA,22,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.01,0,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.025,1,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.05,2,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.1,5,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.15,7,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.2,9,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.25,11,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.3,13,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.35,15,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.4,18,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.45,20,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.5,22,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.55,24,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.6,27,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.65,30,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.7,33,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.75,37,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.8,41,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.85,46,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.9,53,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.95,63,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.975,70,2022-06-04,2022-05-23,2 wk ahead inc death
AT,quantile,0.99,80,2022-06-04,2022-05-23,2 wk ahead inc death
AT,point,NA,1477,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.01,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.025,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.05,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.1,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.15,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.2,0,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.25,39,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.3,233,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.35,472,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.4,772,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.45,1118,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.5,1477,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.55,1920,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.6,2385,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.65,2994,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.7,3760,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.75,4644,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.8,5717,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.85,7197,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.9,9869,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.95,15526,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.975,22816,2022-06-11,2022-05-23,3 wk ahead inc case
AT,quantile,0.99,31563,2022-06-11,2022-05-23,3 wk ahead inc case
AT,point,NA,27,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.01,0,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.025,0,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.05,0,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.1,2,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.15,5,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.2,7,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.25,10,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.3,13,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.35,16,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.4,20,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.45,23,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.5,27,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.55,32,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.6,36,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.65,41,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.7,46,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.75,52,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.8,59,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.85,68,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.9,79,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.95,99,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.975,120,2022-06-11,2022-05-23,3 wk ahead inc death
AT,quantile,0.99,139,2022-06-11,2022-05-23,3 wk ahead inc death
AT,point,NA,721,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.01,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.025,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.05,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.1,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.15,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.2,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.25,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.3,0,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.35,2,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.4,112,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.45,351,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.5,721,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.55,1227,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.6,1813,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.65,2578,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.7,3744,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.75,4946,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.8,6663,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.85,8993,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.9,12979,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.95,22243,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.975,34022,2022-06-18,2022-05-23,4 wk ahead inc case
AT,quantile,0.99,46986,2022-06-18,2022-05-23,4 wk ahead inc case
AT,point,NA,36,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.01,0,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.025,0,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.05,0,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.1,1,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.15,3,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.2,7,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.25,10,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.3,15,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.35,20,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.4,25,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.45,30,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.5,36,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.55,43,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.6,49,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.65,58,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.7,66,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.75,77,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.8,88,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.85,102,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.9,123,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.95,156,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.975,185,2022-06-18,2022-05-23,4 wk ahead inc death
AT,quantile,0.99,228,2022-06-18,2022-05-23,4 wk ahead inc death
BE,point,NA,13615,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.01,1779,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.025,4262,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.05,6032,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.1,8450,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.15,9928,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.2,11168,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.25,11657,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.3,12341,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.35,12896,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.4,13177,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.45,13359,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.5,13615,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.55,14186,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.6,14324,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.65,14762,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.7,15061,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.75,16094,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.8,17128,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.85,18068,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.9,20089,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.95,23031,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.975,24853,2022-05-28,2022-05-23,1 wk ahead inc case
BE,quantile,0.99,25630,2022-05-28,2022-05-23,1 wk ahead inc case
BE,point,NA,53,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.01,4,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.025,8,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.05,16,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.1,22,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.15,29,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.2,35,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.25,38,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.3,41,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.35,42,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.4,48,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.45,49,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.5,53,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.55,55,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.6,57,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.65,62,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.7,65,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.75,67,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.8,74,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.85,79,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.9,82,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.95,96,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.975,102,2022-05-28,2022-05-23,1 wk ahead inc death
BE,quantile,0.99,177,2022-05-28,2022-05-23,1 wk ahead inc death
BE,point,NA,612,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.01,86,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.025,255,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.05,316,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.1,374,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.15,415,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.2,445,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.25,474,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.3,503,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.35,532,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.4,558,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.45,584,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.5,612,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.55,640,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.6,673,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.65,704,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.7,742,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.75,781,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.8,829,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.85,886,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.9,954,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.95,1060,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.975,1186,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,quantile,0.99,1332,2022-05-28,2022-05-23,1 wk ahead inc hosp
BE,point,NA,11893,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.01,0,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.025,352,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.05,1343,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.1,3154,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.15,4962,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.2,6572,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.25,7701,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.3,8759,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.35,9559,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.4,10405,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.45,11147,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.5,11893,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.55,12610,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.6,13463,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.65,14375,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.7,15563,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.75,16857,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.8,18397,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.85,20617,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.9,23632,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.95,29503,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.975,36937,2022-06-04,2022-05-23,2 wk ahead inc case
BE,quantile,0.99,58832,2022-06-04,2022-05-23,2 wk ahead inc case
BE,point,NA,50,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.01,0,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.025,1,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.05,4,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.1,10,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.15,16,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.2,22,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.25,27,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.3,31,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.35,36,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.4,40,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.45,46,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.5,50,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.55,55,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.6,60,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.65,65,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.7,70,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.75,77,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.8,84,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.85,94,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.9,105,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.95,132,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.975,220,2022-06-04,2022-05-23,2 wk ahead inc death
BE,quantile,0.99,314,2022-06-04,2022-05-23,2 wk ahead inc death
BE,point,NA,614,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.01,18,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.025,127,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.05,211,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.1,290,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.15,341,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.2,385,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.25,431,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.3,467,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.35,501,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.4,538,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.45,575,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.5,614,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.55,654,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.6,695,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.65,743,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.7,791,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.75,847,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.8,922,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.85,1004,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.9,1119,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.95,1267,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.975,1438,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,quantile,0.99,1667,2022-06-04,2022-05-23,2 wk ahead inc hosp
BE,point,NA,11098,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.01,0,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.025,0,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.05,16,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.1,1011,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.15,2329,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.2,3731,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.25,5188,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.3,6404,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.35,7675,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.4,8765,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.45,9977,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.5,11098,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.55,12282,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.6,13581,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.65,15140,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.7,16833,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.75,18741,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.8,20801,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.85,24354,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.9,28987,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.95,38471,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.975,50860,2022-06-11,2022-05-23,3 wk ahead inc case
BE,quantile,0.99,71891,2022-06-11,2022-05-23,3 wk ahead inc case
BE,point,NA,46,2022-06-11,2022-05-23,3 wk ahead inc death
BE,quantile,0.01,0,2022-06-11,2022-05-23,3 wk ahead inc death
