location,type,quantile,value,target_end_date,forecast_date,target
AT,quantile,0.05,7708,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.1,15459,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.15,20990,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.2,26186,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.25,30375,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.3,33864,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.35,37569,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.4,40941,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.45,43755,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.5,46707,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.55,49614,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.6,52720,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.65,56023,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.7,59949,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.75,63999,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.8,68951,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.85,76079,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.9,87109,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.95,110036,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.975,134508,2022-05-28,2022-05-02,4 wk ahead inc case
AT,quantile,0.99,164702,2022-05-28,2022-05-02,4 wk ahead inc case
AT,point,NA,178,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.01,19,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.025,33,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.05,50,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.1,70,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.15,86,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.2,102,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.25,114,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.3,127,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.35,140,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.4,152,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.45,165,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.5,178,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.55,190,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.6,205,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.65,219,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.7,236,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.75,254,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.8,273,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.85,297,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.9,331,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.95,381,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.975,424,2022-05-28,2022-05-02,4 wk ahead inc death
AT,quantile,0.99,482,2022-05-28,2022-05-02,4 wk ahead inc death
BE,point,NA,39609,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.01,15232,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.025,17754,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.05,25441,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.1,30003,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.15,32974,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.2,35018,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.25,35798,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.3,37041,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.35,38036,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.4,38386,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.45,39227,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.5,39609,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.55,40548,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.6,40952,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.65,41377,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.7,42540,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.75,44562,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.8,45826,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.85,46856,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.9,52217,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.95,56641,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.975,58571,2022-05-07,2022-05-02,1 wk ahead inc case
BE,quantile,0.99,65035,2022-05-07,2022-05-02,1 wk ahead inc case
BE,point,NA,110,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.01,28,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.025,37,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.05,50,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.1,62,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.15,77,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.2,83,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.25,88,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.3,92,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.35,94,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.4,102,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.45,105,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.5,110,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.55,113,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.6,116,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.65,123,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.7,127,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.75,130,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.8,140,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.85,147,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.9,150,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.95,168,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.975,178,2022-05-07,2022-05-02,1 wk ahead inc death
BE,quantile,0.99,397,2022-05-07,2022-05-02,1 wk ahead inc death
BE,point,NA,973,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.01,237,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.025,474,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.05,586,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.1,665,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.15,710,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.2,757,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.25,798,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.3,830,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.35,870,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.4,908,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.45,938,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.5,973,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.55,1011,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.6,1050,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.65,1089,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.7,1138,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.75,1192,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.8,1252,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.85,1315,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.9,1401,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.95,1532,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.975,1688,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,quantile,0.99,1866,2022-05-07,2022-05-02,1 wk ahead inc hosp
BE,point,NA,39481,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.01,7264,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.025,11011,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.05,16034,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.1,21536,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.15,26241,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.2,29606,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.25,31679,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.3,33608,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.35,35298,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.4,36619,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.45,38180,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.5,39481,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.55,40864,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.6,42586,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.65,44399,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.7,46461,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.75,48824,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.8,51614,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.85,55986,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.9,61048,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.95,68876,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.975,77048,2022-05-14,2022-05-02,2 wk ahead inc case
BE,quantile,0.99,83723,2022-05-14,2022-05-02,2 wk ahead inc case
BE,point,NA,100,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.01,7,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.025,14,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.05,23,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.1,37,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.15,48,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.2,57,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.25,65,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.3,72,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.35,79,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.4,86,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.45,93,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.5,100,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.55,106,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.6,112,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.65,119,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.7,127,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.75,136,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.8,146,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.85,159,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.9,176,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.95,215,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.975,318,2022-05-14,2022-05-02,2 wk ahead inc death
BE,quantile,0.99,432,2022-05-14,2022-05-02,2 wk ahead inc death
BE,point,NA,898,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.01,67,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.025,240,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.05,380,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.1,487,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.15,555,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.2,604,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.25,666,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.3,713,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.35,763,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.4,807,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.45,852,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.5,898,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.55,947,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.6,1001,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.65,1058,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.7,1115,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.75,1183,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.8,1261,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.85,1367,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.9,1498,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.95,1691,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.975,1886,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,quantile,0.99,2126,2022-05-14,2022-05-02,2 wk ahead inc hosp
BE,point,NA,39492,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.01,3060,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.025,5987,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.05,9718,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.1,15911,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.15,20750,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.2,25105,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.25,28258,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.3,30753,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.35,32834,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.4,35087,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.45,37441,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.5,39492,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.55,41880,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.6,44678,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.65,47302,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.7,50377,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.75,53742,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.8,58054,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.85,63586,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.9,70353,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.95,81225,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.975,90451,2022-05-21,2022-05-02,3 wk ahead inc case
BE,quantile,0.99,101441,2022-05-21,2022-05-02,3 wk ahead inc case
