location,type,quantile,value,target_end_date,forecast_date,target
AT,point,NA,88960,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.01,33787,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.025,43793,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.05,53548,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.1,65101,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.15,71177,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.2,75581,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.25,78906,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.3,81365,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.35,83462,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.4,85463,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.45,87024,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.5,88960,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.55,90909,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.6,92840,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.65,94731,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.7,97120,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.75,99833,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.8,102666,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.85,106418,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.9,111869,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.95,120374,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.975,135773,2022-08-06,2022-07-25,2 wk ahead inc case
AT,quantile,0.99,156299,2022-08-06,2022-07-25,2 wk ahead inc case
AT,point,NA,66,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.01,12,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.025,16,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.05,22,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.1,29,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.15,35,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.2,40,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.25,44,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.3,49,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.35,53,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.4,57,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.45,61,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.5,66,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.55,70,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.6,74,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.65,79,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.7,85,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.75,91,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.8,99,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.85,106,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.9,116,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.95,131,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.975,143,2022-08-06,2022-07-25,2 wk ahead inc death
AT,quantile,0.99,158,2022-08-06,2022-07-25,2 wk ahead inc death
AT,point,NA,97506,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.01,22472,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.025,32590,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.05,44468,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.1,58007,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.15,67958,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.2,74906,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.25,79372,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.3,83955,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.35,87418,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.4,90885,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.45,94233,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.5,97506,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.55,100643,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.6,103963,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.65,107140,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.7,111199,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.75,115553,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.8,120171,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.85,126870,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.9,136100,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.95,151760,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.975,175407,2022-08-13,2022-07-25,3 wk ahead inc case
AT,quantile,0.99,199883,2022-08-13,2022-07-25,3 wk ahead inc case
AT,point,NA,54,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.01,0,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.025,1,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.05,4,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.1,11,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.15,17,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.2,22,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.25,27,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.3,32,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.35,37,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.4,42,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.45,48,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.5,54,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.55,60,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.6,66,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.65,74,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.7,82,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.75,91,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.8,102,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.85,114,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.9,130,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.95,155,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.975,176,2022-08-13,2022-07-25,3 wk ahead inc death
AT,quantile,0.99,199,2022-08-13,2022-07-25,3 wk ahead inc death
AT,point,NA,96020,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.01,9387,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.025,18553,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.05,30165,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.1,45107,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.15,55812,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.2,64358,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.25,71235,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.3,77094,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.35,82199,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.4,86621,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.45,91345,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.5,96020,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.55,100861,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.6,105123,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.65,110052,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.7,115942,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.75,121880,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.8,129324,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.85,138208,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.9,151073,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.95,174360,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.975,202497,2022-08-20,2022-07-25,4 wk ahead inc case
AT,quantile,0.99,235336,2022-08-20,2022-07-25,4 wk ahead inc case
AT,point,NA,42,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.01,0,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.025,0,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.05,0,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.1,1,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.15,4,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.2,8,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.25,12,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.3,17,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.35,22,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.4,28,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.45,35,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.5,42,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.55,49,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.6,57,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.65,66,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.7,76,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.75,88,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.8,103,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.85,122,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.9,146,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.95,180,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.975,211,2022-08-20,2022-07-25,4 wk ahead inc death
AT,quantile,0.99,262,2022-08-20,2022-07-25,4 wk ahead inc death
BE,point,NA,20152,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.01,4674,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.025,8152,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.05,9191,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.1,13512,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.15,14729,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.2,16567,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.25,17961,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.3,18596,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.35,19104,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.4,19443,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.45,19780,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.5,20152,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.55,20362,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.6,20868,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.65,21462,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.7,22400,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.75,23557,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.8,24536,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.85,25370,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.9,26606,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.95,31425,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.975,33762,2022-07-30,2022-07-25,1 wk ahead inc case
BE,quantile,0.99,35618,2022-07-30,2022-07-25,1 wk ahead inc case
BE,point,NA,70,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.01,22,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.025,22,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.05,30,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.1,40,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.15,45,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.2,49,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.25,55,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.3,59,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.35,61,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.4,64,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.45,66,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.5,70,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.55,75,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.6,77,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.65,80,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.7,84,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.75,90,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.8,96,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.85,97,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.9,103,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.95,111,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.975,121,2022-07-30,2022-07-25,1 wk ahead inc death
BE,quantile,0.99,161,2022-07-30,2022-07-25,1 wk ahead inc death
BE,point,NA,1297,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.01,433,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.025,766,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.05,859,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.1,943,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.15,998,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.2,1042,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.25,1088,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.3,1132,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.35,1181,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.4,1223,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.45,1263,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.5,1297,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.55,1335,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.6,1378,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.65,1423,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.7,1476,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.75,1525,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.8,1579,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.85,1659,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.9,1749,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.95,1902,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.975,2082,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,quantile,0.99,2270,2022-07-30,2022-07-25,1 wk ahead inc hosp
BE,point,NA,14922,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.01,39,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.025,780,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.05,2156,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.1,4972,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.15,6908,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.2,8537,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.25,10077,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.3,11462,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.35,12499,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.4,13415,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.45,14153,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.5,14922,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.55,15883,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.6,16924,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.65,18198,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.7,19479,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.75,20911,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.8,22524,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.85,24705,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.9,28379,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.95,34848,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.975,41583,2022-08-06,2022-07-25,2 wk ahead inc case
BE,quantile,0.99,59996,2022-08-06,2022-07-25,2 wk ahead inc case
BE,point,NA,71,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.01,3,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.025,8,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.05,15,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.1,24,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.15,31,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.2,38,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.25,44,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.3,50,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.35,55,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.4,61,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.45,66,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.5,71,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.55,76,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.6,81,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.65,88,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.7,93,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.75,101,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.8,109,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.85,118,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.9,130,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.95,152,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.975,189,2022-08-06,2022-07-25,2 wk ahead inc death
BE,quantile,0.99,328,2022-08-06,2022-07-25,2 wk ahead inc death
BE,point,NA,1293,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.01,259,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.025,517,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.05,675,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.1,793,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.15,879,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.2,945,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.25,1014,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.3,1072,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.35,1126,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.4,1185,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.45,1237,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.5,1293,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.55,1346,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.6,1405,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.65,1465,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.7,1531,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.75,1604,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.8,1695,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.85,1806,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.9,1937,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.95,2169,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.975,2400,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,quantile,0.99,2689,2022-08-06,2022-07-25,2 wk ahead inc hosp
BE,point,NA,14040,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.01,0,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.025,0,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.05,242,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.1,1789,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.15,3624,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.2,5321,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.25,6980,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.3,8539,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.35,9866,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.4,11214,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.45,12592,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.5,14040,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.55,15331,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.6,16799,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.65,18462,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.7,20288,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.75,22350,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.8,24921,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.85,28684,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.9,33433,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.95,42310,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.975,52859,2022-08-13,2022-07-25,3 wk ahead inc case
BE,quantile,0.99,73547,2022-08-13,2022-07-25,3 wk ahead inc case
