location,type,quantile,value,target_end_date,forecast_date,target
AT,quantile,0.75,18930,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.8,20224,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.85,21860,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.9,23753,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.95,27289,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.975,32449,2022-06-11,2022-05-30,2 wk ahead inc case
AT,quantile,0.99,41977,2022-06-11,2022-05-30,2 wk ahead inc case
AT,point,NA,66,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.01,14,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.025,19,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.05,25,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.1,32,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.15,37,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.2,42,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.25,46,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.3,51,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.35,55,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.4,59,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.45,62,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.5,66,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.55,71,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.6,76,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.65,81,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.7,86,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.75,91,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.8,98,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.85,107,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.9,117,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.95,132,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.975,143,2022-06-11,2022-05-30,2 wk ahead inc death
AT,quantile,0.99,157,2022-06-11,2022-05-30,2 wk ahead inc death
AT,point,NA,18214,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.01,0,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.025,35,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.05,1642,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.1,4962,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.15,7816,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.2,10094,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.25,12012,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.3,13634,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.35,14873,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.4,16042,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.45,17179,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.5,18214,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.55,19396,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.6,20724,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.65,22224,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.7,23912,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.75,25770,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.8,27969,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.85,30661,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.9,34066,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.95,41987,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.975,49803,2022-06-18,2022-05-30,3 wk ahead inc case
AT,quantile,0.99,63541,2022-06-18,2022-05-30,3 wk ahead inc case
AT,point,NA,94,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.01,10,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.025,16,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.05,25,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.1,35,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.15,44,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.2,52,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.25,59,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.3,67,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.35,73,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.4,80,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.45,86,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.5,94,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.55,102,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.6,110,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.65,119,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.7,127,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.75,139,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.8,152,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.85,165,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.9,181,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.95,209,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.975,236,2022-06-18,2022-05-30,3 wk ahead inc death
AT,quantile,0.99,263,2022-06-18,2022-05-30,3 wk ahead inc death
AT,point,NA,21182,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.01,0,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.025,0,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.05,198,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.1,3134,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.15,6113,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.2,9118,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.25,11754,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.3,13720,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.35,15667,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.4,17334,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.45,19247,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.5,21182,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.55,23138,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.6,25047,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.65,27323,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.7,29951,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.75,32791,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.8,36259,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.85,40278,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.9,46212,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.95,58331,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.975,69470,2022-06-25,2022-05-30,4 wk ahead inc case
AT,quantile,0.99,88138,2022-06-25,2022-05-30,4 wk ahead inc case
AT,point,NA,119,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.01,4,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.025,11,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.05,21,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.1,34,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.15,47,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.2,58,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.25,68,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.3,77,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.35,89,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.4,99,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.45,109,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.5,119,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.55,130,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.6,142,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.65,155,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.7,171,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.75,188,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.8,205,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.85,228,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.9,259,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.95,300,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.975,344,2022-06-25,2022-05-30,4 wk ahead inc death
AT,quantile,0.99,390,2022-06-25,2022-05-30,4 wk ahead inc death
BE,point,NA,11266,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.01,977,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.025,3091,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.05,4505,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.1,6567,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.15,7732,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.2,9005,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.25,9418,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.3,10018,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.35,10604,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.4,10769,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.45,11012,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.5,11266,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.55,11819,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.6,11944,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.65,12307,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.7,12419,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.75,13543,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.8,14535,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.85,15251,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.9,17708,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.95,21196,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.975,22380,2022-06-04,2022-05-30,1 wk ahead inc case
BE,quantile,0.99,26633,2022-06-04,2022-05-30,1 wk ahead inc case
BE,point,NA,51,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.01,4,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.025,8,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.05,15,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.1,22,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.15,30,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.2,33,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.25,38,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.3,39,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.35,40,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.4,45,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.45,49,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.5,51,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.55,53,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.6,55,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.65,60,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.7,63,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.75,64,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.8,70,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.85,76,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.9,79,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.95,92,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.975,99,2022-06-04,2022-05-30,1 wk ahead inc death
BE,quantile,0.99,273,2022-06-04,2022-05-30,1 wk ahead inc death
BE,point,NA,523,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.01,65,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.025,209,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.05,270,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.1,312,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.15,343,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.2,371,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.25,400,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.3,425,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.35,449,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.4,475,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.45,499,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.5,523,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.55,550,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.6,581,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.65,610,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.7,645,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.75,682,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.8,724,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.85,773,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.9,839,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.95,941,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.975,1041,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,quantile,0.99,1182,2022-06-04,2022-05-30,1 wk ahead inc hosp
BE,point,NA,10589,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.01,0,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.025,89,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.05,995,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.1,2619,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.15,4316,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.2,5729,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.25,6643,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.3,7662,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.35,8337,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.4,9213,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.45,9897,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.5,10589,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.55,11322,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.6,12113,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.65,12925,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.7,14064,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.75,15337,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.8,16807,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.85,19354,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.9,22321,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.95,27071,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.975,31580,2022-06-11,2022-05-30,2 wk ahead inc case
BE,quantile,0.99,36599,2022-06-11,2022-05-30,2 wk ahead inc case
BE,point,NA,48,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.01,0,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.025,1,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.05,4,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.1,10,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.15,15,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.2,20,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.25,25,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.3,30,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.35,35,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.4,38,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.45,43,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.5,48,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.55,52,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.6,57,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.65,62,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.7,67,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.75,74,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.8,80,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.85,91,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.9,103,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.95,135,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.975,221,2022-06-11,2022-05-30,2 wk ahead inc death
BE,quantile,0.99,312,2022-06-11,2022-05-30,2 wk ahead inc death
BE,point,NA,548,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.01,14,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.025,101,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.05,181,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.1,249,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.15,297,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.2,338,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.25,374,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.3,409,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.35,441,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.4,474,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.45,512,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.5,548,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.55,591,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.6,630,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.65,675,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.7,719,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.75,779,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.8,842,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.85,915,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.9,1021,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.95,1169,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.975,1330,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,quantile,0.99,1507,2022-06-11,2022-05-30,2 wk ahead inc hosp
BE,point,NA,10287,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.01,0,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.025,0,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.05,1,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.1,827,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.15,2047,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.2,3386,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.25,4794,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.3,6006,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.35,7062,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.4,8088,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.45,9201,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.5,10287,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.55,11479,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.6,12702,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.65,14273,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.7,16075,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.75,17853,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.8,20258,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.85,23166,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.9,27335,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.95,34603,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.975,40631,2022-06-18,2022-05-30,3 wk ahead inc case
BE,quantile,0.99,48302,2022-06-18,2022-05-30,3 wk ahead inc case
BE,point,NA,45,2022-06-18,2022-05-30,3 wk ahead inc death
