model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
UMass-MechBayes,inc death,1,Overall,0.67,0.73,0.57,0.93,0.13,439,32,NA
UMass-SemiMech,inc death,1,Overall,0.76,0.86,0.58,0.9,0.14,439,32,NA
USC-SIkJalpha,inc death,1,Overall,0.74,0.89,0.42,0.52,0.24,539,32,NA
USyd-OneModelMan,inc death,1,Overall,0.67,NA,NA,NA,NA,443,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.94,0.77,0.4,0.77,0.16,200,32,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.72,0.83,0.48,0.91,0.15,75,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.96,0.88,0.56,0.93,0.15,516,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.62,NA,0.56,0.93,NA,222,31,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.55,0.92,0.22,506,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.44,0.43,0.67,0.97,0.22,506,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.91,0.82,0.49,0.9,0.2,502,32,NA
ILM-EKF,inc death,2,Overall,0.66,0.6,0.78,0.98,0.17,505,32,NA
MUNI-ARIMA,inc death,2,Overall,0.47,0.74,0.54,0.96,0.26,250,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.71,0.7,0.57,0.81,-0.02,506,32,NA
UMass-MechBayes,inc death,2,Overall,0.45,0.53,0.53,0.94,0.17,406,32,NA
UMass-SemiMech,inc death,2,Overall,0.55,0.65,0.55,0.89,0.26,406,32,NA
USC-SIkJalpha,inc death,2,Overall,0.6,0.62,0.42,0.54,0.29,506,32,NA
USyd-OneModelMan,inc death,2,Overall,0.64,NA,NA,NA,NA,410,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.85,0.68,0.31,0.76,0.24,195,32,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.52,0.62,0.42,0.77,0.25,71,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.83,0.72,0.5,0.9,0.22,484,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.55,0.88,0.24,473,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.45,0.41,0.61,0.95,0.3,473,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.02,0.88,0.45,0.87,0.26,470,32,NA
ILM-EKF,inc death,3,Overall,0.72,0.59,0.68,0.97,0.23,472,32,NA
MUNI-ARIMA,inc death,3,Overall,0.41,0.79,0.56,0.96,0.28,186,31,NA
RobertWalraven-ESG,inc death,3,Overall,0.72,0.69,0.56,0.79,-0.03,473,32,NA
UMass-MechBayes,inc death,3,Overall,0.45,0.46,0.5,0.94,0.22,373,32,NA
UMass-SemiMech,inc death,3,Overall,0.53,0.56,0.47,0.89,0.36,373,32,NA
USC-SIkJalpha,inc death,3,Overall,0.6,0.59,0.36,0.5,0.36,473,32,NA
USyd-OneModelMan,inc death,3,Overall,0.68,NA,NA,NA,NA,377,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.74,0.59,0.33,0.77,0.32,190,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.48,0.53,0.22,0.73,0.39,67,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.84,0.7,0.48,0.9,0.28,453,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.57,0.85,0.28,441,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.51,0.46,0.56,0.91,0.37,441,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.15,1.02,0.39,0.82,0.3,439,32,NA
ILM-EKF,inc death,4,Overall,0.89,0.71,0.6,0.97,0.29,440,32,NA
MUNI-ARIMA,inc death,4,Overall,0.41,0.84,0.57,0.95,0.31,155,31,NA
RobertWalraven-ESG,inc death,4,Overall,0.72,0.7,0.55,0.78,-0.02,441,32,NA
UMass-MechBayes,inc death,4,Overall,0.48,0.52,0.5,0.9,0.28,341,32,NA
UMass-SemiMech,inc death,4,Overall,0.59,0.66,0.4,0.85,0.44,341,32,NA
USC-SIkJalpha,inc death,4,Overall,0.56,0.57,0.36,0.51,0.39,441,32,NA
USyd-OneModelMan,inc death,4,Overall,0.75,NA,NA,NA,NA,345,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.75,0.6,0.27,0.74,0.34,185,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.88,0.75,0.47,0.91,0.29,423,32,NA
BIOCOMSC-Gompertz,inc case,1,AT,0.26,NA,0.8,1,NA,10,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.29,1,0.38,17,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.56,0.51,0.71,0.94,0.35,17,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.74,0.69,0.41,0.88,0.53,17,1,Austria
ILM-EKF,inc case,1,AT,0.64,0.61,0.71,1,0.26,17,1,Austria
LANL-GrowthRate,inc case,1,AT,0.55,0.44,0.5,1,-0.24,16,1,Austria
MUNI-ARIMA,inc case,1,AT,0.24,0.39,0.67,1,0.21,9,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.64,0.9,0.65,0.94,0.36,17,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.42,NA,NA,NA,NA,14,1,Austria
UMass-SemiMech,inc case,1,AT,0.78,0.73,0.5,1,0.47,14,1,Austria
USC-SIkJalpha,inc case,1,AT,0.68,0.87,0.29,0.47,0.64,17,1,Austria
UVA-Ensemble,inc case,1,AT,1.51,NA,0.38,1,NA,16,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.55,0.49,0.41,0.71,0.11,17,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.28,NA,1,1,NA,9,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.25,1,0.39,16,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.58,0.53,0.62,0.94,0.43,16,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.81,0.77,0.31,0.75,0.66,16,1,Austria
ILM-EKF,inc case,2,AT,0.68,0.59,0.69,1,0.36,16,1,Austria
MUNI-ARIMA,inc case,2,AT,0.23,0.47,0.88,1,0.19,8,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.51,0.73,0.56,0.88,0.22,16,1,Austria
UMass-SemiMech,inc case,2,AT,0.73,0.69,0.23,1,0.6,13,1,Austria
USC-SIkJalpha,inc case,2,AT,0.61,0.71,0.25,0.44,0.67,16,1,Austria
UVA-Ensemble,inc case,2,AT,1.22,NA,0.33,0.93,NA,15,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.62,0.53,0.25,0.75,0.14,16,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.33,1,0.47,15,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.68,0.56,0.47,0.87,0.57,15,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.98,0.88,0.2,0.67,0.79,15,1,Austria
ILM-EKF,inc case,3,AT,0.84,0.6,0.53,1,0.45,15,1,Austria
MUNI-ARIMA,inc case,3,AT,0.09,0.71,1,1,0.15,6,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.48,0.67,0.53,0.87,0.16,15,1,Austria
UMass-SemiMech,inc case,3,AT,0.66,0.72,0.25,0.83,0.67,12,1,Austria
USC-SIkJalpha,inc case,3,AT,0.62,0.68,0.2,0.27,0.71,15,1,Austria
UVA-Ensemble,inc case,3,AT,1.02,NA,0.38,0.77,NA,13,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.65,0.54,0.33,0.67,0.21,15,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.29,1,0.54,14,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.82,0.63,0.21,0.79,0.7,14,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.22,1.05,0.14,0.5,0.87,14,1,Austria
ILM-EKF,inc case,4,AT,1.05,0.64,0.43,1,0.51,14,1,Austria
MUNI-ARIMA,inc case,4,AT,0.11,0.91,1,1,0.18,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.46,0.68,0.5,0.79,0.12,14,1,Austria
UMass-SemiMech,inc case,4,AT,0.69,0.76,0.27,0.82,0.71,11,1,Austria
USC-SIkJalpha,inc case,4,AT,0.71,0.65,0.29,0.36,0.8,14,1,Austria
UVA-Ensemble,inc case,4,AT,1.11,NA,0.36,0.55,NA,11,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.69,0.55,0.43,0.79,0.31,14,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.35,1,0.24,17,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.65,0.6,0.88,1,0.14,17,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.94,0.88,0.59,1,0.2,17,1,Austria
ILM-EKF,inc death,1,AT,0.69,1.21,0.94,1,0.1,17,1,Austria
Imperial-DeCa,inc death,1,AT,0.61,0.62,0.54,0.69,-0.15,13,1,Austria
Imperial-RtI0,inc death,1,AT,1.92,1.62,0.46,0.92,0.22,13,1,Austria
Imperial-sbkp,inc death,1,AT,1.64,1.89,0.31,0.69,0.34,13,1,Austria
LANL-GrowthRate,inc death,1,AT,0.79,0.68,0.25,0.94,0.12,16,1,Austria
MUNI-ARIMA,inc death,1,AT,0.83,0.99,0.67,1,0.15,9,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.73,0.66,0.35,1,0.04,17,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.71,NA,NA,NA,NA,14,1,Austria
UMass-MechBayes,inc death,1,AT,0.46,0.53,0.71,1,-0.12,14,1,Austria
UMass-SemiMech,inc death,1,AT,0.44,0.55,0.64,1,-0,14,1,Austria
USC-SIkJalpha,inc death,1,AT,0.84,1.12,0.29,0.35,0.42,17,1,Austria
USyd-OneModelMan,inc death,1,AT,0.57,NA,NA,NA,NA,14,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.76,0.63,0.59,1,0.18,17,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.5,1,0.24,16,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.46,0.45,0.75,1,0.23,16,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.86,0.84,0.44,1,0.3,16,1,Austria
ILM-EKF,inc death,2,AT,0.61,0.84,0.94,1,0.21,16,1,Austria
MUNI-ARIMA,inc death,2,AT,0.64,0.95,0.62,1,0.24,8,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.7,0.59,0.56,0.94,0.05,16,1,Austria
UMass-MechBayes,inc death,2,AT,0.3,0.37,0.69,1,-0.08,13,1,Austria
UMass-SemiMech,inc death,2,AT,0.49,0.5,0.69,1,0.21,13,1,Austria
USC-SIkJalpha,inc death,2,AT,0.56,0.8,0.31,0.38,0.46,16,1,Austria
USyd-OneModelMan,inc death,2,AT,0.72,NA,NA,NA,NA,13,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.65,0.53,0.44,0.94,0.27,16,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.53,1,0.29,15,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.38,0.45,0.6,1,0.39,15,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.18,0.99,0.4,0.8,0.37,15,1,Austria
ILM-EKF,inc death,3,AT,0.77,0.74,0.73,1,0.31,15,1,Austria
MUNI-ARIMA,inc death,3,AT,0.41,1.01,0.67,1,0.13,6,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.58,0.52,0.4,0.93,0.01,15,1,Austria
UMass-MechBayes,inc death,3,AT,0.32,0.35,0.58,1,0.03,12,1,Austria
UMass-SemiMech,inc death,3,AT,0.56,0.54,0.58,1,0.4,12,1,Austria
USC-SIkJalpha,inc death,3,AT,0.73,0.93,0.2,0.33,0.83,15,1,Austria
USyd-OneModelMan,inc death,3,AT,0.86,NA,NA,NA,NA,12,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.67,0.56,0.4,0.93,0.37,15,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.5,1,0.34,14,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.46,0.48,0.57,0.93,0.43,14,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.15,1.11,0.36,0.71,0.46,14,1,Austria
ILM-EKF,inc death,4,AT,0.85,0.74,0.43,1,0.44,14,1,Austria
MUNI-ARIMA,inc death,4,AT,0.36,1.31,0.8,1,0.32,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.72,0.54,0.36,0.86,-0,14,1,Austria
UMass-MechBayes,inc death,4,AT,0.31,0.32,0.55,1,0.12,11,1,Austria
UMass-SemiMech,inc death,4,AT,0.58,0.59,0.45,0.91,0.59,11,1,Austria
USC-SIkJalpha,inc death,4,AT,0.66,0.82,0.29,0.36,0.74,14,1,Austria
USyd-OneModelMan,inc death,4,AT,1.12,NA,NA,NA,NA,11,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.73,0.5,0.57,0.93,0.4,14,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.68,NA,0.5,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.29,1,0.19,17,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.83,0.77,0.41,1,0.1,17,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,0.99,0.85,0.47,1,0.19,17,1,Belgium
ILM-EKF,inc case,1,BE,0.96,0.81,0.41,0.88,0.03,17,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.69,0.69,0.56,1,-0.32,16,1,Belgium
MUNI-ARIMA,inc case,1,BE,0.9,1.19,0.22,1,0.26,9,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.04,1.32,0.29,0.82,0.26,17,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.83,NA,NA,NA,NA,14,1,Belgium
UMass-SemiMech,inc case,1,BE,1.1,1.1,0.43,0.93,0.17,14,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.97,1.02,0.41,0.53,0.05,17,1,Belgium
UVA-Ensemble,inc case,1,BE,1.39,NA,0.31,0.75,NA,16,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.96,0.9,0.53,0.76,0.12,17,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.44,NA,0.67,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.25,1,0.29,16,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.88,0.81,0.5,1,0.2,16,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.19,0.98,0.19,0.88,0.4,16,1,Belgium
ILM-EKF,inc case,2,BE,1.04,0.91,0.44,0.88,0.14,16,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.72,1.26,0.62,1,0.44,8,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.85,1.24,0.38,0.81,0.52,16,1,Belgium
UMass-SemiMech,inc case,2,BE,0.97,1.04,0.38,1,0.25,13,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.75,0.89,0.38,0.5,0.19,16,1,Belgium
UVA-Ensemble,inc case,2,BE,1.08,NA,0.4,0.73,NA,15,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.02,0.96,0.5,0.75,0.16,16,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.33,1,0.36,15,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.03,0.94,0.47,0.93,0.33,15,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.43,1.19,0.2,0.87,0.56,15,1,Belgium
ILM-EKF,inc case,3,BE,1.27,1.04,0.4,0.93,0.22,15,1,Belgium
MUNI-ARIMA,inc case,3,BE,0.92,1.56,0.5,1,0.58,6,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.79,1.23,0.27,0.87,0.78,15,1,Belgium
UMass-SemiMech,inc case,3,BE,0.97,1.19,0.25,0.92,0.33,12,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.7,0.85,0.47,0.47,0.28,15,1,Belgium
UVA-Ensemble,inc case,3,BE,0.86,NA,0.38,0.54,NA,13,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.13,0.97,0.47,0.87,0.29,15,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.29,1,0.38,14,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.13,1.04,0.43,0.93,0.48,14,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.74,1.48,0.21,0.79,0.65,14,1,Belgium
ILM-EKF,inc case,4,BE,1.53,1.2,0.5,0.93,0.37,14,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.16,1.76,0,1,0.7,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.57,1.21,0.29,0.93,0.78,14,1,Belgium
UMass-SemiMech,inc case,4,BE,1.04,1.17,0.36,0.91,0.37,11,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.66,0.82,0.43,0.5,0.35,14,1,Belgium
UVA-Ensemble,inc case,4,BE,0.98,NA,0,0.36,NA,11,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.17,0.93,0.57,0.86,0.43,14,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.25,NA,0.4,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.82,1,0.21,17,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.78,0.58,0.76,1,0.08,17,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.1,0.71,0.65,0.94,0.13,17,1,Belgium
ILM-EKF,inc death,1,BE,0.88,0.97,1,1,0.11,17,1,Belgium
Imperial-DeCa,inc death,1,BE,1.61,1.01,0.15,0.38,-0.63,13,1,Belgium
Imperial-RtI0,inc death,1,BE,2.38,1.63,0.23,0.46,-0.72,13,1,Belgium
Imperial-sbkp,inc death,1,BE,1.62,1.01,0.15,0.62,-0.42,13,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.33,0.69,0.38,0.94,-0.09,16,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.92,1.06,0.56,0.89,0.08,9,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.94,0.62,0.71,1,0.02,17,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.12,NA,NA,NA,NA,14,1,Belgium
UMass-MechBayes,inc death,1,BE,0.8,0.55,0.71,1,-0.14,14,1,Belgium
UMass-SemiMech,inc death,1,BE,0.98,0.65,0.64,1,-0.06,14,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.15,0.82,0.35,0.53,0.22,17,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.94,NA,NA,NA,NA,14,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.65,0.89,0.5,0.88,0.33,16,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.7,NA,1,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.94,1,0.13,16,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.54,0.45,0.81,1,0.18,16,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.94,0.67,0.5,0.94,0.17,16,1,Belgium
ILM-EKF,inc death,2,BE,0.64,0.66,0.88,1,0.24,16,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.77,0.73,0.62,1,0.3,8,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.83,0.49,0.69,1,0,16,1,Belgium
UMass-MechBayes,inc death,2,BE,0.51,0.41,0.85,1,-0.07,13,1,Belgium
UMass-SemiMech,inc death,2,BE,0.68,0.54,0.62,1,0.17,13,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.77,0.7,0.44,0.62,0.33,16,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.69,NA,NA,NA,NA,13,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.93,1,0.16,15,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.53,0.46,0.67,0.93,0.23,15,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.99,0.73,0.27,0.8,0.3,15,1,Belgium
ILM-EKF,inc death,3,BE,0.76,0.65,0.6,1,0.35,15,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.53,0.63,0.83,1,0.2,6,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.66,0.44,0.67,1,-0.02,15,1,Belgium
UMass-MechBayes,inc death,3,BE,0.45,0.4,0.58,1,-0.04,12,1,Belgium
UMass-SemiMech,inc death,3,BE,0.78,0.66,0.33,1,0.27,12,1,Belgium
