model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiExpert_Rt,inc case,4,Overall,0.57,0.56,0.2,0.67,0.32,66,19,NA
epiforecasts-EpiExpert_direct,inc case,4,Overall,0.58,0.79,0.16,0.41,0.51,49,17,NA
epiforecasts-EpiNow2,inc case,4,Overall,0.93,0.77,0.38,0.8,0.07,465,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.67,NA,0.5,0.89,NA,271,31,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.44,0.95,0.18,571,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.56,0.55,0.72,0.97,0.13,571,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.9,0.83,0.59,0.91,0.11,565,32,NA
ILM-EKF,inc death,1,Overall,0.71,0.79,0.86,0.99,0.1,570,32,NA
Imperial-DeCa,inc death,1,Overall,0.94,1.17,0.2,0.44,-0.26,263,22,NA
Imperial-RtI0,inc death,1,Overall,0.97,1.11,0.31,0.62,-0,263,22,NA
Imperial-sbkp,inc death,1,Overall,0.91,1.09,0.22,0.59,-0.04,263,22,NA
LANL-GrowthRate,inc death,1,Overall,0.73,0.67,0.36,0.85,0.02,540,32,NA
MUNI-ARIMA,inc death,1,Overall,0.52,0.75,0.55,0.94,0.16,315,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.77,0.74,0.56,0.85,-0.03,571,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.73,NA,NA,NA,NA,475,32,NA
UMass-MechBayes,inc death,1,Overall,0.67,0.72,0.57,0.93,0.13,471,32,NA
UMass-SemiMech,inc death,1,Overall,0.75,0.84,0.58,0.9,0.13,471,32,NA
USC-SIkJalpha,inc death,1,Overall,0.74,0.88,0.41,0.51,0.23,571,32,NA
USyd-OneModelMan,inc death,1,Overall,0.66,NA,NA,NA,NA,475,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.96,0.76,0.4,0.77,0.16,204,32,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.72,0.83,0.46,0.9,0.13,78,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.95,0.87,0.56,0.93,0.14,548,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.66,NA,0.53,0.9,NA,249,31,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.57,0.93,0.21,538,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.45,0.43,0.68,0.97,0.21,538,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.92,0.82,0.5,0.9,0.19,533,32,NA
ILM-EKF,inc death,2,Overall,0.66,0.6,0.79,0.98,0.16,537,32,NA
LANL-GrowthRate,inc death,2,Overall,0.59,0.51,0.37,0.82,0.01,507,32,NA
MUNI-ARIMA,inc death,2,Overall,0.47,0.76,0.57,0.96,0.23,282,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.71,0.7,0.58,0.82,-0.03,538,32,NA
UMass-MechBayes,inc death,2,Overall,0.46,0.53,0.54,0.94,0.16,438,32,NA
UMass-SemiMech,inc death,2,Overall,0.54,0.65,0.56,0.9,0.24,438,32,NA
USC-SIkJalpha,inc death,2,Overall,0.59,0.61,0.42,0.54,0.28,538,32,NA
USyd-OneModelMan,inc death,2,Overall,0.64,NA,NA,NA,NA,442,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.87,0.68,0.32,0.76,0.23,199,32,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.53,0.65,0.41,0.76,0.23,74,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.82,0.71,0.5,0.91,0.2,515,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.57,0.89,0.24,505,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.45,0.4,0.62,0.95,0.28,505,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.01,0.87,0.46,0.88,0.25,501,32,NA
ILM-EKF,inc death,3,Overall,0.72,0.58,0.69,0.98,0.21,504,32,NA
MUNI-ARIMA,inc death,3,Overall,0.41,0.8,0.57,0.96,0.24,218,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.72,0.69,0.57,0.81,-0.03,505,32,NA
UMass-MechBayes,inc death,3,Overall,0.44,0.45,0.51,0.94,0.2,405,32,NA
UMass-SemiMech,inc death,3,Overall,0.52,0.55,0.48,0.9,0.34,405,32,NA
USC-SIkJalpha,inc death,3,Overall,0.59,0.58,0.36,0.5,0.33,505,32,NA
USyd-OneModelMan,inc death,3,Overall,0.67,NA,NA,NA,NA,409,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.75,0.58,0.33,0.77,0.31,194,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.48,0.53,0.21,0.71,0.36,70,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.83,0.69,0.48,0.9,0.24,483,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.58,0.86,0.28,472,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.5,0.43,0.57,0.92,0.36,472,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.14,0.99,0.39,0.83,0.31,469,32,NA
ILM-EKF,inc death,4,Overall,0.86,0.65,0.61,0.97,0.27,471,32,NA
MUNI-ARIMA,inc death,4,Overall,0.39,0.83,0.6,0.96,0.28,186,31,NA
RobertWalraven-ESG,inc death,4,Overall,0.71,0.67,0.57,0.79,-0.02,472,32,NA
UMass-MechBayes,inc death,4,Overall,0.47,0.48,0.51,0.9,0.26,372,32,NA
UMass-SemiMech,inc death,4,Overall,0.57,0.61,0.41,0.85,0.42,372,32,NA
USC-SIkJalpha,inc death,4,Overall,0.54,0.54,0.36,0.51,0.37,472,32,NA
USyd-OneModelMan,inc death,4,Overall,0.73,NA,NA,NA,NA,376,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.75,0.58,0.28,0.74,0.35,189,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.43,0.5,0.24,0.65,0.44,66,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.87,0.69,0.48,0.91,0.26,452,32,NA
BIOCOMSC-Gompertz,inc case,1,AT,0.26,NA,0.73,1,NA,11,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.33,1,0.33,18,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.58,0.52,0.67,0.94,0.27,18,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.75,0.7,0.39,0.83,0.44,18,1,Austria
ILM-EKF,inc case,1,AT,0.65,0.62,0.67,1,0.19,18,1,Austria
LANL-GrowthRate,inc case,1,AT,0.56,0.47,0.47,0.94,-0.29,17,1,Austria
MUNI-ARIMA,inc case,1,AT,0.25,0.39,0.6,1,0.12,10,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.65,0.88,0.61,0.94,0.21,18,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.43,NA,NA,NA,NA,15,1,Austria
UMass-SemiMech,inc case,1,AT,0.77,0.72,0.47,1,0.39,15,1,Austria
USC-SIkJalpha,inc case,1,AT,0.69,0.87,0.28,0.44,0.55,18,1,Austria
UVA-Ensemble,inc case,1,AT,1.49,NA,0.41,1,NA,17,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.56,0.51,0.39,0.67,0.05,18,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.28,NA,0.9,1,NA,10,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.29,1,0.36,17,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.58,0.54,0.59,0.94,0.36,17,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.82,0.78,0.29,0.76,0.56,17,1,Austria
ILM-EKF,inc case,2,AT,0.68,0.61,0.65,1,0.28,17,1,Austria
LANL-GrowthRate,inc case,2,AT,0.49,0.41,0.56,0.94,0.05,16,1,Austria
MUNI-ARIMA,inc case,2,AT,0.23,0.49,0.89,1,0.12,9,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.52,0.72,0.59,0.88,0.11,17,1,Austria
UMass-SemiMech,inc case,2,AT,0.72,0.7,0.21,1,0.49,14,1,Austria
USC-SIkJalpha,inc case,2,AT,0.61,0.72,0.24,0.41,0.57,17,1,Austria
UVA-Ensemble,inc case,2,AT,1.23,NA,0.38,0.94,NA,16,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.63,0.54,0.29,0.76,0.1,17,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.38,1,0.45,16,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.68,0.56,0.44,0.88,0.5,16,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.98,0.86,0.19,0.69,0.7,16,1,Austria
ILM-EKF,inc case,3,AT,0.84,0.6,0.5,1,0.38,16,1,Austria
MUNI-ARIMA,inc case,3,AT,0.1,0.71,1,1,0.06,7,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.49,0.66,0.56,0.88,0.08,16,1,Austria
UMass-SemiMech,inc case,3,AT,0.66,0.7,0.23,0.85,0.57,13,1,Austria
USC-SIkJalpha,inc case,3,AT,0.63,0.68,0.19,0.25,0.6,16,1,Austria
UVA-Ensemble,inc case,3,AT,1.01,NA,0.43,0.79,NA,14,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.65,0.56,0.31,0.62,0.14,16,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.33,1,0.53,15,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.81,0.62,0.27,0.8,0.65,15,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.21,1.01,0.2,0.53,0.84,15,1,Austria
ILM-EKF,inc case,4,AT,1.04,0.63,0.47,1,0.45,15,1,Austria
MUNI-ARIMA,inc case,4,AT,0.11,0.92,1,1,0.12,6,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.45,0.72,0.53,0.8,0.06,15,1,Austria
UMass-SemiMech,inc case,4,AT,0.68,0.77,0.33,0.83,0.69,12,1,Austria
USC-SIkJalpha,inc case,4,AT,0.7,0.63,0.33,0.4,0.72,15,1,Austria
UVA-Ensemble,inc case,4,AT,1.1,NA,0.33,0.58,NA,12,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.68,0.54,0.4,0.8,0.24,15,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.39,1,0.22,18,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.69,0.6,0.83,1,0.09,18,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1,0.87,0.61,1,0.19,18,1,Austria
ILM-EKF,inc death,1,AT,0.73,1.2,0.94,1,0.07,18,1,Austria
LANL-GrowthRate,inc death,1,AT,0.78,0.69,0.29,0.94,0.12,17,1,Austria
MUNI-ARIMA,inc death,1,AT,0.82,1.03,0.7,1,0.09,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.76,0.68,0.33,1,-0.01,18,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.7,NA,NA,NA,NA,15,1,Austria
UMass-MechBayes,inc death,1,AT,0.47,0.55,0.67,1,-0.17,15,1,Austria
UMass-SemiMech,inc death,1,AT,0.46,0.56,0.6,1,-0.07,15,1,Austria
USC-SIkJalpha,inc death,1,AT,0.88,1.11,0.28,0.33,0.34,18,1,Austria
USyd-OneModelMan,inc death,1,AT,0.58,NA,NA,NA,NA,15,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.8,0.63,0.56,1,0.12,18,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.53,1,0.24,17,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.49,0.45,0.76,1,0.2,17,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.87,0.84,0.47,1,0.31,17,1,Austria
ILM-EKF,inc death,2,AT,0.62,0.84,0.94,1,0.17,17,1,Austria
LANL-GrowthRate,inc death,2,AT,0.64,0.58,0.06,0.81,-0.03,16,1,Austria
MUNI-ARIMA,inc death,2,AT,0.63,0.92,0.67,1,0.17,9,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.71,0.59,0.53,0.94,0.01,17,1,Austria
UMass-MechBayes,inc death,2,AT,0.32,0.37,0.64,1,-0.14,14,1,Austria
UMass-SemiMech,inc death,2,AT,0.49,0.5,0.64,1,0.14,14,1,Austria
USC-SIkJalpha,inc death,2,AT,0.56,0.79,0.29,0.35,0.38,17,1,Austria
USyd-OneModelMan,inc death,2,AT,0.76,NA,NA,NA,NA,14,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.69,0.54,0.41,0.94,0.22,17,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.56,1,0.28,16,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.4,0.44,0.62,1,0.35,16,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.14,0.96,0.44,0.81,0.34,16,1,Austria
ILM-EKF,inc death,3,AT,0.77,0.73,0.75,1,0.26,16,1,Austria
MUNI-ARIMA,inc death,3,AT,0.43,0.96,0.71,1,0.09,7,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.58,0.52,0.44,0.94,-0.02,16,1,Austria
UMass-MechBayes,inc death,3,AT,0.34,0.35,0.54,0.92,-0.05,13,1,Austria
UMass-SemiMech,inc death,3,AT,0.59,0.54,0.54,1,0.3,13,1,Austria
USC-SIkJalpha,inc death,3,AT,0.73,0.91,0.19,0.31,0.72,16,1,Austria
USyd-OneModelMan,inc death,3,AT,0.83,NA,NA,NA,NA,13,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.67,0.56,0.38,0.88,0.29,16,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.53,1,0.32,15,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.49,0.47,0.6,0.93,0.39,15,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.24,1.08,0.4,0.73,0.41,15,1,Austria
ILM-EKF,inc death,4,AT,0.91,0.73,0.47,1,0.37,15,1,Austria
MUNI-ARIMA,inc death,4,AT,0.37,1.29,0.67,1,0.13,6,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.73,0.54,0.4,0.87,-0.02,15,1,Austria
UMass-MechBayes,inc death,4,AT,0.31,0.32,0.5,1,0.03,12,1,Austria
UMass-SemiMech,inc death,4,AT,0.58,0.58,0.5,0.92,0.52,12,1,Austria
USC-SIkJalpha,inc death,4,AT,0.66,0.8,0.33,0.4,0.72,15,1,Austria
USyd-OneModelMan,inc death,4,AT,1.12,NA,NA,NA,NA,12,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.74,0.51,0.53,0.93,0.31,15,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.71,NA,0.45,1,NA,11,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.28,1,0.13,18,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.87,0.84,0.39,0.94,0.04,18,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.01,0.91,0.44,0.94,0.12,18,1,Belgium
ILM-EKF,inc case,1,BE,0.98,0.87,0.39,0.83,-0.03,18,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.77,0.84,0.53,0.94,-0.36,17,1,Belgium
MUNI-ARIMA,inc case,1,BE,0.97,1.2,0.2,0.9,0.14,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.07,1.3,0.28,0.78,0.1,18,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.83,NA,NA,NA,NA,15,1,Belgium
UMass-SemiMech,inc case,1,BE,1.12,1.13,0.4,0.93,0.1,15,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.99,1.09,0.39,0.5,-0.01,18,1,Belgium
UVA-Ensemble,inc case,1,BE,1.34,NA,0.35,0.76,NA,17,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.98,0.96,0.5,0.72,0.06,18,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.48,NA,0.6,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.24,1,0.24,17,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.91,0.88,0.47,0.94,0.13,17,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.19,1.04,0.18,0.82,0.32,17,1,Belgium
ILM-EKF,inc case,2,BE,1.06,1.01,0.41,0.82,0.07,17,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.81,0.74,0.56,1,-0.24,16,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.77,1.24,0.56,1,0.29,9,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.88,1.26,0.35,0.76,0.31,17,1,Belgium
UMass-SemiMech,inc case,2,BE,0.99,1.13,0.36,0.93,0.16,14,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.78,0.98,0.35,0.47,0.12,17,1,Belgium
UVA-Ensemble,inc case,2,BE,1.11,NA,0.38,0.75,NA,16,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.04,1.05,0.47,0.71,0.09,17,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.38,1,0.31,16,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.05,0.99,0.44,0.88,0.25,16,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.43,1.26,0.19,0.81,0.46,16,1,Belgium
ILM-EKF,inc case,3,BE,1.29,1.14,0.38,0.88,0.15,16,1,Belgium
MUNI-ARIMA,inc case,3,BE,0.87,1.36,0.57,1,0.44,7,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.82,1.21,0.25,0.81,0.48,16,1,Belgium
UMass-SemiMech,inc case,3,BE,0.98,1.19,0.23,0.92,0.23,13,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.73,0.94,0.44,0.44,0.2,16,1,Belgium
UVA-Ensemble,inc case,3,BE,0.89,NA,0.36,0.57,NA,14,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.14,1.09,0.44,0.81,0.21,16,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.33,1,0.34,15,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.15,1.05,0.4,0.93,0.41,15,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.75,1.46,0.2,0.8,0.55,15,1,Belgium
ILM-EKF,inc case,4,BE,1.56,1.26,0.47,0.93,0.28,15,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.04,1.6,0.17,1,0.57,6,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.57,1.06,0.33,0.93,0.64,15,1,Belgium
UMass-SemiMech,inc case,4,BE,1.05,1.17,0.42,0.92,0.3,12,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.7,0.87,0.4,0.47,0.26,15,1,Belgium
UVA-Ensemble,inc case,4,BE,1.03,NA,0,0.42,NA,12,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.21,1.06,0.53,0.8,0.34,15,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.2,NA,0.36,1,NA,11,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.83,1,0.22,18,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.8,0.57,0.72,1,0.11,18,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.09,0.7,0.61,0.94,0.18,18,1,Belgium
ILM-EKF,inc death,1,BE,0.91,0.95,1,1,0.13,18,1,Belgium
Imperial-DeCa,inc death,1,BE,1.54,0.97,0.14,0.43,-0.54,14,1,Belgium
Imperial-RtI0,inc death,1,BE,2.28,1.58,0.29,0.5,-0.7,14,1,Belgium
Imperial-sbkp,inc death,1,BE,1.56,0.97,0.21,0.64,-0.42,14,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.34,0.71,0.35,0.88,-0.03,17,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.95,1.02,0.6,0.9,0.06,10,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.92,0.61,0.72,1,0.03,18,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.15,NA,NA,NA,NA,15,1,Belgium
UMass-MechBayes,inc death,1,BE,0.83,0.54,0.73,1,-0.09,15,1,Belgium
UMass-SemiMech,inc death,1,BE,0.94,0.63,0.67,1,-0.02,15,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.19,0.8,0.33,0.56,0.25,18,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.97,NA,NA,NA,NA,15,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.61,0.87,0.47,0.88,0.35,17,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.67,NA,1,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.94,1,0.14,17,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.57,0.44,0.82,1,0.18,17,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.94,0.67,0.47,0.94,0.21,17,1,Belgium
ILM-EKF,inc death,2,BE,0.63,0.65,0.88,1,0.24,17,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.84,0.56,0.44,0.88,-0.15,16,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.8,0.72,0.67,1,0.21,9,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.82,0.49,0.71,1,0.01,17,1,Belgium
UMass-MechBayes,inc death,2,BE,0.5,0.4,0.86,1,-0.08,14,1,Belgium
UMass-SemiMech,inc death,2,BE,0.71,0.52,0.64,1,0.16,14,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.77,0.68,0.41,0.59,0.37,17,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.68,NA,NA,NA,NA,14,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.98,0.67,0.5,0.94,0.44,16,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.94,1,0.16,16,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.55,0.44,0.69,0.94,0.25,16,1,Belgium
