location_name,location,date,value,source,snapshot_date,status
Czechia,CZ,2021-02-13,4363,OWID,2022-07-18,final
Czechia,CZ,2021-02-20,5118,OWID,2022-07-18,final
Czechia,CZ,2021-02-27,6096,OWID,2022-07-18,final
Czechia,CZ,2021-03-06,6630,OWID,2022-07-18,final
Czechia,CZ,2021-03-13,6745,OWID,2022-07-18,final
Czechia,CZ,2021-03-20,6069,OWID,2022-07-18,final
Czechia,CZ,2021-03-27,5345,OWID,2022-07-18,final
Czechia,CZ,2021-04-03,4454,OWID,2022-07-18,final
Czechia,CZ,2021-04-10,3753,OWID,2022-07-18,final
Czechia,CZ,2021-04-17,2644,OWID,2022-07-18,final
Czechia,CZ,2021-04-24,2186,OWID,2022-07-18,final
Czechia,CZ,2021-05-01,1655,OWID,2022-07-18,final
Czechia,CZ,2021-05-08,1330,OWID,2022-07-18,final
Czechia,CZ,2021-05-15,924,OWID,2022-07-18,final
Czechia,CZ,2021-05-22,596,OWID,2022-07-18,final
Czechia,CZ,2021-05-29,353,OWID,2022-07-18,final
Czechia,CZ,2021-06-05,242,OWID,2022-07-18,final
Czechia,CZ,2021-06-12,124,OWID,2022-07-18,final
Czechia,CZ,2021-06-19,90,OWID,2022-07-18,final
Czechia,CZ,2021-06-26,44,OWID,2022-07-18,final
Czechia,CZ,2021-07-03,38,OWID,2022-07-18,final
Czechia,CZ,2021-07-10,32,OWID,2022-07-18,final
Czechia,CZ,2021-07-17,40,OWID,2022-07-18,final
Czechia,CZ,2021-07-24,49,OWID,2022-07-18,final
Czechia,CZ,2021-07-31,57,OWID,2022-07-18,final
Czechia,CZ,2021-08-07,54,OWID,2022-07-18,final
Czechia,CZ,2021-08-14,50,OWID,2022-07-18,final
Czechia,CZ,2021-08-21,67,OWID,2022-07-18,final
Czechia,CZ,2021-08-28,61,OWID,2022-07-18,final
Czechia,CZ,2021-09-04,71,OWID,2022-07-18,final
Czechia,CZ,2021-09-11,108,OWID,2022-07-18,final
Czechia,CZ,2021-09-18,157,OWID,2022-07-18,final
Czechia,CZ,2021-09-25,150,OWID,2022-07-18,final
Czechia,CZ,2021-10-02,201,OWID,2022-07-18,final
Czechia,CZ,2021-10-09,318,OWID,2022-07-18,final
Czechia,CZ,2021-10-16,480,OWID,2022-07-18,final
Czechia,CZ,2021-10-23,906,OWID,2022-07-18,final
Czechia,CZ,2021-10-30,1498,OWID,2022-07-18,final
Czechia,CZ,2021-11-06,2547,OWID,2022-07-18,final
Czechia,CZ,2021-11-13,3372,OWID,2022-07-18,final
Czechia,CZ,2021-11-20,4274,OWID,2022-07-18,final
Czechia,CZ,2021-11-27,5069,OWID,2022-07-18,final
Czechia,CZ,2021-12-04,4955,OWID,2022-07-18,final
Czechia,CZ,2021-12-11,4371,OWID,2022-07-18,final
Czechia,CZ,2021-12-18,3484,OWID,2022-07-18,final
Czechia,CZ,2021-12-25,2439,OWID,2022-07-18,final
Czechia,CZ,2022-01-01,2267,OWID,2022-07-18,final
Czechia,CZ,2022-01-08,1642,OWID,2022-07-18,final
Czechia,CZ,2022-01-15,1080,OWID,2022-07-18,final
Czechia,CZ,2022-01-22,1448,OWID,2022-07-18,final
Czechia,CZ,2022-01-29,2513,OWID,2022-07-18,final
Czechia,CZ,2022-02-05,3715,OWID,2022-07-18,final
Czechia,CZ,2022-02-12,4151,OWID,2022-07-18,final
Czechia,CZ,2022-02-19,3629,OWID,2022-07-18,final
Czechia,CZ,2022-02-26,3042,OWID,2022-07-18,final
Czechia,CZ,2022-03-05,2358,OWID,2022-07-18,final
Czechia,CZ,2022-03-12,2290,OWID,2022-07-18,final
Czechia,CZ,2022-03-19,2250,OWID,2022-07-18,final
Czechia,CZ,2022-03-26,1900,OWID,2022-07-18,final
Czechia,CZ,2022-04-02,1784,OWID,2022-07-18,final
Czechia,CZ,2022-04-09,1451,OWID,2022-07-18,final
Czechia,CZ,2022-04-16,1073,OWID,2022-07-18,final
Czechia,CZ,2022-04-23,953,OWID,2022-07-18,final
Czechia,CZ,2022-04-30,713,OWID,2022-07-18,final
Czechia,CZ,2022-05-07,449,OWID,2022-07-18,final
Czechia,CZ,2022-05-14,243,OWID,2022-07-18,final
Czechia,CZ,2022-05-21,197,OWID,2022-07-18,final
Czechia,CZ,2022-05-28,122,OWID,2022-07-18,final
Czechia,CZ,2022-06-04,102,OWID,2022-07-18,final
Czechia,CZ,2022-06-11,107,OWID,2022-07-18,final
Czechia,CZ,2022-06-18,106,OWID,2022-07-18,final
Czechia,CZ,2022-06-25,149,OWID,2022-07-23,final
Czechia,CZ,2022-07-02,301,OWID,2022-07-30,final
Czechia,CZ,2022-07-09,332,OWID,2022-08-06,final
Czechia,CZ,2022-07-16,649,OWID,2022-08-13,final
Czechia,CZ,2022-07-23,1101,OWID,2022-08-20,final
Czechia,CZ,2022-07-30,1388,OWID,2022-08-27,final
Czechia,CZ,2022-08-06,1283,OWID,2022-09-03,final
Czechia,CZ,2022-08-13,1191,OWID,2022-09-10,final
Czechia,CZ,2022-08-20,1073,OWID,2022-09-17,final
Czechia,CZ,2022-08-27,829,OWID,2022-09-24,final
Czechia,CZ,2022-09-03,776,OWID,2022-10-01,final
Czechia,CZ,2022-09-10,859,OWID,2022-10-08,final
Czechia,CZ,2022-09-17,1019,OWID,2022-10-15,final
Czechia,CZ,2022-09-24,1259,OWID,2022-10-22,final
Czechia,CZ,2022-10-01,1955,OWID,2022-10-29,final
Czechia,CZ,2022-10-08,2007,OWID,2022-11-05,final
Czechia,CZ,2022-10-15,1678,OWID,2022-11-12,final
Czechia,CZ,2022-10-22,1276,OWID,2022-11-19,final
Czechia,CZ,2022-10-29,897,OWID,2022-11-26,final
Czechia,CZ,2022-11-05,747,OWID,2022-12-03,final
Czechia,CZ,2022-11-12,643,OWID,2022-12-10,final
Czechia,CZ,2022-11-19,595,OWID,2022-12-17,final
Czechia,CZ,2022-11-26,714,OWID,2022-12-24,final
Czechia,CZ,2022-12-03,835,OWID,2022-12-31,final
Czechia,CZ,2022-12-10,985,OWID,2023-01-07,final
Czechia,CZ,2022-12-17,962,OWID,2023-01-14,final
Czechia,CZ,2022-12-24,914,OWID,2023-01-21,final
Czechia,CZ,2022-12-31,803,OWID,2023-01-28,final
Czechia,CZ,2023-01-07,655,OWID,2023-02-04,final
Czechia,CZ,2023-01-14,423,OWID,2023-02-11,final
Czechia,CZ,2023-01-21,347,OWID,2023-02-18,final
Czechia,CZ,2023-01-28,353,OWID,2023-02-25,final
Czechia,CZ,2023-02-04,446,OWID,2023-03-04,final
Czechia,CZ,2023-02-11,587,OWID,2023-03-11,final
Czechia,CZ,2023-02-18,808,OWID,2023-03-18,final
Czechia,CZ,2023-02-25,1010,OWID,2023-03-25,final
Czechia,CZ,2023-03-04,894,OWID,2023-04-01,final
Czechia,CZ,2023-03-11,1015,OWID,2023-04-08,final
Czechia,CZ,2023-03-18,1031,OWID,2023-04-15,final
Czechia,CZ,2023-03-25,865,OWID,2023-04-22,final
Czechia,CZ,2023-04-01,636,OWID,2023-04-29,final
Czechia,CZ,2023-04-08,481,OWID,2023-05-06,final
Czechia,CZ,2023-04-15,491,OWID,2023-05-13,final
Czechia,CZ,2023-04-22,261,OWID,2023-05-20,final
Czechia,CZ,2023-04-29,244,OWID,2023-05-27,final
Czechia,CZ,2023-05-06,158,OWID,2023-06-03,final
Czechia,CZ,2023-05-13,131,OWID,2023-06-10,final
Czechia,CZ,2023-05-20,110,OWID,2023-06-17,final
Czechia,CZ,2023-05-27,60,OWID,2023-06-24,final
Czechia,CZ,2023-06-03,59,OWID,2023-07-01,final
Czechia,CZ,2023-06-10,36,OWID,2023-07-08,final
Czechia,CZ,2023-06-17,22,OWID,2023-07-15,final
Czechia,CZ,2023-06-24,24,OWID,2023-07-22,final
Czechia,CZ,2023-07-01,11,OWID,2023-07-29,final
Czechia,CZ,2023-07-08,14,OWID,2023-08-05,final
Czechia,CZ,2023-07-15,16,OWID,2023-08-12,final
Czechia,CZ,2023-07-22,9,OWID,2023-08-19,final
Czechia,CZ,2023-07-29,11,OWID,2023-08-26,final
Czechia,CZ,2023-08-05,14,OWID,2023-09-02,final
Czechia,CZ,2023-08-12,25,OWID,2023-09-09,final
Czechia,CZ,2023-08-19,30,OWID,2023-09-16,final
Czechia,CZ,2023-08-26,61,OWID,2023-09-23,final
Czechia,CZ,2023-09-02,55,OWID,2023-09-30,final
Czechia,CZ,2023-09-09,91,OWID,2023-10-07,final
Czechia,CZ,2023-09-16,206,OWID,2023-10-18,final
Czechia,CZ,2023-09-23,234,OWID,2023-10-21,final
Czechia,CZ,2023-09-30,317,OWID,2023-10-28,final
Czechia,CZ,2023-10-07,345,OWID,2023-10-29,near final
Czechia,CZ,2023-10-14,397,OWID,2023-10-29,near final
Czechia,CZ,2023-10-21,490,OWID,2023-10-29,expecting revisions
Czechia,CZ,2023-10-28,494,OWID,2023-10-29,expecting revisions
Estonia,EE,2020-03-14,0,OWID,2022-07-18,final
Estonia,EE,2020-03-21,7,OWID,2022-07-18,final
Estonia,EE,2020-03-28,41,OWID,2022-07-18,final
Estonia,EE,2020-04-04,79,OWID,2022-07-18,final
Estonia,EE,2020-04-11,92,OWID,2022-07-18,final
Estonia,EE,2020-04-18,66,OWID,2022-07-18,final
Estonia,EE,2020-04-25,37,OWID,2022-07-18,final
Estonia,EE,2020-05-02,24,OWID,2022-07-18,final
Estonia,EE,2020-05-09,22,OWID,2022-07-18,final
Estonia,EE,2020-05-16,7,OWID,2022-07-18,final
Estonia,EE,2020-05-23,16,OWID,2022-07-18,final
Estonia,EE,2020-05-30,17,OWID,2022-07-18,final
Estonia,EE,2020-06-06,7,OWID,2022-07-18,final
Estonia,EE,2020-06-13,4,OWID,2022-07-18,final
Estonia,EE,2020-06-20,10,OWID,2022-07-18,final
Estonia,EE,2020-06-27,4,OWID,2022-07-18,final
Estonia,EE,2020-07-04,2,OWID,2022-07-18,final
Estonia,EE,2020-07-11,1,OWID,2022-07-18,final
Estonia,EE,2020-07-18,2,OWID,2022-07-18,final
Estonia,EE,2020-07-25,0,OWID,2022-07-18,final
Estonia,EE,2020-08-01,0,OWID,2022-07-18,final
Estonia,EE,2020-08-08,6,OWID,2022-07-18,final
Estonia,EE,2020-08-15,3,OWID,2022-07-18,final
Estonia,EE,2020-08-22,2,OWID,2022-07-18,final
Estonia,EE,2020-08-29,8,OWID,2022-07-18,final
Estonia,EE,2020-09-05,6,OWID,2022-07-18,final
Estonia,EE,2020-09-12,5,OWID,2022-07-18,final
Estonia,EE,2020-09-19,16,OWID,2022-07-18,final
Estonia,EE,2020-09-26,24,OWID,2022-07-18,final
Estonia,EE,2020-10-03,29,OWID,2022-07-18,final
Estonia,EE,2020-10-10,27,OWID,2022-07-18,final
Estonia,EE,2020-10-17,13,OWID,2022-07-18,final
Estonia,EE,2020-10-24,24,OWID,2022-07-18,final
Estonia,EE,2020-10-31,23,OWID,2022-07-18,final
Estonia,EE,2020-11-07,29,OWID,2022-07-18,final
Estonia,EE,2020-11-14,58,OWID,2022-07-18,final
Estonia,EE,2020-11-21,75,OWID,2022-07-18,final
Estonia,EE,2020-11-28,141,OWID,2022-07-18,final
Estonia,EE,2020-12-05,168,OWID,2022-07-18,final
Estonia,EE,2020-12-12,178,OWID,2022-07-18,final
Estonia,EE,2020-12-19,199,OWID,2022-07-18,final
Estonia,EE,2020-12-26,233,OWID,2022-07-18,final
Estonia,EE,2021-01-02,279,OWID,2022-07-18,final
Estonia,EE,2021-01-09,243,OWID,2022-07-18,final
Estonia,EE,2021-01-16,268,OWID,2022-07-18,final
Estonia,EE,2021-01-23,294,OWID,2022-07-18,final
Estonia,EE,2021-01-30,280,OWID,2022-07-18,final
Estonia,EE,2021-02-06,301,OWID,2022-07-18,final
Estonia,EE,2021-02-13,282,OWID,2022-07-18,final
Estonia,EE,2021-02-20,316,OWID,2022-07-18,final
Estonia,EE,2021-02-27,324,OWID,2022-07-18,final
Estonia,EE,2021-03-06,422,OWID,2022-07-18,final
Estonia,EE,2021-03-13,529,OWID,2022-07-18,final
Estonia,EE,2021-03-20,531,OWID,2022-07-18,final
Estonia,EE,2021-03-27,528,OWID,2022-07-18,final
Estonia,EE,2021-04-03,554,OWID,2022-07-18,final
Estonia,EE,2021-04-10,481,OWID,2022-07-18,final
Estonia,EE,2021-04-17,349,OWID,2022-07-18,final
Estonia,EE,2021-04-24,281,OWID,2022-07-18,final
Estonia,EE,2021-05-01,244,OWID,2022-07-18,final
Estonia,EE,2021-05-08,201,OWID,2022-07-18,final
Estonia,EE,2021-05-15,173,OWID,2022-07-18,final
Estonia,EE,2021-05-22,155,OWID,2022-07-18,final
Estonia,EE,2021-05-29,114,OWID,2022-07-18,final
Estonia,EE,2021-06-05,70,OWID,2022-07-18,final
Estonia,EE,2021-06-12,44,OWID,2022-07-18,final
Estonia,EE,2021-06-19,42,OWID,2022-07-18,final
Estonia,EE,2021-06-26,34,OWID,2022-07-18,final
Estonia,EE,2021-07-03,18,OWID,2022-07-18,final
Estonia,EE,2021-07-10,21,OWID,2022-07-18,final
Estonia,EE,2021-07-17,17,OWID,2022-07-18,final
Estonia,EE,2021-07-24,12,OWID,2022-07-18,final
Estonia,EE,2021-07-31,34,OWID,2022-07-18,final
Estonia,EE,2021-08-07,38,OWID,2022-07-18,final
Estonia,EE,2021-08-14,52,OWID,2022-07-18,final
Estonia,EE,2021-08-21,74,OWID,2022-07-18,final
Estonia,EE,2021-08-28,73,OWID,2022-07-18,final
Estonia,EE,2021-09-04,113,OWID,2022-07-18,final
Estonia,EE,2021-09-11,104,OWID,2022-07-18,final
Estonia,EE,2021-09-18,127,OWID,2022-07-18,final
Estonia,EE,2021-09-25,140,OWID,2022-07-18,final
Estonia,EE,2021-10-02,151,OWID,2022-07-18,final
Estonia,EE,2021-10-09,200,OWID,2022-07-18,final
Estonia,EE,2021-10-16,242,OWID,2022-07-18,final
Estonia,EE,2021-10-23,339,OWID,2022-07-18,final
Estonia,EE,2021-10-30,433,OWID,2022-07-18,final
Estonia,EE,2021-11-06,448,OWID,2022-07-18,final
Estonia,EE,2021-11-13,408,OWID,2022-07-18,final
Estonia,EE,2021-11-20,325,OWID,2022-07-18,final
Estonia,EE,2021-11-27,235,OWID,2022-07-18,final
Estonia,EE,2021-12-04,198,OWID,2022-07-18,final
Estonia,EE,2021-12-11,135,OWID,2022-07-18,final
Estonia,EE,2021-12-18,212,OWID,2022-07-18,final
Estonia,EE,2021-12-25,162,OWID,2022-07-18,final
Estonia,EE,2022-01-01,176,OWID,2022-07-18,final
Estonia,EE,2022-01-08,196,OWID,2022-07-18,final
Estonia,EE,2022-01-15,203,OWID,2022-07-18,final
Estonia,EE,2022-01-22,264,OWID,2022-07-18,final
Estonia,EE,2022-01-29,273,OWID,2022-07-18,final
Estonia,EE,2022-02-05,320,OWID,2022-07-18,final
Estonia,EE,2022-02-12,428,OWID,2022-07-18,final
Estonia,EE,2022-02-19,513,OWID,2022-07-18,final
Estonia,EE,2022-02-26,622,OWID,2022-07-18,final
Estonia,EE,2022-03-05,544,OWID,2022-07-18,final
Estonia,EE,2022-03-12,493,OWID,2022-07-18,final
Estonia,EE,2022-03-19,492,OWID,2022-07-18,final
Estonia,EE,2022-03-26,338,OWID,2022-07-18,final
Estonia,EE,2022-04-02,250,OWID,2022-07-18,final
Estonia,EE,2022-04-09,241,OWID,2022-07-18,final
Estonia,EE,2022-04-16,236,OWID,2022-07-18,final
Estonia,EE,2022-04-23,122,OWID,2022-07-18,final
Estonia,EE,2022-04-30,143,OWID,2022-07-18,final
Estonia,EE,2022-05-07,138,OWID,2022-07-18,final
Estonia,EE,2022-05-14,115,OWID,2022-07-18,final
Estonia,EE,2022-05-21,82,OWID,2022-07-18,final
Estonia,EE,2022-05-28,93,OWID,2022-07-18,final
Estonia,EE,2022-06-04,67,OWID,2022-07-18,final
Estonia,EE,2022-06-11,68,OWID,2022-07-18,final
Estonia,EE,2022-06-18,62,OWID,2022-07-18,final
Estonia,EE,2022-06-25,59,OWID,2022-07-18,final
Estonia,EE,2022-07-02,85,OWID,2022-07-24,final
Estonia,EE,2022-07-09,92,OWID,2022-07-31,final
Estonia,EE,2022-07-16,76,OWID,2022-08-07,final
Estonia,EE,2022-07-23,111,OWID,2022-08-14,final
Estonia,EE,2022-07-30,121,OWID,2022-08-21,final
Estonia,EE,2022-08-06,138,OWID,2022-08-28,final
Estonia,EE,2022-08-13,124,OWID,2022-09-04,final
Estonia,EE,2022-08-20,106,OWID,2022-09-11,final
Estonia,EE,2022-08-27,100,OWID,2022-09-18,final
Estonia,EE,2022-09-03,87,OWID,2022-09-25,final
Estonia,EE,2022-09-10,71,OWID,2022-10-02,final
Estonia,EE,2022-09-17,118,OWID,2022-10-09,final
Estonia,EE,2022-09-24,146,OWID,2022-10-16,final
Estonia,EE,2022-10-01,165,OWID,2022-10-23,final
Estonia,EE,2022-10-08,203,OWID,2022-10-30,final
Estonia,EE,2022-10-15,195,OWID,2022-11-06,final
Estonia,EE,2022-10-22,190,OWID,2022-11-13,final
Estonia,EE,2022-10-29,207,OWID,2022-11-20,final
Estonia,EE,2022-11-05,177,OWID,2022-11-27,final
Estonia,EE,2022-11-12,178,OWID,2022-12-09,final
Estonia,EE,2022-11-19,164,OWID,2022-12-11,final
Estonia,EE,2022-11-26,164,OWID,2022-12-18,final
Estonia,EE,2022-12-03,161,OWID,2022-12-25,final
Estonia,EE,2022-12-10,189,OWID,2023-01-01,final
Estonia,EE,2022-12-17,231,OWID,2023-01-08,final
Estonia,EE,2022-12-24,259,OWID,2023-01-15,final
Estonia,EE,2022-12-31,244,OWID,2023-01-22,final
Estonia,EE,2023-01-07,234,OWID,2023-01-29,final
Estonia,EE,2023-01-14,149,OWID,2023-02-05,final
Estonia,EE,2023-01-21,136,OWID,2023-02-12,final
Estonia,EE,2023-01-28,108,OWID,2023-02-19,final
Estonia,EE,2023-02-04,132,OWID,2023-02-26,final
Estonia,EE,2023-02-11,109,OWID,2023-03-05,final
Estonia,EE,2023-02-18,113,OWID,2023-03-12,final
Estonia,EE,2023-02-25,108,OWID,2023-03-19,final
Estonia,EE,2023-03-04,115,OWID,2023-03-26,final
Estonia,EE,2023-03-11,119,OWID,2023-04-02,final
Estonia,EE,2023-03-18,100,OWID,2023-04-09,final
Estonia,EE,2023-03-25,115,OWID,2023-04-16,final
Estonia,EE,2023-04-01,131,OWID,2023-04-23,final
Estonia,EE,2023-04-08,162,OWID,2023-04-30,final
Estonia,EE,2023-04-15,144,OWID,2023-05-07,final
Estonia,EE,2023-04-22,112,OWID,2023-05-14,final
Estonia,EE,2023-04-29,142,OWID,2023-05-21,final
Estonia,EE,2023-05-06,98,OWID,2023-05-28,final
Estonia,EE,2023-05-13,53,OWID,2023-06-04,final
Estonia,EE,2023-05-20,80,OWID,2023-06-11,final
Estonia,EE,2023-05-27,40,OWID,2023-06-18,final
Estonia,EE,2023-06-03,38,OWID,2023-06-25,final
Estonia,EE,2023-06-10,32,OWID,2023-07-02,final
Estonia,EE,2023-06-17,29,OWID,2023-07-09,final
Estonia,EE,2023-06-24,14,OWID,2023-07-16,final
Estonia,EE,2023-07-01,15,OWID,2023-07-23,final
Estonia,EE,2023-07-08,9,OWID,2023-07-30,final
Estonia,EE,2023-07-15,6,OWID,2023-08-06,final
Estonia,EE,2023-07-22,13,OWID,2023-08-13,final
Estonia,EE,2023-07-29,9,OWID,2023-08-20,final
Estonia,EE,2023-08-12,10,OWID,2023-09-03,final
Estonia,EE,2023-08-19,6,OWID,2023-09-10,final
Estonia,EE,2023-08-26,5,OWID,2023-09-17,final
Estonia,EE,2023-09-02,6,OWID,2023-09-24,final
Estonia,EE,2023-09-09,19,OWID,2023-10-01,final
Estonia,EE,2023-09-16,17,OWID,2023-10-08,final
Estonia,EE,2023-09-23,28,OWID,2023-10-18,final
Estonia,EE,2023-09-30,20,OWID,2023-10-22,final
Estonia,EE,2023-10-07,26,OWID,2023-10-29,final
Estonia,EE,2023-10-14,21,OWID,2023-10-29,near final
Estonia,EE,2023-10-21,21,OWID,2023-10-29,near final
Estonia,EE,2023-10-28,42,OWID,2023-10-29,near final
Greece,GR,2020-09-12,204,OWID,2022-07-18,final
Greece,GR,2020-09-19,254,OWID,2022-07-18,final
Greece,GR,2020-09-26,335,OWID,2022-07-18,final
Greece,GR,2020-10-03,328,OWID,2022-07-18,final
Greece,GR,2020-10-10,389,OWID,2022-07-18,final
Greece,GR,2020-10-17,362,OWID,2022-07-18,final
Greece,GR,2020-10-24,410,OWID,2022-07-18,final
Greece,GR,2020-10-31,577,OWID,2022-07-18,final
Greece,GR,2020-11-07,934,OWID,2022-07-18,final
Greece,GR,2020-11-14,1679,OWID,2022-07-18,final
Greece,GR,2020-11-21,2699,OWID,2022-07-18,final
Greece,GR,2020-11-28,3120,OWID,2022-07-18,final
Greece,GR,2020-12-05,2807,OWID,2022-07-18,final
Greece,GR,2020-12-12,2353,OWID,2022-07-18,final
Greece,GR,2020-12-19,1891,OWID,2022-07-18,final
Greece,GR,2020-12-26,1489,OWID,2022-07-18,final
Greece,GR,2021-01-02,997,OWID,2022-07-18,final
Greece,GR,2021-01-09,978,OWID,2022-07-18,final
Greece,GR,2021-01-16,837,OWID,2022-07-18,final
Greece,GR,2021-01-23,911,OWID,2022-07-18,final
Greece,GR,2021-01-30,708,OWID,2022-07-18,final
Greece,GR,2021-02-06,911,OWID,2022-07-18,final
Greece,GR,2021-02-13,1197,OWID,2022-07-18,final
Greece,GR,2021-02-20,1409,OWID,2022-07-18,final
Greece,GR,2021-02-27,1494,OWID,2022-07-18,final
Greece,GR,2021-03-06,1955,OWID,2022-07-18,final
Greece,GR,2021-03-13,2516,OWID,2022-07-18,final
Greece,GR,2021-03-20,3100,OWID,2022-07-18,final
Greece,GR,2021-03-27,3235,OWID,2022-07-18,final
Greece,GR,2021-04-03,3061,OWID,2022-07-18,final
Greece,GR,2021-04-10,3399,OWID,2022-07-18,final
Greece,GR,2021-04-17,3668,OWID,2022-07-18,final
Greece,GR,2021-04-24,3507,OWID,2022-07-18,final
Greece,GR,2021-05-01,3234,OWID,2022-07-18,final
Greece,GR,2021-05-08,2952,OWID,2022-07-18,final
Greece,GR,2021-05-15,2584,OWID,2022-07-18,final
Greece,GR,2021-05-22,2145,OWID,2022-07-18,final
Greece,GR,2021-05-29,1849,OWID,2022-07-18,final
Greece,GR,2021-06-05,1393,OWID,2022-07-18,final
Greece,GR,2021-06-12,1087,OWID,2022-07-18,final
Greece,GR,2021-06-19,723,OWID,2022-07-18,final
Greece,GR,2021-06-26,443,OWID,2022-07-18,final
Greece,GR,2021-07-03,336,OWID,2022-07-18,final
Greece,GR,2021-07-10,262,OWID,2022-07-18,final
Greece,GR,2021-07-17,429,OWID,2022-07-18,final
Greece,GR,2021-07-24,789,OWID,2022-07-18,final
Greece,GR,2021-07-31,1091,OWID,2022-07-18,final
Greece,GR,2021-08-07,1185,OWID,2022-07-18,final
Greece,GR,2021-08-14,1344,OWID,2022-07-18,final
Greece,GR,2021-08-21,1597,OWID,2022-07-18,final
Greece,GR,2021-08-28,1790,OWID,2022-07-18,final
Greece,GR,2021-09-04,1808,OWID,2022-07-18,final
Greece,GR,2021-09-11,1586,OWID,2022-07-18,final
Greece,GR,2021-09-18,1424,OWID,2022-07-18,final
Greece,GR,2021-09-25,1305,OWID,2022-07-18,final
Greece,GR,2021-10-02,1305,OWID,2022-07-18,final
Greece,GR,2021-10-09,1106,OWID,2022-07-18,final
Greece,GR,2021-10-16,1274,OWID,2022-07-18,final
Greece,GR,2021-10-23,1396,OWID,2022-07-18,final
Greece,GR,2021-10-30,1551,OWID,2022-07-18,final
Greece,GR,2021-11-06,1898,OWID,2022-07-18,final
Greece,GR,2021-11-13,2464,OWID,2022-07-18,final
Greece,GR,2021-11-20,2810,OWID,2022-07-18,final
Greece,GR,2021-11-27,3112,OWID,2022-07-18,final
Greece,GR,2021-12-04,3250,OWID,2022-07-18,final
Greece,GR,2021-12-11,2973,OWID,2022-07-18,final
Greece,GR,2021-12-18,2692,OWID,2022-07-18,final
Greece,GR,2021-12-25,2293,OWID,2022-07-18,final
Greece,GR,2022-01-01,2173,OWID,2022-07-18,final
Greece,GR,2022-01-08,2832,OWID,2022-07-18,final
Greece,GR,2022-01-15,3906,OWID,2022-07-18,final
Greece,GR,2022-01-22,3826,OWID,2022-07-18,final
Greece,GR,2022-01-29,3365,OWID,2022-07-18,final
Greece,GR,2022-02-05,2978,OWID,2022-07-18,final
Greece,GR,2022-02-12,3206,OWID,2022-07-18,final
Greece,GR,2022-02-19,2779,OWID,2022-07-18,final
Greece,GR,2022-02-26,2477,OWID,2022-07-18,final
