location,location_name,date,value
CY,Cyprus,2020-04-17,15
CZ,Czechia,2020-04-17,116
DK,Denmark,2020-04-17,194
EE,Estonia,2020-04-17,25
FI,Finland,2020-04-17,120
FR,France,2020-04-17,1861
DE,Germany,2020-04-17,3699
GR,Greece,2020-04-17,17
HU,Hungary,2020-04-17,111
IS,Iceland,2020-04-17,15
IE,Ireland,2020-04-17,709
IT,Italy,2020-04-17,3493
LV,Latvia,2020-04-17,7
LI,Liechtenstein,2020-04-17,0
LT,Lithuania,2020-04-17,28
LU,Luxembourg,2020-04-17,36
MT,Malta,2020-04-17,10
NL,Netherlands,2020-04-17,1235
NO,Norway,2020-04-17,41
PL,Poland,2020-04-17,461
PT,Portugal,2020-04-17,181
RO,Romania,2020-04-17,360
SK,Slovakia,2020-04-17,72
SI,Slovenia,2020-04-17,36
ES,Spain,2020-04-17,5891
SE,Sweden,2020-04-17,688
CH,Switzerland,2020-04-17,346
GB,United Kingdom,2020-04-17,4965
AT,Austria,2020-04-18,76
BE,Belgium,2020-04-18,1045
BG,Bulgaria,2020-04-18,32
HR,Croatia,2020-04-18,18
CY,Cyprus,2020-04-18,11
CZ,Czechia,2020-04-18,57
DK,Denmark,2020-04-18,169
EE,Estonia,2020-04-18,53
FI,Finland,2020-04-18,192
FR,France,2020-04-18,3787
DE,Germany,2020-04-18,1945
GR,Greece,2020-04-18,11
HU,Hungary,2020-04-18,71
IS,Iceland,2020-04-18,6
IE,Ireland,2020-04-18,778
IT,Italy,2020-04-18,3491
LV,Latvia,2020-04-18,30
LI,Liechtenstein,2020-04-18,0
LT,Lithuania,2020-04-18,41
LU,Luxembourg,2020-04-18,57
MT,Malta,2020-04-18,4
NL,Netherlands,2020-04-18,1140
NO,Norway,2020-04-18,99
PL,Poland,2020-04-18,363
PT,Portugal,2020-04-18,663
RO,Romania,2020-04-18,351
SK,Slovakia,2020-04-18,40
SI,Slovenia,2020-04-18,13
ES,Spain,2020-04-18,887
SE,Sweden,2020-04-18,532
CH,Switzerland,2020-04-18,326
GB,United Kingdom,2020-04-18,4716
AT,Austria,2020-04-19,78
BE,Belgium,2020-04-19,1313
BG,Bulgaria,2020-04-19,16
HR,Croatia,2020-04-19,39
CY,Cyprus,2020-04-19,6
CZ,Czechia,2020-04-19,140
DK,Denmark,2020-04-19,142
EE,Estonia,2020-04-19,16
FI,Finland,2020-04-19,102
FR,France,2020-04-19,1069
DE,Germany,2020-04-19,1842
GR,Greece,2020-04-19,0
HU,Hungary,2020-04-19,82
IS,Iceland,2020-04-19,11
IE,Ireland,2020-04-19,493
IT,Italy,2020-04-19,3047
LV,Latvia,2020-04-19,15
LI,Liechtenstein,2020-04-19,2
LT,Lithuania,2020-04-19,62
LU,Luxembourg,2020-04-19,13
MT,Malta,2020-04-19,1
NL,Netherlands,2020-04-19,1066
NO,Norway,2020-04-19,42
PL,Poland,2020-04-19,545
PT,Portugal,2020-04-19,521
RO,Romania,2020-04-19,328
SK,Slovakia,2020-04-19,72
SI,Slovenia,2020-04-19,13
ES,Spain,2020-04-19,6948
SE,Sweden,2020-04-19,388
CH,Switzerland,2020-04-19,336
GB,United Kingdom,2020-04-19,3852
AT,Austria,2020-04-20,46
BE,Belgium,2020-04-20,1487
BG,Bulgaria,2020-04-20,35
HR,Croatia,2020-04-20,10
CY,Cyprus,2020-04-20,5
CZ,Czechia,2020-04-20,154
DK,Denmark,2020-04-20,131
EE,Estonia,2020-04-20,7
FI,Finland,2020-04-20,85
FR,France,2020-04-20,2445
DE,Germany,2020-04-20,1881
GR,Greece,2020-04-20,10
HU,Hungary,2020-04-20,68
IS,Iceland,2020-04-20,2
IE,Ireland,2020-04-20,401
IT,Italy,2020-04-20,2256
LV,Latvia,2020-04-20,12
LI,Liechtenstein,2020-04-20,0
LT,Lithuania,2020-04-20,20
LU,Luxembourg,2020-04-20,8
MT,Malta,2020-04-20,4
NL,Netherlands,2020-04-20,750
NO,Norway,2020-04-20,78
PL,Poland,2020-04-20,306
PT,Portugal,2020-04-20,657
RO,Romania,2020-04-20,190
SK,Slovakia,2020-04-20,12
SI,Slovenia,2020-04-20,5
ES,Spain,2020-04-20,1536
SE,Sweden,2020-04-20,461
CH,Switzerland,2020-04-20,204
GB,United Kingdom,2020-04-20,4858
AT,Austria,2020-04-21,78
BE,Belgium,2020-04-21,973
BG,Bulgaria,2020-04-21,46
HR,Croatia,2020-04-21,27
CY,Cyprus,2020-04-21,12
CZ,Czechia,2020-04-21,133
DK,Denmark,2020-04-21,180
EE,Estonia,2020-04-21,17
FI,Finland,2020-04-21,146
FR,France,2020-04-21,2624
DE,Germany,2020-04-21,1226
GR,Greece,2020-04-21,156
HU,Hungary,2020-04-21,114
IS,Iceland,2020-04-21,5
IE,Ireland,2020-04-21,388
IT,Italy,2020-04-21,2729
LV,Latvia,2020-04-21,9
LI,Liechtenstein,2020-04-21,0
LT,Lithuania,2020-04-21,53
LU,Luxembourg,2020-04-21,60
MT,Malta,2020-04-21,12
NL,Netherlands,2020-04-21,729
NO,Norway,2020-04-21,35
PL,Poland,2020-04-21,263
PT,Portugal,2020-04-21,516
RO,Romania,2020-04-21,306
SK,Slovakia,2020-04-21,26
SI,Slovenia,2020-04-21,9
ES,Spain,2020-04-21,3968
SE,Sweden,2020-04-21,707
CH,Switzerland,2020-04-21,119
GB,United Kingdom,2020-04-21,4760
AT,Austria,2020-04-22,52
BE,Belgium,2020-04-22,933
BG,Bulgaria,2020-04-22,49
HR,Croatia,2020-04-22,42
CY,Cyprus,2020-04-22,6
CZ,Czechia,2020-04-22,99
DK,Denmark,2020-04-22,217
EE,Estonia,2020-04-22,7
FI,Finland,2020-04-22,115
FR,France,2020-04-22,1782
DE,Germany,2020-04-22,2357
GR,Greece,2020-04-22,7
HU,Hungary,2020-04-22,70
IS,Iceland,2020-04-22,7
IE,Ireland,2020-04-22,631
IT,Italy,2020-04-22,3370
LV,Latvia,2020-04-22,13
LI,Liechtenstein,2020-04-22,0
LT,Lithuania,2020-04-22,24
LU,Luxembourg,2020-04-22,36
MT,Malta,2020-04-22,1
NL,Netherlands,2020-04-22,708
NO,Norway,2020-04-22,147
PL,Poland,2020-04-22,313
PT,Portugal,2020-04-22,603
RO,Romania,2020-04-22,468
SK,Slovakia,2020-04-22,45
SI,Slovenia,2020-04-22,9
ES,Spain,2020-04-22,4211
SE,Sweden,2020-04-22,722
CH,Switzerland,2020-04-22,205
GB,United Kingdom,2020-04-22,5490
AT,Austria,2020-04-23,77
BE,Belgium,2020-04-23,908
BG,Bulgaria,2020-04-23,73
HR,Croatia,2020-04-23,31
CY,Cyprus,2020-04-23,5
CZ,Czechia,2020-04-23,55
DK,Denmark,2020-04-23,161
EE,Estonia,2020-04-23,33
FI,Finland,2020-04-23,155
FR,France,2020-04-23,-1722
DE,Germany,2020-04-23,2481
GR,Greece,2020-04-23,55
HU,Hungary,2020-04-23,116
IS,Iceland,2020-04-23,4
IE,Ireland,2020-04-23,936
IT,Italy,2020-04-23,2646
LV,Latvia,2020-04-23,17
LI,Liechtenstein,2020-04-23,0
LT,Lithuania,2020-04-23,22
LU,Luxembourg,2020-04-23,11
MT,Malta,2020-04-23,1
NL,Netherlands,2020-04-23,887
NO,Norway,2020-04-23,63
PL,Poland,2020-04-23,342
PT,Portugal,2020-04-23,371
RO,Romania,2020-04-23,386
SK,Slovakia,2020-04-23,81
SI,Slovenia,2020-04-23,13
ES,Spain,2020-04-23,4635
SE,Sweden,2020-04-23,758
CH,Switzerland,2020-04-23,228
GB,United Kingdom,2020-04-23,5143
AT,Austria,2020-04-24,69
BE,Belgium,2020-04-24,1496
BG,Bulgaria,2020-04-24,137
HR,Croatia,2020-04-24,28
CY,Cyprus,2020-04-24,9
CZ,Czechia,2020-04-24,86
DK,Denmark,2020-04-24,137
EE,Estonia,2020-04-24,13
FI,Finland,2020-04-24,111
FR,France,2020-04-24,2772
DE,Germany,2020-04-24,1870
GR,Greece,2020-04-24,27
HU,Hungary,2020-04-24,159
IS,Iceland,2020-04-24,0
IE,Ireland,2020-04-24,577
IT,Italy,2020-04-24,3021
LV,Latvia,2020-04-24,6
LI,Liechtenstein,2020-04-24,0
LT,Lithuania,2020-04-24,19
LU,Luxembourg,2020-04-24,30
MT,Malta,2020-04-24,2
NL,Netherlands,2020-04-24,806
NO,Norway,2020-04-24,62
PL,Poland,2020-04-24,381
PT,Portugal,2020-04-24,444
RO,Romania,2020-04-24,321
SK,Slovakia,2020-04-24,35
SI,Slovenia,2020-04-24,7
ES,Spain,2020-04-24,-10034
SE,Sweden,2020-04-24,779
CH,Switzerland,2020-04-24,181
GB,United Kingdom,2020-04-24,4973
AT,Austria,2020-04-25,77
BE,Belgium,2020-04-25,1032
BG,Bulgaria,2020-04-25,13
HR,Croatia,2020-04-25,7
CY,Cyprus,2020-04-25,6
CZ,Czechia,2020-04-25,79
DK,Denmark,2020-04-25,235
EE,Estonia,2020-04-25,30
FI,Finland,2020-04-25,80
FR,France,2020-04-25,1642
DE,Germany,2020-04-25,1514
GR,Greece,2020-04-25,16
HU,Hungary,2020-04-25,0
IS,Iceland,2020-04-25,1
IE,Ireland,2020-04-25,377
IT,Italy,2020-04-25,2357
LV,Latvia,2020-04-25,20
LI,Liechtenstein,2020-04-25,0
LT,Lithuania,2020-04-25,10
LU,Luxembourg,2020-04-25,16
MT,Malta,2020-04-25,1
NL,Netherlands,2020-04-25,655
NO,Norway,2020-04-25,36
PL,Poland,2020-04-25,381
PT,Portugal,2020-04-25,595
RO,Romania,2020-04-25,218
SK,Slovakia,2020-04-25,13
SI,Slovenia,2020-04-25,15
ES,Spain,2020-04-25,2915
SE,Sweden,2020-04-25,473
CH,Switzerland,2020-04-25,217
GB,United Kingdom,2020-04-25,3748
AT,Austria,2020-04-26,77
BE,Belgium,2020-04-26,809
BG,Bulgaria,2020-04-26,53
HR,Croatia,2020-04-26,14
CY,Cyprus,2020-04-26,7
CZ,Czechia,2020-04-26,52
DK,Denmark,2020-04-26,130
EE,Estonia,2020-04-26,8
FI,Finland,2020-04-26,101
FR,France,2020-04-26,612
DE,Germany,2020-04-26,1257
GR,Greece,2020-04-26,11
HU,Hungary,2020-04-26,57
IS,Iceland,2020-04-26,2
IE,Ireland,2020-04-26,701
IT,Italy,2020-04-26,2324
LV,Latvia,2020-04-26,8
LI,Liechtenstein,2020-04-26,1
LT,Lithuania,2020-04-26,15
LU,Luxembourg,2020-04-26,12
MT,Malta,2020-04-26,0
NL,Netherlands,2020-04-26,655
NO,Norway,2020-04-26,28
PL,Poland,2020-04-26,344
PT,Portugal,2020-04-26,472
RO,Romania,2020-04-26,401
SK,Slovakia,2020-04-26,6
SI,Slovenia,2020-04-26,8
ES,Spain,2020-04-26,1729
SE,Sweden,2020-04-26,300
CH,Switzerland,2020-04-26,167
GB,United Kingdom,2020-04-26,3468
AT,Austria,2020-04-27,49
BE,Belgium,2020-04-27,553
BG,Bulgaria,2020-04-27,63
HR,Croatia,2020-04-27,9
CY,Cyprus,2020-04-27,5
CZ,Czechia,2020-04-27,41
DK,Denmark,2020-04-27,123
EE,Estonia,2020-04-27,4
FI,Finland,2020-04-27,119
FR,France,2020-04-27,3685
DE,Germany,2020-04-27,988
GR,Greece,2020-04-27,17
HU,Hungary,2020-04-27,83
IS,Iceland,2020-04-27,0
IE,Ireland,2020-04-27,386
IT,Italy,2020-04-27,1739
LV,Latvia,2020-04-27,6
LI,Liechtenstein,2020-04-27,0
LT,Lithuania,2020-04-27,12
LU,Luxembourg,2020-04-27,6
MT,Malta,2020-04-27,2
NL,Netherlands,2020-04-27,400
NO,Norway,2020-04-27,72
PL,Poland,2020-04-27,285
PT,Portugal,2020-04-27,163
RO,Romania,2020-04-27,303
SK,Slovakia,2020-04-27,2
SI,Slovenia,2020-04-27,6
ES,Spain,2020-04-27,1831
SE,Sweden,2020-04-27,563
CH,Switzerland,2020-04-27,103
GB,United Kingdom,2020-04-27,4702
AT,Austria,2020-04-28,83
BE,Belgium,2020-04-28,647
BG,Bulgaria,2020-04-28,36
HR,Croatia,2020-04-28,8
CY,Cyprus,2020-04-28,15
CZ,Czechia,2020-04-28,59
DK,Denmark,2020-04-28,153
EE,Estonia,2020-04-28,13
FI,Finland,2020-04-28,45
FR,France,2020-04-28,3058
DE,Germany,2020-04-28,1154
GR,Greece,2020-04-28,32
HU,Hungary,2020-04-28,66
IS,Iceland,2020-04-28,3
IE,Ireland,2020-04-28,229
IT,Italy,2020-04-28,2091
LV,Latvia,2020-04-28,18
LI,Liechtenstein,2020-04-28,0
LT,Lithuania,2020-04-28,9
LU,Luxembourg,2020-04-28,12
MT,Malta,2020-04-28,8
NL,Netherlands,2020-04-28,171
NO,Norway,2020-04-28,61
PL,Poland,2020-04-28,316
PT,Portugal,2020-04-28,295
RO,Romania,2020-04-28,277
SK,Slovakia,2020-04-28,3
SI,Slovenia,2020-04-28,6
ES,Spain,2020-04-28,1308
SE,Sweden,2020-04-28,742
CH,Switzerland,2020-04-28,100
GB,United Kingdom,2020-04-28,4721
AT,Austria,2020-04-29,45
BE,Belgium,2020-04-29,525
BG,Bulgaria,2020-04-29,48
HR,Croatia,2020-04-29,15
CY,Cyprus,2020-04-29,6
CZ,Czechia,2020-04-29,75
DK,Denmark,2020-04-29,157
EE,Estonia,2020-04-29,6
FI,Finland,2020-04-29,166
FR,France,2020-04-29,-1457
DE,Germany,2020-04-29,1627
GR,Greece,2020-04-29,10
HU,Hungary,2020-04-29,78
IS,Iceland,2020-04-29,2
IE,Ireland,2020-04-29,376
IT,Italy,2020-04-29,2086
LV,Latvia,2020-04-29,13
LI,Liechtenstein,2020-04-29,0
LT,Lithuania,2020-04-29,27
LU,Luxembourg,2020-04-29,28
MT,Malta,2020-04-29,5
NL,Netherlands,2020-04-29,386
NO,Norway,2020-04-29,50
PL,Poland,2020-04-29,422
PT,Portugal,2020-04-29,183
RO,Romania,2020-04-29,362
SK,Slovakia,2020-04-29,7
SI,Slovenia,2020-04-29,10
ES,Spain,2020-04-29,2144
SE,Sweden,2020-04-29,798
CH,Switzerland,2020-04-29,143
GB,United Kingdom,2020-04-29,5435
AT,Austria,2020-04-30,50
BE,Belgium,2020-04-30,660
BG,Bulgaria,2020-04-30,59
HR,Croatia,2020-04-30,14
CY,Cyprus,2020-04-30,7
CZ,Czechia,2020-04-30,103
DK,Denmark,2020-04-30,150
EE,Estonia,2020-04-30,23
FI,Finland,2020-04-30,89
FR,France,2020-04-30,1133
DE,Germany,2020-04-30,1470
GR,Greece,2020-04-30,15
HU,Hungary,2020-04-30,48
IS,Iceland,2020-04-30,0
IE,Ireland,2020-04-30,359
IT,Italy,2020-04-30,1872
LV,Latvia,2020-04-30,9
LI,Liechtenstein,2020-04-30,0
LT,Lithuania,2020-04-30,11
LU,Luxembourg,2020-04-30,15
MT,Malta,2020-04-30,2
NL,Netherlands,2020-04-30,514
NO,Norway,2020-04-30,28
PL,Poland,2020-04-30,237
PT,Portugal,2020-04-30,540
RO,Romania,2020-04-30,262
SK,Slovakia,2020-04-30,5
SI,Slovenia,2020-04-30,11
ES,Spain,2020-04-30,518
SE,Sweden,2020-04-30,635
CH,Switzerland,2020-04-30,179
GB,United Kingdom,2020-04-30,4956
AT,Austria,2020-05-01,79
BE,Belgium,2020-05-01,513
BG,Bulgaria,2020-05-01,49
HR,Croatia,2020-05-01,9
CY,Cyprus,2020-05-01,7
CZ,Czechia,2020-05-01,55
DK,Denmark,2020-05-01,153
EE,Estonia,2020-05-01,5
FI,Finland,2020-05-01,56
FR,France,2020-05-01,520
DE,Germany,2020-05-01,1068
GR,Greece,2020-05-01,21
HU,Hungary,2020-05-01,88
IS,Iceland,2020-05-01,1
IE,Ireland,2020-05-01,221
IT,Italy,2020-05-01,1965
LV,Latvia,2020-05-01,12
LI,Liechtenstein,2020-05-01,0
LT,Lithuania,2020-05-01,14
LU,Luxembourg,2020-05-01,18
MT,Malta,2020-05-01,2
NL,Netherlands,2020-05-01,475
NO,Norway,2020-05-01,45
PL,Poland,2020-05-01,228
PT,Portugal,2020-05-01,306
RO,Romania,2020-05-01,327
SK,Slovakia,2020-05-01,7
SI,Slovenia,2020-05-01,5
ES,Spain,2020-05-01,1781
SE,Sweden,2020-05-01,532
CH,Switzerland,2020-05-01,119
GB,United Kingdom,2020-05-01,4727
AT,Austria,2020-05-02,27
BE,Belgium,2020-05-02,485
BG,Bulgaria,2020-05-02,39
HR,Croatia,2020-05-02,3
CY,Cyprus,2020-05-02,7
CZ,Czechia,2020-05-02,18
DK,Denmark,2020-05-02,96
EE,Estonia,2020-05-02,5
FI,Finland,2020-05-02,125
FR,France,2020-05-02,791
DE,Germany,2020-05-02,890
GR,Greece,2020-05-02,8
HU,Hungary,2020-05-02,79
IS,Iceland,2020-05-02,0
IE,Ireland,2020-05-02,343
IT,Italy,2020-05-02,1900
LV,Latvia,2020-05-02,1
LI,Liechtenstein,2020-05-02,0
LT,Lithuania,2020-05-02,5
LU,Luxembourg,2020-05-02,10
MT,Malta,2020-05-02,1
NL,Netherlands,2020-05-02,445
NO,Norway,2020-05-02,26
PL,Poland,2020-05-02,270
PT,Portugal,2020-05-02,-161
RO,Romania,2020-05-02,165
SK,Slovakia,2020-05-02,4
SI,Slovenia,2020-05-02,5
ES,Spain,2020-05-02,1366
SE,Sweden,2020-05-02,299
CH,Switzerland,2020-05-02,112
GB,United Kingdom,2020-05-02,3221
AT,Austria,2020-05-03,39
BE,Belgium,2020-05-03,389
BG,Bulgaria,2020-05-03,24
HR,Croatia,2020-05-03,8
CY,Cyprus,2020-05-03,8
CZ,Czechia,2020-05-03,26
DK,Denmark,2020-05-03,116
EE,Estonia,2020-05-03,1
FI,Finland,2020-05-03,78
FR,France,2020-05-03,250
DE,Germany,2020-05-03,697
GR,Greece,2020-05-03,6
HU,Hungary,2020-05-03,56
IS,Iceland,2020-05-03,1
IE,Ireland,2020-05-03,330
IT,Italy,2020-05-03,1389
LV,Latvia,2020-05-03,8
LI,Liechtenstein,2020-05-03,0
LT,Lithuania,2020-05-03,5
LU,Luxembourg,2020-05-03,12
MT,Malta,2020-05-03,9
NL,Netherlands,2020-05-03,335
NO,Norway,2020-05-03,38
PL,Poland,2020-05-03,318
PT,Portugal,2020-05-03,92
RO,Romania,2020-05-03,431
SK,Slovakia,2020-05-03,1
SI,Slovenia,2020-05-03,0
ES,Spain,2020-05-03,884
SE,Sweden,2020-05-03,261
CH,Switzerland,2020-05-03,88
GB,United Kingdom,2020-05-03,2974
AT,Austria,2020-05-04,24
BE,Belgium,2020-05-04,361
BG,Bulgaria,2020-05-04,34
HR,Croatia,2020-05-04,5
CY,Cyprus,2020-05-04,2
CZ,Czechia,2020-05-04,38
DK,Denmark,2020-05-04,147
EE,Estonia,2020-05-04,3
FI,Finland,2020-05-04,73
FR,France,2020-05-04,518
DE,Germany,2020-05-04,488
GR,Greece,2020-05-04,6
HU,Hungary,2020-05-04,37
IS,Iceland,2020-05-04,0
IE,Ireland,2020-05-04,266
IT,Italy,2020-05-04,1221
LV,Latvia,2020-05-04,17
LI,Liechtenstein,2020-05-04,0
LT,Lithuania,2020-05-04,8
LU,Luxembourg,2020-05-04,4
MT,Malta,2020-05-04,3
NL,Netherlands,2020-05-04,199
NO,Norway,2020-05-04,57
PL,Poland,2020-05-04,313
PT,Portugal,2020-05-04,242
RO,Romania,2020-05-04,349
SK,Slovakia,2020-05-04,5
SI,Slovenia,2020-05-04,0
ES,Spain,2020-05-04,545
SE,Sweden,2020-05-04,476
CH,Switzerland,2020-05-04,76
GB,United Kingdom,2020-05-04,3378
AT,Austria,2020-05-05,29
BE,Belgium,2020-05-05,242
BG,Bulgaria,2020-05-05,52
HR,Croatia,2020-05-05,11
CY,Cyprus,2020-05-05,4
CZ,Czechia,2020-05-05,77
DK,Denmark,2020-05-05,151
EE,Estonia,2020-05-05,8
FI,Finland,2020-05-05,85
FR,France,2020-05-05,1062
DE,Germany,2020-05-05,855
GR,Greece,2020-05-05,10
HU,Hungary,2020-05-05,30
IS,Iceland,2020-05-05,0
IE,Ireland,2020-05-05,211
IT,Italy,2020-05-05,1075
LV,Latvia,2020-05-05,0
LI,Liechtenstein,2020-05-05,0
LT,Lithuania,2020-05-05,3
LU,Luxembourg,2020-05-05,12
MT,Malta,2020-05-05,2
NL,Netherlands,2020-05-05,317
NO,Norway,2020-05-05,51
PL,Poland,2020-05-05,425
PT,Portugal,2020-05-05,178
RO,Romania,2020-05-05,325
SK,Slovakia,2020-05-05,8
SI,Slovenia,2020-05-05,6
ES,Spain,2020-05-05,1318
SE,Sweden,2020-05-05,657
CH,Switzerland,2020-05-05,28
GB,United Kingdom,2020-05-05,3684
AT,Austria,2020-05-06,34
BE,Belgium,2020-05-06,272
BG,Bulgaria,2020-05-06,74
HR,Croatia,2020-05-06,7
CY,Cyprus,2020-05-06,5
CZ,Czechia,2020-05-06,78
DK,Denmark,2020-05-06,117
EE,Estonia,2020-05-06,2
FI,Finland,2020-05-06,161
FR,France,2020-05-06,4129
DE,Germany,2020-05-06,1155
GR,Greece,2020-05-06,21
HU,Hungary,2020-05-06,46
IS,Iceland,2020-05-06,0
IE,Ireland,2020-05-06,265
IT,Italy,2020-05-06,1444
LV,Latvia,2020-05-06,4
LI,Liechtenstein,2020-05-06,0
LT,Lithuania,2020-05-06,6
LU,Luxembourg,2020-05-06,11
MT,Malta,2020-05-06,2
NL,Netherlands,2020-05-06,232
NO,Norway,2020-05-06,41
PL,Poland,2020-05-06,309
PT,Portugal,2020-05-06,480
RO,Romania,2020-05-06,270
SK,Slovakia,2020-05-06,8
SI,Slovenia,2020-05-06,3
ES,Spain,2020-05-06,996
SE,Sweden,2020-05-06,746
CH,Switzerland,2020-05-06,51
GB,United Kingdom,2020-05-06,3831
AT,Austria,2020-05-07,68
BE,Belgium,2020-05-07,639
BG,Bulgaria,2020-05-07,51
HR,Croatia,2020-05-07,6
CY,Cyprus,2020-05-07,6
CZ,Czechia,2020-05-07,57
DK,Denmark,2020-05-07,145
EE,Estonia,2020-05-07,7
FI,Finland,2020-05-07,100
FR,France,2020-05-07,622
DE,Germany,2020-05-07,1268
GR,Greece,2020-05-07,15
HU,Hungary,2020-05-07,39
IS,Iceland,2020-05-07,2
IE,Ireland,2020-05-07,137
IT,Italy,2020-05-07,1401
LV,Latvia,2020-05-07,9
LI,Liechtenstein,2020-05-07,0
LT,Lithuania,2020-05-07,5
LU,Luxembourg,2020-05-07,8
MT,Malta,2020-05-07,2
NL,Netherlands,2020-05-07,455
NO,Norway,2020-05-07,38
PL,Poland,2020-05-07,307
PT,Portugal,2020-05-07,533
RO,Romania,2020-05-07,392
SK,Slovakia,2020-05-07,16
SI,Slovenia,2020-05-07,1
ES,Spain,2020-05-07,1122
SE,Sweden,2020-05-07,787
CH,Switzerland,2020-05-07,66
GB,United Kingdom,2020-05-07,3767
AT,Austria,2020-05-08,22
BE,Belgium,2020-05-08,591
BG,Bulgaria,2020-05-08,43
HR,Croatia,2020-05-08,36
CY,Cyprus,2020-05-08,2
CZ,Czechia,2020-05-08,46
DK,Denmark,2020-05-08,135
EE,Estonia,2020-05-08,5
FI,Finland,2020-05-08,65
FR,France,2020-05-08,525
DE,Germany,2020-05-08,1158
GR,Greece,2020-05-08,13
HU,Hungary,2020-05-08,28
IS,Iceland,2020-05-08,0
IE,Ireland,2020-05-08,156
IT,Italy,2020-05-08,1327
LV,Latvia,2020-05-08,19
LI,Liechtenstein,2020-05-08,0
LT,Lithuania,2020-05-08,9
LU,Luxembourg,2020-05-08,12
MT,Malta,2020-05-08,3
NL,Netherlands,2020-05-08,319
NO,Norway,2020-05-08,36
PL,Poland,2020-05-08,319
PT,Portugal,2020-05-08,553
RO,Romania,2020-05-08,312
SK,Slovakia,2020-05-08,10
SI,Slovenia,2020-05-08,1
ES,Spain,2020-05-08,1410
SE,Sweden,2020-05-08,700
CH,Switzerland,2020-05-08,81
GB,United Kingdom,2020-05-08,3049
AT,Austria,2020-05-09,59
BE,Belgium,2020-05-09,585
BG,Bulgaria,2020-05-09,49
HR,Croatia,2020-05-09,15
CY,Cyprus,2020-05-09,1
CZ,Czechia,2020-05-09,18
DK,Denmark,2020-05-09,101
EE,Estonia,2020-05-09,8
FI,Finland,2020-05-09,142
FR,France,2020-05-09,389
DE,Germany,2020-05-09,736
GR,Greece,2020-05-09,19
HU,Hungary,2020-05-09,35
IS,Iceland,2020-05-09,0
IE,Ireland,2020-05-09,219
IT,Italy,2020-05-09,1083
LV,Latvia,2020-05-09,2
LI,Liechtenstein,2020-05-09,0
LT,Lithuania,2020-05-09,29
LU,Luxembourg,2020-05-09,6
MT,Malta,2020-05-09,1
NL,Netherlands,2020-05-09,289
NO,Norway,2020-05-09,29
PL,Poland,2020-05-09,285
PT,Portugal,2020-05-09,138
RO,Romania,2020-05-09,320
SK,Slovakia,2020-05-09,0
SI,Slovenia,2020-05-09,4
ES,Spain,2020-05-09,721
SE,Sweden,2020-05-09,509
CH,Switzerland,2020-05-09,44
GB,United Kingdom,2020-05-09,2150
AT,Austria,2020-05-10,38
BE,Belgium,2020-05-10,485
BG,Bulgaria,2020-05-10,44
HR,Croatia,2020-05-10,11
CY,Cyprus,2020-05-10,6
CZ,Czechia,2020-05-10,28
DK,Denmark,2020-05-10,110
EE,Estonia,2020-05-10,6
FI,Finland,2020-05-10,82
FR,France,2020-05-10,206
DE,Germany,2020-05-10,555
GR,Greece,2020-05-10,6
HU,Hungary,2020-05-10,50
IS,Iceland,2020-05-10,0
IE,Ireland,2020-05-10,236
IT,Italy,2020-05-10,802
LV,Latvia,2020-05-10,9
LI,Liechtenstein,2020-05-10,0
LT,Lithuania,2020-05-10,12
LU,Luxembourg,2020-05-10,9
MT,Malta,2020-05-10,6
NL,Netherlands,2020-05-10,245
NO,Norway,2020-05-10,6
PL,Poland,2020-05-10,345
PT,Portugal,2020-05-10,175
RO,Romania,2020-05-10,231
SK,Slovakia,2020-05-10,2
SI,Slovenia,2020-05-10,3
ES,Spain,2020-05-10,772
SE,Sweden,2020-05-10,278
CH,Switzerland,2020-05-10,54
GB,United Kingdom,2020-05-10,2321
AT,Austria,2020-05-11,11
BE,Belgium,2020-05-11,368
BG,Bulgaria,2020-05-11,25
HR,Croatia,2020-05-11,9
CY,Cyprus,2020-05-11,3
CZ,Czechia,2020-05-11,53
DK,Denmark,2020-05-11,84
EE,Estonia,2020-05-11,2
FI,Finland,2020-05-11,22
FR,France,2020-05-11,313
DE,Germany,2020-05-11,697
GR,Greece,2020-05-11,10
HU,Hungary,2020-05-11,21
IS,Iceland,2020-05-11,0
IE,Ireland,2020-05-11,139
IT,Italy,2020-05-11,744
LV,Latvia,2020-05-11,7
LI,Liechtenstein,2020-05-11,0
LT,Lithuania,2020-05-11,8
LU,Luxembourg,2020-05-11,2
MT,Malta,2020-05-11,7
NL,Netherlands,2020-05-11,161
NO,Norway,2020-05-11,27
PL,Poland,2020-05-11,330
PT,Portugal,2020-05-11,98
RO,Romania,2020-05-11,226
SK,Slovakia,2020-05-11,0
SI,Slovenia,2020-05-11,3
ES,Spain,2020-05-11,3086
SE,Sweden,2020-05-11,455
CH,Switzerland,2020-05-11,39
GB,United Kingdom,2020-05-11,3583
AT,Austria,2020-05-12,79
BE,Belgium,2020-05-12,330
BG,Bulgaria,2020-05-12,33
HR,Croatia,2020-05-12,11
CY,Cyprus,2020-05-12,2
CZ,Czechia,2020-05-12,45
DK,Denmark,2020-05-12,78
EE,Estonia,2020-05-12,5
FI,Finland,2020-05-12,19
FR,France,2020-05-12,679
DE,Germany,2020-05-12,595
GR,Greece,2020-05-12,18
HU,Hungary,2020-05-12,29
IS,Iceland,2020-05-12,0
IE,Ireland,2020-05-12,107
IT,Italy,2020-05-12,1402
