location,location_name,date,value
HR,Croatia,2020-07-23,3
CY,Cyprus,2020-07-23,0
CZ,Czechia,2020-07-23,1
DK,Denmark,2020-07-23,1
EE,Estonia,2020-07-23,0
FI,Finland,2020-07-23,0
FR,France,2020-07-23,10
DE,Germany,2020-07-23,6
GR,Greece,2020-07-23,1
HU,Hungary,2020-07-23,0
IS,Iceland,2020-07-23,0
IE,Ireland,2020-07-23,9
IT,Italy,2020-07-23,10
LV,Latvia,2020-07-23,0
LI,Liechtenstein,2020-07-23,0
LT,Lithuania,2020-07-23,0
LU,Luxembourg,2020-07-23,1
MT,Malta,2020-07-23,0
NL,Netherlands,2020-07-23,0
NO,Norway,2020-07-23,0
PL,Poland,2020-07-23,9
PT,Portugal,2020-07-23,3
RO,Romania,2020-07-23,25
SK,Slovakia,2020-07-23,0
SI,Slovenia,2020-07-23,0
ES,Spain,2020-07-23,3
SE,Sweden,2020-07-23,9
CH,Switzerland,2020-07-23,2
GB,United Kingdom,2020-07-23,36
AT,Austria,2020-07-24,1
BE,Belgium,2020-07-24,5
BG,Bulgaria,2020-07-24,8
HR,Croatia,2020-07-24,0
CY,Cyprus,2020-07-24,0
CZ,Czechia,2020-07-24,4
DK,Denmark,2020-07-24,1
EE,Estonia,2020-07-24,0
FI,Finland,2020-07-24,0
FR,France,2020-07-24,9
DE,Germany,2020-07-24,10
GR,Greece,2020-07-24,0
HU,Hungary,2020-07-24,0
IS,Iceland,2020-07-24,0
IE,Ireland,2020-07-24,0
IT,Italy,2020-07-24,5
LV,Latvia,2020-07-24,0
LI,Liechtenstein,2020-07-24,0
LT,Lithuania,2020-07-24,0
LU,Luxembourg,2020-07-24,0
MT,Malta,2020-07-24,0
NL,Netherlands,2020-07-24,0
NO,Norway,2020-07-24,0
PL,Poland,2020-07-24,4
PT,Portugal,2020-07-24,7
RO,Romania,2020-07-24,24
SK,Slovakia,2020-07-24,0
SI,Slovenia,2020-07-24,0
ES,Spain,2020-07-24,3
SE,Sweden,2020-07-24,21
CH,Switzerland,2020-07-24,1
GB,United Kingdom,2020-07-24,19
AT,Austria,2020-07-25,2
BE,Belgium,2020-07-25,4
BG,Bulgaria,2020-07-25,1
HR,Croatia,2020-07-25,5
CY,Cyprus,2020-07-25,0
CZ,Czechia,2020-07-25,0
DK,Denmark,2020-07-25,0
EE,Estonia,2020-07-25,0
FI,Finland,2020-07-25,0
FR,France,2020-07-25,0
DE,Germany,2020-07-25,7
GR,Greece,2020-07-25,0
HU,Hungary,2020-07-25,0
IS,Iceland,2020-07-25,0
IE,Ireland,2020-07-25,1
IT,Italy,2020-07-25,5
LV,Latvia,2020-07-25,0
LI,Liechtenstein,2020-07-25,0
LT,Lithuania,2020-07-25,0
LU,Luxembourg,2020-07-25,0
MT,Malta,2020-07-25,0
NL,Netherlands,2020-07-25,1
NO,Norway,2020-07-25,0
PL,Poland,2020-07-25,9
PT,Portugal,2020-07-25,4
RO,Romania,2020-07-25,15
SK,Slovakia,2020-07-25,0
SI,Slovenia,2020-07-25,1
ES,Spain,2020-07-25,0
SE,Sweden,2020-07-25,0
CH,Switzerland,2020-07-25,0
GB,United Kingdom,2020-07-25,23
AT,Austria,2020-07-26,0
BE,Belgium,2020-07-26,0
BG,Bulgaria,2020-07-26,2
HR,Croatia,2020-07-26,3
CY,Cyprus,2020-07-26,0
CZ,Czechia,2020-07-26,2
DK,Denmark,2020-07-26,0
EE,Estonia,2020-07-26,0
FI,Finland,2020-07-26,0
FR,France,2020-07-26,0
DE,Germany,2020-07-26,0
GR,Greece,2020-07-26,1
HU,Hungary,2020-07-26,0
IS,Iceland,2020-07-26,0
IE,Ireland,2020-07-26,0
IT,Italy,2020-07-26,5
LV,Latvia,2020-07-26,0
LI,Liechtenstein,2020-07-26,0
LT,Lithuania,2020-07-26,0
LU,Luxembourg,2020-07-26,0
MT,Malta,2020-07-26,0
NL,Netherlands,2020-07-26,19
NO,Norway,2020-07-26,0
PL,Poland,2020-07-26,7
PT,Portugal,2020-07-26,1
RO,Romania,2020-07-26,22
SK,Slovakia,2020-07-26,0
SI,Slovenia,2020-07-26,0
ES,Spain,2020-07-26,0
SE,Sweden,2020-07-26,0
CH,Switzerland,2020-07-26,1
GB,United Kingdom,2020-07-26,32
AT,Austria,2020-07-27,2
BE,Belgium,2020-07-27,1
BG,Bulgaria,2020-07-27,7
HR,Croatia,2020-07-27,3
CY,Cyprus,2020-07-27,0
CZ,Czechia,2020-07-27,2
DK,Denmark,2020-07-27,0
EE,Estonia,2020-07-27,0
FI,Finland,2020-07-27,0
FR,France,2020-07-27,16
DE,Germany,2020-07-27,0
GR,Greece,2020-07-27,0
HU,Hungary,2020-07-27,0
IS,Iceland,2020-07-27,0
IE,Ireland,2020-07-27,0
IT,Italy,2020-07-27,5
LV,Latvia,2020-07-27,0
LI,Liechtenstein,2020-07-27,0
LT,Lithuania,2020-07-27,0
LU,Luxembourg,2020-07-27,0
MT,Malta,2020-07-27,0
NL,Netherlands,2020-07-27,-18
NO,Norway,2020-07-27,0
PL,Poland,2020-07-27,5
PT,Portugal,2020-07-27,2
RO,Romania,2020-07-27,19
SK,Slovakia,2020-07-27,0
SI,Slovenia,2020-07-27,0
ES,Spain,2020-07-27,2
SE,Sweden,2020-07-27,0
CH,Switzerland,2020-07-27,1
GB,United Kingdom,2020-07-27,18
AT,Austria,2020-07-28,0
BE,Belgium,2020-07-28,11
BG,Bulgaria,2020-07-28,8
HR,Croatia,2020-07-28,1
CY,Cyprus,2020-07-28,0
CZ,Czechia,2020-07-28,1
DK,Denmark,2020-07-28,0
EE,Estonia,2020-07-28,0
FI,Finland,2020-07-28,0
FR,France,2020-07-28,12
DE,Germany,2020-07-28,4
GR,Greece,2020-07-28,1
HU,Hungary,2020-07-28,0
IS,Iceland,2020-07-28,0
IE,Ireland,2020-07-28,0
IT,Italy,2020-07-28,11
LV,Latvia,2020-07-28,0
LI,Liechtenstein,2020-07-28,0
LT,Lithuania,2020-07-28,0
LU,Luxembourg,2020-07-28,1
MT,Malta,2020-07-28,0
NL,Netherlands,2020-07-28,4
NO,Norway,2020-07-28,0
PL,Poland,2020-07-28,6
PT,Portugal,2020-07-28,3
RO,Romania,2020-07-28,33
SK,Slovakia,2020-07-28,0
SI,Slovenia,2020-07-28,1
ES,Spain,2020-07-28,2
SE,Sweden,2020-07-28,5
CH,Switzerland,2020-07-28,1
GB,United Kingdom,2020-07-28,26
AT,Austria,2020-07-29,3
BE,Belgium,2020-07-29,3
BG,Bulgaria,2020-07-29,13
HR,Croatia,2020-07-29,1
CY,Cyprus,2020-07-29,0
CZ,Czechia,2020-07-29,0
DK,Denmark,2020-07-29,1
EE,Estonia,2020-07-29,0
FI,Finland,2020-07-29,1
FR,France,2020-07-29,13
DE,Germany,2020-07-29,6
GR,Greece,2020-07-29,0
HU,Hungary,2020-07-29,0
IS,Iceland,2020-07-29,0
IE,Ireland,2020-07-29,0
IT,Italy,2020-07-29,6
LV,Latvia,2020-07-29,0
LI,Liechtenstein,2020-07-29,0
LT,Lithuania,2020-07-29,0
LU,Luxembourg,2020-07-29,1
MT,Malta,2020-07-29,0
NL,Netherlands,2020-07-29,2
NO,Norway,2020-07-29,0
PL,Poland,2020-07-29,12
PT,Portugal,2020-07-29,3
RO,Romania,2020-07-29,30
SK,Slovakia,2020-07-29,0
SI,Slovenia,2020-07-29,0
ES,Spain,2020-07-29,5
SE,Sweden,2020-07-29,28
CH,Switzerland,2020-07-29,0
GB,United Kingdom,2020-07-29,28
AT,Austria,2020-07-30,0
BE,Belgium,2020-07-30,4
BG,Bulgaria,2020-07-30,6
HR,Croatia,2020-07-30,3
CY,Cyprus,2020-07-30,0
CZ,Czechia,2020-07-30,5
DK,Denmark,2020-07-30,1
EE,Estonia,2020-07-30,0
FI,Finland,2020-07-30,1
FR,France,2020-07-30,16
DE,Germany,2020-07-30,6
GR,Greece,2020-07-30,0
HU,Hungary,2020-07-30,0
IS,Iceland,2020-07-30,0
IE,Ireland,2020-07-30,-1
IT,Italy,2020-07-30,3
LV,Latvia,2020-07-30,0
LI,Liechtenstein,2020-07-30,0
LT,Lithuania,2020-07-30,0
LU,Luxembourg,2020-07-30,0
MT,Malta,2020-07-30,0
NL,Netherlands,2020-07-30,0
NO,Norway,2020-07-30,0
PL,Poland,2020-07-30,15
PT,Portugal,2020-07-30,2
RO,Romania,2020-07-30,35
SK,Slovakia,2020-07-30,0
SI,Slovenia,2020-07-30,0
ES,Spain,2020-07-30,2
SE,Sweden,2020-07-30,9
CH,Switzerland,2020-07-30,0
GB,United Kingdom,2020-07-30,17
AT,Austria,2020-07-31,1
BE,Belgium,2020-07-31,1
BG,Bulgaria,2020-07-31,9
HR,Croatia,2020-07-31,1
CY,Cyprus,2020-07-31,0
CZ,Czechia,2020-07-31,3
DK,Denmark,2020-07-31,0
EE,Estonia,2020-07-31,0
FI,Finland,2020-07-31,0
FR,France,2020-07-31,11
DE,Germany,2020-07-31,7
GR,Greece,2020-07-31,3
HU,Hungary,2020-07-31,0
IS,Iceland,2020-07-31,0
IE,Ireland,2020-07-31,0
IT,Italy,2020-07-31,9
LV,Latvia,2020-07-31,1
LI,Liechtenstein,2020-07-31,0
LT,Lithuania,2020-07-31,0
LU,Luxembourg,2020-07-31,0
MT,Malta,2020-07-31,0
NL,Netherlands,2020-07-31,0
NO,Norway,2020-07-31,0
PL,Poland,2020-07-31,7
PT,Portugal,2020-07-31,8
RO,Romania,2020-07-31,39
SK,Slovakia,2020-07-31,1
SI,Slovenia,2020-07-31,2
ES,Spain,2020-07-31,2
SE,Sweden,2020-07-31,4
CH,Switzerland,2020-07-31,2
GB,United Kingdom,2020-07-31,31
AT,Austria,2020-08-01,4
BE,Belgium,2020-08-01,4
BG,Bulgaria,2020-08-01,2
HR,Croatia,2020-08-01,0
CY,Cyprus,2020-08-01,0
CZ,Czechia,2020-08-01,1
DK,Denmark,2020-08-01,0
EE,Estonia,2020-08-01,0
FI,Finland,2020-08-01,0
FR,France,2020-08-01,0
DE,Germany,2020-08-01,7
GR,Greece,2020-08-01,0
HU,Hungary,2020-08-01,1
IS,Iceland,2020-08-01,0
IE,Ireland,2020-08-01,0
IT,Italy,2020-08-01,5
LV,Latvia,2020-08-01,0
LI,Liechtenstein,2020-08-01,0
LT,Lithuania,2020-08-01,0
LU,Luxembourg,2020-08-01,2
MT,Malta,2020-08-01,0
NL,Netherlands,2020-08-01,1
NO,Norway,2020-08-01,0
PL,Poland,2020-08-01,5
PT,Portugal,2020-08-01,2
RO,Romania,2020-08-01,36
SK,Slovakia,2020-08-01,0
SI,Slovenia,2020-08-01,0
ES,Spain,2020-08-01,0
SE,Sweden,2020-08-01,0
CH,Switzerland,2020-08-01,1
GB,United Kingdom,2020-08-01,20
AT,Austria,2020-08-02,4
BE,Belgium,2020-08-02,0
BG,Bulgaria,2020-08-02,3
HR,Croatia,2020-08-02,4
CY,Cyprus,2020-08-02,0
CZ,Czechia,2020-08-02,1
DK,Denmark,2020-08-02,0
EE,Estonia,2020-08-02,-6
FI,Finland,2020-08-02,0
FR,France,2020-08-02,0
DE,Germany,2020-08-02,-7
GR,Greece,2020-08-02,2
HU,Hungary,2020-08-02,0
IS,Iceland,2020-08-02,0
IE,Ireland,2020-08-02,0
IT,Italy,2020-08-02,8
LV,Latvia,2020-08-02,0
LI,Liechtenstein,2020-08-02,0
LT,Lithuania,2020-08-02,0
LU,Luxembourg,2020-08-02,1
MT,Malta,2020-08-02,0
NL,Netherlands,2020-08-02,1
NO,Norway,2020-08-02,0
PL,Poland,2020-08-02,10
PT,Portugal,2020-08-02,1
RO,Romania,2020-08-02,34
SK,Slovakia,2020-08-02,0
SI,Slovenia,2020-08-02,1
ES,Spain,2020-08-02,0
SE,Sweden,2020-08-02,0
CH,Switzerland,2020-08-02,0
GB,United Kingdom,2020-08-02,17
AT,Austria,2020-08-03,3
BE,Belgium,2020-08-03,5
BG,Bulgaria,2020-08-03,16
HR,Croatia,2020-08-03,4
CY,Cyprus,2020-08-03,0
CZ,Czechia,2020-08-03,2
DK,Denmark,2020-08-03,1
EE,Estonia,2020-08-03,0
FI,Finland,2020-08-03,0
FR,France,2020-08-03,29
DE,Germany,2020-08-03,7
GR,Greece,2020-08-03,1
HU,Hungary,2020-08-03,0
IS,Iceland,2020-08-03,0
IE,Ireland,2020-08-03,0
IT,Italy,2020-08-03,12
LV,Latvia,2020-08-03,0
LI,Liechtenstein,2020-08-03,0
LT,Lithuania,2020-08-03,0
LU,Luxembourg,2020-08-03,1
MT,Malta,2020-08-03,0
NL,Netherlands,2020-08-03,0
NO,Norway,2020-08-03,1
PL,Poland,2020-08-03,1
PT,Portugal,2020-08-03,0
RO,Romania,2020-08-03,19
SK,Slovakia,2020-08-03,0
SI,Slovenia,2020-08-03,2
ES,Spain,2020-08-03,27
SE,Sweden,2020-08-03,0
CH,Switzerland,2020-08-03,0
GB,United Kingdom,2020-08-03,23
AT,Austria,2020-08-04,2
BE,Belgium,2020-08-04,2
BG,Bulgaria,2020-08-04,11
HR,Croatia,2020-08-04,1
CY,Cyprus,2020-08-04,0
CZ,Czechia,2020-08-04,-3
DK,Denmark,2020-08-04,0
EE,Estonia,2020-08-04,0
FI,Finland,2020-08-04,1
FR,France,2020-08-04,1
DE,Germany,2020-08-04,8
GR,Greece,2020-08-04,0
HU,Hungary,2020-08-04,1
IS,Iceland,2020-08-04,0
IE,Ireland,2020-08-04,0
IT,Italy,2020-08-04,5
LV,Latvia,2020-08-04,0
LI,Liechtenstein,2020-08-04,0
LT,Lithuania,2020-08-04,0
LU,Luxembourg,2020-08-04,0
MT,Malta,2020-08-04,0
NL,Netherlands,2020-08-04,1
NO,Norway,2020-08-04,0
PL,Poland,2020-08-04,6
PT,Portugal,2020-08-04,1
RO,Romania,2020-08-04,48
SK,Slovakia,2020-08-04,0
SI,Slovenia,2020-08-04,1
ES,Spain,2020-08-04,26
SE,Sweden,2020-08-04,4
CH,Switzerland,2020-08-04,1
GB,United Kingdom,2020-08-04,27
AT,Austria,2020-08-05,2
BE,Belgium,2020-08-05,7
BG,Bulgaria,2020-08-05,9
HR,Croatia,2020-08-05,0
CY,Cyprus,2020-08-05,0
CZ,Czechia,2020-08-05,5
DK,Denmark,2020-08-05,0
EE,Estonia,2020-08-05,0
FI,Finland,2020-08-05,0
FR,France,2020-08-05,8
DE,Germany,2020-08-05,12
GR,Greece,2020-08-05,1
HU,Hungary,2020-08-05,1
IS,Iceland,2020-08-05,0
IE,Ireland,2020-08-05,0
IT,Italy,2020-08-05,10
LV,Latvia,2020-08-05,0
LI,Liechtenstein,2020-08-05,0
LT,Lithuania,2020-08-05,1
LU,Luxembourg,2020-08-05,0
MT,Malta,2020-08-05,0
NL,Netherlands,2020-08-05,3
NO,Norway,2020-08-05,0
PL,Poland,2020-08-05,18
PT,Portugal,2020-08-05,1
RO,Romania,2020-08-05,41
SK,Slovakia,2020-08-05,0
SI,Slovenia,2020-08-05,1
ES,Spain,2020-08-05,1
SE,Sweden,2020-08-05,13
CH,Switzerland,2020-08-05,1
GB,United Kingdom,2020-08-05,13
AT,Austria,2020-08-06,0
BE,Belgium,2020-08-06,2
BG,Bulgaria,2020-08-06,11
HR,Croatia,2020-08-06,1
CY,Cyprus,2020-08-06,0
CZ,Czechia,2020-08-06,2
DK,Denmark,2020-08-06,1
EE,Estonia,2020-08-06,0
FI,Finland,2020-08-06,0
FR,France,2020-08-06,4
DE,Germany,2020-08-06,7
GR,Greece,2020-08-06,0
HU,Hungary,2020-08-06,1
IS,Iceland,2020-08-06,0
IE,Ireland,2020-08-06,5
IT,Italy,2020-08-06,6
LV,Latvia,2020-08-06,0
LI,Liechtenstein,2020-08-06,0
LT,Lithuania,2020-08-06,0
LU,Luxembourg,2020-08-06,1
MT,Malta,2020-08-06,0
NL,Netherlands,2020-08-06,0
NO,Norway,2020-08-06,0
PL,Poland,2020-08-06,18
PT,Portugal,2020-08-06,3
RO,Romania,2020-08-06,45
SK,Slovakia,2020-08-06,0
SI,Slovenia,2020-08-06,1
ES,Spain,2020-08-06,1
SE,Sweden,2020-08-06,6
CH,Switzerland,2020-08-06,1
GB,United Kingdom,2020-08-06,21
AT,Austria,2020-08-07,1
BE,Belgium,2020-08-07,5
BG,Bulgaria,2020-08-07,7
HR,Croatia,2020-08-07,0
CY,Cyprus,2020-08-07,0
CZ,Czechia,2020-08-07,-1
DK,Denmark,2020-08-07,0
EE,Estonia,2020-08-07,0
FI,Finland,2020-08-07,0
FR,France,2020-08-07,12
DE,Germany,2020-08-07,8
GR,Greece,2020-08-07,0
HU,Hungary,2020-08-07,2
IS,Iceland,2020-08-07,0
IE,Ireland,2020-08-07,4
IT,Italy,2020-08-07,3
LV,Latvia,2020-08-07,0
LI,Liechtenstein,2020-08-07,0
LT,Lithuania,2020-08-07,0
LU,Luxembourg,2020-08-07,0
MT,Malta,2020-08-07,0
NL,Netherlands,2020-08-07,1
NO,Norway,2020-08-07,0
PL,Poland,2020-08-07,13
PT,Portugal,2020-08-07,3
RO,Romania,2020-08-07,50
SK,Slovakia,2020-08-07,2
SI,Slovenia,2020-08-07,0
ES,Spain,2020-08-07,3
SE,Sweden,2020-08-07,-3
CH,Switzerland,2020-08-07,1
GB,United Kingdom,2020-08-07,24
AT,Austria,2020-08-08,2
BE,Belgium,2020-08-08,4
BG,Bulgaria,2020-08-08,3
HR,Croatia,2020-08-08,2
CY,Cyprus,2020-08-08,0
CZ,Czechia,2020-08-08,0
DK,Denmark,2020-08-08,0
EE,Estonia,2020-08-08,0
FI,Finland,2020-08-08,0
FR,France,2020-08-08,0
DE,Germany,2020-08-08,12
GR,Greece,2020-08-08,1
HU,Hungary,2020-08-08,0
IS,Iceland,2020-08-08,0
IE,Ireland,2020-08-08,0
IT,Italy,2020-08-08,13
LV,Latvia,2020-08-08,0
LI,Liechtenstein,2020-08-08,0
LT,Lithuania,2020-08-08,0
LU,Luxembourg,2020-08-08,1
MT,Malta,2020-08-08,0
NL,Netherlands,2020-08-08,3
NO,Norway,2020-08-08,0
PL,Poland,2020-08-08,13
PT,Portugal,2020-08-08,4
RO,Romania,2020-08-08,43
SK,Slovakia,2020-08-08,0
SI,Slovenia,2020-08-08,1
ES,Spain,2020-08-08,0
SE,Sweden,2020-08-08,0
CH,Switzerland,2020-08-08,1
GB,United Kingdom,2020-08-08,22
AT,Austria,2020-08-09,4
BE,Belgium,2020-08-09,2
BG,Bulgaria,2020-08-09,2
HR,Croatia,2020-08-09,0
CY,Cyprus,2020-08-09,0
CZ,Czechia,2020-08-09,1
DK,Denmark,2020-08-09,0
EE,Estonia,2020-08-09,0
FI,Finland,2020-08-09,0
FR,France,2020-08-09,0
DE,Germany,2020-08-09,1
GR,Greece,2020-08-09,1
HU,Hungary,2020-08-09,0
IS,Iceland,2020-08-09,0
IE,Ireland,2020-08-09,0
IT,Italy,2020-08-09,2
LV,Latvia,2020-08-09,0
LI,Liechtenstein,2020-08-09,0
LT,Lithuania,2020-08-09,0
LU,Luxembourg,2020-08-09,0
MT,Malta,2020-08-09,0
NL,Netherlands,2020-08-09,0
NO,Norway,2020-08-09,0
PL,Poland,2020-08-09,7
PT,Portugal,2020-08-09,6
RO,Romania,2020-08-09,41
SK,Slovakia,2020-08-09,0
SI,Slovenia,2020-08-09,1
ES,Spain,2020-08-09,0
SE,Sweden,2020-08-09,0
CH,Switzerland,2020-08-09,0
GB,United Kingdom,2020-08-09,19
AT,Austria,2020-08-10,2
BE,Belgium,2020-08-10,7
BG,Bulgaria,2020-08-10,12
HR,Croatia,2020-08-10,1
CY,Cyprus,2020-08-10,0
CZ,Czechia,2020-08-10,0
DK,Denmark,2020-08-10,3
EE,Estonia,2020-08-10,0
FI,Finland,2020-08-10,0
FR,France,2020-08-10,14
DE,Germany,2020-08-10,1
GR,Greece,2020-08-10,1
HU,Hungary,2020-08-10,3
IS,Iceland,2020-08-10,0
IE,Ireland,2020-08-10,0
IT,Italy,2020-08-10,4
LV,Latvia,2020-08-10,0
LI,Liechtenstein,2020-08-10,0
LT,Lithuania,2020-08-10,0
LU,Luxembourg,2020-08-10,1
MT,Malta,2020-08-10,0
NL,Netherlands,2020-08-10,0
NO,Norway,2020-08-10,0
PL,Poland,2020-08-10,2
PT,Portugal,2020-08-10,3
RO,Romania,2020-08-10,29
SK,Slovakia,2020-08-10,0
SI,Slovenia,2020-08-10,1
ES,Spain,2020-08-10,73
SE,Sweden,2020-08-10,0
CH,Switzerland,2020-08-10,1
GB,United Kingdom,2020-08-10,25
AT,Austria,2020-08-11,1
BE,Belgium,2020-08-11,6
BG,Bulgaria,2020-08-11,12
HR,Croatia,2020-08-11,2
CY,Cyprus,2020-08-11,0
CZ,Czechia,2020-08-11,1
DK,Denmark,2020-08-11,1
EE,Estonia,2020-08-11,0
FI,Finland,2020-08-11,0
FR,France,2020-08-11,13
DE,Germany,2020-08-11,4
GR,Greece,2020-08-11,1
HU,Hungary,2020-08-11,0
IS,Iceland,2020-08-11,0
IE,Ireland,2020-08-11,1
IT,Italy,2020-08-11,6
LV,Latvia,2020-08-11,0
LI,Liechtenstein,2020-08-11,0
LT,Lithuania,2020-08-11,0
LU,Luxembourg,2020-08-11,1
MT,Malta,2020-08-11,0
NL,Netherlands,2020-08-11,2
NO,Norway,2020-08-11,0
PL,Poland,2020-08-11,12
PT,Portugal,2020-08-11,2
RO,Romania,2020-08-11,35
SK,Slovakia,2020-08-11,0
SI,Slovenia,2020-08-11,1
ES,Spain,2020-08-11,5
SE,Sweden,2020-08-11,7
CH,Switzerland,2020-08-11,1
GB,United Kingdom,2020-08-11,20
AT,Austria,2020-08-12,0
BE,Belgium,2020-08-12,15
BG,Bulgaria,2020-08-12,11
HR,Croatia,2020-08-12,0
CY,Cyprus,2020-08-12,1
CZ,Czechia,2020-08-12,0
DK,Denmark,2020-08-12,0
EE,Estonia,2020-08-12,0
FI,Finland,2020-08-12,0
FR,France,2020-08-12,17
DE,Germany,2020-08-12,6
GR,Greece,2020-08-12,2
HU,Hungary,2020-08-12,0
IS,Iceland,2020-08-12,0
IE,Ireland,2020-08-12,1
IT,Italy,2020-08-12,10
LV,Latvia,2020-08-12,0
LI,Liechtenstein,2020-08-12,0
LT,Lithuania,2020-08-12,0
LU,Luxembourg,2020-08-12,0
MT,Malta,2020-08-12,0
NL,Netherlands,2020-08-12,2
NO,Norway,2020-08-12,0
PL,Poland,2020-08-12,9
PT,Portugal,2020-08-12,3
RO,Romania,2020-08-12,43
SK,Slovakia,2020-08-12,0
SI,Slovenia,2020-08-12,0
ES,Spain,2020-08-12,-2
SE,Sweden,2020-08-12,4
CH,Switzerland,2020-08-12,0
GB,United Kingdom,2020-08-12,24
AT,Austria,2020-08-13,2
BE,Belgium,2020-08-13,16
BG,Bulgaria,2020-08-13,0
HR,Croatia,2020-08-13,1
CY,Cyprus,2020-08-13,0
CZ,Czechia,2020-08-13,0
DK,Denmark,2020-08-13,0
EE,Estonia,2020-08-13,0
FI,Finland,2020-08-13,0
FR,France,2020-08-13,16
DE,Germany,2020-08-13,4
GR,Greece,2020-08-13,5
HU,Hungary,2020-08-13,2
IS,Iceland,2020-08-13,0
IE,Ireland,2020-08-13,0
IT,Italy,2020-08-13,6
LV,Latvia,2020-08-13,0
LI,Liechtenstein,2020-08-13,0
LT,Lithuania,2020-08-13,0
LU,Luxembourg,2020-08-13,0
MT,Malta,2020-08-13,0
NL,Netherlands,2020-08-13,4
NO,Norway,2020-08-13,1
PL,Poland,2020-08-13,14
PT,Portugal,2020-08-13,6
RO,Romania,2020-08-13,53
SK,Slovakia,2020-08-13,0
SI,Slovenia,2020-08-13,0
ES,Spain,2020-08-13,26
SE,Sweden,2020-08-13,2
CH,Switzerland,2020-08-13,1
GB,United Kingdom,2020-08-13,23
AT,Austria,2020-08-14,2
BE,Belgium,2020-08-14,8
BG,Bulgaria,2020-08-14,10
HR,Croatia,2020-08-14,2
CY,Cyprus,2020-08-14,0
CZ,Czechia,2020-08-14,3
DK,Denmark,2020-08-14,0
EE,Estonia,2020-08-14,0
FI,Finland,2020-08-14,0
FR,France,2020-08-14,17
DE,Germany,2020-08-14,14
GR,Greece,2020-08-14,2
HU,Hungary,2020-08-14,0
IS,Iceland,2020-08-14,0
IE,Ireland,2020-08-14,0
IT,Italy,2020-08-14,3
LV,Latvia,2020-08-14,0
LI,Liechtenstein,2020-08-14,0
LT,Lithuania,2020-08-14,0
LU,Luxembourg,2020-08-14,0
MT,Malta,2020-08-14,0
NL,Netherlands,2020-08-14,2
NO,Norway,2020-08-14,4
PL,Poland,2020-08-14,14
PT,Portugal,2020-08-14,2
RO,Romania,2020-08-14,44
SK,Slovakia,2020-08-14,0
SI,Slovenia,2020-08-14,0
ES,Spain,2020-08-14,12
SE,Sweden,2020-08-14,7
CH,Switzerland,2020-08-14,0
GB,United Kingdom,2020-08-14,18
AT,Austria,2020-08-15,3
BE,Belgium,2020-08-15,11
BG,Bulgaria,2020-08-15,3
HR,Croatia,2020-08-15,2
CY,Cyprus,2020-08-15,0
CZ,Czechia,2020-08-15,1
DK,Denmark,2020-08-15,0
EE,Estonia,2020-08-15,0
FI,Finland,2020-08-15,0
FR,France,2020-08-15,1
DE,Germany,2020-08-15,6
GR,Greece,2020-08-15,3
HU,Hungary,2020-08-15,0
IS,Iceland,2020-08-15,0
IE,Ireland,2020-08-15,0
IT,Italy,2020-08-15,158
LV,Latvia,2020-08-15,0
LI,Liechtenstein,2020-08-15,0
LT,Lithuania,2020-08-15,0
LU,Luxembourg,2020-08-15,1
MT,Malta,2020-08-15,0
NL,Netherlands,2020-08-15,2
NO,Norway,2020-08-15,0
PL,Poland,2020-08-15,11
PT,Portugal,2020-08-15,3
RO,Romania,2020-08-15,50
SK,Slovakia,2020-08-15,0
SI,Slovenia,2020-08-15,0
ES,Spain,2020-08-15,0
SE,Sweden,2020-08-15,0
CH,Switzerland,2020-08-15,2
GB,United Kingdom,2020-08-15,23
AT,Austria,2020-08-16,1
BE,Belgium,2020-08-16,4
BG,Bulgaria,2020-08-16,3
HR,Croatia,2020-08-16,1
CY,Cyprus,2020-08-16,0
CZ,Czechia,2020-08-16,2
DK,Denmark,2020-08-16,0
EE,Estonia,2020-08-16,0
FI,Finland,2020-08-16,0
FR,France,2020-08-16,1
DE,Germany,2020-08-16,0
GR,Greece,2020-08-16,2
HU,Hungary,2020-08-16,1
IS,Iceland,2020-08-16,0
IE,Ireland,2020-08-16,0
IT,Italy,2020-08-16,4
LV,Latvia,2020-08-16,0
LI,Liechtenstein,2020-08-16,0
LT,Lithuania,2020-08-16,0
LU,Luxembourg,2020-08-16,0
MT,Malta,2020-08-16,0
NL,Netherlands,2020-08-16,3
NO,Norway,2020-08-16,0
PL,Poland,2020-08-16,8
PT,Portugal,2020-08-16,3
RO,Romania,2020-08-16,37
SK,Slovakia,2020-08-16,0
SI,Slovenia,2020-08-16,0
ES,Spain,2020-08-16,0
SE,Sweden,2020-08-16,0
CH,Switzerland,2020-08-16,0
GB,United Kingdom,2020-08-16,15
AT,Austria,2020-08-17,1
BE,Belgium,2020-08-17,5
BG,Bulgaria,2020-08-17,14
HR,Croatia,2020-08-17,0
CY,Cyprus,2020-08-17,0
CZ,Czechia,2020-08-17,2
DK,Denmark,2020-08-17,0
EE,Estonia,2020-08-17,0
FI,Finland,2020-08-17,1
FR,France,2020-08-17,19
DE,Germany,2020-08-17,1
GR,Greece,2020-08-17,2
HU,Hungary,2020-08-17,0
IS,Iceland,2020-08-17,0
IE,Ireland,2020-08-17,0
IT,Italy,2020-08-17,4
LV,Latvia,2020-08-17,0
LI,Liechtenstein,2020-08-17,0
LT,Lithuania,2020-08-17,0
LU,Luxembourg,2020-08-17,1
MT,Malta,2020-08-17,0
