model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
SDSC_ISG-TrendModel,inc case,1,Overall,0.39,NA,NA,NA,NA,153,32,NA
UMass-SemiMech,inc case,1,Overall,0.86,0.95,0.43,0.9,0.37,153,32,NA
USC-SIkJalpha,inc case,1,Overall,0.76,1.01,0.28,0.32,0.48,153,32,NA
UVA-Ensemble,inc case,1,Overall,1.32,NA,0.61,0.92,NA,153,32,NA
epiforecasts-EpiExpert,inc case,1,Overall,0.62,0.61,0.29,0.76,0.38,38,20,NA
epiforecasts-EpiNow2,inc case,1,Overall,0.66,0.67,0.55,0.87,0.09,152,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.22,0.81,0.65,154,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,0.63,0.61,0.28,0.7,0.59,154,32,NA
IEM_Health-CovidProject,inc case,4,Overall,1.01,1.02,0.12,0.44,0.77,154,32,NA
ILM-EKF,inc case,4,Overall,0.7,0.66,0.45,0.9,0.42,154,32,NA
LANL-GrowthRate,inc case,4,Overall,0.49,0.5,0.42,0.88,0.46,154,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.42,0.57,0.46,0.74,0.23,154,32,NA
UMass-SemiMech,inc case,4,Overall,0.54,0.65,0.31,0.79,0.39,154,32,NA
USC-SIkJalpha,inc case,4,Overall,0.6,0.75,0.2,0.23,0.6,154,32,NA
UVA-Ensemble,inc case,4,Overall,1.33,NA,0.29,0.56,NA,154,32,NA
epiforecasts-EpiExpert,inc case,4,Overall,0.68,0.65,0.16,0.59,0.61,58,18,NA
epiforecasts-EpiNow2,inc case,4,Overall,0.68,0.66,0.38,0.82,0.23,154,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.27,0.86,0.61,153,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,0.58,0.59,0.36,0.78,0.54,153,32,NA
IEM_Health-CovidProject,inc case,3,Overall,1,1.03,0.15,0.43,0.74,153,32,NA
ILM-EKF,inc case,3,Overall,0.52,0.54,0.44,0.91,0.37,153,32,NA
LANL-GrowthRate,inc case,3,Overall,0.41,0.45,0.58,0.91,0.23,153,32,NA
RobertWalraven-ESG,inc case,3,Overall,0.52,0.6,0.42,0.71,0.22,153,32,NA
UMass-SemiMech,inc case,3,Overall,0.65,0.79,0.32,0.78,0.49,153,32,NA
USC-SIkJalpha,inc case,3,Overall,0.54,0.7,0.25,0.29,0.55,153,32,NA
UVA-Ensemble,inc case,3,Overall,1.28,NA,0.42,0.71,NA,153,32,NA
epiforecasts-EpiExpert,inc case,3,Overall,0.59,0.61,0.25,0.62,0.53,60,21,NA
epiforecasts-EpiExpert_direct,inc case,3,Overall,0.62,0.68,0.19,0.41,0.51,37,17,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.68,0.69,0.38,0.86,0.19,152,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.28,0.82,0.57,154,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.25,0.27,0.48,154,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.52,NA,0.59,0.96,NA,121,28,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.54,0.93,0.43,156,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.3,0.33,0.55,0.96,0.33,156,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.72,0.68,0.34,0.82,0.49,155,32,NA
ILM-EKF,inc death,2,Overall,0.36,0.4,0.76,0.98,0.2,155,32,NA
MUNI-ARIMA,inc death,2,Overall,0.56,0.54,0.53,0.96,0.31,156,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.4,0.42,0.65,0.89,0.15,156,32,NA
UMass-MechBayes,inc death,2,Overall,0.38,0.4,0.49,0.94,0.26,156,32,NA
UMass-SemiMech,inc death,2,Overall,0.48,0.58,0.49,0.88,0.29,156,32,NA
USC-SIkJalpha,inc death,2,Overall,0.42,0.52,0.32,0.35,0.44,156,32,NA
USyd-OneModelMan,inc death,2,Overall,0.45,NA,NA,NA,NA,156,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.53,0.49,0.27,0.76,0.4,45,18,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.43,0.45,0.53,0.9,0.19,146,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.7,NA,0.52,0.91,NA,120,29,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.4,0.98,0.37,156,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.5,0.5,0.67,0.96,0.22,156,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.78,0.71,0.53,0.87,0.31,154,32,NA
ILM-EKF,inc death,1,Overall,0.56,0.64,0.83,0.99,0.11,155,32,NA
MUNI-ARIMA,inc death,1,Overall,0.7,0.67,0.5,0.93,0.23,156,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.56,0.57,0.69,0.94,0.09,156,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.66,NA,NA,NA,NA,156,32,NA
UMass-MechBayes,inc death,1,Overall,0.65,0.62,0.54,0.91,0.22,156,32,NA
UMass-SemiMech,inc death,1,Overall,0.67,0.64,0.54,0.91,0.17,156,32,NA
USC-SIkJalpha,inc death,1,Overall,0.72,0.87,0.31,0.35,0.32,156,32,NA
USyd-OneModelMan,inc death,1,Overall,0.59,NA,NA,NA,NA,156,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.72,0.69,0.44,0.83,0.29,36,17,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.75,0.67,0.56,0.92,0.07,140,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.5,0.83,0.51,156,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.38,0.34,0.37,0.86,0.57,156,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.96,0.87,0.2,0.65,0.75,156,32,NA
ILM-EKF,inc death,4,Overall,0.4,0.38,0.51,0.97,0.4,156,32,NA
LANL-GrowthRate,inc death,4,Overall,0.25,0.24,0.33,0.74,0.47,156,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.48,0.52,0.61,0.81,0.28,156,32,NA
UMass-MechBayes,inc death,4,Overall,0.29,0.3,0.49,0.92,0.35,156,32,NA
UMass-SemiMech,inc death,4,Overall,0.38,0.41,0.38,0.85,0.41,156,32,NA
USC-SIkJalpha,inc death,4,Overall,0.4,0.46,0.21,0.29,0.63,156,32,NA
USyd-OneModelMan,inc death,4,Overall,0.61,NA,NA,NA,NA,156,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.6,0.54,0.14,0.57,0.78,58,18,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.5,0.48,0.41,0.93,0.36,156,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.51,0.86,0.48,156,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.31,0.3,0.45,0.9,0.48,156,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.84,0.77,0.24,0.74,0.68,156,32,NA
ILM-EKF,inc death,3,Overall,0.32,0.33,0.65,0.99,0.3,155,32,NA
LANL-GrowthRate,inc death,3,Overall,0.25,0.25,0.35,0.78,0.32,156,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.42,0.44,0.64,0.87,0.22,156,32,NA
UMass-MechBayes,inc death,3,Overall,0.3,0.31,0.44,0.92,0.3,156,32,NA
UMass-SemiMech,inc death,3,Overall,0.37,0.42,0.36,0.87,0.41,156,32,NA
USC-SIkJalpha,inc death,3,Overall,0.38,0.43,0.26,0.35,0.57,156,32,NA
USyd-OneModelMan,inc death,3,Overall,0.5,NA,NA,NA,NA,156,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.43,0.4,0.29,0.71,0.61,59,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.4,0.4,0.44,0.91,0.3,155,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.26,0.74,0.56,156,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.27,0.34,0.61,156,32,NA
BIOCOMSC-Gompertz,inc case,2,AT,0.28,NA,1,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.2,1,0.68,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.4,0.42,0.6,0.8,0.54,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.65,0.71,0.2,0.6,0.72,5,1,Austria
ILM-EKF,inc case,2,AT,0.39,0.37,0.6,1,0.26,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.29,0.37,0.8,1,0.26,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.37,0.55,0.6,1,0.27,5,1,Austria
UMass-SemiMech,inc case,2,AT,0.63,0.61,0.2,1,0.75,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.54,0.75,0.2,0.2,0.88,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.31,NA,0.6,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.33,0.36,0.2,0.6,0.12,5,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.15,NA,1,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.2,1,0.64,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.35,0.34,0.6,1,0.4,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.62,0.58,0.4,1,0.55,5,1,Austria
ILM-EKF,inc case,1,AT,0.39,0.38,0.8,1,0.08,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.13,0.22,0.8,1,0.14,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.65,0.68,0.6,1,0.42,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.24,NA,NA,NA,NA,5,1,Austria
UMass-SemiMech,inc case,1,AT,0.65,0.59,0.4,1,0.58,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.64,0.85,0,0.2,0.94,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.07,NA,0.8,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.28,0.33,0.4,0.4,-0.3,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,1,0.82,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.46,0.46,0.2,0.6,0.78,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.81,0.93,0,0,1,5,1,Austria
ILM-EKF,inc case,4,AT,0.4,0.36,0.2,1,0.6,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.54,0.56,0.2,0.6,0.85,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.24,0.57,0.4,1,0.1,5,1,Austria
UMass-SemiMech,inc case,4,AT,0.41,0.41,0.4,0.8,0.62,5,1,Austria
USC-SIkJalpha,inc case,4,AT,0.54,0.63,0.2,0.2,0.88,5,1,Austria
UVA-Ensemble,inc case,4,AT,1.38,NA,0.2,0.4,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.29,0.35,0.2,0.6,0.07,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.2,1,0.76,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.46,0.47,0.4,0.6,0.66,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.75,0.86,0,0.2,0.98,5,1,Austria
ILM-EKF,inc case,3,AT,0.41,0.37,0.4,1,0.44,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.39,0.39,0.6,0.6,0.46,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.28,0.6,0.4,1,0.2,5,1,Austria
UMass-SemiMech,inc case,3,AT,0.55,0.51,0.2,0.8,0.76,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.53,0.68,0,0,1,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.97,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.38,0.39,0.2,0.4,0.02,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.2,0.98,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,1,5,1,Austria
BIOCOMSC-Gompertz,inc death,2,AT,0.51,NA,0.6,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.2,1,0.68,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.4,0.38,0.4,1,0.54,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.7,0.73,0,1,0.82,5,1,Austria
ILM-EKF,inc death,2,AT,0.4,0.51,0.8,1,0.42,5,1,Austria
MUNI-ARIMA,inc death,2,AT,0.64,0.67,0.6,1,0.52,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.39,0.39,0.4,1,0.48,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.18,0.21,0.6,1,0.2,5,1,Austria
UMass-SemiMech,inc death,2,AT,0.31,0.32,0.4,1,0.46,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.5,0.82,0.2,0.2,0.76,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.32,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.32,0.33,0.4,1,0.35,5,1,Austria
BIOCOMSC-Gompertz,inc death,1,AT,0.67,NA,0.6,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.2,1,0.64,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.48,0.48,0.6,1,0.42,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.87,0.86,0.2,1,0.64,5,1,Austria
ILM-EKF,inc death,1,AT,0.56,0.77,0.8,1,0.28,5,1,Austria
MUNI-ARIMA,inc death,1,AT,0.84,0.71,0.6,1,0.42,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.53,0.55,0.6,1,0.38,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.39,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.24,0.27,0.8,1,0.17,5,1,Austria
UMass-SemiMech,inc death,1,AT,0.3,0.35,0.4,1,0.13,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.76,1.14,0.2,0.2,0.72,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.24,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.43,0.39,0.6,1,0.2,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0,1,0.76,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.4,0.44,0,0.8,0.85,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.86,1,0,0.2,0.98,5,1,Austria
ILM-EKF,inc death,4,AT,0.45,0.48,0,1,0.74,5,1,Austria
LANL-GrowthRate,inc death,4,AT,0.34,0.43,0.4,0.6,0.71,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.38,0.4,0.2,0.8,0.68,5,1,Austria
UMass-MechBayes,inc death,4,AT,0.13,0.17,0.6,1,0.36,5,1,Austria
UMass-SemiMech,inc death,4,AT,0.33,0.37,0.2,1,0.73,5,1,Austria
USC-SIkJalpha,inc death,4,AT,0.47,0.82,0,0,1,5,1,Austria
USyd-OneModelMan,inc death,4,AT,0.51,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.25,0.29,0.6,0.8,0.39,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0,1,0.72,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.37,0.41,0.2,1,0.78,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.74,0.84,0,0.4,0.98,5,1,Austria
ILM-EKF,inc death,3,AT,0.42,0.46,0.2,1,0.56,5,1,Austria
LANL-GrowthRate,inc death,3,AT,0.27,0.32,0.2,0.8,0.33,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.3,0.31,0.4,1,0.59,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.15,0.17,0.4,1,0.28,5,1,Austria
UMass-SemiMech,inc death,3,AT,0.35,0.38,0.2,1,0.64,5,1,Austria
USC-SIkJalpha,inc death,3,AT,0.48,0.8,0,0,1,5,1,Austria
USyd-OneModelMan,inc death,3,AT,0.39,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.32,0.36,0.2,1,0.46,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0,0.4,0.96,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0,0,1,5,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,0.56,NA,1,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,0.68,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.58,0.63,0.6,1,0.46,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,0.84,0.75,0,1,0.7,5,1,Belgium
ILM-EKF,inc case,2,BE,0.42,0.52,0.6,1,0.4,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.96,1.01,0.6,1,0.42,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.69,0.75,0.4,1,0.7,5,1,Belgium
UMass-SemiMech,inc case,2,BE,0.94,0.99,0.4,1,0.32,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.6,0.83,0,0.2,0.96,5,1,Belgium
UVA-Ensemble,inc case,2,BE,0.8,NA,0.6,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,0.51,0.56,0.6,1,0.4,5,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,0.9,NA,0.4,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0,1,0.52,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.86,0.73,0,1,0.46,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,0.75,0.67,0.4,1,0.44,5,1,Belgium
ILM-EKF,inc case,1,BE,0.67,0.58,0.4,1,0.4,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.25,1.1,0,1,0.48,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,0.94,0.94,0.2,1,0.54,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.31,NA,NA,NA,NA,5,1,Belgium
UMass-SemiMech,inc case,1,BE,1.24,1.12,0.2,1,0.4,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.77,0.9,0,0.2,0.54,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.31,NA,0,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.87,0.76,0.4,0.8,0.42,5,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0,1,0.64,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.49,0.56,0.6,1,0.5,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.04,1.07,0,0.8,0.85,5,1,Belgium
ILM-EKF,inc case,4,BE,0.41,0.55,1,1,0.36,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.51,0.52,0.6,1,0.52,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.4,0.98,0.4,1,0.8,5,1,Belgium
UMass-SemiMech,inc case,4,BE,0.8,0.76,0.6,1,0.03,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.61,0.79,0.2,0.2,0.88,5,1,Belgium
UVA-Ensemble,inc case,4,BE,0.87,NA,0,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,0.28,0.44,1,1,0.24,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.2,1,0.66,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.57,0.61,0.6,1,0.49,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.92,0.91,0,0.8,0.84,5,1,Belgium
ILM-EKF,inc case,3,BE,0.46,0.58,0.6,1,0.4,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.38,0.45,0.8,1,0.36,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.53,0.68,0.2,1,0.75,5,1,Belgium
UMass-SemiMech,inc case,3,BE,0.83,0.93,0.2,1,0.3,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.61,0.66,0.2,0.2,0.88,5,1,Belgium
UVA-Ensemble,inc case,3,BE,0.54,NA,0.8,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,0.38,0.53,0.8,1,0.3,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.4,0.8,0.6,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.4,0.6,0.52,5,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.62,NA,1,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.8,1,0.44,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.51,0.49,0.4,1,0.55,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.67,0.68,0.4,0.8,0.58,5,1,Belgium
ILM-EKF,inc death,2,BE,0.62,0.59,0.6,1,0.5,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.54,0.56,0.6,1,0.24,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.38,0.34,0.8,1,0.22,5,1,Belgium
UMass-MechBayes,inc death,2,BE,0.26,0.28,0.8,1,0.16,5,1,Belgium
UMass-SemiMech,inc death,2,BE,0.57,0.52,0.6,1,0.47,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.75,0.97,0.2,0.2,0.9,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.59,NA,NA,NA,NA,5,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.04,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.6,1,0.46,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.69,0.55,0.6,1,0.41,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.81,0.68,0.4,0.8,0.48,5,1,Belgium
ILM-EKF,inc death,1,BE,0.74,0.76,1,1,0.3,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.61,0.55,0.6,1,0.14,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.53,0.45,0.8,1,0.18,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,0.64,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,0.46,0.37,0.8,1,0.18,5,1,Belgium
UMass-SemiMech,inc death,1,BE,0.69,0.55,0.4,1,0.28,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,0.88,0.99,0.2,0.2,0.72,5,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.68,NA,NA,NA,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.44,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.47,0.48,0.2,1,0.7,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.93,0.97,0,0.4,0.95,5,1,Belgium
ILM-EKF,inc death,4,BE,0.58,0.56,0.2,1,0.68,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.59,0.69,0,0.4,0.92,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.2,0.25,1,1,0.32,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.23,0.28,0.8,1,-0.12,5,1,Belgium
UMass-SemiMech,inc death,4,BE,0.7,0.66,0.2,1,0.28,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.66,0.88,0,0.2,0.99,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.57,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.52,0.52,0.2,1,0.72,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.8,1,0.46,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.52,0.51,0.4,0.8,0.64,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.81,0.81,0,0.6,0.9,5,1,Belgium
ILM-EKF,inc death,3,BE,0.61,0.58,0.4,1,0.6,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.52,0.6,0.4,0.6,0.63,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.21,0.28,0.8,1,0.24,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.2,0.27,0.6,1,0.06,5,1,Belgium
UMass-SemiMech,inc death,3,BE,0.71,0.65,0,1,0.49,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.74,0.96,0,0,1,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.64,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.63,0.61,0,0.8,0.83,5,1,Belgium
LANL-GrowthRate,inc death,5,BE,NA,NA,0,0.4,0.9,5,1,Belgium
USC-SIkJalpha,inc death,5,BE,NA,NA,0.2,0.2,0.84,5,1,Belgium
