model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
UVA-Ensemble,inc case,1,Overall,1.45,NA,0.63,0.87,NA,156,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,0.62,0.61,0.35,0.72,-0.21,156,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.51,0.9,0.34,152,31,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,0.54,0.55,0.35,0.76,0.3,152,31,NA
IEM_Health-CovidProject,inc case,4,Overall,0.65,0.74,0.33,0.57,0.3,150,31,NA
ILM-EKF,inc case,4,Overall,0.41,0.47,0.44,0.87,0.09,151,31,NA
MUNI-ARIMA,inc case,4,Overall,0.75,0.77,0.6,0.92,0.02,152,31,NA
RobertWalraven-ESG,inc case,4,Overall,0.65,0.85,0.49,0.74,0.07,152,31,NA
UMass-SemiMech,inc case,4,Overall,0.67,0.83,0.27,0.7,0.41,152,31,NA
USC-SIkJalpha,inc case,4,Overall,0.58,0.78,0.26,0.27,0.13,152,31,NA
UVA-Ensemble,inc case,4,Overall,0.91,NA,0.48,0.72,NA,152,31,NA
epiforecasts-EpiNow2,inc case,4,Overall,0.46,0.49,0.33,0.73,-0.18,151,31,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.56,0.92,0.24,153,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,0.57,0.59,0.37,0.84,0.13,153,32,NA
IEM_Health-CovidProject,inc case,3,Overall,0.6,0.71,0.31,0.66,0.15,150,32,NA
ILM-EKF,inc case,3,Overall,0.42,0.51,0.41,0.86,-0.01,153,32,NA
MUNI-ARIMA,inc case,3,Overall,0.78,0.81,0.59,0.9,-0.08,153,32,NA
RobertWalraven-ESG,inc case,3,Overall,0.81,1.02,0.4,0.73,-0.02,153,32,NA
UMass-SemiMech,inc case,3,Overall,0.7,0.76,0.3,0.73,0.29,153,32,NA
USC-SIkJalpha,inc case,3,Overall,0.67,0.84,0.24,0.24,0.04,153,32,NA
UVA-Ensemble,inc case,3,Overall,0.96,NA,0.59,0.81,NA,153,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.45,0.52,0.32,0.71,-0.27,152,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,1.45,NA,0.44,0.85,NA,124,30,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.78,0.99,0.27,157,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.44,0.43,0.72,0.94,0.15,157,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.62,0.59,0.55,0.88,0.19,152,31,NA
ILM-EKF,inc death,2,Overall,0.54,0.52,0.8,0.97,0.04,157,32,NA
LANL-GrowthRate,inc death,2,Overall,0.57,0.73,0.33,0.68,0.04,126,32,NA
MUNI-ARIMA,inc death,2,Overall,0.73,0.66,0.62,0.96,0.13,157,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.57,0.59,0.75,0.96,0,157,32,NA
UMass-MechBayes,inc death,2,Overall,0.55,0.52,0.52,0.94,0.1,157,32,NA
UMass-SemiMech,inc death,2,Overall,0.53,0.51,0.58,0.92,0.17,157,32,NA
USC-SIkJalpha,inc death,2,Overall,0.49,0.54,0.33,0.39,0.21,157,32,NA
USyd-OneModelMan,inc death,2,Overall,0.52,NA,NA,NA,NA,157,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.66,0.69,0.51,0.94,-0.14,137,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,1.27,NA,0.38,0.82,NA,120,30,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.68,0.97,0.23,158,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.59,0.51,0.67,0.96,0.11,158,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.69,0.55,0.58,0.86,0.14,153,31,NA
ILM-EKF,inc death,1,Overall,0.76,0.64,0.79,0.97,0.06,158,32,NA
Imperial-DeCa,inc death,1,Overall,1.13,1.23,0.14,0.44,-0.34,80,20,NA
Imperial-RtI0,inc death,1,Overall,1.15,1.14,0.26,0.65,-0.03,80,20,NA
Imperial-sbkp,inc death,1,Overall,1.06,1.12,0.29,0.58,-0.14,80,20,NA
LANL-GrowthRate,inc death,1,Overall,0.94,0.85,0.33,0.76,0.1,158,32,NA
MUNI-ARIMA,inc death,1,Overall,0.85,0.68,0.58,0.94,0.08,158,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.63,0.59,0.7,0.95,-0.04,158,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.86,NA,NA,NA,NA,158,32,NA
UMass-MechBayes,inc death,1,Overall,0.7,0.58,0.54,0.92,0.1,158,32,NA
UMass-SemiMech,inc death,1,Overall,0.74,0.61,0.54,0.89,0.1,158,32,NA
USC-SIkJalpha,inc death,1,Overall,0.73,0.75,0.28,0.32,0.24,158,32,NA
USyd-OneModelMan,inc death,1,Overall,0.77,NA,NA,NA,NA,158,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.93,0.81,0.53,0.97,-0.08,147,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.67,0.94,0.36,155,31,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.3,0.34,0.63,0.88,0.33,155,31,NA
IEM_Health-CovidProject,inc death,4,Overall,0.68,0.71,0.4,0.8,0.43,152,31,NA
ILM-EKF,inc death,4,Overall,0.32,0.37,0.66,0.95,0.12,154,31,NA
MUNI-ARIMA,inc death,4,Overall,0.47,0.49,0.64,0.96,0.24,155,31,NA
RobertWalraven-ESG,inc death,4,Overall,0.36,0.41,0.81,0.95,0.08,155,31,NA
UMass-MechBayes,inc death,4,Overall,0.35,0.39,0.46,0.85,0.2,155,31,NA
UMass-SemiMech,inc death,4,Overall,0.39,0.45,0.41,0.84,0.39,155,31,NA
USC-SIkJalpha,inc death,4,Overall,0.3,0.4,0.28,0.39,0.32,155,31,NA
USyd-OneModelMan,inc death,4,Overall,0.36,NA,NA,NA,NA,155,31,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.35,0.43,0.53,0.91,-0.01,137,31,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.72,0.97,0.32,156,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.31,0.36,0.68,0.92,0.23,156,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.55,0.56,0.51,0.88,0.3,152,32,NA
ILM-EKF,inc death,3,Overall,0.4,0.45,0.69,0.96,0.06,155,32,NA
MUNI-ARIMA,inc death,3,Overall,0.58,0.58,0.6,0.96,0.19,156,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.47,0.52,0.76,0.94,0.05,156,32,NA
UMass-MechBayes,inc death,3,Overall,0.38,0.4,0.47,0.92,0.12,156,32,NA
UMass-SemiMech,inc death,3,Overall,0.36,0.4,0.51,0.88,0.28,156,32,NA
USC-SIkJalpha,inc death,3,Overall,0.4,0.48,0.31,0.37,0.17,156,32,NA
USyd-OneModelMan,inc death,3,Overall,0.38,NA,NA,NA,NA,156,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.48,0.56,0.54,0.9,-0.08,136,32,NA
BIOCOMSC-Gompertz,inc case,2,AT,0.26,NA,0.8,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,1,1,0.28,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.36,0.28,0.8,1,0.18,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.4,0.34,0.2,0.8,0.26,5,1,Austria
ILM-EKF,inc case,2,AT,0.31,0.25,0.8,1,-0.04,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.23,0.25,0.75,0.75,-0.12,4,1,Austria
MUNI-ARIMA,inc case,2,AT,0.36,0.38,1,1,0.02,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.27,0.42,1,1,0.02,5,1,Austria
UMass-SemiMech,inc case,2,AT,0.76,0.56,0,1,0.44,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.38,0.42,0.2,0.2,0.48,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.66,NA,0.8,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.36,0.25,0.4,1,-0.04,5,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.6,NA,0.4,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,1,1,0.26,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.48,0.37,0.6,1,0.03,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.54,0.47,0.4,0.6,0.2,5,1,Austria
ILM-EKF,inc case,1,AT,0.57,0.4,0.6,1,-0.05,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.62,0.45,0.6,0.8,-0.4,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.55,0.38,0.6,1,-0.14,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.66,0.65,0.8,1,0.02,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.69,NA,NA,NA,NA,5,1,Austria
UMass-SemiMech,inc case,1,AT,0.6,0.43,0.4,1,0.28,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.64,0.57,0,0.2,0.54,5,1,Austria
UVA-Ensemble,inc case,1,AT,2.79,NA,0.6,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.67,0.52,0,0.6,-0.23,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.8,1,0.44,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.19,0.25,0.6,1,0.4,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.42,0.48,0.4,0.6,0.72,5,1,Austria
ILM-EKF,inc case,4,AT,0.04,0.11,1,1,-0.04,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.25,0.5,1,1,0.12,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.1,0.29,1,1,0.06,5,1,Austria
UMass-SemiMech,inc case,4,AT,0.4,0.48,0.4,0.8,0.68,5,1,Austria
USC-SIkJalpha,inc case,4,AT,0.12,0.15,0.6,0.6,0.48,5,1,Austria
UVA-Ensemble,inc case,4,AT,0.45,NA,0.8,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.27,0.32,0.4,0.6,-0.14,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,1,1,0.38,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.29,0.28,0.4,1,0.28,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.33,0.31,0.2,0.8,0.46,5,1,Austria
ILM-EKF,inc case,3,AT,0.16,0.17,0.6,1,-0.04,5,1,Austria
MUNI-ARIMA,inc case,3,AT,0.37,0.49,1,1,0.08,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.16,0.34,1,1,0.04,5,1,Austria
UMass-SemiMech,inc case,3,AT,0.64,0.61,0,0.8,0.52,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.23,0.26,0,0,0.6,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.71,NA,0.8,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.33,0.37,0.4,0.6,0,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.8,1,0.42,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.2,0.22,0.8,1,0.12,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.73,0.72,0.6,0.8,0.38,5,1,Austria
ILM-EKF,inc death,4,AT,0.23,0.24,0.8,1,-0.04,5,1,Austria
MUNI-ARIMA,inc death,4,AT,0.29,0.43,0.8,1,0.02,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.36,0.3,0.8,1,-0.12,5,1,Austria
UMass-MechBayes,inc death,4,AT,0.15,0.15,0.2,1,-0.34,5,1,Austria
UMass-SemiMech,inc death,4,AT,0.14,0.16,0.8,1,0.26,5,1,Austria
USC-SIkJalpha,inc death,4,AT,0.19,0.26,0.4,0.4,0.62,5,1,Austria
USyd-OneModelMan,inc death,4,AT,0.31,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.1,0.11,0.8,1,-0.26,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.8,1,0.32,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.24,0.24,0.6,1,0.18,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.65,0.59,0.8,0.8,0.26,5,1,Austria
ILM-EKF,inc death,3,AT,0.29,0.29,0.8,1,-0.1,5,1,Austria
MUNI-ARIMA,inc death,3,AT,0.41,0.4,0.8,1,-0.08,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.39,0.32,1,1,-0.26,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.24,0.22,0.2,0.8,-0.34,5,1,Austria
UMass-SemiMech,inc death,3,AT,0.25,0.23,0.6,1,-0.02,5,1,Austria
USC-SIkJalpha,inc death,3,AT,0.48,0.63,0,0,0.6,5,1,Austria
USyd-OneModelMan,inc death,3,AT,0.25,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.3,0.24,0.4,0.8,-0.18,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.8,1,0.28,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.34,0.26,0.8,1,0,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.36,0.4,0.8,1,0.26,5,1,Austria
ILM-EKF,inc death,2,AT,0.39,0.36,0.8,1,-0.08,5,1,Austria
LANL-GrowthRate,inc death,2,AT,1.08,1.16,0,0.5,0.52,4,1,Austria
MUNI-ARIMA,inc death,2,AT,0.52,0.49,0.8,1,-0.12,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.63,0.44,0.8,1,-0.32,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.44,0.33,0.2,1,-0.36,5,1,Austria
UMass-SemiMech,inc death,2,AT,0.39,0.26,0.6,1,-0.2,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.4,0.39,0,0,-0.2,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.65,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.48,0.33,0.2,1,-0.3,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.8,1,0.18,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.56,0.46,0.6,1,-0.04,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.62,0.56,0.6,1,0.18,5,1,Austria
ILM-EKF,inc death,1,AT,0.69,0.61,0.8,1,-0.06,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.96,0.9,0.2,1,0.73,5,1,Austria
MUNI-ARIMA,inc death,1,AT,0.9,0.78,0.6,1,-0.17,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.78,0.61,0.4,1,-0.42,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.8,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.57,0.54,0.2,1,-0.35,5,1,Austria
UMass-SemiMech,inc death,1,AT,0.58,0.54,0.2,1,-0.32,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.6,0.76,0,0,-0.2,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.85,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.55,0.46,0.2,1,-0.26,5,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,0.64,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.4,1,0.26,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.94,0.97,0.2,0.8,0.08,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,0.87,0.89,0,0.6,0.08,5,1,Belgium
ILM-EKF,inc case,2,BE,0.8,0.92,0.2,0.6,-0.07,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.65,0.7,0.25,1,-0.58,4,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.17,1.12,0.4,1,0.26,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.35,1.34,0,0.8,0.19,5,1,Belgium
UMass-SemiMech,inc case,2,BE,1.1,1.21,0.2,0.8,0.13,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.9,1.29,0.2,0.2,0.08,5,1,Belgium
UVA-Ensemble,inc case,2,BE,1.82,NA,0.2,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,0.88,1.08,0,0.4,-0.2,5,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,0.81,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.4,1,0.02,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.23,1.16,0.2,0.8,-0.13,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.08,1.02,0,0.8,-0.19,5,1,Belgium
ILM-EKF,inc case,1,BE,1.06,1.02,0,0.6,-0.24,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.08,1.2,0.4,0.8,-0.64,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.42,1.3,0.2,0.8,-0.01,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.94,1.87,0.2,0.6,-0.07,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.98,NA,NA,NA,NA,5,1,Belgium
UMass-SemiMech,inc case,1,BE,1.34,1.25,0.2,0.8,-0.09,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.15,1.4,0.2,0.2,-0.08,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.73,NA,0.6,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.13,1.13,0,0.2,-0.28,5,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.4,1,0.48,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.66,0.65,0.2,0.8,0.48,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.79,0.86,0.2,0.6,0.46,5,1,Belgium
ILM-EKF,inc case,4,BE,0.52,0.58,0.4,1,0.3,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.04,1.03,0.2,1,0.56,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.67,0.65,0.2,1,0.64,5,1,Belgium
UMass-SemiMech,inc case,4,BE,0.75,0.82,0.4,0.8,0.38,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.52,0.72,0.2,0.2,0.48,5,1,Belgium
UVA-Ensemble,inc case,4,BE,1.26,NA,0,0.4,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,0.43,0.56,0.4,0.6,0.22,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.4,1,0.4,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.75,0.79,0.2,0.8,0.3,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.74,0.86,0.2,0.6,0.32,5,1,Belgium
ILM-EKF,inc case,3,BE,0.67,0.74,0,0.8,0.17,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.09,1.04,0.4,1,0.46,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.96,0.94,0,0.8,0.46,5,1,Belgium
UMass-SemiMech,inc case,3,BE,0.91,1.01,0.2,0.8,0.4,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.66,0.9,0.2,0.2,0.32,5,1,Belgium
UVA-Ensemble,inc case,3,BE,1.41,NA,0,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,0.67,0.81,0,0.6,0.15,5,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.44,NA,1,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.3,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.24,0.2,1,1,0.32,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.39,0.29,0.6,1,0.56,5,1,Belgium
ILM-EKF,inc death,2,BE,0.34,0.31,1,1,0.26,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.11,0.08,0.75,1,-0.2,4,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.83,0.52,0.8,1,0.1,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.25,0.26,1,1,0.1,5,1,Belgium
UMass-MechBayes,inc death,2,BE,0.11,0.1,1,1,-0.02,5,1,Belgium
UMass-SemiMech,inc death,2,BE,0.37,0.19,0.6,1,0.34,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.44,0.39,0.2,0.2,0.88,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.3,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.24,0.16,0.75,1,0.2,4,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,0.86,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,0.38,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.4,0.33,0.6,1,0.28,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.55,0.35,0.6,1,0.58,5,1,Belgium
ILM-EKF,inc death,1,BE,0.53,0.49,1,1,0.2,5,1,Belgium
Imperial-DeCa,inc death,1,BE,0.59,0.43,0.2,0.6,-0.41,5,1,Belgium
Imperial-RtI0,inc death,1,BE,0.56,0.41,0.6,1,-0.4,5,1,Belgium
Imperial-sbkp,inc death,1,BE,0.55,0.38,0.4,0.8,-0.32,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,0.62,0.4,0.2,0.8,0.1,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.07,0.77,0.6,0.8,0.08,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.34,0.37,0.8,1,0.16,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,0.46,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,0.41,0.21,0.6,1,-0.02,5,1,Belgium
UMass-SemiMech,inc death,1,BE,0.43,0.23,0.6,1,0.14,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,0.71,0.54,0.2,0.4,0.84,5,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.62,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,0.65,0.3,0.6,1,0.26,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.3,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.27,0.23,0.6,1,0.52,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.42,0.36,0.4,0.8,0.75,5,1,Belgium
ILM-EKF,inc death,4,BE,0.4,0.33,0.2,1,0.62,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.18,0.35,1,1,0.14,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.12,0.21,1,1,0.1,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.11,0.12,0.8,1,0.06,5,1,Belgium
UMass-SemiMech,inc death,4,BE,0.43,0.35,0.2,1,0.58,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.48,0.53,0,0,1,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.37,NA,NA,NA,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.3,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.23,0.23,0.8,1,0.4,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.34,0.27,0.2,1,0.64,5,1,Belgium
ILM-EKF,inc death,3,BE,0.37,0.31,0.6,1,0.42,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.49,0.49,0.8,1,0.24,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.19,0.24,1,1,0.08,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.11,0.13,0.6,1,0.08,5,1,Belgium
UMass-SemiMech,inc death,3,BE,0.47,0.35,0.4,1,0.61,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.52,0.54,0,0,1,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.46,NA,NA,NA,NA,5,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BG,0.28,NA,0.6,1,NA,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,2,BG,1,1,1,1,0.3,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,2,BG,0.21,0.24,1,1,-0.18,5,1,Bulgaria
IEM_Health-CovidProject,inc case,2,BG,0.28,0.21,1,1,-0.12,5,1,Bulgaria
ILM-EKF,inc case,2,BG,0.38,0.22,0.6,1,-0.46,5,1,Bulgaria
LANL-GrowthRate,inc case,2,BG,0.63,0.36,0.75,1,-0.48,4,1,Bulgaria
MUNI-ARIMA,inc case,2,BG,0.15,0.47,1,1,0.04,5,1,Bulgaria
