model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
SDSC_ISG-TrendModel,inc case,1,Overall,0.73,NA,NA,NA,NA,160,32,NA
UMass-SemiMech,inc case,1,Overall,0.97,1.04,0.64,0.96,0.1,160,32,NA
USC-SIkJalpha,inc case,1,Overall,0.87,0.94,0.46,0.5,0.33,160,32,NA
UVA-Ensemble,inc case,1,Overall,2.19,NA,0.33,0.67,NA,160,32,NA
epiforecasts-EpiExpert,inc case,1,Overall,0.78,0.76,0.42,0.88,0.26,72,22,NA
epiforecasts-EpiExpert_Rt,inc case,1,Overall,0.69,0.71,0.57,0.91,0.16,56,19,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.04,0.89,0.59,0.9,0.08,160,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.41,0.81,0.22,160,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.38,0.61,0.12,160,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.59,0.82,0.19,160,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.82,0.68,0.62,0.98,0.34,160,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.68,1.47,0.5,0.95,0.16,160,32,NA
ILM-EKF,inc death,4,Overall,1.56,1.29,0.62,0.97,0.36,160,32,NA
LANL-GrowthRate,inc death,4,Overall,0.72,0.62,0.46,0.86,0.01,160,32,NA
RobertWalraven-ESG,inc death,4,Overall,1,1.03,0.39,0.66,-0.1,160,32,NA
UMass-MechBayes,inc death,4,Overall,0.91,0.82,0.59,0.96,0.24,124,32,NA
UMass-SemiMech,inc death,4,Overall,1.03,0.96,0.48,0.92,0.39,124,32,NA
USC-SIkJalpha,inc death,4,Overall,0.86,0.82,0.45,0.64,0.39,160,32,NA
USyd-OneModelMan,inc death,4,Overall,1.34,NA,NA,NA,NA,128,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,1.03,0.95,0.3,0.7,0.41,54,23,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.28,1.14,0.51,0.94,0.29,158,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.52,0.87,0.22,160,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.58,0.51,0.65,0.99,0.32,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.28,1.17,0.51,0.92,0.26,160,32,NA
ILM-EKF,inc death,3,Overall,0.91,0.81,0.7,0.98,0.3,160,32,NA
LANL-GrowthRate,inc death,3,Overall,0.62,0.56,0.42,0.88,0.01,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.82,0.91,0.44,0.7,-0.02,160,32,NA
UMass-MechBayes,inc death,3,Overall,0.65,0.6,0.61,0.98,0.19,156,32,NA
UMass-SemiMech,inc death,3,Overall,0.81,0.72,0.54,0.93,0.37,156,32,NA
USC-SIkJalpha,inc death,3,Overall,0.72,0.72,0.4,0.58,0.42,160,32,NA
USyd-OneModelMan,inc death,3,Overall,1.11,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.86,0.84,0.15,0.76,0.45,55,22,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.95,0.87,0.5,0.94,0.28,158,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.48,0.9,0.27,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.42,0.42,0.7,0.99,0.24,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,1.08,0.96,0.49,0.91,0.29,160,32,NA
ILM-EKF,inc death,2,Overall,0.49,0.53,0.84,1,0.2,160,32,NA
LANL-GrowthRate,inc death,2,Overall,0.66,0.6,0.4,0.88,-0.01,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.81,0.83,0.46,0.74,0.11,160,32,NA
UMass-MechBayes,inc death,2,Overall,0.55,0.54,0.59,0.94,0.1,160,32,NA
UMass-SemiMech,inc death,2,Overall,0.75,0.76,0.58,0.88,0.22,160,32,NA
USC-SIkJalpha,inc death,2,Overall,0.57,0.6,0.48,0.58,0.36,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.87,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.8,0.72,0.28,0.73,0.36,64,22,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.73,0.69,0.56,0.97,0.24,158,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.34,0.92,0.28,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.43,0.5,0.74,0.98,0.17,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.95,0.88,0.56,0.92,0.26,160,32,NA
ILM-EKF,inc death,1,Overall,0.51,0.7,0.92,1,0.13,160,32,NA
LANL-GrowthRate,inc death,1,Overall,0.73,0.64,0.38,0.89,0.06,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.86,0.83,0.44,0.76,0.16,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.79,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,0.73,0.7,0.62,0.94,0.1,160,32,NA
UMass-SemiMech,inc death,1,Overall,0.87,0.97,0.64,0.91,0.11,160,32,NA
USC-SIkJalpha,inc death,1,Overall,0.72,0.8,0.4,0.48,0.34,160,32,NA
USyd-OneModelMan,inc death,1,Overall,0.79,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.77,0.66,0.49,0.86,0.32,70,22,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.82,0.79,0.55,0.95,0.27,56,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.75,0.81,0.7,0.96,0.16,159,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.44,0.86,0.01,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.49,0.78,0.29,160,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,1,0.8,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,1.08,1.06,0,0.8,0.82,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.52,1.55,0,0.6,0.93,5,1,Austria
ILM-EKF,inc case,4,AT,1.57,1.55,0.2,1,0.72,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.84,0.82,0,1,0.87,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.68,NA,0.2,0.4,NA,5,1,Austria
UMass-SemiMech,inc case,4,AT,0.82,1.05,0.5,1,0.55,4,1,Austria
USC-SIkJalpha,inc case,4,AT,0.98,1.2,0,0.2,0.98,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.75,0.75,0.6,1,0.38,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0,1,0.8,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.72,0.78,0.4,0.8,0.67,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,1.08,1.15,0.2,0.8,0.85,5,1,Austria
ILM-EKF,inc case,3,AT,1.01,1.06,0.4,1,0.62,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.6,0.61,0.2,0.8,0.76,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.59,NA,0.2,0.6,NA,5,1,Austria
UMass-SemiMech,inc case,3,AT,0.69,0.77,0.4,1,0.5,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.7,0.87,0.2,0.4,0.64,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.69,0.74,0.4,0.6,0.24,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,0.8,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.59,0.66,0.4,0.8,0.5,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.81,0.87,0.4,0.6,0.72,5,1,Austria
ILM-EKF,inc case,2,AT,0.66,0.74,0.4,1,0.48,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.45,0.49,0.4,1,0.45,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.55,NA,0.2,0.8,NA,5,1,Austria
UMass-SemiMech,inc case,2,AT,0.73,0.77,0.4,1,0.41,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.62,0.81,0.4,0.6,0.66,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.19,NA,0,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.65,0.63,0,0.6,0.2,5,1,Austria
DSMPG-bayes,inc case,1,AT,0.46,0.45,0.25,0.75,0.54,4,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0,1,0.8,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.55,0.55,0.6,0.8,0.42,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.77,0.76,0.2,0.8,0.61,5,1,Austria
ILM-EKF,inc case,1,AT,0.51,0.58,0.6,1,0.36,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.34,0.37,0.6,1,-0.1,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.6,NA,0.4,1,NA,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.31,NA,NA,NA,NA,5,1,Austria
UMass-SemiMech,inc case,1,AT,0.83,0.82,0.6,1,0.32,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.81,1.15,0.2,0.4,0.8,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.83,NA,0,1,NA,5,1,Austria
epiforecasts-EpiExpert_Rt,inc case,1,AT,0.74,0.74,0.25,0.75,0.28,4,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.49,0.48,0.6,0.6,-0.04,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.2,0.6,0.8,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0.2,0.92,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.6,1,0.28,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.86,0.74,0.6,1,0.58,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.44,1.46,0.6,1,0.57,5,1,Austria
ILM-EKF,inc death,4,AT,1.7,1.47,0.2,1,0.62,5,1,Austria
LANL-GrowthRate,inc death,4,AT,0.36,0.47,0.8,0.8,0.12,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,1.06,1.01,0.2,0.6,0.08,5,1,Austria
UMass-MechBayes,inc death,4,AT,0.66,0.67,0.75,1,0.3,4,1,Austria
UMass-SemiMech,inc death,4,AT,1.06,1.09,0.5,0.75,0.6,4,1,Austria
USC-SIkJalpha,inc death,4,AT,1.23,1.33,0.2,0.4,0.86,5,1,Austria
USyd-OneModelMan,inc death,4,AT,2.21,NA,NA,NA,NA,4,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.99,0.83,0.6,1,0.51,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.4,1,0.38,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.56,0.59,0.6,1,0.51,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.12,1.12,0.4,0.8,0.6,5,1,Austria
ILM-EKF,inc death,3,AT,1.01,1.06,0.8,1,0.46,5,1,Austria
LANL-GrowthRate,inc death,3,AT,0.51,0.57,0.4,0.8,0.14,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.8,0.78,0.2,0.8,0.28,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.47,0.51,1,1,0.14,5,1,Austria
UMass-SemiMech,inc death,3,AT,0.76,0.77,0.6,1,0.51,5,1,Austria
USC-SIkJalpha,inc death,3,AT,0.9,1.18,0.2,0.4,0.8,5,1,Austria
USyd-OneModelMan,inc death,3,AT,1.48,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.54,0.59,0.6,1,0.43,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.4,1,0.5,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.44,0.52,0.6,1,0.46,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.87,0.85,0.2,1,0.58,5,1,Austria
ILM-EKF,inc death,2,AT,0.77,1.04,1,1,0.32,5,1,Austria
LANL-GrowthRate,inc death,2,AT,0.63,0.59,0,1,0.16,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.59,0.56,0.4,1,0.57,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.35,0.43,1,1,0.02,5,1,Austria
UMass-SemiMech,inc death,2,AT,0.64,0.67,0.6,1,0.44,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.68,0.98,0.2,0.2,0.84,5,1,Austria
USyd-OneModelMan,inc death,2,AT,1.17,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.32,0.46,0.8,1,0.37,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.2,1,0.66,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.47,0.57,0.8,1,0.34,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.8,0.79,0.6,1,0.48,5,1,Austria
ILM-EKF,inc death,1,AT,0.73,1.32,1,1,0.22,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.46,0.39,0.4,1,0.26,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.65,0.58,0.2,1,0.68,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.53,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.26,0.41,1,1,0.02,5,1,Austria
UMass-SemiMech,inc death,1,AT,0.4,0.51,0.8,1,0.18,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.99,1.32,0,0,1,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.67,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiExpert_Rt,inc death,1,AT,0.61,0.55,0.5,1,0.42,4,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.38,0.51,0.8,1,0.3,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.6,1,0.06,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.6,0.79,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.4,1,0.4,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,2.16,2.2,0.4,1,0.52,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,3.73,3.4,0.2,0.8,0.83,5,1,Belgium
ILM-EKF,inc case,4,BE,3.78,3.61,0.2,0.8,0.42,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.06,1.03,0.6,1,0.34,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.37,NA,0.6,1,NA,5,1,Belgium
UMass-SemiMech,inc case,4,BE,1.71,1.84,0.25,1,0.09,4,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.44,0.74,0.8,0.8,0.16,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,2.83,2.77,0.4,0.8,0.67,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.4,1,0.62,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.34,1.4,0.6,1,0.37,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,2.32,2.23,0.2,0.8,0.78,5,1,Belgium
ILM-EKF,inc case,3,BE,2.19,2.27,0.4,0.8,0.26,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.94,0.96,0.8,1,0.12,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.69,NA,0.4,1,NA,5,1,Belgium
UMass-SemiMech,inc case,3,BE,1.49,1.52,0.2,1,0.21,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.4,0.68,1,1,0.08,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.94,2.02,0.6,0.8,0.49,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,0.52,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.85,0.91,0.8,1,0.18,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.87,1.57,0.6,1,0.59,5,1,Belgium
ILM-EKF,inc case,2,BE,1.14,1.07,0.6,1,0.12,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.65,0.8,1,1,-0.18,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.82,NA,0.6,0.8,NA,5,1,Belgium
UMass-SemiMech,inc case,2,BE,1.72,1.62,0.6,1,0.1,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.91,1.21,0.8,0.8,0.34,5,1,Belgium
UVA-Ensemble,inc case,2,BE,0.92,NA,0.6,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.47,1.57,0.8,0.8,0.34,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.6,1,0.42,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.04,1.08,0.8,1,0.12,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.43,1.23,0.8,1,0.4,5,1,Belgium
ILM-EKF,inc case,1,BE,1.23,0.95,0.6,1,0,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.78,1.36,0.6,1,-0.38,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.07,NA,0.4,1,NA,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.38,NA,NA,NA,NA,5,1,Belgium
UMass-SemiMech,inc case,1,BE,2.05,1.9,0.6,1,0.1,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.06,1.56,0.6,0.6,0.32,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.77,NA,0.4,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.05,1.16,0.8,1,0.26,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.6,1,0.32,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.8,1,-0.14,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.02,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.68,0.52,1,1,0.28,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.55,0.86,0.6,1,0.36,5,1,Belgium
ILM-EKF,inc death,4,BE,2.59,1.32,0.6,1,0.42,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,1.04,0.57,0.6,1,-0.11,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,1.4,0.61,0.6,1,-0.05,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.64,0.59,0.75,1,-0.2,4,1,Belgium
UMass-SemiMech,inc death,4,BE,0.76,0.67,0.75,1,-0.13,4,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.64,0.42,0.6,1,0.01,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,1.79,NA,NA,NA,NA,4,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,3.58,1.83,0.4,1,0.69,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.08,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.67,0.49,0.8,1,0.16,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.47,0.79,0.4,1,0.3,5,1,Belgium
ILM-EKF,inc death,3,BE,1.15,0.88,0.8,1,0.28,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,1.26,0.64,0.6,1,-0.25,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,1.03,0.54,0.6,1,0.18,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.7,0.66,0.8,1,-0.21,5,1,Belgium
UMass-SemiMech,inc death,3,BE,0.99,0.75,0.6,1,-0.06,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.85,0.53,0.6,0.6,0.34,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,1.38,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,2.19,1.22,0.4,1,0.5,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.16,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.65,0.51,0.8,1,0.14,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.11,0.71,0.6,1,0.33,5,1,Belgium
ILM-EKF,inc death,2,BE,0.47,0.79,1,1,0.18,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.04,0.64,0.6,1,-0.14,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.82,0.5,0.8,1,0.32,5,1,Belgium
UMass-MechBayes,inc death,2,BE,1.13,0.67,0.8,1,-0.18,5,1,Belgium
UMass-SemiMech,inc death,2,BE,1.01,0.69,0.6,1,-0.06,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.89,0.72,0.6,0.8,0.35,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,1.24,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.26,0.71,0.6,1,0.28,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.8,1,0.4,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.8,0.7,0.8,1,0.09,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.03,0.8,0.8,0.8,0.32,5,1,Belgium
ILM-EKF,inc death,1,BE,0.84,1.2,1,1,0.14,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,0.97,0.71,0.8,0.8,0.06,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1.02,0.68,0.6,1,0.36,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,2.11,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,1.34,0.76,0.6,1,-0.1,5,1,Belgium
UMass-SemiMech,inc death,1,BE,1.15,0.84,0.6,1,-0.02,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.1,0.88,0.4,0.4,0.2,5,1,Belgium
USyd-OneModelMan,inc death,1,BE,1.04,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,0.8,0.64,0.8,0.8,0.12,5,1,Belgium
LANL-GrowthRate,inc death,5,BE,NA,NA,0.4,1,-0.26,5,1,Belgium
USC-SIkJalpha,inc death,5,BE,NA,NA,0.8,1,-0.16,5,1,Belgium
DSMPG-bayes,inc case,4,BG,1.45,1.25,0.2,1,0.66,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,4,BG,1,1,0,0,0.99,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,4,BG,1.27,0.96,0.2,1,0.77,5,1,Bulgaria
IEM_Health-CovidProject,inc case,4,BG,2.05,1.67,0,0.4,0.96,5,1,Bulgaria
ILM-EKF,inc case,4,BG,1.97,1.62,0.2,0.6,0.81,5,1,Bulgaria
LANL-GrowthRate,inc case,4,BG,0.72,0.52,0.2,1,0.66,5,1,Bulgaria
RobertWalraven-ESG,inc case,4,BG,0.9,NA,0.2,0.4,NA,5,1,Bulgaria
UMass-SemiMech,inc case,4,BG,0.62,0.77,0,1,0.51,4,1,Bulgaria
USC-SIkJalpha,inc case,4,BG,0.57,0.56,0.8,0.8,0.42,5,1,Bulgaria
epiforecasts-EpiNow2,inc case,4,BG,0.94,0.7,0.8,0.8,0.36,5,1,Bulgaria
