model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
USC-SIkJalpha,inc case,3,AT,0.63,0.67,0.21,0.29,0.69,14,1,Austria
UVA-Ensemble,inc case,3,AT,1.01,NA,0.42,0.75,NA,12,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.66,0.55,0.36,0.64,0.18,14,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.23,1,0.56,13,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.83,0.63,0.23,0.77,0.7,13,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.24,1.09,0.15,0.46,0.89,13,1,Austria
ILM-EKF,inc case,4,AT,1.07,0.65,0.38,1,0.53,13,1,Austria
MUNI-ARIMA,inc case,4,AT,0.12,0.89,1,1,0.2,4,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.46,0.64,0.46,0.77,0.13,13,1,Austria
UMass-SemiMech,inc case,4,AT,0.71,0.78,0.3,0.8,0.7,10,1,Austria
USC-SIkJalpha,inc case,4,AT,0.72,0.67,0.31,0.38,0.78,13,1,Austria
UVA-Ensemble,inc case,4,AT,1.15,NA,0.3,0.5,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.7,0.57,0.38,0.77,0.36,13,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.17,0.58,0.76,12,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.08,0.17,0.91,12,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.31,1,0.22,16,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.62,0.6,0.88,1,0.12,16,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.94,0.88,0.62,1,0.16,16,1,Austria
ILM-EKF,inc death,1,AT,0.71,1.23,0.94,1,0.1,16,1,Austria
MUNI-ARIMA,inc death,1,AT,0.9,1.08,0.62,1,0.16,8,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.74,0.67,0.31,1,0.06,16,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.73,NA,NA,NA,NA,13,1,Austria
UMass-MechBayes,inc death,1,AT,0.48,0.56,0.69,1,-0.13,13,1,Austria
UMass-SemiMech,inc death,1,AT,0.46,0.56,0.62,1,-0.01,13,1,Austria
USC-SIkJalpha,inc death,1,AT,0.85,1.12,0.31,0.38,0.39,16,1,Austria
USyd-OneModelMan,inc death,1,AT,0.55,NA,NA,NA,NA,13,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.78,0.64,0.56,1,0.19,16,1,Austria
BIOCOMSC-Gompertz,inc death,2,AT,0.63,NA,0.62,0.88,NA,8,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.47,1,0.23,15,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.5,0.47,0.73,1,0.23,15,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.9,0.87,0.4,1,0.29,15,1,Austria
ILM-EKF,inc death,2,AT,0.65,0.86,0.93,1,0.22,15,1,Austria
MUNI-ARIMA,inc death,2,AT,0.73,0.98,0.57,1,0.26,7,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.75,0.6,0.53,0.93,0.07,15,1,Austria
UMass-MechBayes,inc death,2,AT,0.33,0.38,0.67,1,-0.07,12,1,Austria
UMass-SemiMech,inc death,2,AT,0.55,0.52,0.67,1,0.23,12,1,Austria
USC-SIkJalpha,inc death,2,AT,0.59,0.83,0.33,0.4,0.43,15,1,Austria
USyd-OneModelMan,inc death,2,AT,0.76,NA,NA,NA,NA,12,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.69,0.55,0.4,0.93,0.31,15,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.5,1,0.3,14,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.37,0.46,0.64,1,0.38,14,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.1,1.01,0.36,0.79,0.37,14,1,Austria
ILM-EKF,inc death,3,AT,0.78,0.76,0.71,1,0.34,14,1,Austria
MUNI-ARIMA,inc death,3,AT,0.42,1.03,0.8,1,0.3,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.58,0.52,0.36,0.93,0.03,14,1,Austria
UMass-MechBayes,inc death,3,AT,0.33,0.35,0.55,1,0.04,11,1,Austria
UMass-SemiMech,inc death,3,AT,0.53,0.55,0.55,1,0.41,11,1,Austria
USC-SIkJalpha,inc death,3,AT,0.69,0.91,0.21,0.36,0.82,14,1,Austria
USyd-OneModelMan,inc death,3,AT,0.86,NA,NA,NA,NA,11,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.63,0.57,0.36,0.93,0.4,14,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.46,1,0.33,13,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.48,0.49,0.54,0.92,0.44,13,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.19,1.14,0.31,0.69,0.47,13,1,Austria
ILM-EKF,inc death,4,AT,0.89,0.77,0.38,1,0.46,13,1,Austria
MUNI-ARIMA,inc death,4,AT,0.41,1.34,0.75,1,0.32,4,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.75,0.56,0.31,0.85,0.01,13,1,Austria
UMass-MechBayes,inc death,4,AT,0.32,0.33,0.5,1,0.13,10,1,Austria
UMass-SemiMech,inc death,4,AT,0.61,0.61,0.4,0.9,0.6,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.68,0.84,0.31,0.38,0.72,13,1,Austria
USyd-OneModelMan,inc death,4,AT,1.2,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.75,0.52,0.54,0.92,0.45,13,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.25,0.75,0.14,12,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.33,0.5,0.69,12,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.68,NA,0.56,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.25,1,0.22,16,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.81,0.75,0.44,1,0.17,16,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,0.98,0.84,0.5,1,0.25,16,1,Belgium
ILM-EKF,inc case,1,BE,0.94,0.77,0.44,0.94,0.09,16,1,Belgium
MUNI-ARIMA,inc case,1,BE,0.87,1.17,0.25,1,0.41,8,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.02,1.35,0.31,0.81,0.46,16,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.78,NA,NA,NA,NA,13,1,Belgium
UMass-SemiMech,inc case,1,BE,1.08,1.08,0.46,1,0.26,13,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.95,0.98,0.44,0.56,0.11,16,1,Belgium
UVA-Ensemble,inc case,1,BE,1.4,NA,0.27,0.73,NA,15,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.94,0.87,0.56,0.81,0.19,16,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.41,NA,0.75,1,NA,8,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,0.33,15,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.87,0.8,0.53,1,0.26,15,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.17,0.97,0.2,0.93,0.5,15,1,Belgium
ILM-EKF,inc case,2,BE,1.02,0.88,0.47,0.93,0.21,15,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.77,1.32,0.57,1,0.49,7,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.83,1.3,0.4,0.8,0.79,15,1,Belgium
UMass-SemiMech,inc case,2,BE,0.97,1.06,0.42,1,0.32,12,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.73,0.86,0.4,0.53,0.27,15,1,Belgium
UVA-Ensemble,inc case,2,BE,1.05,NA,0.36,0.71,NA,14,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1,0.9,0.53,0.8,0.23,15,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.29,1,0.36,14,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.05,0.96,0.43,0.93,0.36,14,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.45,1.23,0.14,0.86,0.59,14,1,Belgium
ILM-EKF,inc case,3,BE,1.28,1.05,0.43,0.93,0.29,14,1,Belgium
MUNI-ARIMA,inc case,3,BE,0.99,1.57,0.4,1,0.62,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.77,1.18,0.29,0.86,0.8,14,1,Belgium
UMass-SemiMech,inc case,3,BE,1,1.2,0.18,0.91,0.35,11,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.69,0.86,0.43,0.43,0.33,14,1,Belgium
UVA-Ensemble,inc case,3,BE,0.8,NA,0.42,0.5,NA,12,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.12,0.94,0.5,0.93,0.39,14,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.23,1,0.37,13,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.16,1.09,0.38,0.92,0.48,13,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.81,1.56,0.15,0.77,0.68,13,1,Belgium
ILM-EKF,inc case,4,BE,1.6,1.26,0.46,0.92,0.38,13,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.24,1.72,0,1,0.72,4,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.56,1.16,0.31,0.92,0.83,13,1,Belgium
UMass-SemiMech,inc case,4,BE,1.07,1.18,0.4,0.9,0.33,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.69,0.87,0.38,0.46,0.35,13,1,Belgium
UVA-Ensemble,inc case,4,BE,0.93,NA,0,0.4,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.23,0.99,0.54,0.85,0.45,13,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.42,0.92,0.47,12,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.42,0.58,0.28,12,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.33,NA,0.33,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.81,1,0.21,16,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.77,0.58,0.75,1,0.1,16,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.09,0.7,0.62,0.94,0.11,16,1,Belgium
ILM-EKF,inc death,1,BE,0.84,0.97,1,1,0.12,16,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.9,0.83,0.62,0.88,0.18,8,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.95,0.62,0.69,1,0.02,16,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.12,NA,NA,NA,NA,13,1,Belgium
UMass-MechBayes,inc death,1,BE,0.81,0.53,0.77,1,-0.09,13,1,Belgium
UMass-SemiMech,inc death,1,BE,0.92,0.62,0.69,1,-0.02,13,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.09,0.81,0.38,0.56,0.17,16,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.93,NA,NA,NA,NA,13,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.74,NA,1,1,NA,8,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.93,1,0.12,15,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.57,0.46,0.8,1,0.16,15,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1,0.69,0.47,0.93,0.15,15,1,Belgium
ILM-EKF,inc death,2,BE,0.68,0.68,0.87,1,0.26,15,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.69,0.64,0.71,1,0.23,7,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.88,0.5,0.67,1,-0.02,15,1,Belgium
UMass-MechBayes,inc death,2,BE,0.55,0.43,0.83,1,-0.04,12,1,Belgium
UMass-SemiMech,inc death,2,BE,0.74,0.56,0.58,1,0.19,12,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.83,0.73,0.4,0.6,0.33,15,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.75,NA,NA,NA,NA,12,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.93,1,0.16,14,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.58,0.47,0.64,0.93,0.24,14,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.04,0.75,0.29,0.79,0.26,14,1,Belgium
ILM-EKF,inc death,3,BE,0.81,0.67,0.57,1,0.36,14,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.53,0.64,0.8,1,0.22,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.7,0.45,0.64,1,-0.03,14,1,Belgium
UMass-MechBayes,inc death,3,BE,0.45,0.42,0.64,1,0.01,11,1,Belgium
UMass-SemiMech,inc death,3,BE,0.78,0.69,0.27,1,0.27,11,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.79,0.77,0.29,0.43,0.44,14,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.78,NA,NA,NA,NA,11,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.14,13,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.58,0.49,0.46,1,0.34,13,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.16,0.89,0.31,0.69,0.4,13,1,Belgium
ILM-EKF,inc death,4,BE,1.06,0.77,0.38,1,0.45,13,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.46,0.7,1,1,0.2,4,1,Belgium
