model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
RobertWalraven-ESG,inc case,3,Overall,0.87,1.23,0.34,0.66,-0.11,532,32,NA
UMass-SemiMech,inc case,3,Overall,0.77,0.82,0.38,0.78,0.21,433,32,NA
USC-SIkJalpha,inc case,3,Overall,0.82,0.9,0.3,0.39,0.1,532,32,NA
UVA-Ensemble,inc case,3,Overall,1.19,NA,0.36,0.58,NA,472,32,NA
epiforecasts-EpiExpert,inc case,3,Overall,0.86,0.73,0.24,0.67,0.27,198,32,NA
epiforecasts-EpiExpert_Rt,inc case,3,Overall,0.55,0.54,0.27,0.74,0.22,73,19,NA
epiforecasts-EpiExpert_direct,inc case,3,Overall,0.64,0.81,0.14,0.44,0.32,57,17,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.84,0.77,0.38,0.79,-0.02,530,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.37,0.81,0.29,499,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,0.92,0.78,0.35,0.8,0.29,499,32,NA
IEM_Health-CovidProject,inc case,4,Overall,1.35,1.16,0.28,0.62,0.32,496,32,NA
ILM-EKF,inc case,4,Overall,1.17,0.89,0.42,0.85,0.16,498,32,NA
MUNI-ARIMA,inc case,4,Overall,0.66,0.97,0.56,0.89,-0.03,215,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.81,1.24,0.37,0.68,-0.07,499,32,NA
UMass-SemiMech,inc case,4,Overall,0.82,0.92,0.34,0.78,0.29,400,32,NA
USC-SIkJalpha,inc case,4,Overall,0.79,0.87,0.29,0.39,0.14,499,32,NA
UVA-Ensemble,inc case,4,Overall,1.16,NA,0.29,0.51,NA,407,32,NA
epiforecasts-EpiExpert,inc case,4,Overall,0.86,0.75,0.23,0.64,0.36,193,32,NA
epiforecasts-EpiExpert_Rt,inc case,4,Overall,0.61,0.61,0.19,0.64,0.26,69,19,NA
epiforecasts-EpiExpert_direct,inc case,4,Overall,0.65,0.86,0.15,0.4,0.43,53,17,NA
epiforecasts-EpiNow2,inc case,4,Overall,0.92,0.79,0.36,0.76,0,497,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.66,NA,0.49,0.89,NA,298,31,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.46,0.96,0.18,603,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.56,0.56,0.72,0.97,0.14,603,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.92,0.84,0.59,0.91,0.11,596,32,NA
ILM-EKF,inc death,1,Overall,0.73,0.8,0.86,0.99,0.11,602,32,NA
Imperial-DeCa,inc death,1,Overall,0.95,1.17,0.2,0.43,-0.23,276,22,NA
Imperial-RtI0,inc death,1,Overall,0.96,1.06,0.32,0.63,-0.01,276,22,NA
Imperial-sbkp,inc death,1,Overall,0.88,1.02,0.24,0.59,-0.05,276,22,NA
Karlen-pypm,inc death,1,Overall,0.66,0.7,0.69,0.97,0.2,36,18,NA
LANL-GrowthRate,inc death,1,Overall,0.74,0.67,0.36,0.85,0.03,572,32,NA
MUNI-ARIMA,inc death,1,Overall,0.52,0.76,0.56,0.95,0.15,347,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.78,0.75,0.57,0.85,-0.03,603,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.74,NA,NA,NA,NA,507,32,NA
UMass-MechBayes,inc death,1,Overall,0.69,0.75,0.56,0.92,0.14,503,32,NA
USC-SIkJalpha,inc death,1,Overall,0.76,0.88,0.41,0.52,0.23,603,32,NA
USyd-OneModelMan,inc death,1,Overall,0.67,NA,NA,NA,NA,507,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.97,0.76,0.4,0.78,0.17,210,32,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.73,0.84,0.45,0.9,0.14,82,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.98,0.89,0.57,0.94,0.15,580,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.65,NA,0.52,0.9,NA,270,31,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.59,0.93,0.21,570,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.45,0.43,0.69,0.97,0.21,570,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.91,0.81,0.51,0.9,0.19,564,32,NA
ILM-EKF,inc death,2,Overall,0.65,0.6,0.79,0.98,0.15,569,32,NA
LANL-GrowthRate,inc death,2,Overall,0.59,0.5,0.37,0.81,0.03,539,32,NA
MUNI-ARIMA,inc death,2,Overall,0.46,0.76,0.59,0.96,0.21,314,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.7,0.7,0.59,0.82,-0.03,570,32,NA
UMass-MechBayes,inc death,2,Overall,0.46,0.53,0.55,0.94,0.16,470,32,NA
UMass-SemiMech,inc death,2,Overall,0.54,0.64,0.57,0.9,0.24,470,32,NA
USC-SIkJalpha,inc death,2,Overall,0.59,0.6,0.42,0.54,0.27,570,32,NA
USyd-OneModelMan,inc death,2,Overall,0.63,NA,NA,NA,NA,474,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.88,0.67,0.32,0.76,0.24,203,32,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.53,0.65,0.39,0.77,0.21,77,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.81,0.7,0.5,0.91,0.2,547,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.59,0.9,0.24,537,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.46,0.4,0.63,0.95,0.27,537,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.02,0.87,0.46,0.88,0.25,532,32,NA
ILM-EKF,inc death,3,Overall,0.71,0.58,0.69,0.98,0.19,536,32,NA
LANL-GrowthRate,inc death,3,Overall,0.55,0.44,0.37,0.79,0.05,506,32,NA
MUNI-ARIMA,inc death,3,Overall,0.41,0.81,0.61,0.96,0.21,250,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.72,0.69,0.59,0.82,-0.04,537,32,NA
UMass-MechBayes,inc death,3,Overall,0.45,0.46,0.51,0.95,0.18,437,32,NA
UMass-SemiMech,inc death,3,Overall,0.52,0.55,0.5,0.9,0.31,437,32,NA
USC-SIkJalpha,inc death,3,Overall,0.59,0.57,0.37,0.5,0.32,537,32,NA
USyd-OneModelMan,inc death,3,Overall,0.67,NA,NA,NA,NA,441,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.77,0.58,0.32,0.77,0.3,198,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.48,0.56,0.21,0.7,0.33,73,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.82,0.68,0.48,0.9,0.21,514,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.6,0.87,0.27,504,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.5,0.43,0.59,0.92,0.34,504,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.13,0.97,0.39,0.83,0.3,500,32,NA
ILM-EKF,inc death,4,Overall,0.84,0.64,0.62,0.97,0.24,503,32,NA
MUNI-ARIMA,inc death,4,Overall,0.38,0.86,0.61,0.95,0.25,218,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.7,0.67,0.59,0.8,-0.02,504,32,NA
UMass-MechBayes,inc death,4,Overall,0.46,0.47,0.51,0.9,0.23,404,32,NA
UMass-SemiMech,inc death,4,Overall,0.56,0.6,0.44,0.86,0.4,404,32,NA
USC-SIkJalpha,inc death,4,Overall,0.54,0.53,0.37,0.52,0.35,504,32,NA
USyd-OneModelMan,inc death,4,Overall,0.72,NA,NA,NA,NA,408,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.77,0.57,0.27,0.74,0.34,193,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.42,0.5,0.23,0.64,0.41,69,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.86,0.68,0.48,0.91,0.22,482,32,NA
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.32,1,0.28,19,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.59,0.53,0.63,0.95,0.21,19,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.76,0.75,0.37,0.79,0.37,19,1,Austria
ILM-EKF,inc case,1,AT,0.68,0.7,0.63,0.95,0.13,19,1,Austria
LANL-GrowthRate,inc case,1,AT,0.56,0.48,0.44,0.94,-0.32,18,1,Austria
MUNI-ARIMA,inc case,1,AT,0.28,0.4,0.55,1,0.03,11,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.67,0.89,0.58,0.89,0.08,19,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.43,NA,NA,NA,NA,16,1,Austria
USC-SIkJalpha,inc case,1,AT,0.71,0.92,0.26,0.42,0.47,19,1,Austria
UVA-Ensemble,inc case,1,AT,1.45,NA,0.44,1,NA,18,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.54,0.49,0.42,0.68,0.05,19,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.31,NA,0.82,1,NA,11,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.33,1,0.31,18,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.6,0.6,0.56,0.89,0.29,18,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.82,0.84,0.28,0.72,0.48,18,1,Austria
ILM-EKF,inc case,2,AT,0.7,0.69,0.61,0.94,0.21,18,1,Austria
LANL-GrowthRate,inc case,2,AT,0.51,0.48,0.53,0.88,-0.01,17,1,Austria
MUNI-ARIMA,inc case,2,AT,0.26,0.51,0.8,1,0.02,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.54,0.71,0.56,0.83,-0.03,18,1,Austria
UMass-SemiMech,inc case,2,AT,0.74,0.72,0.2,1,0.39,15,1,Austria
USC-SIkJalpha,inc case,2,AT,0.63,0.78,0.22,0.39,0.49,18,1,Austria
UVA-Ensemble,inc case,2,AT,1.23,NA,0.35,0.94,NA,17,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.64,0.6,0.28,0.72,0.04,18,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.41,1,0.41,17,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.69,0.63,0.41,0.88,0.41,17,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.98,0.94,0.18,0.65,0.6,17,1,Austria
ILM-EKF,inc case,3,AT,0.85,0.72,0.47,0.94,0.3,17,1,Austria
LANL-GrowthRate,inc case,3,AT,0.63,0.54,0.38,0.81,0.27,16,1,Austria
MUNI-ARIMA,inc case,3,AT,0.14,0.69,0.88,1,-0.04,8,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.5,0.66,0.53,0.82,-0.07,17,1,Austria
UMass-SemiMech,inc case,3,AT,0.66,0.76,0.21,0.79,0.45,14,1,Austria
USC-SIkJalpha,inc case,3,AT,0.64,0.78,0.18,0.24,0.51,17,1,Austria
UVA-Ensemble,inc case,3,AT,1.01,NA,0.4,0.73,NA,15,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.66,0.6,0.29,0.65,0.08,17,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.38,1,0.48,16,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.82,0.67,0.25,0.81,0.55,16,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.21,1.05,0.19,0.5,0.73,16,1,Austria
ILM-EKF,inc case,4,AT,1.05,0.73,0.44,0.94,0.36,16,1,Austria
MUNI-ARIMA,inc case,4,AT,0.15,0.87,0.86,1,0,7,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.47,0.65,0.5,0.81,-0.1,16,1,Austria
UMass-SemiMech,inc case,4,AT,0.68,0.8,0.31,0.77,0.56,13,1,Austria
USC-SIkJalpha,inc case,4,AT,0.72,0.73,0.31,0.38,0.61,16,1,Austria
UVA-Ensemble,inc case,4,AT,1.1,NA,0.31,0.62,NA,13,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.7,0.61,0.38,0.75,0.16,16,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.42,1,0.23,19,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.71,0.6,0.79,1,0.13,19,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.03,0.86,0.58,1,0.22,19,1,Austria
ILM-EKF,inc death,1,AT,0.72,1.19,0.95,1,0.08,19,1,Austria
LANL-GrowthRate,inc death,1,AT,0.79,0.7,0.28,0.94,0.16,18,1,Austria
MUNI-ARIMA,inc death,1,AT,0.81,1.03,0.64,1,0.15,11,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.78,0.68,0.37,1,0.02,19,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.73,NA,NA,NA,NA,16,1,Austria
UMass-MechBayes,inc death,1,AT,0.49,0.55,0.62,1,-0.11,16,1,Austria
USC-SIkJalpha,inc death,1,AT,0.92,1.1,0.26,0.32,0.38,19,1,Austria
USyd-OneModelMan,inc death,1,AT,0.6,NA,NA,NA,NA,16,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.83,0.65,0.53,1,0.16,19,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.56,1,0.23,18,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.49,0.45,0.78,1,0.21,18,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.83,0.83,0.44,1,0.34,18,1,Austria
ILM-EKF,inc death,2,AT,0.62,0.82,0.94,1,0.17,18,1,Austria
LANL-GrowthRate,inc death,2,AT,0.64,0.6,0.06,0.76,0.03,17,1,Austria
MUNI-ARIMA,inc death,2,AT,0.63,0.9,0.7,1,0.16,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.66,0.59,0.56,0.94,0.01,18,1,Austria
UMass-MechBayes,inc death,2,AT,0.32,0.37,0.67,1,-0.13,15,1,Austria
UMass-SemiMech,inc death,2,AT,0.49,0.49,0.67,1,0.13,15,1,Austria
USC-SIkJalpha,inc death,2,AT,0.56,0.78,0.28,0.33,0.41,18,1,Austria
USyd-OneModelMan,inc death,2,AT,0.71,NA,NA,NA,NA,15,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.64,0.53,0.44,0.94,0.21,18,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.59,1,0.28,17,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.41,0.44,0.59,1,0.36,17,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.13,0.96,0.41,0.82,0.38,17,1,Austria
ILM-EKF,inc death,3,AT,0.75,0.73,0.76,1,0.25,17,1,Austria
LANL-GrowthRate,inc death,3,AT,0.57,0.53,0.25,0.81,0.1,16,1,Austria
MUNI-ARIMA,inc death,3,AT,0.39,0.9,0.75,1,0.07,8,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.57,0.51,0.47,0.94,-0.03,17,1,Austria
UMass-MechBayes,inc death,3,AT,0.33,0.35,0.57,0.93,-0.05,14,1,Austria
UMass-SemiMech,inc death,3,AT,0.57,0.53,0.57,1,0.3,14,1,Austria
USC-SIkJalpha,inc death,3,AT,0.72,0.89,0.18,0.29,0.73,17,1,Austria
USyd-OneModelMan,inc death,3,AT,0.82,NA,NA,NA,NA,14,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.65,0.57,0.41,0.88,0.28,17,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.56,1,0.32,16,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.51,0.46,0.62,0.94,0.39,16,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.21,1.05,0.38,0.75,0.43,16,1,Austria
ILM-EKF,inc death,4,AT,0.89,0.71,0.5,1,0.35,16,1,Austria
MUNI-ARIMA,inc death,4,AT,0.34,1.28,0.71,1,0.13,7,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.71,0.53,0.44,0.88,-0.03,16,1,Austria
UMass-MechBayes,inc death,4,AT,0.32,0.32,0.54,1,0.02,13,1,Austria
UMass-SemiMech,inc death,4,AT,0.56,0.56,0.54,0.92,0.48,13,1,Austria
USC-SIkJalpha,inc death,4,AT,0.63,0.77,0.38,0.44,0.68,16,1,Austria
USyd-OneModelMan,inc death,4,AT,1.08,NA,NA,NA,NA,13,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.73,0.49,0.5,0.94,0.25,16,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.75,NA,0.42,1,NA,12,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.26,1,0.09,19,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.88,0.83,0.37,0.95,0,19,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1,0.87,0.42,0.95,0.08,19,1,Belgium
ILM-EKF,inc case,1,BE,0.97,0.84,0.37,0.84,-0.06,19,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.84,0.93,0.5,0.89,-0.39,18,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.13,1.49,0.18,0.82,0.03,11,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.07,1.21,0.26,0.79,-0.01,19,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.86,NA,NA,NA,NA,16,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.01,1.12,0.37,0.47,-0.06,19,1,Belgium
UVA-Ensemble,inc case,1,BE,1.36,NA,0.33,0.78,NA,18,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.01,0.95,0.47,0.74,0.02,19,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.53,NA,0.55,1,NA,11,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.22,1,0.19,18,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.93,0.94,0.44,0.89,0.06,18,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.19,1.1,0.17,0.78,0.25,18,1,Belgium
ILM-EKF,inc case,2,BE,1.07,1.06,0.39,0.78,0.01,18,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.85,0.85,0.53,0.94,-0.28,17,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.82,1.19,0.5,1,0.17,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.91,1.29,0.33,0.72,0.14,18,1,Belgium
UMass-SemiMech,inc case,2,BE,1.01,1.14,0.33,0.93,0.09,15,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.81,1.07,0.33,0.44,0.06,18,1,Belgium
UVA-Ensemble,inc case,2,BE,1.11,NA,0.35,0.76,NA,17,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.05,1.11,0.44,0.67,0.03,18,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.35,1,0.25,17,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.06,1.08,0.41,0.82,0.18,17,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.42,1.34,0.18,0.76,0.37,17,1,Belgium
ILM-EKF,inc case,3,BE,1.29,1.26,0.35,0.82,0.08,17,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.87,0.86,0.5,0.81,-0.09,16,1,Belgium
MUNI-ARIMA,inc case,3,BE,0.91,1.3,0.5,1,0.28,8,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.85,1.25,0.24,0.76,0.27,17,1,Belgium
UMass-SemiMech,inc case,3,BE,1,1.3,0.21,0.86,0.14,14,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.76,1.05,0.41,0.41,0.13,17,1,Belgium
UVA-Ensemble,inc case,3,BE,0.92,NA,0.33,0.6,NA,15,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.16,1.21,0.41,0.76,0.14,17,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.31,1,0.28,16,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.15,1.11,0.38,0.88,0.32,16,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.73,1.54,0.19,0.75,0.46,16,1,Belgium
ILM-EKF,inc case,4,BE,1.55,1.39,0.44,0.88,0.2,16,1,Belgium
MUNI-ARIMA,inc case,4,BE,0.99,1.38,0.29,1,0.41,7,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.61,1.13,0.31,0.88,0.37,16,1,Belgium
UMass-SemiMech,inc case,4,BE,1.06,1.2,0.38,0.92,0.21,13,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.74,0.98,0.38,0.44,0.18,16,1,Belgium
UVA-Ensemble,inc case,4,BE,1.05,NA,0,0.38,NA,13,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.23,1.19,0.5,0.75,0.25,16,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.16,NA,0.42,1,NA,12,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.84,1,0.22,19,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.81,0.57,0.74,1,0.12,19,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.15,0.69,0.63,0.95,0.18,19,1,Belgium
ILM-EKF,inc death,1,BE,0.92,0.94,1,1,0.14,19,1,Belgium
Imperial-DeCa,inc death,1,BE,1.51,0.96,0.13,0.47,-0.45,15,1,Belgium
Imperial-RtI0,inc death,1,BE,2.25,1.56,0.27,0.53,-0.72,15,1,Belgium
Imperial-sbkp,inc death,1,BE,1.55,0.98,0.2,0.67,-0.45,15,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.35,0.71,0.33,0.89,0.02,18,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.93,1.01,0.55,0.91,-0,11,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.97,0.61,0.74,1,0.03,19,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.15,NA,NA,NA,NA,16,1,Belgium
UMass-MechBayes,inc death,1,BE,0.81,0.53,0.75,1,-0.06,16,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.19,0.79,0.32,0.58,0.27,19,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.96,NA,NA,NA,NA,16,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.62,0.87,0.44,0.89,0.37,18,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.66,NA,0.91,1,NA,11,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.94,1,0.14,18,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.59,0.43,0.83,1,0.19,18,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.94,0.65,0.44,0.94,0.24,18,1,Belgium
ILM-EKF,inc death,2,BE,0.66,0.64,0.89,1,0.24,18,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.86,0.57,0.41,0.82,-0.08,17,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.75,0.69,0.7,1,0.17,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.81,0.48,0.72,1,0.02,18,1,Belgium
UMass-MechBayes,inc death,2,BE,0.52,0.39,0.87,1,-0.07,15,1,Belgium
UMass-SemiMech,inc death,2,BE,0.69,0.51,0.67,1,0.17,15,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.76,0.66,0.44,0.61,0.38,18,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.67,NA,NA,NA,NA,15,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.97,0.65,0.47,0.94,0.45,17,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.94,1,0.16,17,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.54,0.43,0.71,0.94,0.23,17,1,Belgium
