model,target_variable,location,horizon,weight
UMass-MechBayes,inc death,AT,4,0.22566740669663998
UMass-SemiMech,inc death,AT,4,0.1360641716847388
USC-SIkJalpha,inc death,AT,4,0.09070944778982588
epiforecasts-EpiNow2,inc death,AT,4,0.10758562412281675
IEM_Health-CovidProject,inc case,BE,1,0.14637485565368952
ILM-EKF,inc case,BE,1,0.15749193329827352
MUNI-ARIMA,inc case,BE,1,0.16158263286446245
RobertWalraven-ESG,inc case,BE,1,0.14637485565368952
UMass-SemiMech,inc case,BE,1,0.1219790463780746
USC-SIkJalpha,inc case,BE,1,0.12318675970855059
epiforecasts-EpiNow2,inc case,BE,1,0.14300991644325986
IEM_Health-CovidProject,inc case,BE,2,0.12071973405671702
ILM-EKF,inc case,BE,2,0.12299746488797583
MUNI-ARIMA,inc case,BE,2,0.1693211854302005
RobertWalraven-ESG,inc case,BE,2,0.19459300415112593
UMass-SemiMech,inc case,BE,2,0.13440960080541692
USC-SIkJalpha,inc case,BE,2,0.13723927661184673
epiforecasts-EpiNow2,inc case,BE,2,0.12071973405671702
IEM_Health-CovidProject,inc case,BE,3,0.1023935613713224
ILM-EKF,inc case,BE,3,0.10828671598262153
MUNI-ARIMA,inc case,BE,3,0.15517374764519992
RobertWalraven-ESG,inc case,BE,3,0.22465453017290135
UMass-SemiMech,inc case,BE,3,0.13809039928059075
USC-SIkJalpha,inc case,BE,3,0.14902825268895437
epiforecasts-EpiNow2,inc case,BE,3,0.12237279285840968
IEM_Health-CovidProject,inc case,BE,4,0.08424043250702569
ILM-EKF,inc case,BE,4,0.08836088844486932
LANL-GrowthRate,inc case,BE,4,0.20072103054143153
RobertWalraven-ESG,inc case,BE,4,0.21114809706306434
UMass-SemiMech,inc case,BE,4,0.13326560224472095
USC-SIkJalpha,inc case,BE,4,0.16935836951933286
epiforecasts-EpiNow2,inc case,BE,4,0.11290557967955524
IEM_Health-CovidProject,inc death,BE,1,0.12478850748343943
ILM-EKF,inc death,BE,1,0.09905891831159626
MUNI-ARIMA,inc death,BE,1,0.1747039104768152
RobertWalraven-ESG,inc death,BE,1,0.15013617306601307
UMass-MechBayes,inc death,BE,1,0.1747039104768152
UMass-SemiMech,inc death,BE,1,0.15497927542298123
USC-SIkJalpha,inc death,BE,1,0.12162930476233969
IEM_Health-CovidProject,inc death,BE,2,0.12142235009330071
ILM-EKF,inc death,BE,2,0.12142235009330071
MUNI-ARIMA,inc death,BE,2,0.1429650251098541
RobertWalraven-ESG,inc death,BE,2,0.16116057376019913
UMass-MechBayes,inc death,BE,2,0.18089452156757047
UMass-SemiMech,inc death,BE,2,0.15550581678615708
USC-SIkJalpha,inc death,BE,2,0.1166293625896178
IEM_Health-CovidProject,inc death,BE,3,0.11037410754429162
ILM-EKF,inc death,BE,3,0.1193233595073423
MUNI-ARIMA,inc death,BE,3,0.1666024264819496
RobertWalraven-ESG,inc death,BE,3,0.15767729649184517
UMass-MechBayes,inc death,BE,3,0.18787082135198574
UMass-SemiMech,inc death,BE,3,0.13378679702338378
USC-SIkJalpha,inc death,BE,3,0.12436519159920184
IEM_Health-CovidProject,inc death,BE,4,0.0813787437156439
ILM-EKF,inc death,BE,4,0.09155108668009938
LANL-GrowthRate,inc death,BE,4,0.1150927946835535
RobertWalraven-ESG,inc death,BE,4,0.15493260822786048
UMass-MechBayes,inc death,BE,4,0.24413623114693167
UMass-SemiMech,inc death,BE,4,0.12588274418513665
USC-SIkJalpha,inc death,BE,4,0.1150927946835535
epiforecasts-EpiNow2,inc death,BE,4,0.07193299667722093
IEM_Health-CovidProject,inc case,BG,1,0.0630353741050963
ILM-EKF,inc case,BG,1,0.09269907956631808
MUNI-ARIMA,inc case,BG,1,0.2521414964203852
RobertWalraven-ESG,inc case,BG,1,0.33176512686892795
UMass-SemiMech,inc case,BG,1,0.09550814258347924
USC-SIkJalpha,inc case,BG,1,0.04811860618709641
epiforecasts-EpiNow2,inc case,BG,1,0.11673217426869685
IEM_Health-CovidProject,inc case,BG,2,0.04005798614478755
ILM-EKF,inc case,BG,2,0.0484422158029989
MUNI-ARIMA,inc case,BG,2,0.2975736113612789
RobertWalraven-ESG,inc case,BG,2,0.4166030559057905
UMass-SemiMech,inc case,BG,2,0.08168687370701774
USC-SIkJalpha,inc case,BG,2,0.0484422158029989
epiforecasts-EpiNow2,inc case,BG,2,0.06719404127512751
IEM_Health-CovidProject,inc case,BG,3,0.0270772677529981
ILM-EKF,inc case,BG,3,0.028442508143905566
MUNI-ARIMA,inc case,BG,3,0.3076962244658875
RobertWalraven-ESG,inc case,BG,3,0.4835226384463946
UMass-SemiMech,inc case,BG,3,0.06508958594470696
USC-SIkJalpha,inc case,BG,3,0.04835226384463946
epiforecasts-EpiNow2,inc case,BG,3,0.03981951140146779
IEM_Health-CovidProject,inc case,BG,4,0.026409536069232905
ILM-EKF,inc case,BG,4,0.025302549527408773
LANL-GrowthRate,inc case,BG,4,0.07161908086571636
RobertWalraven-ESG,inc case,BG,4,0.7042542951795442
UMass-SemiMech,inc case,BG,4,0.07161908086571636
USC-SIkJalpha,inc case,BG,4,0.06306754882204872
epiforecasts-EpiNow2,inc case,BG,4,0.03772790867033272
IEM_Health-CovidProject,inc death,BG,1,0.07301625000559665
ILM-EKF,inc death,BG,1,0.10394077941973169
MUNI-ARIMA,inc death,BG,1,0.1963325833483821
RobertWalraven-ESG,inc death,BG,1,0.10517816965091897
UMass-MechBayes,inc death,BG,1,0.1963325833483821
UMass-SemiMech,inc death,BG,1,0.1523270043220206
USC-SIkJalpha,inc death,BG,1,0.09398900266677866
epiforecasts-EpiNow2,inc death,BG,1,0.07888362723818923
IEM_Health-CovidProject,inc death,BG,2,0.06310076539043893
ILM-EKF,inc death,BG,2,0.08413435385391858
MUNI-ARIMA,inc death,BG,2,0.14723511924435753
RobertWalraven-ESG,inc death,BG,2,0.13087566155054
UMass-MechBayes,inc death,BG,2,0.24369950771479867
UMass-SemiMech,inc death,BG,2,0.15705079386064805
USC-SIkJalpha,inc death,BG,2,0.10393067240778178
epiforecasts-EpiNow2,inc death,BG,2,0.06997312597751645
IEM_Health-CovidProject,inc death,BG,3,0.057154528157744716
ILM-EKF,inc death,BG,3,0.06594753248970543
MUNI-ARIMA,inc death,BG,3,0.17146358447323415
RobertWalraven-ESG,inc death,BG,3,0.15587598588475834
UMass-MechBayes,inc death,BG,3,0.23650149582515057
UMass-SemiMech,inc death,BG,3,0.13717086757858732
USC-SIkJalpha,inc death,BG,3,0.11624649794795537
epiforecasts-EpiNow2,inc death,BG,3,0.059639507642864055
IEM_Health-CovidProject,inc death,BG,4,0.06001894603531431
ILM-EKF,inc death,BG,4,0.0649458744411983
LANL-GrowthRate,inc death,BG,4,0.10119473459442528
RobertWalraven-ESG,inc death,BG,4,0.15267977500211535
UMass-MechBayes,inc death,BG,4,0.31081239911144903
UMass-SemiMech,inc death,BG,4,0.1403668899212996
USC-SIkJalpha,inc death,BG,4,0.11157368173231504
epiforecasts-EpiNow2,inc death,BG,4,0.05840769916188305
IEM_Health-CovidProject,inc case,CH,1,0.14565690168191994
ILM-EKF,inc case,CH,1,0.20114524517979418
MUNI-ARIMA,inc case,CH,1,0.046418133503029424
RobertWalraven-ESG,inc case,CH,1,0.3594936296830364
UMass-SemiMech,inc case,CH,1,0.0908397881457135
USC-SIkJalpha,inc case,CH,1,0.15644630180650657
IEM_Health-CovidProject,inc case,CH,2,0.11105107945509846
ILM-EKF,inc case,CH,2,0.14806810594013128
MUNI-ARIMA,inc case,CH,2,0.037432948130932064
RobertWalraven-ESG,inc case,CH,2,0.4595217080900626
UMass-SemiMech,inc case,CH,2,0.11198428180346062
USC-SIkJalpha,inc case,CH,2,0.13194187658031498
IEM_Health-CovidProject,inc case,CH,3,0.09653940059668684
ILM-EKF,inc case,CH,3,0.11819309792678483
MUNI-ARIMA,inc case,CH,3,0.032344402757457744
RobertWalraven-ESG,inc case,CH,3,0.5058664591266391
UMass-SemiMech,inc case,CH,3,0.11393388719068447
USC-SIkJalpha,inc case,CH,3,0.13312275240174712
IEM_Health-CovidProject,inc case,CH,4,0.06727495968235958
ILM-EKF,inc case,CH,4,0.078487452962752835
LANL-GrowthRate,inc case,CH,4,0.14389366376504686
RobertWalraven-ESG,inc case,CH,4,0.4933497043373036
UMass-SemiMech,inc case,CH,4,0.10058586204935316
USC-SIkJalpha,inc case,CH,4,0.116408357203184
IEM_Health-CovidProject,inc death,CH,1,0.15130818882954314
ILM-EKF,inc death,CH,1,0.11171352259377484
MUNI-ARIMA,inc death,CH,1,0.15728088049386724
RobertWalraven-ESG,inc death,CH,1,0.20609218823334327
UMass-MechBayes,inc death,CH,1,0.10768781006787304
UMass-SemiMech,inc death,CH,1,0.11067913812531395
USC-SIkJalpha,inc death,CH,1,0.15523827165628454
IEM_Health-CovidProject,inc death,CH,2,0.14168021942174655
ILM-EKF,inc death,CH,2,0.11048457477842619
MUNI-ARIMA,inc death,CH,2,0.15053523313560568
RobertWalraven-ESG,inc death,CH,2,0.21896033910633556
UMass-MechBayes,inc death,CH,2,0.12164463283685309
UMass-SemiMech,inc death,CH,2,0.12288590460049445
USC-SIkJalpha,inc death,CH,2,0.1338090961205384
IEM_Health-CovidProject,inc death,CH,3,0.10040494220361489
ILM-EKF,inc death,CH,3,0.10135215863949804
MUNI-ARIMA,inc death,CH,3,0.1342916101973349
RobertWalraven-ESG,inc death,CH,3,0.2441665639951544
UMass-MechBayes,inc death,CH,3,0.13101620507057066
UMass-SemiMech,inc death,CH,3,0.12348653811249187
USC-SIkJalpha,inc death,CH,3,0.16528198178133527
IEM_Health-CovidProject,inc death,CH,4,0.10352573323876962
ILM-EKF,inc death,CH,4,0.08402088494740724
LANL-GrowthRate,inc death,CH,4,0.13969737497279758
RobertWalraven-ESG,inc death,CH,4,0.236630247402902
UMass-MechBayes,inc death,CH,4,0.1302795744128337
UMass-SemiMech,inc death,CH,4,0.12467615185744298
USC-SIkJalpha,inc death,CH,4,0.18117003316784686
IEM_Health-CovidProject,inc case,CY,1,0.07329169806849326
ILM-EKF,inc case,CY,1,0.06585630840937076
MUNI-ARIMA,inc case,CY,1,0.23916238317087274
RobertWalraven-ESG,inc case,CY,1,0.3365989096478949
UMass-SemiMech,inc case,CY,1,0.10097967289436849
USC-SIkJalpha,inc case,CY,1,0.05788643669103926
epiforecasts-EpiNow2,inc case,CY,1,0.1262245911179606
IEM_Health-CovidProject,inc case,CY,2,0.061175476397101726
ILM-EKF,inc case,CY,2,0.06724246579185562
MUNI-ARIMA,inc case,CY,2,0.13123126388410533
RobertWalraven-ESG,inc case,CY,2,0.5085211475509082
UMass-SemiMech,inc case,CY,2,0.0797680231452405
USC-SIkJalpha,inc case,CY,2,0.06457411397471849
epiforecasts-EpiNow2,inc case,CY,2,0.08748750925607021
IEM_Health-CovidProject,inc case,CY,3,0.050156987312582835
ILM-EKF,inc case,CY,3,0.051654210814450964
MUNI-ARIMA,inc case,CY,3,0.19226845136490084
RobertWalraven-ESG,inc case,CY,3,0.5324357114720331
UMass-SemiMech,inc case,CY,3,0.06125366592156133
USC-SIkJalpha,inc case,CY,3,0.05204258833937165
epiforecasts-EpiNow2,inc case,CY,3,0.0601883847750994
IEM_Health-CovidProject,inc case,CY,4,0.0527837810462512
ILM-EKF,inc case,CY,4,0.04760890055152068
LANL-GrowthRate,inc case,CY,4,0.07212041370675905
RobertWalraven-ESG,inc case,CY,4,0.6621965258529695
UMass-SemiMech,inc case,CY,4,0.05970624413428413
USC-SIkJalpha,inc case,CY,4,0.04955212098219499
epiforecasts-EpiNow2,inc case,CY,4,0.056032013726020485
IEM_Health-CovidProject,inc death,CY,1,0.13500180429433653
ILM-EKF,inc death,CY,1,0.10007126751887885
MUNI-ARIMA,inc death,CY,1,0.14752774489896572
RobertWalraven-ESG,inc death,CY,1,0.1172966496327842
UMass-MechBayes,inc death,CY,1,0.20739407616231414
UMass-SemiMech,inc death,CY,1,0.16261580971817813
USC-SIkJalpha,inc death,CY,1,0.1300926477745425
IEM_Health-CovidProject,inc death,CY,2,0.14131132484483616
ILM-EKF,inc death,CY,2,0.1211239927241453
MUNI-ARIMA,inc death,CY,2,0.14804043555173313
RobertWalraven-ESG,inc death,CY,2,0.0847867949069017
UMass-MechBayes,inc death,CY,2,0.23914224204510734
UMass-SemiMech,inc death,CY,2,0.1608025420648136
USC-SIkJalpha,inc death,CY,2,0.10479266786246279
IEM_Health-CovidProject,inc death,CY,3,0.08673941909704905
ILM-EKF,inc death,CY,3,0.07760895392893861
MUNI-ARIMA,inc death,CY,3,0.12143518673586867
RobertWalraven-ESG,inc death,CY,3,0.10426253406614988
UMass-MechBayes,inc death,CY,3,0.2716313387512852
UMass-SemiMech,inc death,CY,3,0.1159774255342566
USC-SIkJalpha,inc death,CY,3,0.09646720441634427
epiforecasts-EpiNow2,inc death,CY,3,0.12587793747010775
IEM_Health-CovidProject,inc death,CY,4,0.11694004067788827
ILM-EKF,inc death,CY,4,0.09277243227112468
LANL-GrowthRate,inc death,CY,4,0.14495692542363234
RobertWalraven-ESG,inc death,CY,4,0.12536815171773605
UMass-MechBayes,inc death,CY,4,0.16766102217673137
UMass-SemiMech,inc death,CY,4,0.12424879322025627
USC-SIkJalpha,inc death,CY,4,0.12100752035364092
epiforecasts-EpiNow2,inc death,CY,4,0.10704511415899001
IEM_Health-CovidProject,inc case,CZ,1,0.04421787279581751
ILM-EKF,inc case,CZ,1,0.09353780783730625
MUNI-ARIMA,inc case,CZ,1,0.30399787547124535
MUNI_DMS-SEIAR,inc case,CZ,1,0.08386148288861942
RobertWalraven-ESG,inc case,CZ,1,0.2861156475023486
UMass-SemiMech,inc case,CZ,1,0.07369645465969585
USC-SIkJalpha,inc case,CZ,1,0.043043946969379875
epiforecasts-EpiNow2,inc case,CZ,1,0.07152891187558715
IEM_Health-CovidProject,inc case,CZ,2,0.03582485858769551
ILM-EKF,inc case,CZ,2,0.06421436916662403
MUNI-ARIMA,inc case,CZ,2,0.2127100978644421
MUNI_DMS-SEIAR,inc case,CZ,2,0.1173572953734853
RobertWalraven-ESG,inc case,CZ,2,0.37815128509234147
UMass-SemiMech,inc case,CZ,2,0.08508403914577684
USC-SIkJalpha,inc case,CZ,2,0.04363284058757786
epiforecasts-EpiNow2,inc case,CZ,2,0.06302521418205691
IEM_Health-CovidProject,inc case,CZ,3,0.027638684807719086
ILM-EKF,inc case,CZ,3,0.049019554187275355
MUNI-ARIMA,inc case,CZ,3,0.19984895168658415
MUNI_DMS-SEIAR,inc case,CZ,3,0.09992447584329207
RobertWalraven-ESG,inc case,CZ,3,0.43300606198759906
UMass-SemiMech,inc case,CZ,3,0.0866012123975198
USC-SIkJalpha,inc case,CZ,3,0.040594318311337405
epiforecasts-EpiNow2,inc case,CZ,3,0.06336674077867302
IEM_Health-CovidProject,inc case,CZ,4,0.029725792143362063
ILM-EKF,inc case,CZ,4,0.054878385495437644
LANL-GrowthRate,inc case,CZ,4,0.0696018547747014
MUNI_DMS-SEIAR,inc case,CZ,4,0.1019170016343842
RobertWalraven-ESG,inc case,CZ,4,0.475612674293793
UMass-SemiMech,inc case,CZ,4,0.11890316857344825
USC-SIkJalpha,inc case,CZ,4,0.0509585008171921
epiforecasts-EpiNow2,inc case,CZ,4,0.09840262226768132
IEM_Health-CovidProject,inc death,CZ,1,0.08478441491217972
ILM-EKF,inc death,CZ,1,0.09194929504560337
MUNI-ARIMA,inc death,CZ,1,0.2838434760103408
MUNI_DMS-SEIAR,inc death,CZ,1,0.12800784212231056
RobertWalraven-ESG,inc death,CZ,1,0.08478441491217972
UMass-MechBayes,inc death,CZ,1,0.18134444300660663
UMass-SemiMech,inc death,CZ,1,0.08369743523381844
USC-SIkJalpha,inc death,CZ,1,0.06158867875696074
IEM_Health-CovidProject,inc death,CZ,2,0.07091683362389917
ILM-EKF,inc death,CZ,2,0.10785268446968
MUNI-ARIMA,inc death,CZ,2,0.23531494793384725
MUNI_DMS-SEIAR,inc death,CZ,2,0.1203936942917358
RobertWalraven-ESG,inc death,CZ,2,0.06902571806059518
UMass-MechBayes,inc death,CZ,2,0.21570536893936
UMass-SemiMech,inc death,CZ,2,0.11765747396692362
USC-SIkJalpha,inc death,CZ,2,0.06313327871395902
IEM_Health-CovidProject,inc death,CZ,3,0.05430694642951923
ILM-EKF,inc death,CZ,3,0.09724732267611583
MUNI-ARIMA,inc death,CZ,3,0.26135217969206126
MUNI_DMS-SEIAR,inc death,CZ,3,0.11301715878575623
RobertWalraven-ESG,inc death,CZ,3,0.056508579392878115
UMass-MechBayes,inc death,CZ,3,0.20908174375364902
UMass-SemiMech,inc death,CZ,3,0.1548753657434437
USC-SIkJalpha,inc death,CZ,3,0.05361070352657667
IEM_Health-CovidProject,inc death,CZ,4,0.03959355442171692
ILM-EKF,inc death,CZ,4,0.08223276687587361
LANL-GrowthRate,inc death,CZ,4,0.1886516416564159
MUNI_DMS-SEIAR,inc death,CZ,4,0.1069025969386357
RobertWalraven-ESG,inc death,CZ,4,0.04647938997331987
UMass-MechBayes,inc death,CZ,4,0.2466983006276208
UMass-SemiMech,inc death,CZ,4,0.14577626855268505
USC-SIkJalpha,inc death,CZ,4,0.04933966012552416
epiforecasts-EpiNow2,inc death,CZ,4,0.09432582082820795
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.043067020256423116
HZI-AgeExtendedSEIR,inc case,DE,1,0.07487035829193557
IEM_Health-CovidProject,inc case,DE,1,0.04268923937698081
ILM-EKF,inc case,DE,1,0.06160219353133939
ITWW-county_repro,inc case,DE,1,0.041242146516744176
Karlen-pypm,inc case,DE,1,0.05530196919290696
MIT_CovidAnalytics-DELPHI,inc case,DE,1,0.049157305949250635
MUNI-ARIMA,inc case,DE,1,0.0954230056661924
RobertWalraven-ESG,inc case,DE,1,0.21159014299894835
UMass-SemiMech,inc case,DE,1,0.04679397393245973
UNIPV-BayesINGARCHX,inc case,DE,1,0.06854328576022271
USC-SIkJalpha,inc case,DE,1,0.03659077660884069
epiforecasts-EpiExpert,inc case,DE,1,0.06403385906547122
epiforecasts-EpiNow2,inc case,DE,1,0.04506086378681307
itwm-dSEIR,inc case,DE,1,0.06403385906547122
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.03831172660468487
HZI-AgeExtendedSEIR,inc case,DE,2,0.05137254249264562
IEM_Health-CovidProject,inc case,DE,2,0.04000693574648508
ILM-EKF,inc case,DE,2,0.05079532291407657
ITWW-county_repro,inc case,DE,2,0.029741998285215884
Karlen-pypm,inc case,DE,2,0.04758719725634541
MIT_CovidAnalytics-DELPHI,inc case,DE,2,0.055131509016497736
MUNI-ARIMA,inc case,DE,2,0.0941829945698503
RobertWalraven-ESG,inc case,DE,2,0.30138558262352094
UMass-SemiMech,inc case,DE,2,0.05381885403991445
UNIPV-BayesINGARCHX,inc case,DE,2,0.0502309304372535
USC-SIkJalpha,inc case,DE,2,0.03767319782794012
epiforecasts-EpiExpert,inc case,DE,2,0.0544672739681062
epiforecasts-EpiNow2,inc case,DE,2,0.04147508017754875
itwm-dSEIR,inc case,DE,2,0.05381885403991445
FIAS_FZJ-Epi1Ger,inc case,DE,3,0.03169677753300125
HZI-AgeExtendedSEIR,inc case,DE,3,0.037325177281851946
IEM_Health-CovidProject,inc case,DE,3,0.03300656172857982
ILM-EKF,inc case,DE,3,0.03954251454612038
ITWW-county_repro,inc case,DE,3,0.0228216798237609
Karlen-pypm,inc case,DE,3,0.03472864321007094
MIT_CovidAnalytics-DELPHI,inc case,DE,3,0.062403030768096224
MUNI-ARIMA,inc case,DE,3,0.10509984129363575
RobertWalraven-ESG,inc case,DE,3,0.36307217901437805
UMass-SemiMech,inc case,DE,3,0.05254992064681788
UNIPV-BayesINGARCHX,inc case,DE,3,0.05055435403997668
USC-SIkJalpha,inc case,DE,3,0.03767730159583168
epiforecasts-EpiExpert,inc case,DE,3,0.05254992064681788
epiforecasts-EpiNow2,inc case,DE,3,0.03356129385847192
itwm-dSEIR,inc case,DE,3,0.04341080401258867
FIAS_FZJ-Epi1Ger,inc case,DE,4,0.02980503671554145
HZI-AgeExtendedSEIR,inc case,DE,4,0.03639907138712141
IEM_Health-CovidProject,inc case,DE,4,0.03139767226522686
ILM-EKF,inc case,DE,4,0.032643611640831106
ITWW-county_repro,inc case,DE,4,0.019586166984498662
Karlen-pypm,inc case,DE,4,0.027420633778298127
