model,target_variable,location,horizon,weight
UMass-MechBayes,inc death,CH,4,0.12745459483134192
UMass-SemiMech,inc death,CH,4,0.1289366250037994
USC-SIkJalpha,inc death,CH,4,0.17325858984885545
IEM_Health-CovidProject,inc case,CY,1,0.09125907812130934
ILM-EKF,inc case,CY,1,0.07478174457162848
LANL-GrowthRate,inc case,CY,1,0.14956348914325696
MUNI-ARIMA,inc case,CY,1,0.19579220396935457
RobertWalraven-ESG,inc case,CY,1,0.13132403924773783
UMass-SemiMech,inc case,CY,1,0.1145592682799415
USC-SIkJalpha,inc case,CY,1,0.07179047478876334
epiforecasts-EpiNow2,inc case,CY,1,0.17092970187800796
IEM_Health-CovidProject,inc case,CY,2,0.10485849432451447
ILM-EKF,inc case,CY,2,0.1123483867762655
MUNI-ARIMA,inc case,CY,2,0.1862617991290718
RobertWalraven-ESG,inc case,CY,2,0.20222709619727794
UMass-SemiMech,inc case,CY,2,0.13481806413151862
USC-SIkJalpha,inc case,CY,2,0.10889151333699579
epiforecasts-EpiNow2,inc case,CY,2,0.15059464610435588
IEM_Health-CovidProject,inc case,CY,3,0.0957754029051125
ILM-EKF,inc case,CY,3,0.0978574768813106
MUNI-ARIMA,inc case,CY,3,0.26479081979648744
RobertWalraven-ESG,inc case,CY,3,0.21435447316858508
UMass-SemiMech,inc case,CY,3,0.11348177991278034
USC-SIkJalpha,inc case,CY,3,0.09929655742368279
epiforecasts-EpiNow2,inc case,CY,3,0.1144434899120412
IEM_Health-CovidProject,inc case,CY,4,0.09670734176262712
ILM-EKF,inc case,CY,4,0.08808375714685143
MUNI-ARIMA,inc case,CY,4,0.27658299744111353
RobertWalraven-ESG,inc case,CY,4,0.23048583120092794
UMass-SemiMech,inc case,CY,4,0.1133536874758662
USC-SIkJalpha,inc case,CY,4,0.09158377398712368
epiforecasts-EpiNow2,inc case,CY,4,0.1032026109854901
IEM_Health-CovidProject,inc death,CY,1,0.11368572919941562
ILM-EKF,inc death,CY,1,0.08427054052544097
LANL-GrowthRate,inc death,CY,1,0.13693962835384157
MUNI-ARIMA,inc death,CY,1,0.14518900355588021
RobertWalraven-ESG,inc death,CY,1,0.09877612536998408
UMass-MechBayes,inc death,CY,1,0.1746476419585226
UMass-SemiMech,inc death,CY,1,0.13693962835384157
USC-SIkJalpha,inc death,CY,1,0.10955170268307325
IEM_Health-CovidProject,inc death,CY,2,0.13343458724365306
ILM-EKF,inc death,CY,2,0.12114455947121132
MUNI-ARIMA,inc death,CY,2,0.15093420524282064
RobertWalraven-ESG,inc death,CY,2,0.08604660298889774
UMass-MechBayes,inc death,CY,2,0.24228911894242264
UMass-SemiMech,inc death,CY,2,0.16152607929494842
USC-SIkJalpha,inc death,CY,2,0.10462484681604614
IEM_Health-CovidProject,inc death,CY,3,0.10783162065451687
ILM-EKF,inc death,CY,3,0.08431946276744177
MUNI-ARIMA,inc death,CY,3,0.1289021672191926
RobertWalraven-ESG,inc death,CY,3,0.11327766210171472
UMass-MechBayes,inc death,CY,3,0.32041395851627874
UMass-SemiMech,inc death,CY,3,0.13845047590209575
USC-SIkJalpha,inc death,CY,3,0.10680465283875958
IEM_Health-CovidProject,inc death,CY,4,0.15798851247806958
ILM-EKF,inc death,CY,4,0.10005939123611074
MUNI-ARIMA,inc death,CY,4,0.16138611489695281
RobertWalraven-ESG,inc death,CY,4,0.1352153935623118
UMass-MechBayes,inc death,CY,4,0.18083022512550137
UMass-SemiMech,inc death,CY,4,0.1340081132626483
USC-SIkJalpha,inc death,CY,4,0.13051224943840534
IEM_Health-CovidProject,inc case,CZ,1,0.041671667961983586
ILM-EKF,inc case,CZ,1,0.08654884884411976
LANL-GrowthRate,inc case,CZ,1,0.053577858808264614
MUNI-ARIMA,inc case,CZ,1,0.28128375874338923
MUNI_DMS-SEIAR,inc case,CZ,1,0.07759551965334877
RobertWalraven-ESG,inc case,CZ,1,0.28128375874338923
UMass-SemiMech,inc case,CZ,1,0.07032093968584731
USC-SIkJalpha,inc case,CZ,1,0.04054540666571376
epiforecasts-EpiNow2,inc case,CZ,1,0.06717224089394369
IEM_Health-CovidProject,inc case,CZ,2,0.03716748706995928
ILM-EKF,inc case,CZ,2,0.06647262110588871
MUNI-ARIMA,inc case,CZ,2,0.23043841983374755
MUNI_DMS-SEIAR,inc case,CZ,2,0.1191922861209039
RobertWalraven-ESG,inc case,CZ,2,0.3456576297506213
UMass-SemiMech,inc case,CZ,2,0.09096253414490035
USC-SIkJalpha,inc case,CZ,2,0.04489060126631446
epiforecasts-EpiNow2,inc case,CZ,2,0.0652184207076644
IEM_Health-CovidProject,inc case,CZ,3,0.029417085902279577
ILM-EKF,inc case,CZ,3,0.05204561351941771
MUNI-ARIMA,inc case,CZ,3,0.22553099191747678
MUNI_DMS-SEIAR,inc case,CZ,3,0.10409122703883542
RobertWalraven-ESG,inc case,CZ,3,0.3866245575728173
UMass-SemiMech,inc case,CZ,3,0.09332316906930073
USC-SIkJalpha,inc case,CZ,3,0.04295828417475747
epiforecasts-EpiNow2,inc case,CZ,3,0.06600907080511514
IEM_Health-CovidProject,inc case,CZ,4,0.025928622599953738
ILM-EKF,inc case,CZ,4,0.047790010282267675
MUNI-ARIMA,inc case,CZ,4,0.20310754369963763
MUNI_DMS-SEIAR,inc case,CZ,4,0.08704609015698754
RobertWalraven-ESG,inc case,CZ,4,0.40621508739927525
UMass-SemiMech,inc case,CZ,4,0.10155377184981881
USC-SIkJalpha,inc case,CZ,4,0.04431437317083003
epiforecasts-EpiNow2,inc case,CZ,4,0.08404450084122937
IEM_Health-CovidProject,inc death,CZ,1,0.06321234076850814
ILM-EKF,inc death,CZ,1,0.06863054140580883
LANL-GrowthRate,inc death,CZ,1,0.08428312102467751
MUNI-ARIMA,inc death,CZ,1,0.21836990447302812
MUNI_DMS-SEIAR,inc death,CZ,1,0.10008620621680454
RobertWalraven-ESG,inc death,CZ,1,0.06321234076850814
UMass-MechBayes,inc death,CZ,1,0.14129817348254758
UMass-SemiMech,inc death,CZ,1,0.06321234076850814
USC-SIkJalpha,inc death,CZ,1,0.047565721766402155
epiforecasts-EpiNow2,inc death,CZ,1,0.15012930932520682
IEM_Health-CovidProject,inc death,CZ,2,0.06914225074535348
ILM-EKF,inc death,CZ,2,0.10592004369500957
MUNI-ARIMA,inc death,CZ,2,0.2489121026832725
MUNI_DMS-SEIAR,inc death,CZ,2,0.11062760119256557
RobertWalraven-ESG,inc death,CZ,2,0.0681950966255541
UMass-MechBayes,inc death,CZ,2,0.2164453066811065
UMass-SemiMech,inc death,CZ,2,0.11852957270632024
USC-SIkJalpha,inc death,CZ,2,0.06222802567081812
IEM_Health-CovidProject,inc death,CZ,3,0.05052992995728314
ILM-EKF,inc death,CZ,3,0.09095387392310966
MUNI-ARIMA,inc death,CZ,3,0.29235173760999533
MUNI_DMS-SEIAR,inc death,CZ,3,0.11369234240388706
RobertWalraven-ESG,inc death,CZ,3,0.05606745652794431
UMass-MechBayes,inc death,CZ,3,0.19490115840666355
UMass-SemiMech,inc death,CZ,3,0.1515897898718494
USC-SIkJalpha,inc death,CZ,3,0.04991371129926749
IEM_Health-CovidProject,inc death,CZ,4,0.03907649121159754
ILM-EKF,inc death,CZ,4,0.08015690504943085
MUNI-ARIMA,inc death,CZ,4,0.28419266335707305
MUNI_DMS-SEIAR,inc death,CZ,4,0.11164711774742155
RobertWalraven-ESG,inc death,CZ,4,0.045972342601879455
UMass-MechBayes,inc death,CZ,4,0.24047071514829255
UMass-SemiMech,inc death,CZ,4,0.14886282366322873
USC-SIkJalpha,inc death,CZ,4,0.04962094122107624
CovidMetrics-epiBATS,inc case,DE,1,0.1747082712558543
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.033052916183540004
HZI-AgeExtendedSEIR,inc case,DE,1,0.06218429993852442
IEM_Health-CovidProject,inc case,DE,1,0.03246790881745965
ILM-EKF,inc case,DE,1,0.04703684226119154
ITWW-county_repro,inc case,DE,1,0.031628221520456384
Karlen-pypm,inc case,DE,1,0.04169174654969251
LANL-GrowthRate,inc case,DE,1,0.033659391709843486
MIT_CovidAnalytics-DELPHI,inc case,DE,1,0.03743748669768307
MUNI-ARIMA,inc case,DE,1,0.08153052658606535
RobertWalraven-ESG,inc case,DE,1,0.1747082712558543
UMass-SemiMech,inc case,DE,1,0.03668873696372941
UNIPV-BayesINGARCHX,inc case,DE,1,0.0524124813767563
USC-SIkJalpha,inc case,DE,1,0.028006669437961377
epiforecasts-EpiExpert,inc case,DE,1,0.049579374275310006
epiforecasts-EpiNow2,inc case,DE,1,0.0342885392184387
itwm-dSEIR,inc case,DE,1,0.0489183159516392
CovidMetrics-epiBATS,inc case,DE,2,0.1515323344887586
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.031624139371567016
HZI-AgeExtendedSEIR,inc case,DE,2,0.046625333688848795
IEM_Health-CovidProject,inc case,DE,2,0.03276374799756942
ILM-EKF,inc case,DE,2,0.041802023307243745
ITWW-county_repro,inc case,DE,2,0.024407892803558432
Karlen-pypm,inc case,DE,2,0.03910511857774415
MIT_CovidAnalytics-DELPHI,inc case,DE,2,0.04545970034662758
MUNI-ARIMA,inc case,DE,2,0.08658990542214777
RobertWalraven-ESG,inc case,DE,2,0.2597697162664433
UMass-SemiMech,inc case,DE,2,0.04489846947815069
UNIPV-BayesINGARCHX,inc case,DE,2,0.041327000315115985
USC-SIkJalpha,inc case,DE,2,0.03108355579256587
epiforecasts-EpiExpert,inc case,DE,2,0.04435092716744154
epiforecasts-EpiNow2,inc case,DE,2,0.03430920780877553
itwm-dSEIR,inc case,DE,2,0.04435092716744154
FIAS_FZJ-Epi1Ger,inc case,DE,3,0.031487382339293844
HZI-AgeExtendedSEIR,inc case,DE,3,0.04186783805554456
IEM_Health-CovidProject,inc case,DE,3,0.03256387404320133
