model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiNow2,inc case,1,Overall,0.98,0.86,0.55,0.88,0.1,313,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.29,0.77,0.33,315,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,1.04,0.95,0.36,0.82,0.39,315,32,NA
IEM_Health-CovidProject,inc case,4,Overall,1.65,1.51,0.27,0.67,0.44,315,32,NA
ILM-EKF,inc case,4,Overall,1.48,1.32,0.43,0.88,0.29,315,32,NA
LANL-GrowthRate,inc case,4,Overall,0.75,0.68,0.43,0.85,0.22,315,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.81,NA,0.34,0.66,NA,315,32,NA
UMass-SemiMech,inc case,4,Overall,0.94,1.05,0.38,0.85,0.34,216,32,NA
USC-SIkJalpha,inc case,4,Overall,0.82,0.89,0.33,0.47,0.24,315,32,NA
UVA-Ensemble,inc case,4,Overall,1.3,NA,0.17,0.37,NA,223,32,NA
epiforecasts-EpiExpert,inc case,4,Overall,0.86,0.85,0.25,0.68,0.37,163,32,NA
epiforecasts-EpiExpert_Rt,inc case,4,Overall,0.57,0.68,0.19,0.66,0.45,53,19,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.09,1,0.4,0.83,0.19,314,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.28,0.81,0.35,316,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,0.87,0.79,0.42,0.87,0.38,316,32,NA
IEM_Health-CovidProject,inc case,3,Overall,1.4,1.34,0.3,0.68,0.49,316,32,NA
ILM-EKF,inc case,3,Overall,1.2,1.02,0.44,0.88,0.29,316,32,NA
LANL-GrowthRate,inc case,3,Overall,0.68,0.65,0.56,0.9,0.11,316,32,NA
RobertWalraven-ESG,inc case,3,Overall,0.84,0.8,0.34,0.65,0.15,316,32,NA
UMass-SemiMech,inc case,3,Overall,0.87,0.95,0.45,0.85,0.29,248,32,NA
USC-SIkJalpha,inc case,3,Overall,0.8,0.86,0.36,0.48,0.27,316,32,NA
UVA-Ensemble,inc case,3,Overall,1.31,NA,0.24,0.46,NA,284,32,NA
epiforecasts-EpiExpert,inc case,3,Overall,0.87,0.78,0.24,0.71,0.4,136,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.97,0.89,0.43,0.86,0.18,315,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.36,0.82,0.31,283,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.3,0.48,0.26,283,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.54,0.82,0.24,317,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.57,0.48,0.55,0.93,0.37,317,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.28,1.11,0.39,0.85,0.25,317,32,NA
ILM-EKF,inc death,4,Overall,1.01,0.8,0.58,0.97,0.33,317,32,NA
LANL-GrowthRate,inc death,4,Overall,0.54,0.42,0.39,0.82,0.12,317,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.8,0.8,0.45,0.71,-0.07,317,32,NA
UMass-MechBayes,inc death,4,Overall,0.56,0.53,0.54,0.94,0.3,217,32,NA
UMass-SemiMech,inc death,4,Overall,0.68,0.69,0.41,0.87,0.44,217,32,NA
USC-SIkJalpha,inc death,4,Overall,0.62,0.61,0.39,0.56,0.4,317,32,NA
USyd-OneModelMan,inc death,4,Overall,0.92,NA,NA,NA,NA,221,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.75,0.68,0.25,0.73,0.36,163,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.45,0.61,0.25,0.64,0.62,53,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.98,0.83,0.45,0.92,0.38,315,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.51,0.85,0.24,317,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.48,0.44,0.58,0.96,0.34,317,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.1,1,0.43,0.86,0.3,317,32,NA
ILM-EKF,inc death,3,Overall,0.77,0.68,0.68,0.98,0.3,317,32,NA
LANL-GrowthRate,inc death,3,Overall,0.54,0.47,0.38,0.84,0.09,317,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.71,0.75,0.5,0.75,-0.03,317,32,NA
UMass-MechBayes,inc death,3,Overall,0.51,0.52,0.53,0.96,0.25,249,32,NA
UMass-SemiMech,inc death,3,Overall,0.63,0.66,0.47,0.9,0.37,249,32,NA
USC-SIkJalpha,inc death,3,Overall,0.61,0.63,0.37,0.53,0.42,317,32,NA
USyd-OneModelMan,inc death,3,Overall,0.81,NA,NA,NA,NA,253,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.75,0.7,0.26,0.74,0.4,136,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.85,0.8,0.48,0.91,0.34,315,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.55,NA,0.63,0.95,NA,125,29,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.5,0.9,0.24,317,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.44,0.43,0.65,0.98,0.26,317,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.97,0.88,0.46,0.89,0.29,317,32,NA
ILM-EKF,inc death,2,Overall,0.69,0.63,0.78,0.99,0.22,316,32,NA
LANL-GrowthRate,inc death,2,Overall,0.58,0.5,0.38,0.86,0.03,317,32,NA
MUNI-ARIMA,inc death,2,Overall,0.56,0.79,0.52,0.96,0.35,125,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.69,0.68,0.51,0.76,0.02,317,32,NA
UMass-MechBayes,inc death,2,Overall,0.52,0.54,0.55,0.94,0.18,281,32,NA
UMass-SemiMech,inc death,2,Overall,0.64,0.7,0.55,0.89,0.27,281,32,NA
USC-SIkJalpha,inc death,2,Overall,0.57,0.62,0.43,0.56,0.34,317,32,NA
USyd-OneModelMan,inc death,2,Overall,0.76,NA,NA,NA,NA,285,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.79,0.72,0.25,0.71,0.35,114,27,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.78,0.7,0.53,0.92,0.26,314,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.62,NA,0.6,0.94,NA,151,29,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.37,0.95,0.23,317,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.5,0.54,0.73,0.98,0.16,317,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.86,0.86,0.57,0.92,0.2,316,32,NA
ILM-EKF,inc death,1,Overall,0.68,0.8,0.89,1,0.13,316,32,NA
MUNI-ARIMA,inc death,1,Overall,0.59,0.73,0.52,0.94,0.24,157,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.74,0.72,0.52,0.81,0.04,317,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.84,NA,NA,NA,NA,317,32,NA
UMass-MechBayes,inc death,1,Overall,0.76,0.76,0.59,0.94,0.14,313,32,NA
UMass-SemiMech,inc death,1,Overall,0.86,0.96,0.6,0.91,0.15,313,32,NA
USC-SIkJalpha,inc death,1,Overall,0.73,0.92,0.43,0.52,0.28,317,32,NA
USyd-OneModelMan,inc death,1,Overall,0.76,NA,NA,NA,NA,317,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.8,0.72,0.46,0.8,0.23,101,22,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.89,0.85,0.61,0.94,0.15,305,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.37,0.83,0.18,285,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.4,0.61,0.4,285,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.1,1,0.57,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.92,0.88,0.1,0.7,0.77,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.35,1.33,0.1,0.5,0.9,10,1,Austria
ILM-EKF,inc case,4,AT,1.22,1.07,0.2,1,0.7,10,1,Austria
LANL-GrowthRate,inc case,4,AT,0.74,0.74,0.1,0.8,0.66,10,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.52,NA,0.3,0.7,NA,10,1,Austria
UMass-SemiMech,inc case,4,AT,0.81,0.87,0.29,0.86,0.7,7,1,Austria
USC-SIkJalpha,inc case,4,AT,0.81,1.03,0.2,0.3,0.84,10,1,Austria
UVA-Ensemble,inc case,4,AT,1.37,NA,0,0.29,NA,7,1,Austria
epiforecasts-EpiExpert_Rt,inc case,4,AT,0.57,0.8,0.25,0.5,0.78,4,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.76,0.66,0.4,0.9,0.42,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.1,1,0.61,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.79,0.69,0.4,0.8,0.68,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,1.17,1.15,0.1,0.6,0.88,10,1,Austria
ILM-EKF,inc case,3,AT,1.02,0.8,0.4,1,0.62,10,1,Austria
LANL-GrowthRate,inc case,3,AT,0.6,0.52,0.4,0.8,0.6,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.52,0.85,0.4,0.8,0.3,10,1,Austria
UMass-SemiMech,inc case,3,AT,0.73,0.7,0.38,0.88,0.6,8,1,Austria
USC-SIkJalpha,inc case,3,AT,0.73,0.85,0.2,0.3,0.71,10,1,Austria
UVA-Ensemble,inc case,3,AT,1.12,NA,0.22,0.67,NA,9,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.75,0.66,0.2,0.6,0.2,10,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.39,NA,1,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,0.63,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.69,0.59,0.4,0.9,0.54,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.98,0.93,0.2,0.7,0.8,10,1,Austria
ILM-EKF,inc case,2,AT,0.81,0.66,0.5,1,0.46,10,1,Austria
LANL-GrowthRate,inc case,2,AT,0.44,0.4,0.6,1,0.28,10,1,Austria
MUNI-ARIMA,inc case,2,AT,0.3,0.48,0.75,1,0.25,4,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.56,0.76,0.4,0.8,0.35,10,1,Austria
UMass-SemiMech,inc case,2,AT,0.79,0.71,0.33,1,0.52,9,1,Austria
USC-SIkJalpha,inc case,2,AT,0.7,0.8,0.2,0.4,0.82,10,1,Austria
UVA-Ensemble,inc case,2,AT,1.25,NA,0.2,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.71,0.6,0.1,0.6,0.14,10,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.28,NA,1,1,NA,6,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.1,1,0.72,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.66,0.55,0.6,0.9,0.47,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.92,0.77,0.2,0.9,0.64,10,1,Austria
ILM-EKF,inc case,1,AT,0.77,0.64,0.6,1,0.33,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.29,0.37,0.6,1,0.38,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.76,0.97,0.4,0.9,0.53,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.44,NA,NA,NA,NA,10,1,Austria
UMass-SemiMech,inc case,1,AT,0.87,0.78,0.5,1,0.45,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.79,0.96,0.3,0.4,0.78,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.47,NA,0.4,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.63,0.52,0.4,0.6,0.11,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.22,0.44,0.73,9,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.11,0.22,0.88,9,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.4,1,0.27,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.57,0.58,0.5,0.9,0.52,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.29,1.21,0.3,0.7,0.43,10,1,Austria
ILM-EKF,inc death,4,AT,1.06,0.95,0.3,1,0.58,10,1,Austria
LANL-GrowthRate,inc death,4,AT,0.56,0.56,0.5,0.8,0.1,10,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.75,0.66,0.2,0.8,0.03,10,1,Austria
UMass-MechBayes,inc death,4,AT,0.39,0.4,0.71,1,0.3,7,1,Austria
UMass-SemiMech,inc death,4,AT,0.78,0.78,0.29,0.86,0.71,7,1,Austria
USC-SIkJalpha,inc death,4,AT,0.83,1.04,0.3,0.4,0.77,10,1,Austria
USyd-OneModelMan,inc death,4,AT,1.38,NA,NA,NA,NA,7,1,Austria
epiforecasts-EpiExpert_Rt,inc death,4,AT,0.63,0.75,0,0.5,0.8,4,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.91,0.71,0.4,0.9,0.59,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.4,1,0.32,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.44,0.52,0.6,1,0.47,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.06,1.03,0.3,0.8,0.5,10,1,Austria
ILM-EKF,inc death,3,AT,0.83,0.9,0.7,1,0.45,10,1,Austria
LANL-GrowthRate,inc death,3,AT,0.49,0.49,0.3,0.9,0.01,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.61,0.59,0.2,0.9,0.18,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.36,0.41,0.75,1,0.12,8,1,Austria
UMass-SemiMech,inc death,3,AT,0.61,0.66,0.5,1,0.51,8,1,Austria
USC-SIkJalpha,inc death,3,AT,0.71,1.02,0.2,0.4,0.81,10,1,Austria
USyd-OneModelMan,inc death,3,AT,1.02,NA,NA,NA,NA,8,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.58,0.64,0.4,1,0.44,10,1,Austria
BIOCOMSC-Gompertz,inc death,2,AT,0.56,NA,0.8,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.4,1,0.36,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.44,0.47,0.7,1,0.37,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.79,0.84,0.3,1,0.53,10,1,Austria
ILM-EKF,inc death,2,AT,0.69,0.88,1,1,0.31,10,1,Austria
LANL-GrowthRate,inc death,2,AT,0.49,0.45,0.1,0.9,-0.1,10,1,Austria
MUNI-ARIMA,inc death,2,AT,0.92,1.01,0.5,1,0.52,4,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.65,0.57,0.4,0.9,0.3,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.29,0.34,0.89,1,-0.02,9,1,Austria
UMass-SemiMech,inc death,2,AT,0.5,0.5,0.67,1,0.32,9,1,Austria
USC-SIkJalpha,inc death,2,AT,0.63,0.88,0.3,0.4,0.7,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.8,NA,NA,NA,NA,9,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.47,0.46,0.6,1,0.33,10,1,Austria
BIOCOMSC-Gompertz,inc death,1,AT,0.7,NA,0.83,1,NA,6,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.2,1,0.36,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.51,0.56,0.9,1,0.19,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.74,0.83,0.6,1,0.35,10,1,Austria
ILM-EKF,inc death,1,AT,0.65,1.23,1,1,0.14,10,1,Austria
MUNI-ARIMA,inc death,1,AT,0.98,0.98,0.8,1,0.34,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.65,0.64,0.4,1,0.27,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.67,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.45,0.48,0.9,1,-0.08,10,1,Austria
UMass-SemiMech,inc death,1,AT,0.43,0.5,0.8,1,0.06,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.84,1.16,0.3,0.3,0.65,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.52,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.52,0.52,0.8,1,0.13,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.33,0.78,0.25,9,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.22,0.44,0.81,9,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,0.55,NA,1,1,NA,5,1,Belgium
DSMPG-bayes,inc case,2,BE,1.37,1.13,0.62,0.88,0.26,8,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,0.45,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.94,0.86,0.7,1,0.32,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.48,1.2,0.3,0.9,0.65,10,1,Belgium
ILM-EKF,inc case,2,BE,1.26,1.09,0.5,0.9,0.29,10,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.82,0.74,0.8,1,0.02,10,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.76,1.55,0.75,1,0.32,4,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.67,1.04,0.6,0.8,0.6,10,1,Belgium
UMass-SemiMech,inc case,2,BE,1.2,1.14,0.44,1,0.18,9,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.53,0.66,0.5,0.7,0.37,10,1,Belgium
UVA-Ensemble,inc case,2,BE,0.83,NA,0.5,0.7,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.25,1.12,0.7,0.8,0.39,10,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.3,1,0.27,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.37,1.5,0.5,1,0.37,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,2.19,2.15,0.2,0.9,0.6,10,1,Belgium
ILM-EKF,inc case,4,BE,2.04,2.15,0.5,0.9,0.27,10,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.85,0.85,0.6,1,0.23,10,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.52,NA,0.4,0.9,NA,10,1,Belgium
UMass-SemiMech,inc case,4,BE,1.26,1.53,0.43,1,0.25,7,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.78,1.01,0.5,0.6,0.15,10,1,Belgium
UVA-Ensemble,inc case,4,BE,0.88,NA,0,0.43,NA,7,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.58,1.67,0.6,0.9,0.39,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.4,1,0.37,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.21,1.06,0.6,1,0.34,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.9,1.63,0.2,0.9,0.67,10,1,Belgium
ILM-EKF,inc case,3,BE,1.68,1.46,0.6,0.9,0.24,10,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.91,0.79,0.7,1,0.13,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.71,1.42,0.4,0.9,0.6,10,1,Belgium
UMass-SemiMech,inc case,3,BE,1.24,1.27,0.25,1,0.13,8,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.62,0.78,0.6,0.6,0.26,10,1,Belgium
UVA-Ensemble,inc case,3,BE,0.8,NA,0.56,0.56,NA,9,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.44,1.29,0.7,0.9,0.36,10,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,1,NA,0.67,1,NA,6,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.3,1,0.48,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.05,0.9,0.4,1,0.27,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.35,1.03,0.6,1,0.44,10,1,Belgium
ILM-EKF,inc case,1,BE,1.29,0.95,0.5,0.9,0.23,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.22,1.54,0.2,1,0.28,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.09,0.99,0.3,0.9,0.4,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.08,NA,NA,NA,NA,10,1,Belgium
UMass-SemiMech,inc case,1,BE,1.44,1.32,0.5,1,0.19,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.87,0.96,0.5,0.6,0.24,10,1,Belgium
UVA-Ensemble,inc case,1,BE,1.09,NA,0.3,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.35,1.1,0.6,0.9,0.34,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.56,1,0.31,9,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.56,0.78,0.03,9,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.08,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.67,0.58,0.5,1,0.27,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.38,1.09,0.3,0.7,0.29,10,1,Belgium
ILM-EKF,inc death,4,BE,1.23,0.95,0.5,1,0.38,10,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.92,0.79,0.3,0.6,0.06,10,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.78,0.5,0.6,1,-0.08,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.3,0.42,0.86,1,0,7,1,Belgium
UMass-SemiMech,inc death,4,BE,0.84,0.78,0.43,1,0.29,7,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.81,0.71,0.3,0.7,0.16,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,1.01,NA,NA,NA,NA,7,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,1.38,1.12,0.4,1,0.56,10,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.9,1,0.13,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.59,0.53,0.6,0.9,0.24,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.11,0.87,0.3,0.7,0.31,10,1,Belgium
ILM-EKF,inc death,3,BE,0.88,0.79,0.6,1,0.37,10,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.82,0.66,0.5,0.8,0.06,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.79,0.54,0.5,1,0.01,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.5,0.52,0.62,1,-0.09,8,1,Belgium
UMass-SemiMech,inc death,3,BE,0.81,0.74,0.38,1,0.08,8,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.86,0.78,0.3,0.5,0.31,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.84,NA,NA,NA,NA,8,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,1.22,0.94,0.3,0.9,0.59,10,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.92,NA,1,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.9,1,0.14,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.54,0.51,0.7,1,0.24,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.86,0.71,0.5,0.9,0.26,10,1,Belgium
ILM-EKF,inc death,2,BE,0.71,0.76,0.8,1,0.32,10,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.86,0.66,0.4,0.9,0.01,10,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.87,0.67,0.5,1,0.35,4,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.83,0.53,0.6,1,0.08,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.68,0.49,0.78,1,-0.11,9,1,Belgium
UMass-SemiMech,inc death,2,BE,0.76,0.62,0.67,1,0.06,9,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.92,0.81,0.4,0.7,0.26,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.9,NA,NA,NA,NA,9,1,Belgium
