model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiExpert_direct,inc case,3,Overall,0.59,0.73,0.16,0.42,0.51,45,17,NA
epiforecasts-EpiNow2,inc case,3,Overall,0.73,0.68,0.42,0.85,0.1,309,32,NA
BIOCOMSC-Gompertz,inc case,2,Overall,0.37,NA,0.72,0.98,NA,212,31,NA
DSMPG-bayes,inc case,2,Overall,0.8,0.59,0.55,0.97,0.17,143,25,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.36,0.91,0.47,310,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,0.54,0.53,0.52,0.91,0.34,310,32,NA
IEM_Health-CovidProject,inc case,2,Overall,0.83,0.84,0.33,0.72,0.48,308,32,NA
ILM-EKF,inc case,2,Overall,0.56,0.54,0.49,0.94,0.25,309,32,NA
MUNI-ARIMA,inc case,2,Overall,0.49,0.69,0.61,0.93,0.22,214,32,NA
RobertWalraven-ESG,inc case,2,Overall,0.67,0.95,0.41,0.76,0.21,310,32,NA
UMass-SemiMech,inc case,2,Overall,0.75,0.83,0.4,0.87,0.35,310,32,NA
USC-SIkJalpha,inc case,2,Overall,0.67,0.82,0.33,0.36,0.44,310,32,NA
UVA-Ensemble,inc case,2,Overall,1.57,NA,0.54,0.75,NA,310,32,NA
epiforecasts-EpiExpert,inc case,2,Overall,0.71,0.63,0.29,0.73,0.42,96,24,NA
epiforecasts-EpiExpert_Rt,inc case,2,Overall,0.64,0.54,0.37,0.78,0.27,68,19,NA
epiforecasts-EpiExpert_direct,inc case,2,Overall,0.56,0.68,0.29,0.57,0.53,49,17,NA
epiforecasts-EpiNow2,inc case,2,Overall,0.71,0.71,0.44,0.88,0.09,309,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.3,0.8,0.48,312,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.28,0.37,0.42,312,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.55,0.85,0.39,314,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.5,0.45,0.5,0.9,0.45,314,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.15,1.06,0.35,0.77,0.48,313,32,NA
ILM-EKF,inc death,4,Overall,0.74,0.63,0.58,0.96,0.33,313,32,NA
MUNI-ARIMA,inc death,4,Overall,0.43,0.76,0.56,0.94,0.32,124,31,NA
RobertWalraven-ESG,inc death,4,Overall,0.6,0.62,0.56,0.78,0.12,314,32,NA
UMass-MechBayes,inc death,4,Overall,0.5,0.49,0.49,0.9,0.28,310,32,NA
UMass-SemiMech,inc death,4,Overall,0.61,0.61,0.39,0.85,0.44,310,32,NA
USC-SIkJalpha,inc death,4,Overall,0.52,0.55,0.31,0.44,0.47,314,32,NA
USyd-OneModelMan,inc death,4,Overall,0.78,NA,NA,NA,NA,314,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.68,0.58,0.19,0.62,0.54,98,21,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.67,0.61,0.5,0.92,0.26,302,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.54,0.89,0.38,314,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.38,0.37,0.58,0.94,0.37,314,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.98,0.88,0.44,0.84,0.44,312,32,NA
ILM-EKF,inc death,3,Overall,0.44,0.43,0.68,0.98,0.24,313,32,NA
MUNI-ARIMA,inc death,3,Overall,0.46,0.67,0.53,0.95,0.3,155,31,NA
RobertWalraven-ESG,inc death,3,Overall,0.57,0.59,0.61,0.84,0.12,314,32,NA
UMass-MechBayes,inc death,3,Overall,0.42,0.4,0.49,0.94,0.23,314,32,NA
UMass-SemiMech,inc death,3,Overall,0.53,0.52,0.45,0.88,0.37,314,32,NA
USC-SIkJalpha,inc death,3,Overall,0.49,0.54,0.31,0.41,0.44,314,32,NA
USyd-OneModelMan,inc death,3,Overall,0.68,NA,NA,NA,NA,314,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.68,0.56,0.27,0.76,0.5,98,22,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.54,0.53,0.5,0.93,0.23,296,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.67,NA,0.56,0.94,NA,200,31,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.57,0.93,0.38,314,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.34,0.36,0.62,0.97,0.28,314,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.85,0.76,0.43,0.86,0.4,311,32,NA
ILM-EKF,inc death,2,Overall,0.41,0.44,0.8,0.98,0.18,313,32,NA
MUNI-ARIMA,inc death,2,Overall,0.55,0.62,0.53,0.96,0.29,218,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.6,0.61,0.61,0.86,0.14,314,32,NA
UMass-MechBayes,inc death,2,Overall,0.42,0.43,0.52,0.93,0.21,314,32,NA
UMass-SemiMech,inc death,2,Overall,0.51,0.54,0.55,0.89,0.26,314,32,NA
USC-SIkJalpha,inc death,2,Overall,0.45,0.52,0.33,0.39,0.36,314,32,NA
USyd-OneModelMan,inc death,2,Overall,0.66,NA,NA,NA,NA,314,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.74,0.58,0.28,0.75,0.39,95,22,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.59,0.51,0.44,0.81,0.28,68,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.56,0.54,0.55,0.94,0.16,295,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.74,NA,0.52,0.91,NA,223,31,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.44,0.95,0.35,315,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.44,0.46,0.69,0.97,0.19,315,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.78,0.7,0.52,0.88,0.29,311,32,NA
ILM-EKF,inc death,1,Overall,0.5,0.62,0.86,0.99,0.12,314,32,NA
MUNI-ARIMA,inc death,1,Overall,0.66,0.66,0.51,0.93,0.2,251,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.69,0.68,0.6,0.87,0.11,315,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.69,NA,NA,NA,NA,315,32,NA
UMass-MechBayes,inc death,1,Overall,0.66,0.62,0.56,0.92,0.14,315,32,NA
UMass-SemiMech,inc death,1,Overall,0.75,0.77,0.58,0.9,0.12,315,32,NA
USC-SIkJalpha,inc death,1,Overall,0.69,0.78,0.34,0.39,0.34,315,32,NA
USyd-OneModelMan,inc death,1,Overall,0.69,NA,NA,NA,NA,315,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.78,0.57,0.49,0.86,0.31,87,20,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.86,0.66,0.5,0.93,0.17,72,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.74,0.7,0.6,0.95,0.08,295,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.35,0.77,0.34,315,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.32,0.48,0.5,315,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.2,1,0.76,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.61,0.52,0.2,0.8,0.73,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.94,0.95,0.1,0.3,0.92,10,1,Austria
ILM-EKF,inc case,4,AT,0.74,0.51,0.4,1,0.51,10,1,Austria
MUNI-ARIMA,inc case,4,AT,0.11,0.72,1,1,0.2,4,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.43,0.51,0.4,0.7,0.13,10,1,Austria
UMass-SemiMech,inc case,4,AT,0.63,0.63,0.3,0.8,0.7,10,1,Austria
USC-SIkJalpha,inc case,4,AT,0.55,0.56,0.2,0.3,0.87,10,1,Austria
UVA-Ensemble,inc case,4,AT,1.16,NA,0.38,0.5,NA,8,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.41,0.42,0.4,0.7,0.26,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.3,1,0.7,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.44,0.42,0.5,0.8,0.58,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.74,0.74,0.2,0.6,0.83,10,1,Austria
ILM-EKF,inc case,3,AT,0.5,0.41,0.6,1,0.39,10,1,Austria
MUNI-ARIMA,inc case,3,AT,0.09,0.54,1,1,0.14,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.39,0.52,0.5,0.9,0.17,10,1,Austria
UMass-SemiMech,inc case,3,AT,0.53,0.56,0.3,0.8,0.63,10,1,Austria
USC-SIkJalpha,inc case,3,AT,0.48,0.55,0.1,0.2,0.82,10,1,Austria
UVA-Ensemble,inc case,3,AT,1,NA,0.44,0.78,NA,9,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.39,0.38,0.4,0.6,-0.01,10,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.32,NA,1,1,NA,8,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.3,1,0.65,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.38,0.42,0.7,0.9,0.43,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.63,0.67,0.3,0.6,0.69,10,1,Austria
ILM-EKF,inc case,2,AT,0.33,0.38,0.7,1,0.26,10,1,Austria
MUNI-ARIMA,inc case,2,AT,0.25,0.39,0.86,1,0.26,7,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.37,0.59,0.6,1,0.22,10,1,Austria
UMass-SemiMech,inc case,2,AT,0.6,0.62,0.3,1,0.57,10,1,Austria
USC-SIkJalpha,inc case,2,AT,0.52,0.7,0.3,0.3,0.81,10,1,Austria
UVA-Ensemble,inc case,2,AT,1.33,NA,0.4,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.48,0.44,0.2,0.7,0.02,10,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.29,NA,0.78,1,NA,9,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.3,1,0.64,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.48,0.44,0.6,0.9,0.39,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.62,0.6,0.3,0.8,0.6,10,1,Austria
ILM-EKF,inc case,1,AT,0.42,0.44,0.7,1,0.2,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.29,0.33,0.62,1,0.22,8,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.5,0.79,0.7,1,0.37,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.37,NA,NA,NA,NA,10,1,Austria
UMass-SemiMech,inc case,1,AT,0.8,0.69,0.5,1,0.47,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.73,0.9,0.1,0.3,0.87,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.57,NA,0.4,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.48,0.45,0.3,0.5,-0.09,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.5,0.93,10,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,1,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.4,1,0.55,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.48,0.46,0.4,0.9,0.55,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.05,1.07,0.3,0.6,0.75,10,1,Austria
ILM-EKF,inc death,4,AT,0.72,0.64,0.3,1,0.48,10,1,Austria
MUNI-ARIMA,inc death,4,AT,0.37,1.14,0.75,1,0.32,4,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.57,0.48,0.4,0.8,0.29,10,1,Austria
UMass-MechBayes,inc death,4,AT,0.29,0.28,0.5,1,0.13,10,1,Austria
UMass-SemiMech,inc death,4,AT,0.55,0.52,0.4,0.9,0.6,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.58,0.77,0.2,0.3,0.8,10,1,Austria
USyd-OneModelMan,inc death,4,AT,1.07,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.38,0.34,0.7,0.9,0.3,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.3,1,0.58,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.36,0.41,0.5,1,0.49,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.9,0.94,0.3,0.7,0.67,10,1,Austria
ILM-EKF,inc death,3,AT,0.57,0.58,0.6,1,0.34,10,1,Austria
MUNI-ARIMA,inc death,3,AT,0.36,0.82,0.8,1,0.3,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.4,0.4,0.5,1,0.36,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.24,0.27,0.5,1,-0.01,10,1,Austria
UMass-SemiMech,inc death,3,AT,0.43,0.45,0.5,1,0.41,10,1,Austria
USC-SIkJalpha,inc death,3,AT,0.57,0.88,0.1,0.1,0.93,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.69,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.26,0.32,0.5,1,0.18,10,1,Austria
BIOCOMSC-Gompertz,inc death,2,AT,0.56,NA,0.62,0.88,NA,8,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.4,1,0.55,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.39,0.39,0.6,1,0.33,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.79,0.76,0.2,1,0.59,10,1,Austria
ILM-EKF,inc death,2,AT,0.5,0.66,0.9,1,0.24,10,1,Austria
MUNI-ARIMA,inc death,2,AT,0.65,0.76,0.57,1,0.26,7,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.52,0.47,0.5,1,0.36,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.22,0.27,0.6,1,-0.04,10,1,Austria
UMass-SemiMech,inc death,2,AT,0.41,0.35,0.7,1,0.19,10,1,Austria
USC-SIkJalpha,inc death,2,AT,0.58,0.8,0.1,0.1,0.48,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.63,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.28,0.34,0.5,1,0.1,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.4,1,0.5,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.5,0.49,0.8,1,0.18,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.74,0.74,0.5,1,0.35,10,1,Austria
ILM-EKF,inc death,1,AT,0.6,0.98,0.9,1,0.12,10,1,Austria
MUNI-ARIMA,inc death,1,AT,0.87,0.87,0.62,1,0.16,8,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.63,0.62,0.3,1,0.26,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.46,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.27,0.38,0.7,1,-0.14,10,1,Austria
UMass-SemiMech,inc death,1,AT,0.34,0.44,0.5,1,-0.11,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.69,1.05,0.1,0.1,0.46,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.45,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.4,0.44,0.6,1,0,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.3,0.7,0.34,10,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.4,0.76,10,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.1,1,0.63,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.93,0.96,0.4,0.9,0.6,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.68,1.52,0.1,0.7,0.85,10,1,Belgium
ILM-EKF,inc case,4,BE,1.39,1.18,0.5,0.9,0.46,10,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.17,1.58,0,1,0.72,4,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.49,1.07,0.3,1,0.83,10,1,Belgium
UMass-SemiMech,inc case,4,BE,1.01,1.09,0.4,0.9,0.33,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.49,0.76,0.4,0.4,0.6,10,1,Belgium
UVA-Ensemble,inc case,4,BE,0.89,NA,0,0.5,NA,8,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.05,0.92,0.6,0.8,0.5,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.3,1,0.63,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.67,0.72,0.5,1,0.45,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.21,1.06,0.1,0.9,0.77,10,1,Belgium
ILM-EKF,inc case,3,BE,0.64,0.66,0.5,1,0.33,10,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.22,1.28,0.4,1,0.62,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.67,0.96,0.3,1,0.8,10,1,Belgium
UMass-SemiMech,inc case,3,BE,1.14,1.18,0.2,0.9,0.31,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.56,0.77,0.4,0.4,0.63,10,1,Belgium
UVA-Ensemble,inc case,3,BE,0.83,NA,0.56,0.67,NA,9,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,0.76,0.75,0.6,1,0.46,10,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.61,NA,0.75,1,NA,8,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.3,1,0.58,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.61,0.68,0.7,1,0.33,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,0.94,0.79,0.3,1,0.64,10,1,Belgium
ILM-EKF,inc case,2,BE,0.59,0.62,0.6,1,0.22,10,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.16,1.14,0.57,1,0.49,7,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.77,1.12,0.5,1,0.79,10,1,Belgium
UMass-SemiMech,inc case,2,BE,1.16,1.12,0.5,1,0.24,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.71,0.9,0.4,0.5,0.66,10,1,Belgium
UVA-Ensemble,inc case,2,BE,1.13,NA,0.5,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,0.56,0.68,0.6,0.9,0.24,10,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,1.03,NA,0.56,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.3,1,0.39,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.97,0.82,0.4,1,0.24,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,0.81,0.76,0.5,1,0.3,10,1,Belgium
ILM-EKF,inc case,1,BE,0.79,0.66,0.5,1,0.18,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.31,1.16,0.25,1,0.41,8,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.13,1.33,0.4,0.9,0.46,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.6,NA,NA,NA,NA,10,1,Belgium
UMass-SemiMech,inc case,1,BE,1.52,1.3,0.4,1,0.22,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.9,0.98,0.3,0.4,0.43,10,1,Belgium
UVA-Ensemble,inc case,1,BE,1.65,NA,0.3,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.76,0.8,0.5,0.8,0.18,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.3,0.9,0.65,10,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.5,0.6,0.5,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.27,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.52,0.46,0.5,1,0.55,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.07,0.84,0.3,0.7,0.69,10,1,Belgium
ILM-EKF,inc death,4,BE,0.93,0.72,0.3,1,0.57,10,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.45,0.64,1,1,0.2,4,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.35,0.3,0.9,1,0.18,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.24,0.3,0.8,1,0.01,10,1,Belgium
UMass-SemiMech,inc death,4,BE,0.7,0.62,0.4,1,0.34,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.68,0.72,0.3,0.4,0.66,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.8,NA,NA,NA,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.9,1,0.33,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.59,0.47,0.6,0.9,0.42,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.91,0.72,0.3,0.8,0.64,10,1,Belgium
ILM-EKF,inc death,3,BE,0.6,0.58,0.6,1,0.44,10,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.51,0.59,0.8,1,0.22,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.37,0.33,0.8,1,0.26,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.43,0.4,0.6,1,0.02,10,1,Belgium
UMass-SemiMech,inc death,3,BE,0.81,0.67,0.2,1,0.31,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.78,0.83,0.2,0.2,0.8,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.82,NA,NA,NA,NA,10,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,0.72,NA,1,1,NA,8,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.9,1,0.35,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.57,0.44,0.7,1,0.34,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.78,0.64,0.5,0.9,0.51,10,1,Belgium
ILM-EKF,inc death,2,BE,0.57,0.61,0.8,1,0.36,10,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.67,0.59,0.71,1,0.23,7,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.57,0.4,0.8,1,0.23,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.51,0.39,0.8,1,-0.02,10,1,Belgium
UMass-SemiMech,inc death,2,BE,0.72,0.54,0.5,1,0.28,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.81,0.77,0.4,0.4,0.63,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.73,NA,NA,NA,NA,10,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.27,NA,0.33,1,NA,9,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.8,1,0.41,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.7,0.53,0.7,1,0.2,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.67,0.56,0.6,0.9,0.36,10,1,Belgium
ILM-EKF,inc death,1,BE,0.65,0.87,1,1,0.19,10,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.86,0.73,0.62,0.88,0.18,8,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.73,0.52,0.7,1,0.2,10,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.03,NA,NA,NA,NA,10,1,Belgium
