model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.5,0.61,0.24,0.74,0.55,54,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.95,0.81,0.45,0.9,0.38,316,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.55,NA,0.63,0.95,NA,100,29,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.49,0.9,0.19,318,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.47,0.48,0.67,0.98,0.24,318,32,NA
IEM_Health-CovidProject,inc death,2,Overall,1,0.93,0.49,0.91,0.21,318,32,NA
ILM-EKF,inc death,2,Overall,0.74,0.72,0.78,0.99,0.23,318,32,NA
LANL-GrowthRate,inc death,2,Overall,0.64,0.59,0.37,0.87,0.01,318,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.75,0.79,0.51,0.74,-0.02,318,32,NA
UMass-MechBayes,inc death,2,Overall,0.51,0.6,0.57,0.94,0.18,250,32,NA
UMass-SemiMech,inc death,2,Overall,0.64,0.78,0.57,0.88,0.27,250,32,NA
USC-SIkJalpha,inc death,2,Overall,0.62,0.66,0.46,0.61,0.32,318,32,NA
USyd-OneModelMan,inc death,2,Overall,0.75,NA,NA,NA,NA,254,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.85,0.78,0.29,0.73,0.31,137,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.86,0.81,0.5,0.9,0.3,316,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.59,NA,0.6,0.94,NA,126,29,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.34,0.94,0.2,318,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.57,0.58,0.72,0.98,0.16,318,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.93,0.9,0.56,0.92,0.18,318,32,NA
ILM-EKF,inc death,1,Overall,0.75,0.84,0.87,0.99,0.14,317,32,NA
LANL-GrowthRate,inc death,1,Overall,0.74,0.69,0.37,0.87,0,318,32,NA
MUNI-ARIMA,inc death,1,Overall,0.58,0.82,0.52,0.93,0.26,126,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.79,0.76,0.49,0.8,0.02,318,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.81,NA,NA,NA,NA,286,32,NA
UMass-MechBayes,inc death,1,Overall,0.72,0.8,0.6,0.94,0.13,282,32,NA
UMass-SemiMech,inc death,1,Overall,0.81,1.02,0.61,0.91,0.15,282,32,NA
USC-SIkJalpha,inc death,1,Overall,0.75,0.95,0.44,0.56,0.27,318,32,NA
USyd-OneModelMan,inc death,1,Overall,0.74,NA,NA,NA,NA,286,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,0.93,0.82,0.39,0.76,0.23,115,27,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.92,0.87,0.6,0.94,0.19,315,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.55,0.82,0.2,286,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.6,0.53,0.58,0.94,0.35,286,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.32,1.17,0.41,0.88,0.19,286,32,NA
ILM-EKF,inc death,4,Overall,1.11,0.94,0.6,0.98,0.33,286,32,NA
LANL-GrowthRate,inc death,4,Overall,0.58,0.48,0.41,0.84,0.06,286,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.86,0.89,0.43,0.69,-0.1,286,32,NA
UMass-MechBayes,inc death,4,Overall,0.61,0.62,0.56,0.95,0.28,186,32,NA
UMass-SemiMech,inc death,4,Overall,0.74,0.79,0.44,0.87,0.42,186,32,NA
USC-SIkJalpha,inc death,4,Overall,0.66,0.66,0.43,0.6,0.38,286,32,NA
USyd-OneModelMan,inc death,4,Overall,1.02,NA,NA,NA,NA,190,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.8,0.73,0.26,0.74,0.33,150,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.07,0.95,0.44,0.92,0.37,284,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.39,0.85,0.14,254,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.43,0.65,0.37,254,32,NA
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.1,1,0.46,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.77,0.79,0.4,0.8,0.62,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,1.08,1.12,0.2,0.7,0.78,10,1,Austria
ILM-EKF,inc case,3,AT,0.98,0.93,0.4,1,0.61,10,1,Austria
LANL-GrowthRate,inc case,3,AT,0.66,0.63,0.3,0.8,0.49,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.55,NA,0.3,0.8,NA,10,1,Austria
UMass-SemiMech,inc case,3,AT,0.78,0.81,0.29,0.86,0.61,7,1,Austria
USC-SIkJalpha,inc case,3,AT,0.71,1,0.3,0.4,0.56,10,1,Austria
UVA-Ensemble,inc case,3,AT,1.16,NA,0.12,0.62,NA,8,1,Austria
epiforecasts-EpiExpert_Rt,inc case,3,AT,0.56,0.8,0.5,0.5,0.6,4,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.72,0.69,0.3,0.7,0.32,10,1,Austria
BIOCOMSC-Gompertz,inc case,2,AT,0.46,NA,1,1,NA,4,1,Austria
DSMPG-bayes,inc case,2,AT,0.94,0.62,0.38,0.88,0.54,8,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,0.49,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.67,0.62,0.4,0.9,0.52,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.96,0.96,0.3,0.7,0.74,10,1,Austria
ILM-EKF,inc case,2,AT,0.83,0.75,0.5,1,0.51,10,1,Austria
LANL-GrowthRate,inc case,2,AT,0.46,0.43,0.5,1,0.26,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.57,0.91,0.4,0.8,0.3,10,1,Austria
UMass-SemiMech,inc case,2,AT,0.81,0.7,0.38,1,0.48,8,1,Austria
USC-SIkJalpha,inc case,2,AT,0.69,0.78,0.3,0.5,0.7,10,1,Austria
UVA-Ensemble,inc case,2,AT,1.25,NA,0.1,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.74,0.69,0.1,0.6,0.15,10,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.3,NA,1,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.1,1,0.58,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.66,0.55,0.7,0.9,0.44,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.93,0.82,0.2,0.9,0.64,10,1,Austria
ILM-EKF,inc case,1,AT,0.79,0.68,0.6,1,0.37,10,1,Austria
LANL-GrowthRate,inc case,1,AT,0.46,0.42,0.5,1,-0.14,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.28,0.36,0.75,1,0.3,4,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.73,1.03,0.4,0.9,0.55,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.46,NA,NA,NA,NA,9,1,Austria
UMass-SemiMech,inc case,1,AT,0.86,0.74,0.56,1,0.4,9,1,Austria
USC-SIkJalpha,inc case,1,AT,0.74,0.92,0.4,0.5,0.71,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.54,NA,0.3,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.6,0.48,0.5,0.7,0.04,10,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.11,1,0.54,9,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.98,1,0.11,0.67,0.76,9,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.41,1.43,0.11,0.56,0.89,9,1,Austria
ILM-EKF,inc case,4,AT,1.32,1.31,0.22,1,0.7,9,1,Austria
LANL-GrowthRate,inc case,4,AT,0.79,0.8,0.11,0.78,0.64,9,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.55,NA,0.22,0.67,NA,9,1,Austria
UMass-SemiMech,inc case,4,AT,0.87,0.97,0.33,0.83,0.68,6,1,Austria
USC-SIkJalpha,inc case,4,AT,0.86,1.1,0.22,0.33,0.82,9,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.83,0.8,0.44,0.89,0.55,9,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.25,0.5,0.7,8,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.12,0.25,0.86,8,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.5,1,0.23,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.45,0.55,0.6,1,0.45,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.22,1.08,0.3,0.8,0.32,10,1,Austria
ILM-EKF,inc death,3,AT,0.91,0.94,0.7,1,0.45,10,1,Austria
LANL-GrowthRate,inc death,3,AT,0.55,0.51,0.3,0.9,0.05,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.72,0.63,0.1,0.9,0.06,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.41,0.41,0.86,1,0.24,7,1,Austria
UMass-SemiMech,inc death,3,AT,0.73,0.71,0.43,1,0.61,7,1,Austria
USC-SIkJalpha,inc death,3,AT,0.83,1.09,0.3,0.5,0.74,10,1,Austria
USyd-OneModelMan,inc death,3,AT,1.23,NA,NA,NA,NA,7,1,Austria
epiforecasts-EpiExpert_Rt,inc death,3,AT,0.64,0.75,0.25,0.5,0.68,4,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.79,0.72,0.4,0.9,0.62,10,1,Austria
BIOCOMSC-Gompertz,inc death,2,AT,0.64,NA,0.75,1,NA,4,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.4,1,0.27,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.46,0.52,0.7,1,0.4,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.88,0.9,0.4,1,0.4,10,1,Austria
ILM-EKF,inc death,2,AT,0.81,1.03,1,1,0.33,10,1,Austria
LANL-GrowthRate,inc death,2,AT,0.56,0.5,0.1,1,-0.08,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.61,0.61,0.4,0.9,0.31,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.32,0.39,1,1,0.05,8,1,Austria
UMass-SemiMech,inc death,2,AT,0.57,0.59,0.62,1,0.4,8,1,Austria
USC-SIkJalpha,inc death,2,AT,0.68,0.95,0.3,0.4,0.74,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.89,NA,NA,NA,NA,8,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.69,0.62,0.5,0.9,0.47,10,1,Austria
BIOCOMSC-Gompertz,inc death,1,AT,0.69,NA,0.8,1,NA,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.1,1,0.38,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.58,0.6,0.9,1,0.27,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.71,0.85,0.6,1,0.38,10,1,Austria
ILM-EKF,inc death,1,AT,0.82,1.32,1,1,0.2,10,1,Austria
LANL-GrowthRate,inc death,1,AT,0.61,0.55,0.3,0.9,-0.08,10,1,Austria
MUNI-ARIMA,inc death,1,AT,0.93,1.13,0.75,1,0.52,4,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.66,0.65,0.3,1,0.37,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.63,NA,NA,NA,NA,9,1,Austria
UMass-MechBayes,inc death,1,AT,0.44,0.5,0.89,1,-0.03,9,1,Austria
UMass-SemiMech,inc death,1,AT,0.41,0.51,0.89,1,0.14,9,1,Austria
USC-SIkJalpha,inc death,1,AT,0.85,1.25,0.2,0.3,0.78,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.49,NA,NA,NA,NA,9,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.65,0.61,0.7,1,0.26,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.44,1,0.22,9,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.62,0.64,0.56,0.89,0.5,9,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.37,1.27,0.33,0.78,0.37,9,1,Austria
ILM-EKF,inc death,4,AT,1.2,1.12,0.33,1,0.58,9,1,Austria
LANL-GrowthRate,inc death,4,AT,0.66,0.64,0.44,0.78,0.09,9,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.88,0.77,0.11,0.78,0.01,9,1,Austria
UMass-MechBayes,inc death,4,AT,0.48,0.49,0.67,1,0.37,6,1,Austria
UMass-SemiMech,inc death,4,AT,0.9,0.92,0.33,0.83,0.71,6,1,Austria
USC-SIkJalpha,inc death,4,AT,0.92,1.12,0.33,0.44,0.74,9,1,Austria
USyd-OneModelMan,inc death,4,AT,1.68,NA,NA,NA,NA,6,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,1.05,0.87,0.33,0.89,0.7,9,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.38,0.75,0.17,8,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.25,0.5,0.78,8,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.83,NA,0.6,1,NA,5,1,Belgium
DSMPG-bayes,inc case,1,BE,0.96,0.89,0.25,0.88,0.29,8,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.3,1,0.32,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.81,0.73,0.4,1,0.15,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.05,0.86,0.5,1,0.34,10,1,Belgium
ILM-EKF,inc case,1,BE,1.03,0.83,0.4,0.9,0.1,10,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.68,0.7,0.6,1,-0.21,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,0.88,1.26,0.25,1,0.18,4,1,Belgium
RobertWalraven-ESG,inc case,1,BE,0.9,0.67,0.3,0.8,0.25,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.84,NA,NA,NA,NA,9,1,Belgium
UMass-SemiMech,inc case,1,BE,1.07,1.09,0.44,1,0.16,9,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.87,0.86,0.5,0.6,0.04,10,1,Belgium
UVA-Ensemble,inc case,1,BE,1.16,NA,0.3,0.8,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.06,0.94,0.6,0.9,0.24,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.4,1,0.23,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.22,1.27,0.5,0.9,0.23,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.73,1.69,0.2,0.9,0.49,10,1,Belgium
ILM-EKF,inc case,3,BE,1.61,1.66,0.5,0.9,0.14,10,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.98,0.97,0.6,0.9,0.02,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.78,NA,0.4,0.8,NA,10,1,Belgium
UMass-SemiMech,inc case,3,BE,1.08,1.47,0.29,1,0.25,7,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.78,1.03,0.6,0.6,0.06,10,1,Belgium
UVA-Ensemble,inc case,3,BE,0.7,NA,0.5,0.5,NA,8,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.4,1.48,0.6,0.9,0.28,10,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.28,NA,1,1,NA,4,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,0.28,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.92,0.85,0.7,1,0.17,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.36,1.18,0.3,0.9,0.48,10,1,Belgium
ILM-EKF,inc case,2,BE,1.23,1.14,0.5,0.9,0.14,10,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.87,0.83,0.7,1,-0.09,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.77,1.09,0.6,0.7,0.5,10,1,Belgium
UMass-SemiMech,inc case,2,BE,1.01,1.12,0.5,1,0.11,8,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.74,0.86,0.5,0.6,0.19,10,1,Belgium
UVA-Ensemble,inc case,2,BE,0.94,NA,0.5,0.6,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.17,1.12,0.7,0.8,0.24,10,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.33,1,0.22,9,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.46,1.59,0.56,1,0.32,9,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,2.36,2.3,0.22,0.89,0.56,9,1,Belgium
ILM-EKF,inc case,4,BE,2.25,2.37,0.44,0.89,0.24,9,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.88,0.88,0.67,1,0.17,9,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.51,NA,0.44,0.89,NA,9,1,Belgium
UMass-SemiMech,inc case,4,BE,1.27,1.52,0.5,1,0.19,6,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.81,1.01,0.56,0.67,0.06,9,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.74,1.83,0.56,0.89,0.38,9,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.62,1,0.25,8,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.62,0.88,-0.09,8,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.9,1,0.07,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.68,0.56,0.6,0.9,0.18,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.31,0.95,0.3,0.7,0.14,10,1,Belgium
ILM-EKF,inc death,3,BE,0.95,0.82,0.6,1,0.3,10,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.99,0.75,0.4,0.8,-0.07,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.92,0.58,0.5,1,-0.04,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.55,0.54,0.71,1,-0.01,7,1,Belgium
UMass-SemiMech,inc death,3,BE,0.92,0.79,0.43,1,0.19,7,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.85,0.77,0.4,0.6,0.22,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.9,NA,NA,NA,NA,7,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,1.28,0.96,0.4,0.9,0.56,10,1,Belgium
BIOCOMSC-Gompertz,inc death,2,BE,1.11,NA,1,1,NA,4,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.9,1,0.08,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.61,0.53,0.7,1,0.18,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.04,0.8,0.4,0.9,0.18,10,1,Belgium
ILM-EKF,inc death,2,BE,0.69,0.8,0.8,1,0.28,10,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.91,0.67,0.4,0.9,0.03,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.91,0.59,0.5,1,0.05,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.74,0.55,0.75,1,-0.07,8,1,Belgium
UMass-SemiMech,inc death,2,BE,0.81,0.65,0.62,1,0.02,8,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.89,0.81,0.4,0.7,0.17,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.84,NA,NA,NA,NA,8,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.24,0.88,0.4,0.9,0.52,10,1,Belgium
BIOCOMSC-Gompertz,inc death,1,BE,1.46,NA,0.6,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.8,1,0.24,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.73,0.63,0.8,1,0.14,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.99,0.71,0.6,0.9,0.22,10,1,Belgium
ILM-EKF,inc death,1,BE,0.94,1.11,1,1,0.18,10,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.23,0.81,0.5,0.9,0.07,10,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.7,0.64,0.75,1,0.2,4,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1,0.62,0.7,1,0.1,10,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.28,NA,NA,NA,NA,9,1,Belgium
UMass-MechBayes,inc death,1,BE,0.81,0.6,0.78,1,-0.09,9,1,Belgium
UMass-SemiMech,inc death,1,BE,0.98,0.72,0.67,1,-0.07,9,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.18,0.89,0.3,0.5,0.12,10,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.85,NA,NA,NA,NA,9,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.64,1.1,0.5,0.8,0.44,10,1,Belgium
