location,target,type,quantile,target_end_date,forecast_date,scenario_id,value
AT,3 wk ahead inc death,quantile,0.1,2021-05-22,2021-05-03,forecast,101
AT,3 wk ahead inc death,quantile,0.15,2021-05-22,2021-05-03,forecast,105
AT,3 wk ahead inc death,quantile,0.2,2021-05-22,2021-05-03,forecast,108
AT,3 wk ahead inc death,quantile,0.25,2021-05-22,2021-05-03,forecast,112
AT,3 wk ahead inc death,quantile,0.3,2021-05-22,2021-05-03,forecast,116
AT,3 wk ahead inc death,quantile,0.35,2021-05-22,2021-05-03,forecast,119
AT,3 wk ahead inc death,quantile,0.4,2021-05-22,2021-05-03,forecast,122
AT,3 wk ahead inc death,quantile,0.45,2021-05-22,2021-05-03,forecast,125
AT,3 wk ahead inc death,quantile,0.5,2021-05-22,2021-05-03,forecast,127
AT,3 wk ahead inc death,quantile,0.55,2021-05-22,2021-05-03,forecast,130
AT,3 wk ahead inc death,quantile,0.6,2021-05-22,2021-05-03,forecast,132
AT,3 wk ahead inc death,quantile,0.65,2021-05-22,2021-05-03,forecast,135
AT,3 wk ahead inc death,quantile,0.7,2021-05-22,2021-05-03,forecast,139
AT,3 wk ahead inc death,quantile,0.75,2021-05-22,2021-05-03,forecast,142
AT,3 wk ahead inc death,quantile,0.8,2021-05-22,2021-05-03,forecast,146
AT,3 wk ahead inc death,quantile,0.85,2021-05-22,2021-05-03,forecast,150
AT,3 wk ahead inc death,quantile,0.9,2021-05-22,2021-05-03,forecast,156
AT,3 wk ahead inc death,quantile,0.95,2021-05-22,2021-05-03,forecast,165
AT,3 wk ahead inc death,quantile,0.975,2021-05-22,2021-05-03,forecast,175
AT,3 wk ahead inc death,quantile,0.99,2021-05-22,2021-05-03,forecast,187
AT,4 wk ahead inc case,point,NA,2021-05-29,2021-05-03,forecast,9806
AT,4 wk ahead inc case,quantile,0.01,2021-05-29,2021-05-03,forecast,4138
AT,4 wk ahead inc case,quantile,0.025,2021-05-29,2021-05-03,forecast,4584
AT,4 wk ahead inc case,quantile,0.05,2021-05-29,2021-05-03,forecast,5301
AT,4 wk ahead inc case,quantile,0.1,2021-05-29,2021-05-03,forecast,6052
AT,4 wk ahead inc case,quantile,0.15,2021-05-29,2021-05-03,forecast,6649
AT,4 wk ahead inc case,quantile,0.2,2021-05-29,2021-05-03,forecast,7220
AT,4 wk ahead inc case,quantile,0.25,2021-05-29,2021-05-03,forecast,7660
AT,4 wk ahead inc case,quantile,0.3,2021-05-29,2021-05-03,forecast,8099
AT,4 wk ahead inc case,quantile,0.35,2021-05-29,2021-05-03,forecast,8517
AT,4 wk ahead inc case,quantile,0.4,2021-05-29,2021-05-03,forecast,8937
AT,4 wk ahead inc case,quantile,0.45,2021-05-29,2021-05-03,forecast,9397
AT,4 wk ahead inc case,quantile,0.5,2021-05-29,2021-05-03,forecast,9806
AT,4 wk ahead inc case,quantile,0.55,2021-05-29,2021-05-03,forecast,10261
AT,4 wk ahead inc case,quantile,0.6,2021-05-29,2021-05-03,forecast,10736
AT,4 wk ahead inc case,quantile,0.65,2021-05-29,2021-05-03,forecast,11342
AT,4 wk ahead inc case,quantile,0.7,2021-05-29,2021-05-03,forecast,11972
AT,4 wk ahead inc case,quantile,0.75,2021-05-29,2021-05-03,forecast,12672
AT,4 wk ahead inc case,quantile,0.8,2021-05-29,2021-05-03,forecast,13378
AT,4 wk ahead inc case,quantile,0.85,2021-05-29,2021-05-03,forecast,14402
AT,4 wk ahead inc case,quantile,0.9,2021-05-29,2021-05-03,forecast,15800
AT,4 wk ahead inc case,quantile,0.95,2021-05-29,2021-05-03,forecast,17878
AT,4 wk ahead inc case,quantile,0.975,2021-05-29,2021-05-03,forecast,19860
AT,4 wk ahead inc case,quantile,0.99,2021-05-29,2021-05-03,forecast,22593
AT,4 wk ahead inc death,point,NA,2021-05-29,2021-05-03,forecast,117
AT,4 wk ahead inc death,quantile,0.01,2021-05-29,2021-05-03,forecast,65
AT,4 wk ahead inc death,quantile,0.025,2021-05-29,2021-05-03,forecast,75
AT,4 wk ahead inc death,quantile,0.05,2021-05-29,2021-05-03,forecast,82
AT,4 wk ahead inc death,quantile,0.1,2021-05-29,2021-05-03,forecast,88
AT,4 wk ahead inc death,quantile,0.15,2021-05-29,2021-05-03,forecast,94
AT,4 wk ahead inc death,quantile,0.2,2021-05-29,2021-05-03,forecast,98
AT,4 wk ahead inc death,quantile,0.25,2021-05-29,2021-05-03,forecast,101
AT,4 wk ahead inc death,quantile,0.3,2021-05-29,2021-05-03,forecast,104
AT,4 wk ahead inc death,quantile,0.35,2021-05-29,2021-05-03,forecast,107
AT,4 wk ahead inc death,quantile,0.4,2021-05-29,2021-05-03,forecast,110
AT,4 wk ahead inc death,quantile,0.45,2021-05-29,2021-05-03,forecast,113
AT,4 wk ahead inc death,quantile,0.5,2021-05-29,2021-05-03,forecast,117
AT,4 wk ahead inc death,quantile,0.55,2021-05-29,2021-05-03,forecast,120
AT,4 wk ahead inc death,quantile,0.6,2021-05-29,2021-05-03,forecast,123
AT,4 wk ahead inc death,quantile,0.65,2021-05-29,2021-05-03,forecast,126
AT,4 wk ahead inc death,quantile,0.7,2021-05-29,2021-05-03,forecast,130
AT,4 wk ahead inc death,quantile,0.75,2021-05-29,2021-05-03,forecast,135
AT,4 wk ahead inc death,quantile,0.8,2021-05-29,2021-05-03,forecast,141
AT,4 wk ahead inc death,quantile,0.85,2021-05-29,2021-05-03,forecast,148
AT,4 wk ahead inc death,quantile,0.9,2021-05-29,2021-05-03,forecast,156
AT,4 wk ahead inc death,quantile,0.95,2021-05-29,2021-05-03,forecast,170
AT,4 wk ahead inc death,quantile,0.975,2021-05-29,2021-05-03,forecast,181
AT,4 wk ahead inc death,quantile,0.99,2021-05-29,2021-05-03,forecast,207
CZ,1 wk ahead inc case,point,NA,2021-05-08,2021-05-03,forecast,13636
CZ,1 wk ahead inc case,quantile,0.01,2021-05-08,2021-05-03,forecast,7028
CZ,1 wk ahead inc case,quantile,0.025,2021-05-08,2021-05-03,forecast,8184
CZ,1 wk ahead inc case,quantile,0.05,2021-05-08,2021-05-03,forecast,8883
CZ,1 wk ahead inc case,quantile,0.1,2021-05-08,2021-05-03,forecast,9772
CZ,1 wk ahead inc case,quantile,0.15,2021-05-08,2021-05-03,forecast,10289
CZ,1 wk ahead inc case,quantile,0.2,2021-05-08,2021-05-03,forecast,10862
CZ,1 wk ahead inc case,quantile,0.25,2021-05-08,2021-05-03,forecast,11293
CZ,1 wk ahead inc case,quantile,0.3,2021-05-08,2021-05-03,forecast,11756
CZ,1 wk ahead inc case,quantile,0.35,2021-05-08,2021-05-03,forecast,12165
CZ,1 wk ahead inc case,quantile,0.4,2021-05-08,2021-05-03,forecast,12659
CZ,1 wk ahead inc case,quantile,0.45,2021-05-08,2021-05-03,forecast,13122
CZ,1 wk ahead inc case,quantile,0.5,2021-05-08,2021-05-03,forecast,13636
CZ,1 wk ahead inc case,quantile,0.55,2021-05-08,2021-05-03,forecast,14181
CZ,1 wk ahead inc case,quantile,0.6,2021-05-08,2021-05-03,forecast,14677
CZ,1 wk ahead inc case,quantile,0.65,2021-05-08,2021-05-03,forecast,15237
CZ,1 wk ahead inc case,quantile,0.7,2021-05-08,2021-05-03,forecast,15788
CZ,1 wk ahead inc case,quantile,0.75,2021-05-08,2021-05-03,forecast,16206
CZ,1 wk ahead inc case,quantile,0.8,2021-05-08,2021-05-03,forecast,16939
CZ,1 wk ahead inc case,quantile,0.85,2021-05-08,2021-05-03,forecast,17916
CZ,1 wk ahead inc case,quantile,0.9,2021-05-08,2021-05-03,forecast,19152
CZ,1 wk ahead inc case,quantile,0.95,2021-05-08,2021-05-03,forecast,21211
CZ,1 wk ahead inc case,quantile,0.975,2021-05-08,2021-05-03,forecast,24065
CZ,1 wk ahead inc case,quantile,0.99,2021-05-08,2021-05-03,forecast,26212
CZ,1 wk ahead inc death,point,NA,2021-05-08,2021-05-03,forecast,328
CZ,1 wk ahead inc death,quantile,0.01,2021-05-08,2021-05-03,forecast,241
CZ,1 wk ahead inc death,quantile,0.025,2021-05-08,2021-05-03,forecast,260
CZ,1 wk ahead inc death,quantile,0.05,2021-05-08,2021-05-03,forecast,268
CZ,1 wk ahead inc death,quantile,0.1,2021-05-08,2021-05-03,forecast,280
CZ,1 wk ahead inc death,quantile,0.15,2021-05-08,2021-05-03,forecast,288
CZ,1 wk ahead inc death,quantile,0.2,2021-05-08,2021-05-03,forecast,295
CZ,1 wk ahead inc death,quantile,0.25,2021-05-08,2021-05-03,forecast,301
CZ,1 wk ahead inc death,quantile,0.3,2021-05-08,2021-05-03,forecast,307
CZ,1 wk ahead inc death,quantile,0.35,2021-05-08,2021-05-03,forecast,314
CZ,1 wk ahead inc death,quantile,0.4,2021-05-08,2021-05-03,forecast,319
CZ,1 wk ahead inc death,quantile,0.45,2021-05-08,2021-05-03,forecast,323
CZ,1 wk ahead inc death,quantile,0.5,2021-05-08,2021-05-03,forecast,328
CZ,1 wk ahead inc death,quantile,0.55,2021-05-08,2021-05-03,forecast,333
CZ,1 wk ahead inc death,quantile,0.6,2021-05-08,2021-05-03,forecast,340
CZ,1 wk ahead inc death,quantile,0.65,2021-05-08,2021-05-03,forecast,345
CZ,1 wk ahead inc death,quantile,0.7,2021-05-08,2021-05-03,forecast,352
CZ,1 wk ahead inc death,quantile,0.75,2021-05-08,2021-05-03,forecast,357
CZ,1 wk ahead inc death,quantile,0.8,2021-05-08,2021-05-03,forecast,363
CZ,1 wk ahead inc death,quantile,0.85,2021-05-08,2021-05-03,forecast,372
CZ,1 wk ahead inc death,quantile,0.9,2021-05-08,2021-05-03,forecast,384
CZ,1 wk ahead inc death,quantile,0.95,2021-05-08,2021-05-03,forecast,404
CZ,1 wk ahead inc death,quantile,0.975,2021-05-08,2021-05-03,forecast,418
CZ,1 wk ahead inc death,quantile,0.99,2021-05-08,2021-05-03,forecast,439
CZ,2 wk ahead inc case,point,NA,2021-05-15,2021-05-03,forecast,12590
CZ,2 wk ahead inc case,quantile,0.01,2021-05-15,2021-05-03,forecast,5144
CZ,2 wk ahead inc case,quantile,0.025,2021-05-15,2021-05-03,forecast,5685
CZ,2 wk ahead inc case,quantile,0.05,2021-05-15,2021-05-03,forecast,6476
CZ,2 wk ahead inc case,quantile,0.1,2021-05-15,2021-05-03,forecast,7599
CZ,2 wk ahead inc case,quantile,0.15,2021-05-15,2021-05-03,forecast,8455
CZ,2 wk ahead inc case,quantile,0.2,2021-05-15,2021-05-03,forecast,9158
CZ,2 wk ahead inc case,quantile,0.25,2021-05-15,2021-05-03,forecast,9784
CZ,2 wk ahead inc case,quantile,0.3,2021-05-15,2021-05-03,forecast,10322
CZ,2 wk ahead inc case,quantile,0.35,2021-05-15,2021-05-03,forecast,10834
CZ,2 wk ahead inc case,quantile,0.4,2021-05-15,2021-05-03,forecast,11396
CZ,2 wk ahead inc case,quantile,0.45,2021-05-15,2021-05-03,forecast,12089
CZ,2 wk ahead inc case,quantile,0.5,2021-05-15,2021-05-03,forecast,12590
CZ,2 wk ahead inc case,quantile,0.55,2021-05-15,2021-05-03,forecast,13330
CZ,2 wk ahead inc case,quantile,0.6,2021-05-15,2021-05-03,forecast,14061
CZ,2 wk ahead inc case,quantile,0.65,2021-05-15,2021-05-03,forecast,14984
CZ,2 wk ahead inc case,quantile,0.7,2021-05-15,2021-05-03,forecast,15788
CZ,2 wk ahead inc case,quantile,0.75,2021-05-15,2021-05-03,forecast,16699
CZ,2 wk ahead inc case,quantile,0.8,2021-05-15,2021-05-03,forecast,17991
CZ,2 wk ahead inc case,quantile,0.85,2021-05-15,2021-05-03,forecast,19239
CZ,2 wk ahead inc case,quantile,0.9,2021-05-15,2021-05-03,forecast,20914
CZ,2 wk ahead inc case,quantile,0.95,2021-05-15,2021-05-03,forecast,24557
CZ,2 wk ahead inc case,quantile,0.975,2021-05-15,2021-05-03,forecast,26685
CZ,2 wk ahead inc case,quantile,0.99,2021-05-15,2021-05-03,forecast,31560
CZ,2 wk ahead inc death,point,NA,2021-05-15,2021-05-03,forecast,277
CZ,2 wk ahead inc death,quantile,0.01,2021-05-15,2021-05-03,forecast,188
CZ,2 wk ahead inc death,quantile,0.025,2021-05-15,2021-05-03,forecast,198
CZ,2 wk ahead inc death,quantile,0.05,2021-05-15,2021-05-03,forecast,209
CZ,2 wk ahead inc death,quantile,0.1,2021-05-15,2021-05-03,forecast,224
CZ,2 wk ahead inc death,quantile,0.15,2021-05-15,2021-05-03,forecast,235
CZ,2 wk ahead inc death,quantile,0.2,2021-05-15,2021-05-03,forecast,241
CZ,2 wk ahead inc death,quantile,0.25,2021-05-15,2021-05-03,forecast,247
CZ,2 wk ahead inc death,quantile,0.3,2021-05-15,2021-05-03,forecast,254
CZ,2 wk ahead inc death,quantile,0.35,2021-05-15,2021-05-03,forecast,259
CZ,2 wk ahead inc death,quantile,0.4,2021-05-15,2021-05-03,forecast,263
CZ,2 wk ahead inc death,quantile,0.45,2021-05-15,2021-05-03,forecast,269
CZ,2 wk ahead inc death,quantile,0.5,2021-05-15,2021-05-03,forecast,277
CZ,2 wk ahead inc death,quantile,0.55,2021-05-15,2021-05-03,forecast,283
CZ,2 wk ahead inc death,quantile,0.6,2021-05-15,2021-05-03,forecast,288
CZ,2 wk ahead inc death,quantile,0.65,2021-05-15,2021-05-03,forecast,295
CZ,2 wk ahead inc death,quantile,0.7,2021-05-15,2021-05-03,forecast,303
CZ,2 wk ahead inc death,quantile,0.75,2021-05-15,2021-05-03,forecast,310
CZ,2 wk ahead inc death,quantile,0.8,2021-05-15,2021-05-03,forecast,321
CZ,2 wk ahead inc death,quantile,0.85,2021-05-15,2021-05-03,forecast,338
CZ,2 wk ahead inc death,quantile,0.9,2021-05-15,2021-05-03,forecast,362
CZ,2 wk ahead inc death,quantile,0.95,2021-05-15,2021-05-03,forecast,395
CZ,2 wk ahead inc death,quantile,0.975,2021-05-15,2021-05-03,forecast,436
CZ,2 wk ahead inc death,quantile,0.99,2021-05-15,2021-05-03,forecast,499
CZ,3 wk ahead inc case,point,NA,2021-05-22,2021-05-03,forecast,12340
CZ,3 wk ahead inc case,quantile,0.01,2021-05-22,2021-05-03,forecast,3230
CZ,3 wk ahead inc case,quantile,0.025,2021-05-22,2021-05-03,forecast,3868
CZ,3 wk ahead inc case,quantile,0.05,2021-05-22,2021-05-03,forecast,4587
CZ,3 wk ahead inc case,quantile,0.1,2021-05-22,2021-05-03,forecast,5733
CZ,3 wk ahead inc case,quantile,0.15,2021-05-22,2021-05-03,forecast,6712
CZ,3 wk ahead inc case,quantile,0.2,2021-05-22,2021-05-03,forecast,7583
CZ,3 wk ahead inc case,quantile,0.25,2021-05-22,2021-05-03,forecast,8363
CZ,3 wk ahead inc case,quantile,0.3,2021-05-22,2021-05-03,forecast,9191
CZ,3 wk ahead inc case,quantile,0.35,2021-05-22,2021-05-03,forecast,10109
CZ,3 wk ahead inc case,quantile,0.4,2021-05-22,2021-05-03,forecast,10852
CZ,3 wk ahead inc case,quantile,0.45,2021-05-22,2021-05-03,forecast,11658
CZ,3 wk ahead inc case,quantile,0.5,2021-05-22,2021-05-03,forecast,12340
CZ,3 wk ahead inc case,quantile,0.55,2021-05-22,2021-05-03,forecast,13127
CZ,3 wk ahead inc case,quantile,0.6,2021-05-22,2021-05-03,forecast,14314
CZ,3 wk ahead inc case,quantile,0.65,2021-05-22,2021-05-03,forecast,15280
CZ,3 wk ahead inc case,quantile,0.7,2021-05-22,2021-05-03,forecast,16493
CZ,3 wk ahead inc case,quantile,0.75,2021-05-22,2021-05-03,forecast,17639
CZ,3 wk ahead inc case,quantile,0.8,2021-05-22,2021-05-03,forecast,19241
CZ,3 wk ahead inc case,quantile,0.85,2021-05-22,2021-05-03,forecast,21264
CZ,3 wk ahead inc case,quantile,0.9,2021-05-22,2021-05-03,forecast,23387
CZ,3 wk ahead inc case,quantile,0.95,2021-05-22,2021-05-03,forecast,28880
CZ,3 wk ahead inc case,quantile,0.975,2021-05-22,2021-05-03,forecast,33236
CZ,3 wk ahead inc case,quantile,0.99,2021-05-22,2021-05-03,forecast,39976
CZ,3 wk ahead inc death,point,NA,2021-05-22,2021-05-03,forecast,246
CZ,3 wk ahead inc death,quantile,0.01,2021-05-22,2021-05-03,forecast,140
CZ,3 wk ahead inc death,quantile,0.025,2021-05-22,2021-05-03,forecast,152
CZ,3 wk ahead inc death,quantile,0.05,2021-05-22,2021-05-03,forecast,163
CZ,3 wk ahead inc death,quantile,0.1,2021-05-22,2021-05-03,forecast,178
CZ,3 wk ahead inc death,quantile,0.15,2021-05-22,2021-05-03,forecast,187
CZ,3 wk ahead inc death,quantile,0.2,2021-05-22,2021-05-03,forecast,196
CZ,3 wk ahead inc death,quantile,0.25,2021-05-22,2021-05-03,forecast,205
CZ,3 wk ahead inc death,quantile,0.3,2021-05-22,2021-05-03,forecast,211
CZ,3 wk ahead inc death,quantile,0.35,2021-05-22,2021-05-03,forecast,219
CZ,3 wk ahead inc death,quantile,0.4,2021-05-22,2021-05-03,forecast,228
CZ,3 wk ahead inc death,quantile,0.45,2021-05-22,2021-05-03,forecast,237
CZ,3 wk ahead inc death,quantile,0.5,2021-05-22,2021-05-03,forecast,246
