location,target,type,quantile,target_end_date,forecast_date,scenario_id,value
AT,1 wk ahead inc death,quantile,0.65,2021-08-07,2021-08-02,forecast,18
AT,1 wk ahead inc death,quantile,0.7,2021-08-07,2021-08-02,forecast,19
AT,1 wk ahead inc death,quantile,0.75,2021-08-07,2021-08-02,forecast,21
AT,1 wk ahead inc death,quantile,0.8,2021-08-07,2021-08-02,forecast,22
AT,1 wk ahead inc death,quantile,0.85,2021-08-07,2021-08-02,forecast,25
AT,1 wk ahead inc death,quantile,0.9,2021-08-07,2021-08-02,forecast,28
AT,1 wk ahead inc death,quantile,0.95,2021-08-07,2021-08-02,forecast,33
AT,1 wk ahead inc death,quantile,0.975,2021-08-07,2021-08-02,forecast,39
AT,1 wk ahead inc death,quantile,0.99,2021-08-07,2021-08-02,forecast,48
AT,2 wk ahead inc case,point,,2021-08-14,2021-08-02,forecast,1298
AT,2 wk ahead inc case,quantile,0.01,2021-08-14,2021-08-02,forecast,895
AT,2 wk ahead inc case,quantile,0.025,2021-08-14,2021-08-02,forecast,958
AT,2 wk ahead inc case,quantile,0.05,2021-08-14,2021-08-02,forecast,1009
AT,2 wk ahead inc case,quantile,0.1,2021-08-14,2021-08-02,forecast,1055
AT,2 wk ahead inc case,quantile,0.15,2021-08-14,2021-08-02,forecast,1097
AT,2 wk ahead inc case,quantile,0.2,2021-08-14,2021-08-02,forecast,1135
AT,2 wk ahead inc case,quantile,0.25,2021-08-14,2021-08-02,forecast,1173
AT,2 wk ahead inc case,quantile,0.3,2021-08-14,2021-08-02,forecast,1197
AT,2 wk ahead inc case,quantile,0.35,2021-08-14,2021-08-02,forecast,1222
AT,2 wk ahead inc case,quantile,0.4,2021-08-14,2021-08-02,forecast,1247
AT,2 wk ahead inc case,quantile,0.45,2021-08-14,2021-08-02,forecast,1274
AT,2 wk ahead inc case,quantile,0.5,2021-08-14,2021-08-02,forecast,1298
AT,2 wk ahead inc case,quantile,0.55,2021-08-14,2021-08-02,forecast,1322
AT,2 wk ahead inc case,quantile,0.6,2021-08-14,2021-08-02,forecast,1346
AT,2 wk ahead inc case,quantile,0.65,2021-08-14,2021-08-02,forecast,1377
AT,2 wk ahead inc case,quantile,0.7,2021-08-14,2021-08-02,forecast,1406
AT,2 wk ahead inc case,quantile,0.75,2021-08-14,2021-08-02,forecast,1440
AT,2 wk ahead inc case,quantile,0.8,2021-08-14,2021-08-02,forecast,1472
AT,2 wk ahead inc case,quantile,0.85,2021-08-14,2021-08-02,forecast,1518
AT,2 wk ahead inc case,quantile,0.9,2021-08-14,2021-08-02,forecast,1572
AT,2 wk ahead inc case,quantile,0.95,2021-08-14,2021-08-02,forecast,1662
AT,2 wk ahead inc case,quantile,0.975,2021-08-14,2021-08-02,forecast,1750
AT,2 wk ahead inc case,quantile,0.99,2021-08-14,2021-08-02,forecast,1850
AT,2 wk ahead inc death,point,,2021-08-14,2021-08-02,forecast,21
AT,2 wk ahead inc death,quantile,0.01,2021-08-14,2021-08-02,forecast,5
AT,2 wk ahead inc death,quantile,0.025,2021-08-14,2021-08-02,forecast,7
AT,2 wk ahead inc death,quantile,0.05,2021-08-14,2021-08-02,forecast,9
AT,2 wk ahead inc death,quantile,0.1,2021-08-14,2021-08-02,forecast,11
AT,2 wk ahead inc death,quantile,0.15,2021-08-14,2021-08-02,forecast,12
AT,2 wk ahead inc death,quantile,0.2,2021-08-14,2021-08-02,forecast,14
AT,2 wk ahead inc death,quantile,0.25,2021-08-14,2021-08-02,forecast,15
AT,2 wk ahead inc death,quantile,0.3,2021-08-14,2021-08-02,forecast,16
AT,2 wk ahead inc death,quantile,0.35,2021-08-14,2021-08-02,forecast,17
AT,2 wk ahead inc death,quantile,0.4,2021-08-14,2021-08-02,forecast,18
AT,2 wk ahead inc death,quantile,0.45,2021-08-14,2021-08-02,forecast,19
AT,2 wk ahead inc death,quantile,0.5,2021-08-14,2021-08-02,forecast,21
AT,2 wk ahead inc death,quantile,0.55,2021-08-14,2021-08-02,forecast,22
AT,2 wk ahead inc death,quantile,0.6,2021-08-14,2021-08-02,forecast,24
AT,2 wk ahead inc death,quantile,0.65,2021-08-14,2021-08-02,forecast,25
AT,2 wk ahead inc death,quantile,0.7,2021-08-14,2021-08-02,forecast,27
AT,2 wk ahead inc death,quantile,0.75,2021-08-14,2021-08-02,forecast,29
AT,2 wk ahead inc death,quantile,0.8,2021-08-14,2021-08-02,forecast,32
AT,2 wk ahead inc death,quantile,0.85,2021-08-14,2021-08-02,forecast,35
AT,2 wk ahead inc death,quantile,0.9,2021-08-14,2021-08-02,forecast,38
AT,2 wk ahead inc death,quantile,0.95,2021-08-14,2021-08-02,forecast,45
AT,2 wk ahead inc death,quantile,0.975,2021-08-14,2021-08-02,forecast,54
AT,2 wk ahead inc death,quantile,0.99,2021-08-14,2021-08-02,forecast,60
AT,3 wk ahead inc case,point,,2021-08-21,2021-08-02,forecast,1432
AT,3 wk ahead inc case,quantile,0.01,2021-08-21,2021-08-02,forecast,874
AT,3 wk ahead inc case,quantile,0.025,2021-08-21,2021-08-02,forecast,942
AT,3 wk ahead inc case,quantile,0.05,2021-08-21,2021-08-02,forecast,996
AT,3 wk ahead inc case,quantile,0.1,2021-08-21,2021-08-02,forecast,1069
AT,3 wk ahead inc case,quantile,0.15,2021-08-21,2021-08-02,forecast,1135
AT,3 wk ahead inc case,quantile,0.2,2021-08-21,2021-08-02,forecast,1195
AT,3 wk ahead inc case,quantile,0.25,2021-08-21,2021-08-02,forecast,1237
AT,3 wk ahead inc case,quantile,0.3,2021-08-21,2021-08-02,forecast,1281
AT,3 wk ahead inc case,quantile,0.35,2021-08-21,2021-08-02,forecast,1322
AT,3 wk ahead inc case,quantile,0.4,2021-08-21,2021-08-02,forecast,1354
AT,3 wk ahead inc case,quantile,0.45,2021-08-21,2021-08-02,forecast,1398
AT,3 wk ahead inc case,quantile,0.5,2021-08-21,2021-08-02,forecast,1432
AT,3 wk ahead inc case,quantile,0.55,2021-08-21,2021-08-02,forecast,1470
AT,3 wk ahead inc case,quantile,0.6,2021-08-21,2021-08-02,forecast,1507
AT,3 wk ahead inc case,quantile,0.65,2021-08-21,2021-08-02,forecast,1546
AT,3 wk ahead inc case,quantile,0.7,2021-08-21,2021-08-02,forecast,1589
AT,3 wk ahead inc case,quantile,0.75,2021-08-21,2021-08-02,forecast,1643
AT,3 wk ahead inc case,quantile,0.8,2021-08-21,2021-08-02,forecast,1694
AT,3 wk ahead inc case,quantile,0.85,2021-08-21,2021-08-02,forecast,1759
AT,3 wk ahead inc case,quantile,0.9,2021-08-21,2021-08-02,forecast,1857
AT,3 wk ahead inc case,quantile,0.95,2021-08-21,2021-08-02,forecast,2014
AT,3 wk ahead inc case,quantile,0.975,2021-08-21,2021-08-02,forecast,2166
AT,3 wk ahead inc case,quantile,0.99,2021-08-21,2021-08-02,forecast,2278
AT,3 wk ahead inc death,point,,2021-08-21,2021-08-02,forecast,20
AT,3 wk ahead inc death,quantile,0.01,2021-08-21,2021-08-02,forecast,4
AT,3 wk ahead inc death,quantile,0.025,2021-08-21,2021-08-02,forecast,5
AT,3 wk ahead inc death,quantile,0.05,2021-08-21,2021-08-02,forecast,8
AT,3 wk ahead inc death,quantile,0.1,2021-08-21,2021-08-02,forecast,10
AT,3 wk ahead inc death,quantile,0.15,2021-08-21,2021-08-02,forecast,12
AT,3 wk ahead inc death,quantile,0.2,2021-08-21,2021-08-02,forecast,13
AT,3 wk ahead inc death,quantile,0.25,2021-08-21,2021-08-02,forecast,14
AT,3 wk ahead inc death,quantile,0.3,2021-08-21,2021-08-02,forecast,15
AT,3 wk ahead inc death,quantile,0.35,2021-08-21,2021-08-02,forecast,17
AT,3 wk ahead inc death,quantile,0.4,2021-08-21,2021-08-02,forecast,18
AT,3 wk ahead inc death,quantile,0.45,2021-08-21,2021-08-02,forecast,19
AT,3 wk ahead inc death,quantile,0.5,2021-08-21,2021-08-02,forecast,20
AT,3 wk ahead inc death,quantile,0.55,2021-08-21,2021-08-02,forecast,21
AT,3 wk ahead inc death,quantile,0.6,2021-08-21,2021-08-02,forecast,22
AT,3 wk ahead inc death,quantile,0.65,2021-08-21,2021-08-02,forecast,24
AT,3 wk ahead inc death,quantile,0.7,2021-08-21,2021-08-02,forecast,26
AT,3 wk ahead inc death,quantile,0.75,2021-08-21,2021-08-02,forecast,27
AT,3 wk ahead inc death,quantile,0.8,2021-08-21,2021-08-02,forecast,30
AT,3 wk ahead inc death,quantile,0.85,2021-08-21,2021-08-02,forecast,33
AT,3 wk ahead inc death,quantile,0.9,2021-08-21,2021-08-02,forecast,37
AT,3 wk ahead inc death,quantile,0.95,2021-08-21,2021-08-02,forecast,46
AT,3 wk ahead inc death,quantile,0.975,2021-08-21,2021-08-02,forecast,53
AT,3 wk ahead inc death,quantile,0.99,2021-08-21,2021-08-02,forecast,65
AT,4 wk ahead inc case,point,,2021-08-28,2021-08-02,forecast,1616
AT,4 wk ahead inc case,quantile,0.01,2021-08-28,2021-08-02,forecast,854
AT,4 wk ahead inc case,quantile,0.025,2021-08-28,2021-08-02,forecast,931
AT,4 wk ahead inc case,quantile,0.05,2021-08-28,2021-08-02,forecast,1011
AT,4 wk ahead inc case,quantile,0.1,2021-08-28,2021-08-02,forecast,1119
AT,4 wk ahead inc case,quantile,0.15,2021-08-28,2021-08-02,forecast,1204
AT,4 wk ahead inc case,quantile,0.2,2021-08-28,2021-08-02,forecast,1279
AT,4 wk ahead inc case,quantile,0.25,2021-08-28,2021-08-02,forecast,1332
AT,4 wk ahead inc case,quantile,0.3,2021-08-28,2021-08-02,forecast,1401
AT,4 wk ahead inc case,quantile,0.35,2021-08-28,2021-08-02,forecast,1468
AT,4 wk ahead inc case,quantile,0.4,2021-08-28,2021-08-02,forecast,1516
AT,4 wk ahead inc case,quantile,0.45,2021-08-28,2021-08-02,forecast,1563
AT,4 wk ahead inc case,quantile,0.5,2021-08-28,2021-08-02,forecast,1616
AT,4 wk ahead inc case,quantile,0.55,2021-08-28,2021-08-02,forecast,1674
AT,4 wk ahead inc case,quantile,0.6,2021-08-28,2021-08-02,forecast,1740
AT,4 wk ahead inc case,quantile,0.65,2021-08-28,2021-08-02,forecast,1788
AT,4 wk ahead inc case,quantile,0.7,2021-08-28,2021-08-02,forecast,1857
AT,4 wk ahead inc case,quantile,0.75,2021-08-28,2021-08-02,forecast,1934
AT,4 wk ahead inc case,quantile,0.8,2021-08-28,2021-08-02,forecast,2012
AT,4 wk ahead inc case,quantile,0.85,2021-08-28,2021-08-02,forecast,2110
AT,4 wk ahead inc case,quantile,0.9,2021-08-28,2021-08-02,forecast,2251
AT,4 wk ahead inc case,quantile,0.95,2021-08-28,2021-08-02,forecast,2454
AT,4 wk ahead inc case,quantile,0.975,2021-08-28,2021-08-02,forecast,2696
AT,4 wk ahead inc case,quantile,0.99,2021-08-28,2021-08-02,forecast,2990
AT,4 wk ahead inc death,point,,2021-08-28,2021-08-02,forecast,16
AT,4 wk ahead inc death,quantile,0.01,2021-08-28,2021-08-02,forecast,3
AT,4 wk ahead inc death,quantile,0.025,2021-08-28,2021-08-02,forecast,4
AT,4 wk ahead inc death,quantile,0.05,2021-08-28,2021-08-02,forecast,5
AT,4 wk ahead inc death,quantile,0.1,2021-08-28,2021-08-02,forecast,7
AT,4 wk ahead inc death,quantile,0.15,2021-08-28,2021-08-02,forecast,8
AT,4 wk ahead inc death,quantile,0.2,2021-08-28,2021-08-02,forecast,10
AT,4 wk ahead inc death,quantile,0.25,2021-08-28,2021-08-02,forecast,11
AT,4 wk ahead inc death,quantile,0.3,2021-08-28,2021-08-02,forecast,12
AT,4 wk ahead inc death,quantile,0.35,2021-08-28,2021-08-02,forecast,13
AT,4 wk ahead inc death,quantile,0.4,2021-08-28,2021-08-02,forecast,14
AT,4 wk ahead inc death,quantile,0.45,2021-08-28,2021-08-02,forecast,15
AT,4 wk ahead inc death,quantile,0.5,2021-08-28,2021-08-02,forecast,16
AT,4 wk ahead inc death,quantile,0.55,2021-08-28,2021-08-02,forecast,17
AT,4 wk ahead inc death,quantile,0.6,2021-08-28,2021-08-02,forecast,18
AT,4 wk ahead inc death,quantile,0.65,2021-08-28,2021-08-02,forecast,20
AT,4 wk ahead inc death,quantile,0.7,2021-08-28,2021-08-02,forecast,21
AT,4 wk ahead inc death,quantile,0.75,2021-08-28,2021-08-02,forecast,22
AT,4 wk ahead inc death,quantile,0.8,2021-08-28,2021-08-02,forecast,24
AT,4 wk ahead inc death,quantile,0.85,2021-08-28,2021-08-02,forecast,27
AT,4 wk ahead inc death,quantile,0.9,2021-08-28,2021-08-02,forecast,30
AT,4 wk ahead inc death,quantile,0.95,2021-08-28,2021-08-02,forecast,34
AT,4 wk ahead inc death,quantile,0.975,2021-08-28,2021-08-02,forecast,41
AT,4 wk ahead inc death,quantile,0.99,2021-08-28,2021-08-02,forecast,50
DE,1 wk ahead inc case,point,,2021-08-07,2021-08-02,forecast,25194
DE,1 wk ahead inc case,quantile,0.01,2021-08-07,2021-08-02,forecast,11250
DE,1 wk ahead inc case,quantile,0.025,2021-08-07,2021-08-02,forecast,12916
DE,1 wk ahead inc case,quantile,0.05,2021-08-07,2021-08-02,forecast,14518
DE,1 wk ahead inc case,quantile,0.1,2021-08-07,2021-08-02,forecast,16384
DE,1 wk ahead inc case,quantile,0.15,2021-08-07,2021-08-02,forecast,17956
DE,1 wk ahead inc case,quantile,0.2,2021-08-07,2021-08-02,forecast,19085
DE,1 wk ahead inc case,quantile,0.25,2021-08-07,2021-08-02,forecast,20275
DE,1 wk ahead inc case,quantile,0.3,2021-08-07,2021-08-02,forecast,21452
DE,1 wk ahead inc case,quantile,0.35,2021-08-07,2021-08-02,forecast,22438
DE,1 wk ahead inc case,quantile,0.4,2021-08-07,2021-08-02,forecast,23349
DE,1 wk ahead inc case,quantile,0.45,2021-08-07,2021-08-02,forecast,24220
DE,1 wk ahead inc case,quantile,0.5,2021-08-07,2021-08-02,forecast,25194
DE,1 wk ahead inc case,quantile,0.55,2021-08-07,2021-08-02,forecast,26246
DE,1 wk ahead inc case,quantile,0.6,2021-08-07,2021-08-02,forecast,27400
DE,1 wk ahead inc case,quantile,0.65,2021-08-07,2021-08-02,forecast,28486
DE,1 wk ahead inc case,quantile,0.7,2021-08-07,2021-08-02,forecast,30133
DE,1 wk ahead inc case,quantile,0.75,2021-08-07,2021-08-02,forecast,31764
DE,1 wk ahead inc case,quantile,0.8,2021-08-07,2021-08-02,forecast,33648
DE,1 wk ahead inc case,quantile,0.85,2021-08-07,2021-08-02,forecast,36087
DE,1 wk ahead inc case,quantile,0.9,2021-08-07,2021-08-02,forecast,38818
DE,1 wk ahead inc case,quantile,0.95,2021-08-07,2021-08-02,forecast,43733
DE,1 wk ahead inc case,quantile,0.975,2021-08-07,2021-08-02,forecast,50245
DE,1 wk ahead inc case,quantile,0.99,2021-08-07,2021-08-02,forecast,59294
DE,1 wk ahead inc death,point,,2021-08-07,2021-08-02,forecast,359
DE,1 wk ahead inc death,quantile,0.01,2021-08-07,2021-08-02,forecast,138
DE,1 wk ahead inc death,quantile,0.025,2021-08-07,2021-08-02,forecast,160
DE,1 wk ahead inc death,quantile,0.05,2021-08-07,2021-08-02,forecast,184
DE,1 wk ahead inc death,quantile,0.1,2021-08-07,2021-08-02,forecast,218
DE,1 wk ahead inc death,quantile,0.15,2021-08-07,2021-08-02,forecast,239
DE,1 wk ahead inc death,quantile,0.2,2021-08-07,2021-08-02,forecast,257
DE,1 wk ahead inc death,quantile,0.25,2021-08-07,2021-08-02,forecast,276
DE,1 wk ahead inc death,quantile,0.3,2021-08-07,2021-08-02,forecast,292
DE,1 wk ahead inc death,quantile,0.35,2021-08-07,2021-08-02,forecast,310
DE,1 wk ahead inc death,quantile,0.4,2021-08-07,2021-08-02,forecast,328
DE,1 wk ahead inc death,quantile,0.45,2021-08-07,2021-08-02,forecast,343
DE,1 wk ahead inc death,quantile,0.5,2021-08-07,2021-08-02,forecast,359
DE,1 wk ahead inc death,quantile,0.55,2021-08-07,2021-08-02,forecast,381
DE,1 wk ahead inc death,quantile,0.6,2021-08-07,2021-08-02,forecast,400
DE,1 wk ahead inc death,quantile,0.65,2021-08-07,2021-08-02,forecast,418
DE,1 wk ahead inc death,quantile,0.7,2021-08-07,2021-08-02,forecast,436
DE,1 wk ahead inc death,quantile,0.75,2021-08-07,2021-08-02,forecast,462
DE,1 wk ahead inc death,quantile,0.8,2021-08-07,2021-08-02,forecast,490
DE,1 wk ahead inc death,quantile,0.85,2021-08-07,2021-08-02,forecast,523
DE,1 wk ahead inc death,quantile,0.9,2021-08-07,2021-08-02,forecast,566
DE,1 wk ahead inc death,quantile,0.95,2021-08-07,2021-08-02,forecast,638
DE,1 wk ahead inc death,quantile,0.975,2021-08-07,2021-08-02,forecast,719
DE,1 wk ahead inc death,quantile,0.99,2021-08-07,2021-08-02,forecast,836
DE,2 wk ahead inc case,point,,2021-08-14,2021-08-02,forecast,34564
DE,2 wk ahead inc case,quantile,0.01,2021-08-14,2021-08-02,forecast,13768
DE,2 wk ahead inc case,quantile,0.025,2021-08-14,2021-08-02,forecast,15533
DE,2 wk ahead inc case,quantile,0.05,2021-08-14,2021-08-02,forecast,18072
DE,2 wk ahead inc case,quantile,0.1,2021-08-14,2021-08-02,forecast,20614
DE,2 wk ahead inc case,quantile,0.15,2021-08-14,2021-08-02,forecast,22502
DE,2 wk ahead inc case,quantile,0.2,2021-08-14,2021-08-02,forecast,24462
DE,2 wk ahead inc case,quantile,0.25,2021-08-14,2021-08-02,forecast,26258
DE,2 wk ahead inc case,quantile,0.3,2021-08-14,2021-08-02,forecast,28226
DE,2 wk ahead inc case,quantile,0.35,2021-08-14,2021-08-02,forecast,30034
DE,2 wk ahead inc case,quantile,0.4,2021-08-14,2021-08-02,forecast,31548
DE,2 wk ahead inc case,quantile,0.45,2021-08-14,2021-08-02,forecast,33238
DE,2 wk ahead inc case,quantile,0.5,2021-08-14,2021-08-02,forecast,34564
DE,2 wk ahead inc case,quantile,0.55,2021-08-14,2021-08-02,forecast,36149
DE,2 wk ahead inc case,quantile,0.6,2021-08-14,2021-08-02,forecast,38106
DE,2 wk ahead inc case,quantile,0.65,2021-08-14,2021-08-02,forecast,40035
DE,2 wk ahead inc case,quantile,0.7,2021-08-14,2021-08-02,forecast,42677
DE,2 wk ahead inc case,quantile,0.75,2021-08-14,2021-08-02,forecast,44948
DE,2 wk ahead inc case,quantile,0.8,2021-08-14,2021-08-02,forecast,48448
DE,2 wk ahead inc case,quantile,0.85,2021-08-14,2021-08-02,forecast,51771
DE,2 wk ahead inc case,quantile,0.9,2021-08-14,2021-08-02,forecast,56691
DE,2 wk ahead inc case,quantile,0.95,2021-08-14,2021-08-02,forecast,65128
DE,2 wk ahead inc case,quantile,0.975,2021-08-14,2021-08-02,forecast,73936
DE,2 wk ahead inc case,quantile,0.99,2021-08-14,2021-08-02,forecast,85120
DE,2 wk ahead inc death,point,,2021-08-14,2021-08-02,forecast,540
DE,2 wk ahead inc death,quantile,0.01,2021-08-14,2021-08-02,forecast,202
DE,2 wk ahead inc death,quantile,0.025,2021-08-14,2021-08-02,forecast,240
DE,2 wk ahead inc death,quantile,0.05,2021-08-14,2021-08-02,forecast,272
DE,2 wk ahead inc death,quantile,0.1,2021-08-14,2021-08-02,forecast,319
DE,2 wk ahead inc death,quantile,0.15,2021-08-14,2021-08-02,forecast,352
DE,2 wk ahead inc death,quantile,0.2,2021-08-14,2021-08-02,forecast,384
DE,2 wk ahead inc death,quantile,0.25,2021-08-14,2021-08-02,forecast,408
DE,2 wk ahead inc death,quantile,0.3,2021-08-14,2021-08-02,forecast,432
DE,2 wk ahead inc death,quantile,0.35,2021-08-14,2021-08-02,forecast,459
DE,2 wk ahead inc death,quantile,0.4,2021-08-14,2021-08-02,forecast,488
DE,2 wk ahead inc death,quantile,0.45,2021-08-14,2021-08-02,forecast,513
DE,2 wk ahead inc death,quantile,0.5,2021-08-14,2021-08-02,forecast,540
DE,2 wk ahead inc death,quantile,0.55,2021-08-14,2021-08-02,forecast,562
DE,2 wk ahead inc death,quantile,0.6,2021-08-14,2021-08-02,forecast,590
DE,2 wk ahead inc death,quantile,0.65,2021-08-14,2021-08-02,forecast,617
DE,2 wk ahead inc death,quantile,0.7,2021-08-14,2021-08-02,forecast,654
DE,2 wk ahead inc death,quantile,0.75,2021-08-14,2021-08-02,forecast,696
DE,2 wk ahead inc death,quantile,0.8,2021-08-14,2021-08-02,forecast,744
DE,2 wk ahead inc death,quantile,0.85,2021-08-14,2021-08-02,forecast,797
DE,2 wk ahead inc death,quantile,0.9,2021-08-14,2021-08-02,forecast,898
DE,2 wk ahead inc death,quantile,0.95,2021-08-14,2021-08-02,forecast,1052
DE,2 wk ahead inc death,quantile,0.975,2021-08-14,2021-08-02,forecast,1203
DE,2 wk ahead inc death,quantile,0.99,2021-08-14,2021-08-02,forecast,1375
DE,3 wk ahead inc case,point,,2021-08-21,2021-08-02,forecast,44476
DE,3 wk ahead inc case,quantile,0.01,2021-08-21,2021-08-02,forecast,14896
DE,3 wk ahead inc case,quantile,0.025,2021-08-21,2021-08-02,forecast,18360
DE,3 wk ahead inc case,quantile,0.05,2021-08-21,2021-08-02,forecast,21160
DE,3 wk ahead inc case,quantile,0.1,2021-08-21,2021-08-02,forecast,24910
DE,3 wk ahead inc case,quantile,0.15,2021-08-21,2021-08-02,forecast,27862
DE,3 wk ahead inc case,quantile,0.2,2021-08-21,2021-08-02,forecast,30262
DE,3 wk ahead inc case,quantile,0.25,2021-08-21,2021-08-02,forecast,32825
DE,3 wk ahead inc case,quantile,0.3,2021-08-21,2021-08-02,forecast,35034
DE,3 wk ahead inc case,quantile,0.35,2021-08-21,2021-08-02,forecast,37074
DE,3 wk ahead inc case,quantile,0.4,2021-08-21,2021-08-02,forecast,39481
DE,3 wk ahead inc case,quantile,0.45,2021-08-21,2021-08-02,forecast,41916
DE,3 wk ahead inc case,quantile,0.5,2021-08-21,2021-08-02,forecast,44476
DE,3 wk ahead inc case,quantile,0.55,2021-08-21,2021-08-02,forecast,47240
DE,3 wk ahead inc case,quantile,0.6,2021-08-21,2021-08-02,forecast,49793
DE,3 wk ahead inc case,quantile,0.65,2021-08-21,2021-08-02,forecast,53172
DE,3 wk ahead inc case,quantile,0.7,2021-08-21,2021-08-02,forecast,56590
DE,3 wk ahead inc case,quantile,0.75,2021-08-21,2021-08-02,forecast,60365
DE,3 wk ahead inc case,quantile,0.8,2021-08-21,2021-08-02,forecast,64475
DE,3 wk ahead inc case,quantile,0.85,2021-08-21,2021-08-02,forecast,70060
DE,3 wk ahead inc case,quantile,0.9,2021-08-21,2021-08-02,forecast,78686
DE,3 wk ahead inc case,quantile,0.95,2021-08-21,2021-08-02,forecast,96088
DE,3 wk ahead inc case,quantile,0.975,2021-08-21,2021-08-02,forecast,109150
DE,3 wk ahead inc case,quantile,0.99,2021-08-21,2021-08-02,forecast,130840
DE,3 wk ahead inc death,point,,2021-08-21,2021-08-02,forecast,744
DE,3 wk ahead inc death,quantile,0.01,2021-08-21,2021-08-02,forecast,270
DE,3 wk ahead inc death,quantile,0.025,2021-08-21,2021-08-02,forecast,308
DE,3 wk ahead inc death,quantile,0.05,2021-08-21,2021-08-02,forecast,356
DE,3 wk ahead inc death,quantile,0.1,2021-08-21,2021-08-02,forecast,420
DE,3 wk ahead inc death,quantile,0.15,2021-08-21,2021-08-02,forecast,472
DE,3 wk ahead inc death,quantile,0.2,2021-08-21,2021-08-02,forecast,514
DE,3 wk ahead inc death,quantile,0.25,2021-08-21,2021-08-02,forecast,556
DE,3 wk ahead inc death,quantile,0.3,2021-08-21,2021-08-02,forecast,592
DE,3 wk ahead inc death,quantile,0.35,2021-08-21,2021-08-02,forecast,633
DE,3 wk ahead inc death,quantile,0.4,2021-08-21,2021-08-02,forecast,672
DE,3 wk ahead inc death,quantile,0.45,2021-08-21,2021-08-02,forecast,707
DE,3 wk ahead inc death,quantile,0.5,2021-08-21,2021-08-02,forecast,744
DE,3 wk ahead inc death,quantile,0.55,2021-08-21,2021-08-02,forecast,784
DE,3 wk ahead inc death,quantile,0.6,2021-08-21,2021-08-02,forecast,826
DE,3 wk ahead inc death,quantile,0.65,2021-08-21,2021-08-02,forecast,868
DE,3 wk ahead inc death,quantile,0.7,2021-08-21,2021-08-02,forecast,938
