location_name,location,target_variable,date,value,source,snapshot_date
Austria,AT,ICUadmissions,2020-03-21,44,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-03-21,269,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-03-21,269,ECDC,2024-09-06
Austria,AT,inc case,2020-03-21,3074,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-03-28,64,ECDC,2024-01-26
Austria,AT,inc death,2020-03-28,100,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-03-28,514,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-03-28,514,ECDC,2024-09-06
Austria,AT,inc case,2020-03-28,5191,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-04-04,35,ECDC,2024-01-26
Austria,AT,inc death,2020-04-04,131,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-04-04,332,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-04-04,332,ECDC,2024-09-06
Austria,AT,inc case,2020-04-04,3056,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-04-11,27,ECDC,2024-01-26
Austria,AT,inc death,2020-04-11,151,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-04-11,219,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-04-11,219,ECDC,2024-09-06
Austria,AT,inc case,2020-04-11,1832,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-04-18,7,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-04-18,110,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-04-18,110,ECDC,2024-09-06
Austria,AT,inc death,2020-04-18,121,ECDC,2022-08-12
Austria,AT,inc case,2020-04-18,684,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-04-25,8,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-04-25,67,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-04-25,67,ECDC,2024-09-06
Austria,AT,inc death,2020-04-25,78,ECDC,2022-08-12
Austria,AT,inc case,2020-04-25,447,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-05-02,3,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-05-02,41,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-05-02,41,ECDC,2024-09-06
Austria,AT,inc death,2020-05-02,51,ECDC,2022-08-12
Austria,AT,inc case,2020-05-02,311,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-05-09,25,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-05-09,25,ECDC,2024-09-06
Austria,AT,inc death,2020-05-09,32,ECDC,2022-08-12
Austria,AT,inc case,2020-05-09,264,ECDC,2022-08-12
Austria,AT,inc death,2020-05-16,14,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-05-16,15,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-05-16,15,ECDC,2024-09-06
Austria,AT,inc case,2020-05-16,331,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-05-23,4,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-05-23,17,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-05-23,17,ECDC,2024-09-06
Austria,AT,inc death,2020-05-23,18,ECDC,2022-08-12
Austria,AT,inc case,2020-05-23,263,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-05-30,11,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-05-30,11,ECDC,2024-09-06
Austria,AT,inc death,2020-05-30,15,ECDC,2022-08-12
Austria,AT,inc case,2020-05-30,195,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-06-06,14,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-06-06,14,ECDC,2024-09-06
Austria,AT,inc death,2020-06-06,15,ECDC,2022-08-12
Austria,AT,inc case,2020-06-06,228,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-06-13,15,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-06-13,15,ECDC,2024-09-06
Austria,AT,inc death,2020-06-13,16,ECDC,2022-08-12
Austria,AT,inc case,2020-06-13,172,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-06-20,1,ECDC,2024-01-26
Austria,AT,inc death,2020-06-20,17,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-06-20,18,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-06-20,18,ECDC,2024-09-06
Austria,AT,inc case,2020-06-20,248,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-06-27,2,ECDC,2024-01-26
Austria,AT,inc death,2020-06-27,17,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-06-27,20,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-06-27,20,ECDC,2024-09-06
Austria,AT,inc case,2020-06-27,334,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-07-04,7,ECDC,2024-01-26
Austria,AT,inc death,2020-07-04,9,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-07-04,37,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-07-04,37,ECDC,2024-09-06
Austria,AT,inc case,2020-07-04,641,ECDC,2022-08-12
Austria,AT,inc death,2020-07-11,7,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-07-11,7,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-07-11,42,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-07-11,42,ECDC,2024-09-06
Austria,AT,inc case,2020-07-11,596,ECDC,2022-08-12
Austria,AT,inc death,2020-07-18,10,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-07-18,13,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-07-18,48,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-07-18,48,ECDC,2024-09-06
Austria,AT,inc case,2020-07-18,784,ECDC,2022-08-12
Austria,AT,inc death,2020-07-25,8,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-07-25,9,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-07-25,35,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-07-25,35,ECDC,2024-09-06
Austria,AT,inc case,2020-07-25,872,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-08-01,12,ECDC,2024-01-26
Austria,AT,inc death,2020-08-01,17,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-08-01,30,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-08-01,30,ECDC,2024-09-06
Austria,AT,inc case,2020-08-01,796,ECDC,2022-08-12
Austria,AT,inc death,2020-08-08,12,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-08-08,13,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-08-08,41,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-08-08,41,ECDC,2024-09-06
Austria,AT,inc case,2020-08-08,720,ECDC,2022-08-12
Austria,AT,inc death,2020-08-15,10,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-08-15,16,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-08-15,49,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-08-15,49,ECDC,2024-09-06
Austria,AT,inc case,2020-08-15,1460,ECDC,2022-08-12
Austria,AT,inc death,2020-08-22,13,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-08-22,21,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-08-22,50,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-08-22,50,ECDC,2024-09-06
Austria,AT,inc case,2020-08-22,1913,ECDC,2022-08-12
Austria,AT,inc death,2020-08-29,6,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-08-29,13,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-08-29,42,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-08-29,42,ECDC,2024-09-06
Austria,AT,inc case,2020-08-29,1945,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-09-05,6,ECDC,2024-01-26
Austria,AT,inc death,2020-09-05,16,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-09-05,47,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-09-05,47,ECDC,2024-09-06
Austria,AT,inc case,2020-09-05,2265,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-09-12,13,ECDC,2024-01-26
Austria,AT,inc death,2020-09-12,15,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-09-12,95,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-09-12,95,ECDC,2024-09-06
Austria,AT,inc case,2020-09-12,3996,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-09-19,15,ECDC,2024-01-26
Austria,AT,inc death,2020-09-19,24,ECDC,2022-08-12
Austria,AT,inc hospitalization,2020-09-19,111,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2020-09-19,113,ECDC,2024-01-26
Austria,AT,inc case,2020-09-19,5215,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-09-26,20,ECDC,2024-01-26
Austria,AT,inc death,2020-09-26,34,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-09-26,133,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-09-26,133,ECDC,2024-09-06
Austria,AT,inc case,2020-09-26,4662,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-10-03,22,ECDC,2024-01-26
Austria,AT,inc death,2020-10-03,40,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-10-03,149,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-10-03,149,ECDC,2024-09-06
Austria,AT,inc case,2020-10-03,5612,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-10-10,45,ECDC,2024-01-26
Austria,AT,inc death,2020-10-10,71,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-10-10,211,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-10-10,211,ECDC,2024-09-06
Austria,AT,inc case,2020-10-10,7493,ECDC,2022-08-12
Austria,AT,tests,2020-10-10,124663,ECDC,2024-01-26
Austria,AT,inc death,2020-10-17,66,ECDC,2022-08-12
Austria,AT,ICUadmissions,2020-10-17,71,ECDC,2024-01-26
Austria,AT,hospitaladmissions,2020-10-17,310,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-10-17,310,ECDC,2024-09-06
Austria,AT,inc case,2020-10-17,9898,ECDC,2022-08-12
Austria,AT,tests,2020-10-17,129647,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-10-24,74,ECDC,2024-01-26
Austria,AT,inc death,2020-10-24,126,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-10-24,537,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-10-24,537,ECDC,2024-09-06
Austria,AT,inc case,2020-10-24,18301,ECDC,2022-08-12
Austria,AT,tests,2020-10-24,158997,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-10-31,93,ECDC,2024-01-26
Austria,AT,inc death,2020-10-31,261,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-10-31,761,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-10-31,761,ECDC,2024-09-06
Austria,AT,inc case,2020-10-31,31656,ECDC,2022-08-12
Austria,AT,tests,2020-10-31,167926,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-11-07,153,ECDC,2024-01-26
Austria,AT,inc death,2020-11-07,399,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-11-07,1207,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-11-07,1207,ECDC,2024-09-06
Austria,AT,inc case,2020-11-07,44780,ECDC,2022-08-12
Austria,AT,tests,2020-11-07,199567,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-11-14,251,ECDC,2024-01-26
Austria,AT,inc death,2020-11-14,622,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-11-14,1452,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-11-14,1452,ECDC,2024-09-06
Austria,AT,inc case,2020-11-14,47845,ECDC,2022-08-12
Austria,AT,tests,2020-11-14,215044,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-11-21,210,ECDC,2024-01-26
Austria,AT,inc death,2020-11-21,770,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-11-21,1432,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-11-21,1432,ECDC,2024-09-06
Austria,AT,inc case,2020-11-21,40692,ECDC,2022-08-12
Austria,AT,tests,2020-11-21,207745,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-11-28,208,ECDC,2024-01-26
Austria,AT,inc death,2020-11-28,857,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-11-28,1254,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-11-28,1254,ECDC,2024-09-06
Austria,AT,inc case,2020-11-28,31126,ECDC,2022-08-12
Austria,AT,tests,2020-11-28,196461,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-12-05,186,ECDC,2024-01-26
Austria,AT,inc death,2020-12-05,929,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-12-05,1170,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-12-05,1170,ECDC,2024-09-06
Austria,AT,inc case,2020-12-05,23060,ECDC,2022-08-12
Austria,AT,tests,2020-12-05,163770,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-12-12,174,ECDC,2024-01-26
Austria,AT,inc death,2020-12-12,852,ECDC,2022-08-12
Austria,AT,inc hospitalization,2020-12-12,1051,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2020-12-12,1053,ECDC,2024-01-26
Austria,AT,inc case,2020-12-12,18696,ECDC,2022-08-12
Austria,AT,tests,2020-12-12,162984,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-12-19,122,ECDC,2024-01-26
Austria,AT,inc death,2020-12-19,710,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-12-19,776,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-12-19,776,ECDC,2024-09-06
Austria,AT,inc case,2020-12-19,14849,ECDC,2022-08-12
Austria,AT,tests,2020-12-19,185766,ECDC,2024-01-26
Austria,AT,ICUadmissions,2020-12-26,121,ECDC,2024-01-26
Austria,AT,inc death,2020-12-26,616,ECDC,2022-08-12
Austria,AT,hospitaladmissions,2020-12-26,670,ECDC,2024-01-26
Austria,AT,inc hospitalization,2020-12-26,670,ECDC,2024-09-06
Austria,AT,inc case,2020-12-26,13473,ECDC,2022-08-12
Austria,AT,tests,2020-12-26,163961,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-01-02,112,ECDC,2024-01-26
Austria,AT,inc death,2021-01-02,518,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-01-02,693,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-01-02,695,ECDC,2024-01-26
Austria,AT,inc case,2021-01-02,14935,ECDC,2022-08-12
Austria,AT,tests,2021-01-02,127657,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-01-09,125,ECDC,2024-01-26
Austria,AT,inc death,2021-01-09,437,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-01-09,702,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-01-09,714,ECDC,2024-01-26
Austria,AT,inc case,2021-01-09,14573,ECDC,2022-08-12
Austria,AT,tests,2021-01-09,137035,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-01-16,124,ECDC,2024-01-26
Austria,AT,inc death,2021-01-16,451,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-01-16,606,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-01-16,666,ECDC,2024-01-26
Austria,AT,inc case,2021-01-16,10947,ECDC,2022-08-12
Austria,AT,tests,2021-01-16,911735,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-01-23,150,ECDC,2024-01-26
Austria,AT,inc death,2021-01-23,402,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-01-23,559,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-01-23,609,ECDC,2024-01-26
Austria,AT,inc case,2021-01-23,10481,ECDC,2022-08-12
Austria,AT,tests,2021-01-23,1144351,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-01-30,137,ECDC,2024-01-26
Austria,AT,inc death,2021-01-30,370,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-01-30,538,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-01-30,610,ECDC,2024-01-26
Austria,AT,inc case,2021-01-30,9624,ECDC,2022-08-12
Austria,AT,tests,2021-01-30,655713,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-02-06,90,ECDC,2024-01-26
Austria,AT,inc death,2021-02-06,298,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-02-06,442,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-02-06,536,ECDC,2024-01-26
Austria,AT,inc case,2021-02-06,9161,ECDC,2022-08-12
Austria,AT,tests,2021-02-06,960284,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-02-13,113,ECDC,2024-01-26
Austria,AT,inc death,2021-02-13,255,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-02-13,396,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-02-13,480,ECDC,2024-01-26
Austria,AT,inc case,2021-02-13,9540,ECDC,2022-08-12
Austria,AT,tests,2021-02-13,1477892,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-02-20,146,ECDC,2024-01-26
Austria,AT,inc death,2021-02-20,219,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-02-20,409,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-02-20,521,ECDC,2024-01-26
Austria,AT,inc case,2021-02-20,11738,ECDC,2022-08-12
Austria,AT,tests,2021-02-20,1500910,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-02-27,137,ECDC,2024-01-26
Austria,AT,inc death,2021-02-27,224,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-02-27,440,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-02-27,636,ECDC,2024-01-26
Austria,AT,inc case,2021-02-27,14310,ECDC,2022-08-12
Austria,AT,tests,2021-02-27,1582385,ECDC,2024-01-26
Austria,AT,inc death,2021-03-06,190,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-03-06,214,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-03-06,531,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-03-06,828,ECDC,2024-01-26
Austria,AT,inc case,2021-03-06,16350,ECDC,2022-08-12
Austria,AT,tests,2021-03-06,1651867,ECDC,2024-01-26
Austria,AT,inc death,2021-03-13,215,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-03-13,241,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-03-13,615,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-03-13,879,ECDC,2024-01-26
Austria,AT,inc case,2021-03-13,18326,ECDC,2022-08-12
Austria,AT,tests,2021-03-13,1829934,ECDC,2024-01-26
Austria,AT,inc death,2021-03-20,247,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-03-20,289,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-03-20,698,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-03-20,1051,ECDC,2024-01-26
Austria,AT,inc case,2021-03-20,21152,ECDC,2022-08-12
Austria,AT,tests,2021-03-20,1991339,ECDC,2024-01-26
Austria,AT,inc death,2021-03-27,216,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-03-27,290,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-03-27,681,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-03-27,997,ECDC,2024-01-26
Austria,AT,inc case,2021-03-27,22406,ECDC,2022-08-12
Austria,AT,tests,2021-03-27,2081325,ECDC,2024-01-26
Austria,AT,inc death,2021-04-03,271,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-04-03,279,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-04-03,671,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-04-03,984,ECDC,2024-01-26
Austria,AT,inc case,2021-04-03,20880,ECDC,2022-08-12
Austria,AT,inc death,2021-04-10,252,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-04-10,257,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-04-10,611,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-04-10,851,ECDC,2024-01-26
Austria,AT,inc case,2021-04-10,17722,ECDC,2022-08-12
Austria,AT,tests,2021-04-10,2067620,ECDC,2024-01-26
Austria,AT,inc death,2021-04-17,243,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-04-17,256,ECDC,2024-01-26
Austria,AT,inc hospitalization,2021-04-17,578,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-04-17,766,ECDC,2024-01-26
Austria,AT,inc case,2021-04-17,16928,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-04-24,176,ECDC,2024-01-26
Austria,AT,inc death,2021-04-24,200,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-04-24,441,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-04-24,621,ECDC,2024-01-26
Austria,AT,inc case,2021-04-24,15187,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-05-01,167,ECDC,2024-01-26
Austria,AT,inc death,2021-05-01,191,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-05-01,346,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-05-01,486,ECDC,2024-01-26
Austria,AT,inc case,2021-05-01,12781,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-05-08,104,ECDC,2024-01-26
Austria,AT,inc death,2021-05-08,157,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-05-08,260,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-05-08,390,ECDC,2024-01-26
Austria,AT,inc case,2021-05-08,8914,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-05-15,54,ECDC,2024-01-26
Austria,AT,inc death,2021-05-15,104,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-05-15,184,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-05-15,262,ECDC,2024-01-26
Austria,AT,inc case,2021-05-15,5776,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-05-22,46,ECDC,2024-01-26
Austria,AT,inc death,2021-05-22,73,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-05-22,115,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-05-22,169,ECDC,2024-01-26
Austria,AT,inc case,2021-05-22,4182,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-05-29,31,ECDC,2024-01-26
Austria,AT,inc death,2021-05-29,72,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-05-29,78,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-05-29,106,ECDC,2024-01-26
Austria,AT,inc case,2021-05-29,3173,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-06-05,22,ECDC,2024-01-26
Austria,AT,inc death,2021-06-05,47,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-06-05,71,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-06-05,93,ECDC,2024-01-26
Austria,AT,inc case,2021-06-05,2426,ECDC,2022-08-12
Austria,AT,tests,2021-06-05,4859495,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-06-12,20,ECDC,2024-01-26
Austria,AT,inc death,2021-06-12,36,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-06-12,57,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-06-12,79,ECDC,2024-01-26
Austria,AT,inc case,2021-06-12,1685,ECDC,2022-08-12
Austria,AT,tests,2021-06-12,5649558,ECDC,2024-01-26
Austria,AT,ICUadmissions,2021-06-19,19,ECDC,2024-01-26
Austria,AT,inc death,2021-06-19,32,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-06-19,36,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-06-19,42,ECDC,2024-01-26
Austria,AT,inc case,2021-06-19,1001,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-06-26,8,ECDC,2024-01-26
Austria,AT,inc death,2021-06-26,19,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-06-26,34,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-06-26,42,ECDC,2024-01-26
Austria,AT,inc case,2021-06-26,681,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-07-03,14,ECDC,2024-01-26
Austria,AT,inc death,2021-07-03,23,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-07-03,25,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-07-03,33,ECDC,2024-01-26
Austria,AT,inc case,2021-07-03,632,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-07-10,8,ECDC,2024-01-26
Austria,AT,inc death,2021-07-10,11,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-07-10,23,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-07-10,29,ECDC,2024-01-26
Austria,AT,inc case,2021-07-10,1093,ECDC,2022-08-12
Austria,AT,ICUadmissions,2021-07-17,11,ECDC,2024-01-26
Austria,AT,inc death,2021-07-17,13,ECDC,2022-08-12
Austria,AT,inc hospitalization,2021-07-17,37,ECDC,2024-09-06
Austria,AT,hospitaladmissions,2021-07-17,49,ECDC,2024-01-26
Austria,AT,inc case,2021-07-17,2204,ECDC,2022-08-12
Austria,AT,inc death,2021-07-24,15,ECDC,2022-08-12
