"forecast_date","target","target_end_date","location","type","quantile","value","forecast_date","target","target_end_date","location","type","quantile","value","scenario_id"
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.99,48960,2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.99,2035893,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.01,1868,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.01,112046,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.025,1873,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.025,114653,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.05,1881,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.05,117245,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.1,1888,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.1,119452,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.15,1892,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.15,121470,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.2,1896,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.2,122930,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.25,1899,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.25,124290,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.3,1902,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.3,125284,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.35,1905,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.35,126274,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.4,1907,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.4,127214,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.45,1910,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.45,128130,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.5,1912,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.5,129039,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.55,1914,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.55,130011,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.6,1916,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.6,130855,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.65,1919,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.65,131786,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.7,1922,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.7,133061,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.75,1924,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.75,134128,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.8,1928,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.8,135203,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.85,1932,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.85,136513,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.9,1936,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.9,138448,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.95,1942,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.95,140580,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.975,1949,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.975,143478,"forecast"
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.99,1958,2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.99,146850,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","point",NA,51067,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","point",NA,2183692,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","point",NA,2152,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","point",NA,165790,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.01,50990,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.01,2154623,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.025,50998,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.025,2158616,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.05,51010,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.05,2163283,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.1,51020,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.1,2168303,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.15,51028,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.15,2170698,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.2,51034,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.2,2173606,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.25,51041,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.25,2175534,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.3,51047,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.3,2177642,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.35,51053,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.35,2179555,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.4,51058,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.4,2180888,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.45,51062,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.45,2182407,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.5,51067,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.5,2183692,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.55,51070,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.55,2185204,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.6,51075,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.6,2186871,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.65,51079,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.65,2188243,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.7,51084,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.7,2190122,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.75,51089,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.75,2191585,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.8,51096,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.8,2193404,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.85,51103,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.85,2196333,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.9,51113,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.9,2200313,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.95,51127,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.95,2203901,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.975,51142,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.975,2207727,"forecast"
2021-03-15,"2 wk ahead cum death",2021-03-27,"PL","quantile",0.99,51154,2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.99,2212526,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.01,2090,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.01,141076,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.025,2096,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.025,146788,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.05,2104,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.05,149368,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.1,2114,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.1,152274,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.15,2122,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.15,155140,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.2,2127,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.2,157150,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.25,2132,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.25,158889,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.3,2136,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.3,160496,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.35,2141,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.35,161821,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.4,2145,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.4,163168,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.45,2148,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.45,164633,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.5,2152,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.5,165790,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.55,2156,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.55,166744,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.6,2159,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.6,168153,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.65,2163,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.65,169638,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.7,2167,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.7,170924,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.75,2172,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.75,172140,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.8,2177,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.8,173708,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.85,2182,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.85,175921,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.9,2191,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.9,178690,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.95,2204,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.95,182472,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.975,2214,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.975,185123,"forecast"
2021-03-15,"2 wk ahead inc death",2021-03-27,"PL","quantile",0.99,2232,2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.99,187578,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","point",NA,53418,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","point",NA,2380646,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","point",NA,2352,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","point",NA,197419,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.01,53268,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.01,2338894,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.025,53290,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.025,2344747,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.05,53308,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.05,2352819,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.1,53335,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.1,2359358,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.15,53350,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.15,2363952,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.2,53363,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.2,2367053,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.25,53372,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.25,2370050,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.3,53383,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.3,2372772,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.35,53392,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.35,2375038,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.4,53400,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.4,2377082,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.45,53409,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.45,2378877,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.5,53418,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.5,2380646,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.55,53425,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.55,2383204,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.6,53436,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.6,2385050,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.65,53444,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.65,2387748,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.7,53454,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.7,2390838,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.75,53463,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.75,2393407,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.8,53475,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.8,2396643,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.85,53490,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.85,2399755,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.9,53508,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.9,2403709,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.95,53532,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.95,2411898,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.975,53556,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.975,2417700,"forecast"
2021-03-15,"3 wk ahead cum death",2021-04-03,"PL","quantile",0.99,53583,2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.99,2423050,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.01,2235,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.01,169106,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.025,2245,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.025,173079,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.05,2266,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.05,177846,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.1,2287,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.1,182411,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.15,2300,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.15,185249,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.2,2310,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.2,187065,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.25,2319,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.25,188928,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.3,2326,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.3,190747,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.35,2332,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.35,192636,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.4,2339,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.4,194080,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.45,2346,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.45,195839,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.5,2352,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.5,197419,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.55,2359,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.55,199385,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.6,2365,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.6,200762,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.65,2371,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.65,202683,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.7,2378,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.7,204644,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.75,2387,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.75,206613,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.8,2397,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.8,208629,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.85,2406,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.85,210771,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.9,2419,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.9,214006,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.95,2437,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.95,218469,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.975,2459,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.975,222932,"forecast"
2021-03-15,"3 wk ahead inc death",2021-04-03,"PL","quantile",0.99,2481,2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","quantile",0.99,226938,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","point",NA,55918,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","point",NA,2604418,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","point",NA,2498,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","point",NA,222333,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.01,55532,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.01,2548689,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.025,55598,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.025,2557463,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.05,55644,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.05,2565457,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.1,55713,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.1,2572708,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.15,55754,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.15,2578261,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.2,55780,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.2,2583045,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.25,55813,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.25,2587218,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.3,55837,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.3,2590420,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.35,55859,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.35,2594354,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.4,55879,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.4,2598290,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.45,55898,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.45,2601668,"forecast"
