"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"AT",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,82,"forecast"
"AT",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,87,"forecast"
"AT",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,94,"forecast"
"AT",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,100,"forecast"
"AT",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,103,"forecast"
"AT",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,102,"forecast"
"AT",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,97,"forecast"
"CZ",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,141423,"forecast"
"CZ",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,120296,"forecast"
"CZ",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,110245,"forecast"
"CZ",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,107563,"forecast"
"CZ",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,112341,"forecast"
"CZ",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,125134,"forecast"
"CZ",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,146128,"forecast"
"CZ",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,175828,"forecast"
"CZ",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,214846,"forecast"
"CZ",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,260461,"forecast"
"CZ",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,303751,"forecast"
"CZ",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,330741,"forecast"
"CZ",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,329693,"forecast"
"CZ",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,300133,"forecast"
"CZ",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,257169,"forecast"
"CZ",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,218636,"forecast"
"CZ",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,192170,"forecast"
"CZ",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,177500,"forecast"
"CZ",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,173269,"forecast"
"CZ",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,317,"forecast"
"CZ",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,271,"forecast"
"CZ",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,240,"forecast"
"CZ",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,223,"forecast"
"CZ",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,219,"forecast"
"CZ",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,224,"forecast"
"CZ",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,238,"forecast"
"CZ",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,257,"forecast"
"CZ",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,280,"forecast"
"CZ",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,301,"forecast"
"CZ",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,312,"forecast"
"CZ",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,303,"forecast"
"CZ",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,277,"forecast"
"CZ",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,250,"forecast"
"CZ",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,233,"forecast"
"CZ",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,229,"forecast"
"CZ",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,237,"forecast"
"CZ",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,248,"forecast"
"CZ",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,256,"forecast"
"DK",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,145678,"forecast"
"DK",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,111609,"forecast"
"DK",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,108528,"forecast"
"DK",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,126936,"forecast"
"DK",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,150188,"forecast"
"DK",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,155481,"forecast"
"DK",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,137952,"forecast"
"DK",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,115518,"forecast"
"DK",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,101651,"forecast"
"DK",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,97884,"forecast"
"DK",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,100954,"forecast"
"DK",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,106477,"forecast"
"DK",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,110134,"forecast"
"DK",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,109443,"forecast"
"DK",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,104708,"forecast"
"DK",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,98181,"forecast"
"DK",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,91687,"forecast"
"DK",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,86252,"forecast"
"DK",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,82332,"forecast"
"DK",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,50,"forecast"
"DK",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,47,"forecast"
"DK",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,44,"forecast"
"DK",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,41,"forecast"
"DK",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,40,"forecast"
"DK",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,39,"forecast"
"DK",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,39,"forecast"
"DK",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,41,"forecast"
"DK",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,43,"forecast"
"DK",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,45,"forecast"
"DK",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,48,"forecast"
"DK",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,51,"forecast"
"DK",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,55,"forecast"
"DK",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,57,"forecast"
"DK",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,59,"forecast"
"DK",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,58,"forecast"
"DK",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,56,"forecast"
"DK",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,54,"forecast"
"DK",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,54,"forecast"
"FI",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,54619,"forecast"
"FI",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,68238,"forecast"
"FI",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,89157,"forecast"
"FI",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,118593,"forecast"
"FI",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,155338,"forecast"
"FI",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,191890,"forecast"
"FI",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,212952,"forecast"
"FI",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,206356,"forecast"
"FI",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,177710,"forecast"
"FI",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,144329,"forecast"
"FI",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,118780,"forecast"
"FI",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,104320,"forecast"
"FI",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,98726,"forecast"
"FI",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,98901,"forecast"
"FI",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,102400,"forecast"
"FI",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,107064,"forecast"
"FI",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,111042,"forecast"
"FI",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,113408,"forecast"
"FI",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,114692,"forecast"
"FI",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,52,"forecast"
"FI",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,53,"forecast"
"FI",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,54,"forecast"
"FI",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,55,"forecast"
"FI",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,56,"forecast"
"FI",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,57,"forecast"
"FI",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,59,"forecast"
"FI",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,61,"forecast"
"FI",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,61,"forecast"
"FI",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,59,"forecast"
"FI",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,57,"forecast"
"FI",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,55,"forecast"
"FI",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,54,"forecast"
"FI",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,55,"forecast"
"FI",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,56,"forecast"
"FI",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,56,"forecast"
"FI",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,55,"forecast"
"FI",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,54,"forecast"
"FI",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,53,"forecast"
"FR",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,906362,"forecast"
"FR",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,747259,"forecast"
"FR",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,695500,"forecast"
"FR",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,715757,"forecast"
"FR",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,805305,"forecast"
"FR",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,976690,"forecast"
"FR",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,1239195,"forecast"
"FR",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,1577246,"forecast"
"FR",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,1910035,"forecast"
"FR",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,2085041,"forecast"
"FR",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,1999644,"forecast"
"FR",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,1729020,"forecast"
"FR",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,1448283,"forecast"
"FR",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,1263131,"forecast"
"FR",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,1194353,"forecast"
"FR",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,1222877,"forecast"
"FR",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,1309854,"forecast"
"FR",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,1405946,"forecast"
"FR",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,1461743,"forecast"
"FR",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,729,"forecast"
"FR",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,732,"forecast"
"FR",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,759,"forecast"
"FR",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,781,"forecast"
"FR",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,774,"forecast"
"FR",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,717,"forecast"
"FR",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,625,"forecast"
"FR",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,533,"forecast"
"FR",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,464,"forecast"
"FR",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,432,"forecast"
"FR",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,433,"forecast"
"FR",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,463,"forecast"
"FR",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,519,"forecast"
"FR",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,596,"forecast"
"FR",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,676,"forecast"
"FR",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,732,"forecast"
"FR",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,741,"forecast"
"FR",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,706,"forecast"
"FR",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,653,"forecast"
"DE",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,1334959,"forecast"
"DE",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,1433129,"forecast"
"DE",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,1558872,"forecast"
"DE",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,1697154,"forecast"
"DE",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,1845736,"forecast"
"DE",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,2004464,"forecast"
"DE",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,2144310,"forecast"
"DE",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,2228023,"forecast"
"DE",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,2229881,"forecast"
"DE",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,2143779,"forecast"
"DE",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,1995106,"forecast"
"DE",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,1830156,"forecast"
"DE",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,1698813,"forecast"
"DE",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,1626921,"forecast"
"DE",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,1614710,"forecast"
"DE",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,1661649,"forecast"
"DE",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,1751251,"forecast"
"DE",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,1850434,"forecast"
"DE",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,1934657,"forecast"
"DE",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,2068,"forecast"
"DE",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,2114,"forecast"
"DE",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,2197,"forecast"
"DE",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,2283,"forecast"
"DE",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,2342,"forecast"
"DE",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,2355,"forecast"
"DE",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,2317,"forecast"
"DE",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,2207,"forecast"
"DE",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,2020,"forecast"
"DE",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,1815,"forecast"
"DE",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,1657,"forecast"
"DE",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,1577,"forecast"
"DE",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,1573,"forecast"
"DE",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,1631,"forecast"
"DE",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,1724,"forecast"
"DE",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,1814,"forecast"
"DE",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,1864,"forecast"
"DE",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,1860,"forecast"
"DE",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,1814,"forecast"
"GR",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,120597,"forecast"
"GR",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,130744,"forecast"
"GR",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,149977,"forecast"
"GR",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,179532,"forecast"
"GR",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,219648,"forecast"
"GR",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,267123,"forecast"
"GR",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,312719,"forecast"
"GR",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,341421,"forecast"
"GR",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,340110,"forecast"
"GR",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,310844,"forecast"
"GR",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,270670,"forecast"
"GR",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,236773,"forecast"
"GR",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,215556,"forecast"
"GR",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,209895,"forecast"
"GR",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,214775,"forecast"
"GR",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,225644,"forecast"
"GR",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,236480,"forecast"
"GR",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,241532,"forecast"
"GR",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,238003,"forecast"
"GR",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,378,"forecast"
"GR",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,389,"forecast"
"GR",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,396,"forecast"
"GR",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,394,"forecast"
"GR",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,378,"forecast"
"GR",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,346,"forecast"
"GR",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,304,"forecast"
"GR",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,268,"forecast"
"GR",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,243,"forecast"
"GR",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,233,"forecast"
"GR",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,234,"forecast"
"GR",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,244,"forecast"
"GR",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,260,"forecast"
"GR",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,278,"forecast"
"GR",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,292,"forecast"
"GR",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,300,"forecast"
"GR",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,298,"forecast"
"GR",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,289,"forecast"
"GR",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,276,"forecast"
"HU",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,53193,"forecast"
"HU",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,43308,"forecast"
"HU",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,37754,"forecast"
"HU",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,35056,"forecast"
"HU",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,34706,"forecast"
"HU",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,36767,"forecast"
"HU",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,41589,"forecast"
"HU",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,50075,"forecast"
"HU",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,63709,"forecast"
"HU",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,84796,"forecast"
"HU",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,116388,"forecast"
"HU",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,160817,"forecast"
"HU",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,217043,"forecast"
"HU",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,277496,"forecast"
"HU",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,324550,"forecast"
"HU",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,341490,"forecast"
"HU",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,317936,"forecast"
"HU",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,224242,"forecast"
"HU",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,137543,"forecast"
"HU",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,1045,"forecast"
"HU",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,1040,"forecast"
"HU",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,885,"forecast"
"HU",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,632,"forecast"
"HU",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,403,"forecast"
"HU",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,257,"forecast"
"HU",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,191,"forecast"
"HU",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,196,"forecast"
"HU",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,263,"forecast"
"HU",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,378,"forecast"
"HU",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,543,"forecast"
"HU",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,764,"forecast"
"HU",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,989,"forecast"
"HU",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,1103,"forecast"
"HU",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,1021,"forecast"
"HU",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,784,"forecast"
"HU",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,523,"forecast"
"HU",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,352,"forecast"
"HU",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,289,"forecast"
"IE",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,30007,"forecast"
"IE",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,33358,"forecast"
"IE",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,40008,"forecast"
"IE",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,51026,"forecast"
"IE",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,68002,"forecast"
"IE",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,92253,"forecast"
"IE",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,122835,"forecast"
"IE",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,153291,"forecast"
"IE",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,171158,"forecast"
"IE",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,166680,"forecast"
"IE",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,144160,"forecast"
"IE",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,117802,"forecast"
"IE",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,97924,"forecast"
"IE",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,87043,"forecast"
