"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"AT",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,57,"forecast"
"AT",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,66,"forecast"
"AT",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,74,"forecast"
"AT",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,77,"forecast"
"AT",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,76,"forecast"
"AT",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,69,"forecast"
"AT",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,59,"forecast"
"AT",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,48,"forecast"
"AT",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,37,"forecast"
"AT",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,28,"forecast"
"AT",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,21,"forecast"
"AT",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,16,"forecast"
"CZ",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,67406,"forecast"
"CZ",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,32947,"forecast"
"CZ",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,15814,"forecast"
"CZ",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,9434,"forecast"
"CZ",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,7595,"forecast"
"CZ",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,8400,"forecast"
"CZ",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,10088,"forecast"
"CZ",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,11975,"forecast"
"CZ",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,14210,"forecast"
"CZ",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,16859,"forecast"
"CZ",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,19998,"forecast"
"CZ",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,23715,"forecast"
"CZ",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,28115,"forecast"
"CZ",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,33318,"forecast"
"CZ",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,39468,"forecast"
"CZ",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,46727,"forecast"
"CZ",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,55285,"forecast"
"CZ",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,65358,"forecast"
"CZ",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,74041,"forecast"
"CZ",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,144,"forecast"
"CZ",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,170,"forecast"
"CZ",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,197,"forecast"
"CZ",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,208,"forecast"
"CZ",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,192,"forecast"
"CZ",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,155,"forecast"
"CZ",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,113,"forecast"
"CZ",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,79,"forecast"
"CZ",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,61,"forecast"
"CZ",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,58,"forecast"
"CZ",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,66,"forecast"
"CZ",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,79,"forecast"
"CZ",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,93,"forecast"
"CZ",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,111,"forecast"
"CZ",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,131,"forecast"
"CZ",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,155,"forecast"
"CZ",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,183,"forecast"
"CZ",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,205,"forecast"
"CZ",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,204,"forecast"
"DK",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,51782,"forecast"
"DK",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,60194,"forecast"
"DK",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,70658,"forecast"
"DK",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,82710,"forecast"
"DK",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,91524,"forecast"
"DK",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,85606,"forecast"
"DK",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,69578,"forecast"
"DK",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,50226,"forecast"
"DK",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,35067,"forecast"
"DK",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,26743,"forecast"
"DK",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,25013,"forecast"
"DK",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,29728,"forecast"
"DK",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,35007,"forecast"
"DK",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,41249,"forecast"
"DK",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,48496,"forecast"
"DK",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,56886,"forecast"
"DK",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,66532,"forecast"
"DK",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,76663,"forecast"
"DK",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,80444,"forecast"
"DK",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,59,"forecast"
"DK",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,69,"forecast"
"DK",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,76,"forecast"
"DK",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,78,"forecast"
"DK",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,73,"forecast"
"DK",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,62,"forecast"
"DK",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,49,"forecast"
"DK",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,38,"forecast"
"DK",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,32,"forecast"
"DK",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,28,"forecast"
"DK",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,24,"forecast"
"DK",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,20,"forecast"
"DK",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,17,"forecast"
"DK",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,14,"forecast"
"DK",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,11,"forecast"
"DK",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,9,"forecast"
"DK",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,8,"forecast"
"DK",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,7,"forecast"
"DK",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,6,"forecast"
"FI",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,0,"forecast"
"FI",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,0,"forecast"
"FI",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,0,"forecast"
"FR",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,334739,"forecast"
"FR",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,403698,"forecast"
"FR",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,476125,"forecast"
"FR",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,561303,"forecast"
"FR",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,652404,"forecast"
"FR",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,654164,"forecast"
"FR",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,562636,"forecast"
"FR",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,420370,"forecast"
"FR",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,289052,"forecast"
"FR",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,205889,"forecast"
"FR",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,172004,"forecast"
"FR",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,188078,"forecast"
"FR",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,225627,"forecast"
"FR",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,266929,"forecast"
"FR",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,315565,"forecast"
"FR",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,372741,"forecast"
"FR",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,439769,"forecast"
"FR",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,518107,"forecast"
"FR",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,609304,"forecast"
"FR",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,682,"forecast"
"FR",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,805,"forecast"
"FR",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,946,"forecast"
"FR",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,1076,"forecast"
"FR",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,1103,"forecast"
"FR",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,988,"forecast"
"FR",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,779,"forecast"
"FR",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,563,"forecast"
"FR",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,405,"forecast"
"FR",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,330,"forecast"
"FR",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,334,"forecast"
"FR",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,385,"forecast"
"FR",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,445,"forecast"
"FR",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,491,"forecast"
"FR",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,512,"forecast"
"FR",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,506,"forecast"
"FR",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,476,"forecast"
"FR",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,435,"forecast"
"FR",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,397,"forecast"
"DE",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,296087,"forecast"
"DE",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,330884,"forecast"
"DE",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,394190,"forecast"
"DE",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,466446,"forecast"
"DE",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,550974,"forecast"
"DE",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,650060,"forecast"
"DE",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,765818,"forecast"
"DE",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,887801,"forecast"
"DE",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,886792,"forecast"
"DE",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,760598,"forecast"
"DE",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,567526,"forecast"
"DE",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,390841,"forecast"
"DE",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,279626,"forecast"
"DE",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,235137,"forecast"
"DE",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,258698,"forecast"
"DE",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,309866,"forecast"
"DE",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,366522,"forecast"
"DE",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,433092,"forecast"
"DE",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,511255,"forecast"
"DE",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,626,"forecast"
"DE",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,741,"forecast"
"DE",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,875,"forecast"
"DE",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,1032,"forecast"
"DE",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,1216,"forecast"
"DE",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,1417,"forecast"
"DE",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,1571,"forecast"
"DE",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,1584,"forecast"
"DE",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,1412,"forecast"
"DE",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,1121,"forecast"
"DE",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,829,"forecast"
"DE",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,620,"forecast"
"DE",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,504,"forecast"
"DE",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,432,"forecast"
"DE",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,376,"forecast"
"DE",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,330,"forecast"
"DE",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,291,"forecast"
"DE",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,257,"forecast"
"DE",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,229,"forecast"
"GR",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,30720,"forecast"
"GR",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,25308,"forecast"
"GR",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,23729,"forecast"
"GR",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,25335,"forecast"
"GR",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,30335,"forecast"
"GR",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,35861,"forecast"
"GR",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,42461,"forecast"
"GR",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,50240,"forecast"
"GR",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,57461,"forecast"
"GR",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,55545,"forecast"
"GR",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,46078,"forecast"
"GR",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,33296,"forecast"
"GR",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,22593,"forecast"
"GR",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,16332,"forecast"
"GR",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,14260,"forecast"
"GR",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,16426,"forecast"
"GR",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,19566,"forecast"
"GR",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,23222,"forecast"
"GR",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,27524,"forecast"
"GR",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,91,"forecast"
"GR",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,108,"forecast"
"GR",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,128,"forecast"
"GR",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,151,"forecast"
"GR",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,179,"forecast"
"GR",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,212,"forecast"
"GR",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,251,"forecast"
"GR",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,283,"forecast"
"GR",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,286,"forecast"
"GR",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,251,"forecast"
"GR",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,194,"forecast"
"GR",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,137,"forecast"
"GR",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,98,"forecast"
"GR",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,80,"forecast"
"GR",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,75,"forecast"
"GR",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,70,"forecast"
"GR",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,62,"forecast"
"GR",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,53,"forecast"
"GR",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,45,"forecast"
"HU",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,0,"forecast"
"HU",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,0,"forecast"
"HU",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,0,"forecast"
"IE",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,28258,"forecast"
"IE",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,34208,"forecast"
"IE",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,40171,"forecast"
"IE",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,47234,"forecast"
"IE",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,55323,"forecast"
"IE",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,58148,"forecast"
"IE",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,52183,"forecast"
"IE",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,40650,"forecast"
"IE",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,28583,"forecast"
"IE",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,20125,"forecast"
"IE",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,16041,"forecast"
"IE",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,16224,"forecast"
"IE",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,19672,"forecast"
"IE",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,23130,"forecast"
"IE",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,27291,"forecast"
