location_name,location,indicator,date,value,source,snapshot_date
Belgium,BE,Weekly new hospital admissions,2020-06-20,134,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-21,130,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-22,132,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-23,117,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-24,114,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-25,114,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-26,111,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-27,109,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-28,104,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-29,104,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-06-30,109,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-01,102,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-02,94,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-03,82,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-04,82,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-05,82,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-06,78,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-07,78,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-08,78,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-09,76,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-10,76,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-11,71,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-12,71,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-13,70,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-14,71,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-15,73,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-16,75,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-17,80,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-18,96,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-19,107,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-20,112,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-21,102,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-22,114,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-23,134,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-24,157,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-25,156,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-26,153,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-27,167,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-28,200,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-29,212,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-30,209,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-07-31,194,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-01,197,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-02,211,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-03,212,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-04,191,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-05,206,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-06,209,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-07,223,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-08,232,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-09,226,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-10,238,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-11,270,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-12,255,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-13,268,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-14,268,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-15,273,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-16,279,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-17,259,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-18,242,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-19,246,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-20,230,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-21,228,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-22,211,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-23,200,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-24,196,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-25,173,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-26,155,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-27,146,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-28,134,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-29,116,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-30,112,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-08-31,113,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-01,129,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-02,134,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-03,126,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-04,129,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-05,137,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-06,140,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-07,148,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-08,162,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-09,160,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-10,176,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-11,185,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-12,204,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-13,228,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-14,236,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-15,244,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-16,266,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-17,286,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-18,313,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-19,336,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-20,345,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-21,372,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-22,398,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-23,426,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-24,470,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-25,486,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-26,482,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-27,483,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-28,496,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-29,511,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-09-30,526,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-01,523,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-02,524,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-03,549,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-04,589,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-05,606,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-06,628,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-07,684,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-08,725,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-09,801,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-10,887,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-11,937,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-12,1025,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-13,1136,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-14,1257,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-15,1418,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-16,1519,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-17,1719,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-18,1849,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-19,1944,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-20,2148,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-21,2319,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-22,2547,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-23,2912,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-24,3157,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-25,3415,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-26,3686,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-27,3965,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-28,4287,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-29,4455,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-30,4586,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-10-31,4683,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-01,4732,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-02,4799,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-03,4991,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-04,4907,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-05,4796,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-06,4654,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-07,4463,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-08,4300,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-09,4131,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-10,3850,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-11,3740,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-12,3577,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-13,3497,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-14,3442,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-15,3332,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-16,3174,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-17,2936,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-18,2729,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-19,2678,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-20,2475,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-21,2275,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-22,2185,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-23,2111,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-24,2036,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-25,1963,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-26,1857,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-27,1768,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-28,1732,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-29,1666,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-11-30,1578,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-01,1481,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-02,1434,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-03,1373,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-04,1360,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-05,1361,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-06,1363,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-07,1387,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-08,1394,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-09,1341,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-10,1352,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-11,1315,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-12,1274,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-13,1310,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-14,1288,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-15,1298,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-16,1314,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-17,1315,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-18,1332,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-19,1345,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-20,1291,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-21,1305,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-22,1299,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-23,1288,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-24,1291,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-25,1241,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-26,1138,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-27,1163,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-28,1174,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-29,1163,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-30,1132,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2020-12-31,1066,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-01,1065,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-02,1080,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-03,1059,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-04,1019,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-05,960,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-06,946,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-07,957,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-08,948,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-09,975,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-10,923,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-11,907,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-12,897,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-13,894,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-14,871,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-15,872,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-16,846,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-17,840,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-18,851,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-19,899,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-20,901,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-21,916,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-22,932,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-23,964,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-24,991,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-25,978,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-26,944,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-27,921,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-28,911,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-29,872,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-30,866,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-01-31,837,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-01,873,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-02,862,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-03,883,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-04,886,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-05,911,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-06,897,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-07,928,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-08,872,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-09,893,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-10,883,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-11,879,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-12,867,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-13,851,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-14,834,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-15,846,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-16,828,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-17,837,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-18,842,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-19,835,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-20,840,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-21,837,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-22,868,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-23,878,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-24,887,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-25,887,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-26,966,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-27,1010,OWID,2022-07-18
Belgium,BE,Weekly new hospital admissions,2021-02-28,1049,OWID,2022-07-18
