scenario_id,model,location,forecast_date,timezero,target,target_end_date,type,quantile,value
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,23814.75
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,67684.25
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,150529.875
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,3479.5
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,892.0
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,3084.0
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,3877.25
forecast,LANL-GrowthRate,DE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,4913.075
forecast,MIT_CovidAnalytics-DELPHI,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,MIT_CovidAnalytics-DELPHI,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,USC-SIkJalpha,DE,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,USC-SIkJalpha,DE,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,epiforecasts-EpiExpert,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,epiforecasts-EpiExpert,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,epiforecasts-EpiExpert_Rt,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,epiforecasts-EpiExpert_Rt,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,epiforecasts-EpiNow2,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,epiforecasts-EpiNow2,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,epiforecasts-EpiNow2_secondary,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,itwm-dSEIR,DE,2021-02-15,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,51903.0
forecast,itwm-dSEIR,DE,2021-02-15,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3439.0
forecast,LANL-GrowthRate,DK,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,2881.0
forecast,LANL-GrowthRate,DK,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,69.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,1567.5
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,448.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,801.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,3015.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,8100.175
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,59.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,15.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,48.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,65.0
forecast,LANL-GrowthRate,DK,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,82.0
forecast,LANL-GrowthRate,EE,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,4237.0
forecast,LANL-GrowthRate,EE,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,35.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,3370.5
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,1942.975
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,2796.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,4032.5
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,5569.075
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,39.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,14.95
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,35.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,41.0
forecast,LANL-GrowthRate,EE,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,53.0
forecast,LANL-GrowthRate,ES,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,114045.0
forecast,LANL-GrowthRate,ES,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,3361.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,215877.5
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,77362.65
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,159005.75
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,289146.5
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,464682.25
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,3218.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,2375.95
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,3001.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,3483.0
forecast,LANL-GrowthRate,ES,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,3879.05
forecast,LANL-GrowthRate,FI,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,2745.0
forecast,LANL-GrowthRate,FI,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,22.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,2872.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,1888.925
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,2492.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,3269.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,4178.125
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,28.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,6.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,23.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,35.0
forecast,LANL-GrowthRate,FI,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,57.0
forecast,LANL-GrowthRate,FR,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,87679.0
forecast,LANL-GrowthRate,FR,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,2003.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,107370.5
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.025,24506.3
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.25,59924.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.75,190912.5
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,quantile,0.975,449221.3
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,point,,3435.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.025,2363.725
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.25,3255.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.75,3609.0
forecast,LANL-GrowthRate,FR,2021-02-07,2021-02-08,1 wk ahead inc death,2021-02-13,quantile,0.975,4091.075
forecast,LANL-GrowthRate,GB,2021-02-14,2021-02-15,0 wk ahead inc case,2021-02-13,observed,,97271.0
forecast,LANL-GrowthRate,GB,2021-02-14,2021-02-15,0 wk ahead inc death,2021-02-13,observed,,4816.0
forecast,LANL-GrowthRate,GB,2021-02-07,2021-02-08,1 wk ahead inc case,2021-02-13,point,,92088.5
