location,type,quantile,target_end_date,forecast_date,target,value
PL,quantile,0.85,2021-05-29,2021-05-10,3 wk ahead inc case,25644
PL,quantile,0.9,2021-05-29,2021-05-10,3 wk ahead inc case,28591
PL,quantile,0.95,2021-05-29,2021-05-10,3 wk ahead inc case,34118
PL,quantile,0.975,2021-05-29,2021-05-10,3 wk ahead inc case,38360
PL,quantile,0.99,2021-05-29,2021-05-10,3 wk ahead inc case,46907
PL,quantile,0.01,2021-06-05,2021-05-10,4 wk ahead inc case,3248
PL,quantile,0.025,2021-06-05,2021-05-10,4 wk ahead inc case,4141
PL,quantile,0.05,2021-06-05,2021-05-10,4 wk ahead inc case,4873
PL,quantile,0.1,2021-06-05,2021-05-10,4 wk ahead inc case,6134
PL,quantile,0.15,2021-06-05,2021-05-10,4 wk ahead inc case,7218
PL,quantile,0.2,2021-06-05,2021-05-10,4 wk ahead inc case,8176
PL,quantile,0.25,2021-06-05,2021-05-10,4 wk ahead inc case,9100
PL,quantile,0.3,2021-06-05,2021-05-10,4 wk ahead inc case,10027
PL,quantile,0.35,2021-06-05,2021-05-10,4 wk ahead inc case,10861
PL,quantile,0.4,2021-06-05,2021-05-10,4 wk ahead inc case,11828
PL,quantile,0.45,2021-06-05,2021-05-10,4 wk ahead inc case,12778
PL,quantile,0.5,2021-06-05,2021-05-10,4 wk ahead inc case,13796
PL,quantile,0.55,2021-06-05,2021-05-10,4 wk ahead inc case,15002
PL,quantile,0.6,2021-06-05,2021-05-10,4 wk ahead inc case,16161
PL,quantile,0.65,2021-06-05,2021-05-10,4 wk ahead inc case,17477
PL,quantile,0.7,2021-06-05,2021-05-10,4 wk ahead inc case,19214
PL,quantile,0.75,2021-06-05,2021-05-10,4 wk ahead inc case,21182
PL,quantile,0.8,2021-06-05,2021-05-10,4 wk ahead inc case,23204
PL,quantile,0.85,2021-06-05,2021-05-10,4 wk ahead inc case,26483
PL,quantile,0.9,2021-06-05,2021-05-10,4 wk ahead inc case,30025
PL,quantile,0.95,2021-06-05,2021-05-10,4 wk ahead inc case,37186
PL,quantile,0.975,2021-06-05,2021-05-10,4 wk ahead inc case,45699
PL,quantile,0.99,2021-06-05,2021-05-10,4 wk ahead inc case,55556
BE,quantile,0.01,2021-05-15,2021-05-10,1 wk ahead inc case,16912
BE,quantile,0.025,2021-05-15,2021-05-10,1 wk ahead inc case,17428
BE,quantile,0.05,2021-05-15,2021-05-10,1 wk ahead inc case,17884
BE,quantile,0.1,2021-05-15,2021-05-10,1 wk ahead inc case,18425
BE,quantile,0.15,2021-05-15,2021-05-10,1 wk ahead inc case,18799
BE,quantile,0.2,2021-05-15,2021-05-10,1 wk ahead inc case,19101
BE,quantile,0.25,2021-05-15,2021-05-10,1 wk ahead inc case,19365
BE,quantile,0.3,2021-05-15,2021-05-10,1 wk ahead inc case,19605
BE,quantile,0.35,2021-05-15,2021-05-10,1 wk ahead inc case,19830
BE,quantile,0.4,2021-05-15,2021-05-10,1 wk ahead inc case,20045
BE,quantile,0.45,2021-05-15,2021-05-10,1 wk ahead inc case,20256
BE,quantile,0.5,2021-05-15,2021-05-10,1 wk ahead inc case,20466
BE,quantile,0.55,2021-05-15,2021-05-10,1 wk ahead inc case,20678
BE,quantile,0.6,2021-05-15,2021-05-10,1 wk ahead inc case,20896
BE,quantile,0.65,2021-05-15,2021-05-10,1 wk ahead inc case,21123
BE,quantile,0.7,2021-05-15,2021-05-10,1 wk ahead inc case,21365
BE,quantile,0.75,2021-05-15,2021-05-10,1 wk ahead inc case,21630
BE,quantile,0.8,2021-05-15,2021-05-10,1 wk ahead inc case,21928
BE,quantile,0.85,2021-05-15,2021-05-10,1 wk ahead inc case,22282
BE,quantile,0.9,2021-05-15,2021-05-10,1 wk ahead inc case,22734
BE,quantile,0.95,2021-05-15,2021-05-10,1 wk ahead inc case,23421
BE,quantile,0.975,2021-05-15,2021-05-10,1 wk ahead inc case,24034
BE,quantile,0.99,2021-05-15,2021-05-10,1 wk ahead inc case,24767
BE,quantile,0.01,2021-05-22,2021-05-10,2 wk ahead inc case,14358
BE,quantile,0.025,2021-05-22,2021-05-10,2 wk ahead inc case,15075
BE,quantile,0.05,2021-05-22,2021-05-10,2 wk ahead inc case,15720
BE,quantile,0.1,2021-05-22,2021-05-10,2 wk ahead inc case,16498
BE,quantile,0.15,2021-05-22,2021-05-10,2 wk ahead inc case,17045
BE,quantile,0.2,2021-05-22,2021-05-10,2 wk ahead inc case,17492
BE,quantile,0.25,2021-05-22,2021-05-10,2 wk ahead inc case,17886
BE,quantile,0.3,2021-05-22,2021-05-10,2 wk ahead inc case,18246
BE,quantile,0.35,2021-05-22,2021-05-10,2 wk ahead inc case,18587
BE,quantile,0.4,2021-05-22,2021-05-10,2 wk ahead inc case,18916
BE,quantile,0.45,2021-05-22,2021-05-10,2 wk ahead inc case,19240
BE,quantile,0.5,2021-05-22,2021-05-10,2 wk ahead inc case,19564
BE,quantile,0.55,2021-05-22,2021-05-10,2 wk ahead inc case,19894
BE,quantile,0.6,2021-05-22,2021-05-10,2 wk ahead inc case,20235
BE,quantile,0.65,2021-05-22,2021-05-10,2 wk ahead inc case,20593
BE,quantile,0.7,2021-05-22,2021-05-10,2 wk ahead inc case,20977
BE,quantile,0.75,2021-05-22,2021-05-10,2 wk ahead inc case,21400
BE,quantile,0.8,2021-05-22,2021-05-10,2 wk ahead inc case,21881
BE,quantile,0.85,2021-05-22,2021-05-10,2 wk ahead inc case,22456
BE,quantile,0.9,2021-05-22,2021-05-10,2 wk ahead inc case,23200
BE,quantile,0.95,2021-05-22,2021-05-10,2 wk ahead inc case,24348
BE,quantile,0.975,2021-05-22,2021-05-10,2 wk ahead inc case,25390
BE,quantile,0.99,2021-05-22,2021-05-10,2 wk ahead inc case,26658
BE,quantile,0.01,2021-05-29,2021-05-10,3 wk ahead inc case,12648
BE,quantile,0.025,2021-05-29,2021-05-10,3 wk ahead inc case,13421
BE,quantile,0.05,2021-05-29,2021-05-10,3 wk ahead inc case,14124
BE,quantile,0.1,2021-05-29,2021-05-10,3 wk ahead inc case,14980
BE,quantile,0.15,2021-05-29,2021-05-10,3 wk ahead inc case,15587
BE,quantile,0.2,2021-05-29,2021-05-10,3 wk ahead inc case,16087
BE,quantile,0.25,2021-05-29,2021-05-10,3 wk ahead inc case,16528
BE,quantile,0.3,2021-05-29,2021-05-10,3 wk ahead inc case,16935
BE,quantile,0.35,2021-05-29,2021-05-10,3 wk ahead inc case,17321
BE,quantile,0.4,2021-05-29,2021-05-10,3 wk ahead inc case,17695
BE,quantile,0.45,2021-05-29,2021-05-10,3 wk ahead inc case,18065
BE,quantile,0.5,2021-05-29,2021-05-10,3 wk ahead inc case,18437
BE,quantile,0.55,2021-05-29,2021-05-10,3 wk ahead inc case,18816
BE,quantile,0.6,2021-05-29,2021-05-10,3 wk ahead inc case,19209
BE,quantile,0.65,2021-05-29,2021-05-10,3 wk ahead inc case,19624
BE,quantile,0.7,2021-05-29,2021-05-10,3 wk ahead inc case,20071
BE,quantile,0.75,2021-05-29,2021-05-10,3 wk ahead inc case,20565
BE,quantile,0.8,2021-05-29,2021-05-10,3 wk ahead inc case,21130
BE,quantile,0.85,2021-05-29,2021-05-10,3 wk ahead inc case,21807
BE,quantile,0.9,2021-05-29,2021-05-10,3 wk ahead inc case,22691
BE,quantile,0.95,2021-05-29,2021-05-10,3 wk ahead inc case,24066
BE,quantile,0.975,2021-05-29,2021-05-10,3 wk ahead inc case,25327
BE,quantile,0.99,2021-05-29,2021-05-10,3 wk ahead inc case,26875
BE,quantile,0.01,2021-06-05,2021-05-10,4 wk ahead inc case,9765
BE,quantile,0.025,2021-06-05,2021-05-10,4 wk ahead inc case,10608
BE,quantile,0.05,2021-06-05,2021-05-10,4 wk ahead inc case,11391
BE,quantile,0.1,2021-06-05,2021-05-10,4 wk ahead inc case,12366
BE,quantile,0.15,2021-06-05,2021-05-10,4 wk ahead inc case,13070
BE,quantile,0.2,2021-06-05,2021-05-10,4 wk ahead inc case,13659
BE,quantile,0.25,2021-06-05,2021-05-10,4 wk ahead inc case,14184
BE,quantile,0.3,2021-06-05,2021-05-10,4 wk ahead inc case,14674
BE,quantile,0.35,2021-06-05,2021-05-10,4 wk ahead inc case,15142
BE,quantile,0.4,2021-06-05,2021-05-10,4 wk ahead inc case,15601
BE,quantile,0.45,2021-06-05,2021-05-10,4 wk ahead inc case,16057
BE,quantile,0.5,2021-06-05,2021-05-10,4 wk ahead inc case,16520
BE,quantile,0.55,2021-06-05,2021-05-10,4 wk ahead inc case,16996
BE,quantile,0.6,2021-06-05,2021-05-10,4 wk ahead inc case,17493
BE,quantile,0.65,2021-06-05,2021-05-10,4 wk ahead inc case,18023
BE,quantile,0.7,2021-06-05,2021-05-10,4 wk ahead inc case,18599
BE,quantile,0.75,2021-06-05,2021-05-10,4 wk ahead inc case,19240
BE,quantile,0.8,2021-06-05,2021-05-10,4 wk ahead inc case,19981
BE,quantile,0.85,2021-06-05,2021-05-10,4 wk ahead inc case,20880
BE,quantile,0.9,2021-06-05,2021-05-10,4 wk ahead inc case,22070
BE,quantile,0.95,2021-06-05,2021-05-10,4 wk ahead inc case,23958
BE,quantile,0.975,2021-06-05,2021-05-10,4 wk ahead inc case,25727
BE,quantile,0.99,2021-06-05,2021-05-10,4 wk ahead inc case,27947
BE,quantile,0.01,2021-05-15,2021-05-10,1 wk ahead inc death,219
BE,quantile,0.025,2021-05-15,2021-05-10,1 wk ahead inc death,223
BE,quantile,0.05,2021-05-15,2021-05-10,1 wk ahead inc death,226
BE,quantile,0.1,2021-05-15,2021-05-10,1 wk ahead inc death,230
BE,quantile,0.15,2021-05-15,2021-05-10,1 wk ahead inc death,233
BE,quantile,0.2,2021-05-15,2021-05-10,1 wk ahead inc death,235
BE,quantile,0.25,2021-05-15,2021-05-10,1 wk ahead inc death,237
BE,quantile,0.3,2021-05-15,2021-05-10,1 wk ahead inc death,239
BE,quantile,0.35,2021-05-15,2021-05-10,1 wk ahead inc death,240
BE,quantile,0.4,2021-05-15,2021-05-10,1 wk ahead inc death,242
BE,quantile,0.45,2021-05-15,2021-05-10,1 wk ahead inc death,243
BE,quantile,0.5,2021-05-15,2021-05-10,1 wk ahead inc death,245
BE,quantile,0.55,2021-05-15,2021-05-10,1 wk ahead inc death,246
BE,quantile,0.6,2021-05-15,2021-05-10,1 wk ahead inc death,248
BE,quantile,0.65,2021-05-15,2021-05-10,1 wk ahead inc death,249
BE,quantile,0.7,2021-05-15,2021-05-10,1 wk ahead inc death,251
BE,quantile,0.75,2021-05-15,2021-05-10,1 wk ahead inc death,253
BE,quantile,0.8,2021-05-15,2021-05-10,1 wk ahead inc death,255
BE,quantile,0.85,2021-05-15,2021-05-10,1 wk ahead inc death,257
BE,quantile,0.9,2021-05-15,2021-05-10,1 wk ahead inc death,260
BE,quantile,0.95,2021-05-15,2021-05-10,1 wk ahead inc death,265
BE,quantile,0.975,2021-05-15,2021-05-10,1 wk ahead inc death,269
BE,quantile,0.99,2021-05-15,2021-05-10,1 wk ahead inc death,274
BE,quantile,0.01,2021-05-22,2021-05-10,2 wk ahead inc death,191
BE,quantile,0.025,2021-05-22,2021-05-10,2 wk ahead inc death,198
BE,quantile,0.05,2021-05-22,2021-05-10,2 wk ahead inc death,204
BE,quantile,0.1,2021-05-22,2021-05-10,2 wk ahead inc death,210
BE,quantile,0.15,2021-05-22,2021-05-10,2 wk ahead inc death,215
BE,quantile,0.2,2021-05-22,2021-05-10,2 wk ahead inc death,219
BE,quantile,0.25,2021-05-22,2021-05-10,2 wk ahead inc death,222
BE,quantile,0.3,2021-05-22,2021-05-10,2 wk ahead inc death,225
BE,quantile,0.35,2021-05-22,2021-05-10,2 wk ahead inc death,228
BE,quantile,0.4,2021-05-22,2021-05-10,2 wk ahead inc death,231
BE,quantile,0.45,2021-05-22,2021-05-10,2 wk ahead inc death,234
BE,quantile,0.5,2021-05-22,2021-05-10,2 wk ahead inc death,236
BE,quantile,0.55,2021-05-22,2021-05-10,2 wk ahead inc death,239
BE,quantile,0.6,2021-05-22,2021-05-10,2 wk ahead inc death,242
BE,quantile,0.65,2021-05-22,2021-05-10,2 wk ahead inc death,245
BE,quantile,0.7,2021-05-22,2021-05-10,2 wk ahead inc death,248
BE,quantile,0.75,2021-05-22,2021-05-10,2 wk ahead inc death,251
BE,quantile,0.8,2021-05-22,2021-05-10,2 wk ahead inc death,255
BE,quantile,0.85,2021-05-22,2021-05-10,2 wk ahead inc death,260
BE,quantile,0.9,2021-05-22,2021-05-10,2 wk ahead inc death,266
BE,quantile,0.95,2021-05-22,2021-05-10,2 wk ahead inc death,275
BE,quantile,0.975,2021-05-22,2021-05-10,2 wk ahead inc death,283
BE,quantile,0.99,2021-05-22,2021-05-10,2 wk ahead inc death,292
BE,quantile,0.01,2021-05-29,2021-05-10,3 wk ahead inc death,171
BE,quantile,0.025,2021-05-29,2021-05-10,3 wk ahead inc death,179
BE,quantile,0.05,2021-05-29,2021-05-10,3 wk ahead inc death,186
BE,quantile,0.1,2021-05-29,2021-05-10,3 wk ahead inc death,195
BE,quantile,0.15,2021-05-29,2021-05-10,3 wk ahead inc death,201
BE,quantile,0.2,2021-05-29,2021-05-10,3 wk ahead inc death,206
BE,quantile,0.25,2021-05-29,2021-05-10,3 wk ahead inc death,210
BE,quantile,0.3,2021-05-29,2021-05-10,3 wk ahead inc death,214
BE,quantile,0.35,2021-05-29,2021-05-10,3 wk ahead inc death,218
BE,quantile,0.4,2021-05-29,2021-05-10,3 wk ahead inc death,222
BE,quantile,0.45,2021-05-29,2021-05-10,3 wk ahead inc death,225
BE,quantile,0.5,2021-05-29,2021-05-10,3 wk ahead inc death,229
BE,quantile,0.55,2021-05-29,2021-05-10,3 wk ahead inc death,232
BE,quantile,0.6,2021-05-29,2021-05-10,3 wk ahead inc death,236
BE,quantile,0.65,2021-05-29,2021-05-10,3 wk ahead inc death,240
BE,quantile,0.7,2021-05-29,2021-05-10,3 wk ahead inc death,244
BE,quantile,0.75,2021-05-29,2021-05-10,3 wk ahead inc death,249
BE,quantile,0.8,2021-05-29,2021-05-10,3 wk ahead inc death,254
BE,quantile,0.85,2021-05-29,2021-05-10,3 wk ahead inc death,260
BE,quantile,0.9,2021-05-29,2021-05-10,3 wk ahead inc death,268
BE,quantile,0.95,2021-05-29,2021-05-10,3 wk ahead inc death,281
BE,quantile,0.975,2021-05-29,2021-05-10,3 wk ahead inc death,292
BE,quantile,0.99,2021-05-29,2021-05-10,3 wk ahead inc death,306
BE,quantile,0.01,2021-06-05,2021-05-10,4 wk ahead inc death,156
BE,quantile,0.025,2021-06-05,2021-05-10,4 wk ahead inc death,165
BE,quantile,0.05,2021-06-05,2021-05-10,4 wk ahead inc death,173
BE,quantile,0.1,2021-06-05,2021-05-10,4 wk ahead inc death,183
BE,quantile,0.15,2021-06-05,2021-05-10,4 wk ahead inc death,190
BE,quantile,0.2,2021-06-05,2021-05-10,4 wk ahead inc death,196
BE,quantile,0.25,2021-06-05,2021-05-10,4 wk ahead inc death,201
BE,quantile,0.3,2021-06-05,2021-05-10,4 wk ahead inc death,205
BE,quantile,0.35,2021-06-05,2021-05-10,4 wk ahead inc death,210
BE,quantile,0.4,2021-06-05,2021-05-10,4 wk ahead inc death,214
BE,quantile,0.45,2021-06-05,2021-05-10,4 wk ahead inc death,218
BE,quantile,0.5,2021-06-05,2021-05-10,4 wk ahead inc death,223
BE,quantile,0.55,2021-06-05,2021-05-10,4 wk ahead inc death,227
BE,quantile,0.6,2021-06-05,2021-05-10,4 wk ahead inc death,231
BE,quantile,0.65,2021-06-05,2021-05-10,4 wk ahead inc death,236
BE,quantile,0.7,2021-06-05,2021-05-10,4 wk ahead inc death,241
BE,quantile,0.75,2021-06-05,2021-05-10,4 wk ahead inc death,247
BE,quantile,0.8,2021-06-05,2021-05-10,4 wk ahead inc death,253
BE,quantile,0.85,2021-06-05,2021-05-10,4 wk ahead inc death,261
BE,quantile,0.9,2021-06-05,2021-05-10,4 wk ahead inc death,271
BE,quantile,0.95,2021-06-05,2021-05-10,4 wk ahead inc death,287
BE,quantile,0.975,2021-06-05,2021-05-10,4 wk ahead inc death,301
BE,quantile,0.99,2021-06-05,2021-05-10,4 wk ahead inc death,319
FR,quantile,0.01,2021-05-15,2021-05-10,1 wk ahead inc case,72028
FR,quantile,0.025,2021-05-15,2021-05-10,1 wk ahead inc case,75671
FR,quantile,0.05,2021-05-15,2021-05-10,1 wk ahead inc case,78963
FR,quantile,0.1,2021-05-15,2021-05-10,1 wk ahead inc case,82952
FR,quantile,0.15,2021-05-15,2021-05-10,1 wk ahead inc case,85765
FR,quantile,0.2,2021-05-15,2021-05-10,1 wk ahead inc case,88074
FR,quantile,0.25,2021-05-15,2021-05-10,1 wk ahead inc case,90109
FR,quantile,0.3,2021-05-15,2021-05-10,1 wk ahead inc case,91979
FR,quantile,0.35,2021-05-15,2021-05-10,1 wk ahead inc case,93750
FR,quantile,0.4,2021-05-15,2021-05-10,1 wk ahead inc case,95464
FR,quantile,0.45,2021-05-15,2021-05-10,1 wk ahead inc case,97154
FR,quantile,0.5,2021-05-15,2021-05-10,1 wk ahead inc case,98849
FR,quantile,0.55,2021-05-15,2021-05-10,1 wk ahead inc case,100576
FR,quantile,0.6,2021-05-15,2021-05-10,1 wk ahead inc case,102364
FR,quantile,0.65,2021-05-15,2021-05-10,1 wk ahead inc case,104249
FR,quantile,0.7,2021-05-15,2021-05-10,1 wk ahead inc case,106275
FR,quantile,0.75,2021-05-15,2021-05-10,1 wk ahead inc case,108509
FR,quantile,0.8,2021-05-15,2021-05-10,1 wk ahead inc case,111056
FR,quantile,0.85,2021-05-15,2021-05-10,1 wk ahead inc case,114107
FR,quantile,0.9,2021-05-15,2021-05-10,1 wk ahead inc case,118073
FR,quantile,0.95,2021-05-15,2021-05-10,1 wk ahead inc case,124228
FR,quantile,0.975,2021-05-15,2021-05-10,1 wk ahead inc case,129845
FR,quantile,0.99,2021-05-15,2021-05-10,1 wk ahead inc case,136721
FR,quantile,0.01,2021-05-22,2021-05-10,2 wk ahead inc case,42326
FR,quantile,0.025,2021-05-22,2021-05-10,2 wk ahead inc case,46333
FR,quantile,0.05,2021-05-22,2021-05-10,2 wk ahead inc case,50091
FR,quantile,0.1,2021-05-22,2021-05-10,2 wk ahead inc case,54815
FR,quantile,0.15,2021-05-22,2021-05-10,2 wk ahead inc case,58258
FR,quantile,0.2,2021-05-22,2021-05-10,2 wk ahead inc case,61152
FR,quantile,0.25,2021-05-22,2021-05-10,2 wk ahead inc case,63752
FR,quantile,0.3,2021-05-22,2021-05-10,2 wk ahead inc case,66184
FR,quantile,0.35,2021-05-22,2021-05-10,2 wk ahead inc case,68522
FR,quantile,0.4,2021-05-22,2021-05-10,2 wk ahead inc case,70819
FR,quantile,0.45,2021-05-22,2021-05-10,2 wk ahead inc case,73117
FR,quantile,0.5,2021-05-22,2021-05-10,2 wk ahead inc case,75453
FR,quantile,0.55,2021-05-22,2021-05-10,2 wk ahead inc case,77865
FR,quantile,0.6,2021-05-22,2021-05-10,2 wk ahead inc case,80398
FR,quantile,0.65,2021-05-22,2021-05-10,2 wk ahead inc case,83104
FR,quantile,0.7,2021-05-22,2021-05-10,2 wk ahead inc case,86058
FR,quantile,0.75,2021-05-22,2021-05-10,2 wk ahead inc case,89366
FR,quantile,0.8,2021-05-22,2021-05-10,2 wk ahead inc case,93203
FR,quantile,0.85,2021-05-22,2021-05-10,2 wk ahead inc case,97890
FR,quantile,0.9,2021-05-22,2021-05-10,2 wk ahead inc case,104133
FR,quantile,0.95,2021-05-22,2021-05-10,2 wk ahead inc case,114145
FR,quantile,0.975,2021-05-22,2021-05-10,2 wk ahead inc case,123627
FR,quantile,0.99,2021-05-22,2021-05-10,2 wk ahead inc case,135672
FR,quantile,0.01,2021-05-29,2021-05-10,3 wk ahead inc case,26943
FR,quantile,0.025,2021-05-29,2021-05-10,3 wk ahead inc case,30644
FR,quantile,0.05,2021-05-29,2021-05-10,3 wk ahead inc case,34240
FR,quantile,0.1,2021-05-29,2021-05-10,3 wk ahead inc case,38927
FR,quantile,0.15,2021-05-29,2021-05-10,3 wk ahead inc case,42455
FR,quantile,0.2,2021-05-29,2021-05-10,3 wk ahead inc case,45490
FR,quantile,0.25,2021-05-29,2021-05-10,3 wk ahead inc case,48271
FR,quantile,0.3,2021-05-29,2021-05-10,3 wk ahead inc case,50916
FR,quantile,0.35,2021-05-29,2021-05-10,3 wk ahead inc case,53499
FR,quantile,0.4,2021-05-29,2021-05-10,3 wk ahead inc case,56074
FR,quantile,0.45,2021-05-29,2021-05-10,3 wk ahead inc case,58686
FR,quantile,0.5,2021-05-29,2021-05-10,3 wk ahead inc case,61377
FR,quantile,0.55,2021-05-29,2021-05-10,3 wk ahead inc case,64195
FR,quantile,0.6,2021-05-29,2021-05-10,3 wk ahead inc case,67194
FR,quantile,0.65,2021-05-29,2021-05-10,3 wk ahead inc case,70444
FR,quantile,0.7,2021-05-29,2021-05-10,3 wk ahead inc case,74043
FR,quantile,0.75,2021-05-29,2021-05-10,3 wk ahead inc case,78139
FR,quantile,0.8,2021-05-29,2021-05-10,3 wk ahead inc case,82972
FR,quantile,0.85,2021-05-29,2021-05-10,3 wk ahead inc case,88992
FR,quantile,0.9,2021-05-29,2021-05-10,3 wk ahead inc case,97206
FR,quantile,0.95,2021-05-29,2021-05-10,3 wk ahead inc case,110829
FR,quantile,0.975,2021-05-29,2021-05-10,3 wk ahead inc case,124216
FR,quantile,0.99,2021-05-29,2021-05-10,3 wk ahead inc case,141875
FR,quantile,0.01,2021-06-05,2021-05-10,4 wk ahead inc case,17180
FR,quantile,0.025,2021-06-05,2021-05-10,4 wk ahead inc case,20378
FR,quantile,0.05,2021-06-05,2021-05-10,4 wk ahead inc case,23613
FR,quantile,0.1,2021-06-05,2021-05-10,4 wk ahead inc case,28001
FR,quantile,0.15,2021-06-05,2021-05-10,4 wk ahead inc case,31424
FR,quantile,0.2,2021-06-05,2021-05-10,4 wk ahead inc case,34447
FR,quantile,0.25,2021-06-05,2021-05-10,4 wk ahead inc case,37278
FR,quantile,0.3,2021-06-05,2021-05-10,4 wk ahead inc case,40022
FR,quantile,0.35,2021-06-05,2021-05-10,4 wk ahead inc case,42748
FR,quantile,0.4,2021-06-05,2021-05-10,4 wk ahead inc case,45511
FR,quantile,0.45,2021-06-05,2021-05-10,4 wk ahead inc case,48357
FR,quantile,0.5,2021-06-05,2021-05-10,4 wk ahead inc case,51337
FR,quantile,0.55,2021-06-05,2021-05-10,4 wk ahead inc case,54503
FR,quantile,0.6,2021-06-05,2021-05-10,4 wk ahead inc case,57926
FR,quantile,0.65,2021-06-05,2021-05-10,4 wk ahead inc case,61694
FR,quantile,0.7,2021-06-05,2021-05-10,4 wk ahead inc case,65937
FR,quantile,0.75,2021-06-05,2021-05-10,4 wk ahead inc case,70851
FR,quantile,0.8,2021-06-05,2021-05-10,4 wk ahead inc case,76764
FR,quantile,0.85,2021-06-05,2021-05-10,4 wk ahead inc case,84297
FR,quantile,0.9,2021-06-05,2021-05-10,4 wk ahead inc case,94859
FR,quantile,0.95,2021-06-05,2021-05-10,4 wk ahead inc case,113054
FR,quantile,0.975,2021-06-05,2021-05-10,4 wk ahead inc case,131705
FR,quantile,0.99,2021-06-05,2021-05-10,4 wk ahead inc case,157386
FR,quantile,0.01,2021-05-15,2021-05-10,1 wk ahead inc death,1021
FR,quantile,0.025,2021-05-15,2021-05-10,1 wk ahead inc death,1069
FR,quantile,0.05,2021-05-15,2021-05-10,1 wk ahead inc death,1112
FR,quantile,0.1,2021-05-15,2021-05-10,1 wk ahead inc death,1164
FR,quantile,0.15,2021-05-15,2021-05-10,1 wk ahead inc death,1201
FR,quantile,0.2,2021-05-15,2021-05-10,1 wk ahead inc death,1231
FR,quantile,0.25,2021-05-15,2021-05-10,1 wk ahead inc death,1257
FR,quantile,0.3,2021-05-15,2021-05-10,1 wk ahead inc death,1281
FR,quantile,0.35,2021-05-15,2021-05-10,1 wk ahead inc death,1304
FR,quantile,0.4,2021-05-15,2021-05-10,1 wk ahead inc death,1326
FR,quantile,0.45,2021-05-15,2021-05-10,1 wk ahead inc death,1348
FR,quantile,0.5,2021-05-15,2021-05-10,1 wk ahead inc death,1370
FR,quantile,0.55,2021-05-15,2021-05-10,1 wk ahead inc death,1392
FR,quantile,0.6,2021-05-15,2021-05-10,1 wk ahead inc death,1415
FR,quantile,0.65,2021-05-15,2021-05-10,1 wk ahead inc death,1439
FR,quantile,0.7,2021-05-15,2021-05-10,1 wk ahead inc death,1465
FR,quantile,0.75,2021-05-15,2021-05-10,1 wk ahead inc death,1493
FR,quantile,0.8,2021-05-15,2021-05-10,1 wk ahead inc death,1525
FR,quantile,0.85,2021-05-15,2021-05-10,1 wk ahead inc death,1564
FR,quantile,0.9,2021-05-15,2021-05-10,1 wk ahead inc death,1614
FR,quantile,0.95,2021-05-15,2021-05-10,1 wk ahead inc death,1691
FR,quantile,0.975,2021-05-15,2021-05-10,1 wk ahead inc death,1762
FR,quantile,0.99,2021-05-15,2021-05-10,1 wk ahead inc death,1847
FR,quantile,0.01,2021-05-22,2021-05-10,2 wk ahead inc death,728
FR,quantile,0.025,2021-05-22,2021-05-10,2 wk ahead inc death,781
FR,quantile,0.05,2021-05-22,2021-05-10,2 wk ahead inc death,830
FR,quantile,0.1,2021-05-22,2021-05-10,2 wk ahead inc death,891
FR,quantile,0.15,2021-05-22,2021-05-10,2 wk ahead inc death,934
FR,quantile,0.2,2021-05-22,2021-05-10,2 wk ahead inc death,970
FR,quantile,0.25,2021-05-22,2021-05-10,2 wk ahead inc death,1002
FR,quantile,0.3,2021-05-22,2021-05-10,2 wk ahead inc death,1031
FR,quantile,0.35,2021-05-22,2021-05-10,2 wk ahead inc death,1060
FR,quantile,0.4,2021-05-22,2021-05-10,2 wk ahead inc death,1087
FR,quantile,0.45,2021-05-22,2021-05-10,2 wk ahead inc death,1114
FR,quantile,0.5,2021-05-22,2021-05-10,2 wk ahead inc death,1142
FR,quantile,0.55,2021-05-22,2021-05-10,2 wk ahead inc death,1170
FR,quantile,0.6,2021-05-22,2021-05-10,2 wk ahead inc death,1199
FR,quantile,0.65,2021-05-22,2021-05-10,2 wk ahead inc death,1230
FR,quantile,0.7,2021-05-22,2021-05-10,2 wk ahead inc death,1264
FR,quantile,0.75,2021-05-22,2021-05-10,2 wk ahead inc death,1301
FR,quantile,0.8,2021-05-22,2021-05-10,2 wk ahead inc death,1344
FR,quantile,0.85,2021-05-22,2021-05-10,2 wk ahead inc death,1396
FR,quantile,0.9,2021-05-22,2021-05-10,2 wk ahead inc death,1464
FR,quantile,0.95,2021-05-22,2021-05-10,2 wk ahead inc death,1570
FR,quantile,0.975,2021-05-22,2021-05-10,2 wk ahead inc death,1669
FR,quantile,0.99,2021-05-22,2021-05-10,2 wk ahead inc death,1792
FR,quantile,0.01,2021-05-29,2021-05-10,3 wk ahead inc death,535
FR,quantile,0.025,2021-05-29,2021-05-10,3 wk ahead inc death,592
FR,quantile,0.05,2021-05-29,2021-05-10,3 wk ahead inc death,646
FR,quantile,0.1,2021-05-29,2021-05-10,3 wk ahead inc death,714
FR,quantile,0.15,2021-05-29,2021-05-10,3 wk ahead inc death,765
FR,quantile,0.2,2021-05-29,2021-05-10,3 wk ahead inc death,807
FR,quantile,0.25,2021-05-29,2021-05-10,3 wk ahead inc death,846
FR,quantile,0.3,2021-05-29,2021-05-10,3 wk ahead inc death,882
FR,quantile,0.35,2021-05-29,2021-05-10,3 wk ahead inc death,917
FR,quantile,0.4,2021-05-29,2021-05-10,3 wk ahead inc death,951
FR,quantile,0.45,2021-05-29,2021-05-10,3 wk ahead inc death,986
